logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
1.8749e-01,-1.4489e+00,9.9571e-02,2.4971e+00,9.0502e-01,4.2254e+00,3.4339e+00,-5.5857e-01
4.2891e-02,-1.3645e+00,-7.6659e-01,1.1453e+00,1.8254e+00,4.2572e+00,2.6478e+00,-6.8015e-01
-3.0186e-02,-1.4647e+00,1.6260e-01,-1.7727e-01,3.4103e+00,2.7434e+00,4.2950e+00,-3.6891e-01
3.3011e-01,-7.6997e-01,1.0816e+00,2.8937e+00,3.5456e+00,2.6807e+00,4.3609e+00,-3.3192e-01
6.1428e-02,-1.5900e+00,5.9889e-01,1.9497e+00,2.4036e+00,3.7463e+00,4.3215e+00,-6.7584e-01
4.1589e-02,-1.3767e+00,-8.6344e-01,1.5100e+00,3.0282e+00,3.9155e+00,4.1275e+00,-7.9222e-01
2.9920e-02,-1.7289e+00,-1.2133e+00,4.6257e-01,2.2003e+00,4.1825e+00,3.5543e+00,-6.6436e-01
2.1990e-02,-1.4985e+00,-1.9824e-01,2.1390e+00,1.0089e+00,3.9072e+00,4.1966e+00,-5.0816e-01
3.2279e-01,-1.8179e+00,-6.8561e-01,1.7171e+00,3.5836e+00,2.1257e+00,4.2992e+00,-7.8983e-01
3.3524e-01,-1.0421e+00,-8.0777e-01,2.5292e+00,1.0911e+00,4.3241e+00,3.3148e+00,-6.1345e-01
2.9222e-02,-1.5713e+00,-2.9052e-01,-4.0854e-04,9.5612e-01,4.1553e+00,3.7886e+00,-5.4293e-01
-3.7767e-02,-1.3898e+00,2.6241e-01,2.6278e+00,9.3730e-01,2.0087e+00,4.4408e+00,-4.5902e-01
6.8519e-02,-1.4130e+00,-3.8356e-01,1.4703e-01,2.1375e+00,4.2573e+00,2.8892e+00,-7.5237e-01
3.3963e-01,-1.2743e+00,9.7143e-01,9.5146e-01,3.3630e+00,4.1181e+00,3.8593e+00,-7.0640e-01
