niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,1.9960e-01,-6.7513e+04,-6.7519e+04,-1.9980e-03,-6.7519e+04,1.1750e-01,6.9098e+00,inf,5.8418e-01,-5.9523e-01,-1.9071e+00,-3.6733e-01,1.9936e+00,1.2177e+00,3.7588e+00,5.9443e+00
2.0000e+00,1.0000e+00,3.9841e-01,-6.6824e+04,-6.6831e+04,-3.9960e-03,-6.6831e+04,1.1751e-01,6.9118e+00,6.7146e+04,1.4010e+00,-7.1820e-01,-1.5656e+00,-2.6996e-01,1.9917e+00,2.8482e+00,4.3442e+00,5.8988e+00
3.0000e+00,1.0000e+00,5.9642e-01,-6.5989e+04,-6.5996e+04,-5.9940e-03,-6.5996e+04,1.1753e-01,6.9137e+00,6.6457e+04,2.2029e+00,-9.2861e-01,-1.3306e+00,7.9845e-01,1.7511e+00,2.6591e+00,3.8311e+00,5.9079e+00
4.0000e+00,1.0000e+00,7.9365e-01,-6.5811e+04,-6.5818e+04,-7.9920e-03,-6.5818e+04,1.1755e-01,6.9157e+00,6.5622e+04,2.7922e+00,-9.3653e-01,-1.0465e+00,-3.7799e-01,4.8841e-01,2.9389e+00,4.3873e+00,5.9214e+00
5.0000e+00,1.0000e+00,9.9010e-01,-6.5202e+04,-6.5209e+04,-9.9900e-03,-6.5209e+04,1.1757e-01,6.9177e+00,6.5444e+04,3.3881e+00,-6.1993e-01,-1.2877e+00,1.1842e+00,2.2658e+00,2.6727e+00,4.4483e+00,5.9069e+00
6.0000e+00,1.0000e+00,1.1858e+00,-6.4752e+04,-6.4759e+04,-1.1988e-02,-6.4759e+04,1.1758e-01,6.9197e+00,6.4835e+04,4.1850e+00,-6.9244e-01,-1.9574e+00,-2.4018e-01,4.2494e-01,2.4763e+00,4.3850e+00,5.8445e+00
7.0000e+00,1.0000e+00,1.3807e+00,-6.4576e+04,-6.4583e+04,-1.3986e-02,-6.4583e+04,1.1760e-01,6.9217e+00,6.4385e+04,5.0014e+00,-4.4506e-01,-1.0752e+00,6.0709e-01,4.9795e-01,2.2107e+00,2.9569e+00,5.9761e+00
8.0000e+00,1.0000e+00,1.5748e+00,-6.4461e+04,-6.4468e+04,-1.5984e-02,-6.4468e+04,1.1762e-01,6.9237e+00,6.4209e+04,5.8069e+00,-9.6932e-01,-1.7426e+00,8.4453e-02,3.5171e-01,2.0084e+00,4.4205e+00,5.8225e+00
9.0000e+00,1.0000e+00,1.7682e+00,-6.4430e+04,-6.4437e+04,-1.7982e-02,-6.4437e+04,1.1763e-01,6.9257e+00,6.4094e+04,6.4065e+00,-3.7759e-01,-1.6400e+00,-4.1404e-01,1.7877e+00,2.7359e+00,3.3534e+00,5.9323e+00
1.0000e+01,1.0000e+00,1.9608e+00,-6.4391e+04,-6.4398e+04,-1.9980e-02,-6.4398e+04,1.1765e-01,6.9277e+00,6.4063e+04,7.1107e+00,-1.8903e-01,-1.6544e+00,3.5084e-01,2.0899e+00,2.8065e+00,4.6688e+00,5.9389e+00
1.1000e+01,1.0000e+00,2.1526e+00,-6.2915e+04,-6.2922e+04,-2.1978e-02,-6.2922e+04,1.1767e-01,6.9297e+00,6.4024e+04,7.8880e+00,-9.1745e-01,-1.3310e+00,-4.4821e-02,1.5184e+00,1.5235e+00,3.2508e+00,5.8418e+00
1.2000e+01,1.0000e+00,2.3438e+00,-6.2769e+04,-6.2776e+04,-2.3976e-02,-6.2776e+04,1.1768e-01,6.9317e+00,6.2548e+04,8.6913e+00,-3.0681e-01,-1.6683e+00,9.5485e-01,6.4600e-01,1.4049e+00,2.8273e+00,5.9102e+00
1.3000e+01,1.0000e+00,2.5341e+00,-6.2675e+04,-6.2682e+04,-2.5974e-02,-6.2682e+04,1.1770e-01,6.9337e+00,6.2402e+04,9.4878e+00,-2.2709e-01,-1.3526e+00,4.7833e-02,2.2947e+00,1.9540e+00,4.3310e+00,5.9155e+00
1.4000e+01,1.0000e+00,2.7237e+00,-6.2250e+04,-6.2257e+04,-2.7972e-02,-6.2257e+04,1.1772e-01,6.9357e+00,6.2308e+04,1.0287e+01,-4.5507e-02,-1.4663e+00,7.0829e-01,1.5302e+00,1.9111e+00,4.5826e+00,5.9641e+00
1.5000e+01,1.0000e+00,2.9126e+00,-6.2214e+04,-6.2221e+04,-2.9970e-02,-6.2221e+04,1.1774e-01,6.9377e+00,6.1883e+04,1.1090e+01,-6.0218e-01,-1.2118e+00,3.9307e-01,1.1661e+00,1.7212e+00,4.5569e+00,5.8371e+00
1.6000e+01,1.0000e+00,3.1008e+00,-6.2113e+04,-6.2119e+04,-3.1968e-02,-6.2119e+04,1.1775e-01,6.9397e+00,6.1847e+04,1.1892e+01,-8.9926e-01,-1.5370e+00,9.8149e-01,5.4362e-01,2.7713e+00,3.9099e+00,5.8074e+00
1.7000e+01,1.0000e+00,3.2882e+00,-6.1429e+04,-6.1436e+04,-3.3966e-02,-6.1436e+04,1.1777e-01,6.9417e+00,6.1746e+04,1.2482e+01,-4.6304e-01,-1.8821e+00,8.1748e-01,5.6657e-01,1.8220e+00,4.6982e+00,5.7856e+00
1.8000e+01,1.0000e+00,3.4749e+00,-6.1336e+04,-6.1343e+04,-3.5964e-02,-6.1343e+04,1.1779e-01,6.9437e+00,6.1062e+04,1.3081e+01,-5.3096e-01,-1.4428e+00,1.7476e-01,2.2241e+00,2.5595e+00,3.9011e+00,5.8454e+00
1.9000e+01,1.0000e+00,3.6609e+00,-6.1240e+04,-6.1247e+04,-3.7962e-02,-6.1247e+04,1.1780e-01,6.9457e+00,6.0969e+04,1.3891e+01,-6.1981e-01,-1.2850e+00,7.1240e-01,3.7226e-01,1.6370e+00,3.8766e+00,5.8378e+00
2.0000e+01,1.0000e+00,3.8462e+00,-6.0995e+04,-6.1002e+04,-3.9960e-02,-6.1002e+04,1.1782e-01,6.9477e+00,6.0873e+04,1.4749e+01,-5.7625e-01,-1.8799e+00,2.9677e-01,1.7333e+00,1.6626e+00,4.4388e+00,5.7878e+00
2.1000e+01,1.0000e+00,4.0307e+00,-6.0867e+04,-6.0874e+04,-4.1958e-02,-6.0874e+04,1.1784e-01,6.9497e+00,6.0628e+04,1.5552e+01,-9.9566e-02,-1.0964e+00,-1.8055e-01,8.4824e-01,2.4648e+00,4.5188e+00,5.9436e+00
2.2000e+01,1.0000e+00,4.2146e+00,-6.0776e+04,-6.0783e+04,-4.3956e-02,-6.0783e+04,1.1785e-01,6.9517e+00,6.0500e+04,1.6144e+01,-7.2231e-01,-1.7078e+00,2.9483e-01,2.0880e+00,2.9834e+00,4.6292e+00,5.7339e+00
2.3000e+01,1.0000e+00,4.3977e+00,-6.0767e+04,-6.0774e+04,-4.5954e-02,-6.0774e+04,1.1786e-01,6.9521e+00,6.0409e+04,1.6950e+01,-3.1460e-01,-1.6800e+00,-4.6711e-01,1.1794e+00,2.9864e+00,3.4726e+00,5.8626e+00
2.4000e+01,1.0000e+00,4.5802e+00,-6.0684e+04,-6.0691e+04,-4.7952e-02,-6.0691e+04,1.1789e-01,6.9557e+00,6.0400e+04,1.7544e+01,-4.2472e-01,-1.9304e+00,1.0841e+00,5.8152e-01,2.8549e+00,3.1257e+00,5.8402e+00
2.5000e+01,2.0000e+00,4.7529e+00,-6.0583e+04,-6.0590e+04,-4.9950e-02,-6.0590e+04,1.1790e-01,6.9577e+00,6.0317e+04,1.8941e+01,-2.5253e-01,-1.6571e+00,-2.0091e-01,5.4256e-01,1.3996e+00,3.1874e+00,5.8778e+00
2.6000e+01,1.0000e+00,4.9336e+00,-6.0246e+04,-6.0253e+04,-5.1948e-02,-6.0253e+04,1.1792e-01,6.9597e+00,6.0216e+04,1.9525e+01,-5.3315e-01,-1.1301e+00,2.6327e-01,9.9217e-01,2.2357e+00,2.8043e+00,5.8645e+00
2.7000e+01,1.0000e+00,5.1136e+00,-6.0232e+04,-6.0239e+04,-5.3946e-02,-6.0239e+04,1.1794e-01,6.9617e+00,5.9879e+04,2.0327e+01,-4.9313e-01,-1.3035e+00,-4.8879e-01,2.3001e+00,1.6522e+00,2.8283e+00,5.8453e+00
2.8000e+01,1.0000e+00,5.2930e+00,-6.0028e+04,-6.0035e+04,-5.5944e-02,-6.0035e+04,1.1796e-01,6.9637e+00,5.9865e+04,2.1128e+01,-9.7839e-01,-1.7065e+00,-2.0019e-01,4.0836e-01,2.6734e+00,3.3832e+00,5.7600e+00
2.9000e+01,1.0000e+00,5.4717e+00,-5.9691e+04,-5.9698e+04,-5.7942e-02,-5.9698e+04,1.1797e-01,6.9657e+00,5.9661e+04,2.1716e+01,-9.1438e-01,-1.5312e+00,-2.6902e-02,5.0031e-01,1.3370e+00,4.5410e+00,5.7200e+00
3.0000e+01,1.0000e+00,5.6497e+00,-5.9558e+04,-5.9565e+04,-5.9940e-02,-5.9565e+04,1.1799e-01,6.9677e+00,5.9324e+04,2.2601e+01,-8.1557e-01,-1.8969e+00,-5.2308e-01,9.2141e-01,2.1256e+00,4.4483e+00,5.7138e+00
3.1000e+01,1.0000e+00,5.8271e+00,-5.9447e+04,-5.9454e+04,-6.1938e-02,-5.9454e+04,1.1801e-01,6.9697e+00,5.9191e+04,2.3412e+01,-9.4865e-01,-1.8791e+00,6.5922e-01,9.8766e-01,1.6771e+00,4.4649e+00,5.7056e+00
3.2000e+01,1.0000e+00,6.0038e+00,-5.9381e+04,-5.9388e+04,-6.3936e-02,-5.9388e+04,1.1802e-01,6.9717e+00,5.9080e+04,2.4241e+01,-4.1154e-01,-1.9618e+00,-1.3767e-01,1.0784e+00,2.3087e+00,2.7696e+00,5.8153e+00
3.3000e+01,1.0000e+00,6.1798e+00,-5.9299e+04,-5.9306e+04,-6.5934e-02,-5.9306e+04,1.1804e-01,6.9737e+00,5.9014e+04,2.5042e+01,-8.3142e-01,-1.9352e+00,-1.2540e-01,1.7231e+00,2.2429e+00,4.1502e+00,5.7241e+00
3.4000e+01,1.0000e+00,6.3551e+00,-5.9118e+04,-5.9125e+04,-6.7932e-02,-5.9125e+04,1.1806e-01,6.9757e+00,5.8932e+04,2.5871e+01,-5.1660e-01,-1.2148e+00,-5.3309e-01,1.1408e+00,2.5501e+00,2.7405e+00,5.8326e+00
3.5000e+01,1.0000e+00,6.5299e+00,-5.9023e+04,-5.9030e+04,-6.9930e-02,-5.9030e+04,1.1807e-01,6.9777e+00,5.8751e+04,2.6664e+01,-1.3676e-02,-1.8453e+00,1.2636e+00,7.2678e-01,1.1502e+00,3.6664e+00,5.9168e+00
3.6000e+01,1.0000e+00,6.7039e+00,-5.8880e+04,-5.8887e+04,-7.1928e-02,-5.8887e+04,1.1809e-01,6.9797e+00,5.8656e+04,2.7248e+01,-7.0142e-01,-1.8626e+00,1.1391e+00,1.8473e+00,2.9711e+00,4.4349e+00,5.7036e+00
