niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.6639e-01,-9.6239e+04,-9.6246e+04,-1.6653e-03,-9.6246e+04,1.0867e-01,7.0917e+00,inf,5.5717e-01,-7.0184e-01,-1.3341e+00,6.1991e+00,2.7186e+00,2.8815e+01
2.0000e+00,1.0000e+00,3.3223e-01,-9.4220e+04,-9.4227e+04,-3.3306e-03,-9.4227e+04,1.0869e-01,7.0934e+00,9.6102e+04,9.4942e-01,2.6910e-01,-1.7251e+00,6.1519e+00,5.0424e-01,2.9268e+01
3.0000e+00,1.0000e+00,4.9751e-01,-8.8749e+04,-8.8757e+04,-4.9958e-03,-8.8757e+04,1.0870e-01,7.0951e+00,9.4082e+04,1.3802e+00,-3.8559e-01,-1.9914e+00,6.3161e+00,2.4605e+00,2.8065e+01
4.0000e+00,1.0000e+00,6.6225e-01,-8.8481e+04,-8.8488e+04,-6.6611e-03,-8.8488e+04,1.0871e-01,7.0967e+00,8.8612e+04,1.9638e+00,-9.8598e-01,-6.4903e-01,6.4090e+00,2.2719e+00,2.8848e+01
5.0000e+00,1.0000e+00,8.2645e-01,-8.8040e+04,-8.8047e+04,-8.3264e-03,-8.8047e+04,1.0872e-01,7.0984e+00,8.8344e+04,2.5610e+00,3.8747e-01,-1.2063e+00,6.3847e+00,2.2343e+00,2.8064e+01
6.0000e+00,1.0000e+00,9.9010e-01,-8.3311e+04,-8.3318e+04,-9.9917e-03,-8.3318e+04,1.0874e-01,7.1001e+00,8.7903e+04,3.1319e+00,-1.4544e-01,-6.6599e-01,6.1726e+00,6.9430e-01,2.9190e+01
7.0000e+00,1.0000e+00,1.1532e+00,-8.3184e+04,-8.3191e+04,-1.1657e-02,-8.3191e+04,1.0875e-01,7.1017e+00,8.3173e+04,3.7197e+00,-2.0991e-01,-1.0554e+00,6.0261e+00,2.6004e+00,2.8227e+01
8.0000e+00,1.0000e+00,1.3158e+00,-8.2676e+04,-8.2683e+04,-1.3322e-02,-8.2683e+04,1.0876e-01,7.1034e+00,8.3046e+04,4.2990e+00,-9.8858e-01,-6.5549e-01,6.4902e+00,3.2434e+00,2.8302e+01
9.0000e+00,1.0000e+00,1.4778e+00,-7.9555e+04,-7.9563e+04,-1.4988e-02,-7.9563e+04,1.0877e-01,7.1051e+00,8.2539e+04,4.8776e+00,3.7338e-01,-1.7334e+00,6.4284e+00,2.6521e+00,2.9420e+01
1.0000e+01,1.0000e+00,1.6393e+00,-7.9317e+04,-7.9324e+04,-1.6653e-02,-7.9324e+04,1.0879e-01,7.1067e+00,7.9418e+04,5.4824e+00,-3.6759e-01,-6.0175e-01,5.9705e+00,1.8362e+00,2.8292e+01
1.1000e+01,1.0000e+00,1.8003e+00,-7.9072e+04,-7.9079e+04,-1.8318e-02,-7.9079e+04,1.0880e-01,7.1084e+00,7.9180e+04,6.0482e+00,-9.1919e-01,-1.3225e+00,6.4280e+00,5.8338e-01,2.9194e+01
1.2000e+01,1.0000e+00,1.9608e+00,-7.8929e+04,-7.8936e+04,-1.9983e-02,-7.8936e+04,1.0881e-01,7.1101e+00,7.8934e+04,6.5931e+00,-9.4103e-01,-1.3523e+00,5.9171e+00,1.7471e+00,2.8884e+01
