logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
6.2228e-02,-1.4492e+00,-1.4094e-03,2.1275e+00,2.5032e+00,3.7532e+00,4.5518e+00,3.1457e+01,-3.2163e+02
-6.7210e-01,-8.1058e-01,-1.0055e+00,7.0298e-01,1.5419e+00,3.9945e+00,4.4035e+00,3.1372e+01,-1.4481e+02
-4.3169e-02,-1.2543e+00,4.4833e-01,8.9231e-01,1.0208e+00,3.6879e+00,4.3280e+00,3.0945e+01,-1.7579e+02
-1.3663e-01,-1.4412e+00,-1.1541e+00,1.3046e+00,1.4513e+00,2.6096e+00,4.5023e+00,3.1125e+01,-9.6761e+01
-1.8990e-02,-1.2332e+00,9.1472e-01,7.1307e-01,4.7413e-01,3.8307e+00,4.3884e+00,3.1156e+01,-2.7148e+02
-4.8428e-01,-7.4081e-01,1.1173e+00,1.6554e-01,1.1610e+00,4.4606e+00,3.9063e+00,3.1615e+01,-3.0285e+02
2.5043e-01,-1.9152e+00,9.8837e-01,4.9069e-02,2.0650e+00,3.5294e+00,4.4098e+00,3.0993e+01,-1.4654e+02
2.9210e-01,-9.1027e-01,-8.8509e-01,2.7443e+00,3.6938e+00,4.3020e+00,4.1073e+00,3.1694e+01,-3.4777e+02
4.3080e-02,-1.5214e+00,-7.8482e-01,9.4155e-01,2.0028e+00,3.7451e+00,4.2850e+00,3.0921e+01,-3.4063e+02
2.7378e-01,-1.0520e+00,9.2724e-02,2.2152e+00,7.9330e-01,4.3612e+00,3.4720e+00,3.1178e+01,-1.6166e+02
-4.3253e-01,-1.0295e+00,8.6177e-01,1.2804e+00,8.4782e-01,3.3864e+00,4.5037e+00,3.1261e+01,-1.5253e+02
-2.9312e-01,-1.1431e+00,7.4360e-02,1.5443e+00,6.6161e-01,3.1256e+00,4.4603e+00,3.1091e+01,-1.4938e+02
6.2602e-02,-1.1121e+00,-7.7118e-01,8.2686e-01,7.8846e-01,4.3497e+00,2.9933e+00,3.1161e+01,-3.3232e+02
-2.3947e-02,-1.6954e+00,5.8718e-01,1.2237e-01,1.8449e+00,2.8782e+00,4.5627e+00,3.1262e+01,-3.0485e+02
-8.6297e-01,-6.6001e-01,-6.6307e-01,1.5954e+00,3.5912e+00,3.4256e+00,4.4199e+00,3.1393e+01,-1.7492e+02
-7.5015e-01,-7.4659e-01,-2.9190e-02,1.8265e-01,3.4637e+00,3.1305e+00,4.5123e+00,3.1455e+01,-1.5057e+02
-3.7953e-01,-6.9807e-01,8.6147e-01,5.8491e-01,4.2100e+00,2.9952e+00,4.0515e+00,3.1960e+01,-1.2436e+02
-1.4840e-01,-1.2247e+00,7.5016e-01,5.0746e-01,2.6629e+00,2.4583e+00,4.4877e+00,3.1121e+01,-2.9975e+02
-1.4144e-01,-8.8876e-01,1.0240e+00,1.3171e+00,6.2153e-01,4.3084e+00,3.5074e+00,3.1120e+01,-2.7308e+02
1.8270e-01,-1.4003e+00,-3.0631e-02,1.7862e+00,7.3060e-01,3.9512e+00,4.1322e+00,3.0870e+01,-3.4784e+02
-9.4812e-02,-1.4814e+00,7.6209e-01,9.9985e-01,2.7806e+00,2.7781e+00,4.6320e+00,3.1505e+01,-2.1073e+02
-3.6944e-01,-8.5060e-01,-4.8736e-01,1.0840e+00,6.9578e-01,4.4150e+00,3.8721e+00,3.1523e+01,-3.1442e+02
-4.8041e-02,-1.0929e+00,-6.5546e-01,1.8880e+00,2.1445e+00,3.9486e+00,4.4151e+00,3.1290e+01,-2.9570e+02
3.6628e-01,-5.9124e-01,5.5441e-01,3.2885e+00,3.7073e+00,4.2512e+00,3.1620e+00,3.1429e+01,-1.1551e+02
-1.0172e-03,-1.0798e+00,-5.1614e-01,1.2771e+00,1.0356e+00,4.1506e+00,4.0293e+00,3.1050e+01,-1.2979e+02
3.8986e-01,-1.1471e+00,-7.1224e-01,9.6176e-01,3.3373e+00,4.4305e+00,3.0641e+00,3.1468e+01,-2.7866e+02
-1.6144e-01,-1.1267e+00,-4.0354e-01,2.1550e+00,2.9794e+00,3.5637e+00,4.5603e+00,3.1496e+01,-2.1526e+02
1.5347e-01,-1.0370e+00,-1.1563e+00,5.4899e-01,7.2284e-01,4.3876e+00,2.5749e+00,3.1171e+01,-2.3125e+02
2.1043e-01,-1.5495e+00,-3.0517e-01,1.4497e+00,2.8205e+00,3.5105e+00,4.3044e+00,3.0852e+01,-3.2342e+02
-1.1531e-01,-8.8037e-01,6.3081e-01,2.0881e+00,7.9044e-01,4.3745e+00,3.2556e+00,3.1256e+01,-1.8841e+02
4.3262e-01,-1.9350e+00,4.2256e-01,1.8608e+00,5.6622e-01,3.9383e+00,4.4116e+00,3.1200e+01,-3.0564e+02
-6.7737e-02,-1.2007e+00,1.9164e-01,1.5406e+00,1.8126e+00,3.6826e+00,4.3551e+00,3.0997e+01,-2.6014e+02
2.3371e-01,-1.0760e+00,4.4267e-01,6.4657e-01,1.6000e+00,4.2879e+00,3.5004e+00,3.1007e+01,-3.0218e+02
-3.1455e-01,-1.1070e+00,-3.5742e-01,2.0597e+00,1.1207e+00,2.2705e+00,4.6937e+00,3.1617e+01,-3.5138e+02
1.2396e-01,-1.7865e+00,-4.6032e-01,1.0634e+00,2.0791e+00,3.3749e+00,4.3307e+00,3.0798e+01,-2.5172e+02
-2.7990e-01,-8.7822e-01,-3.0842e-01,-7.6968e-02,2.0081e+00,4.3090e+00,3.7430e+00,3.1251e+01,-1.3274e+02
1.2479e-01,-1.4470e+00,1.2218e+00,1.8625e+00,6.6546e-01,3.9530e+00,4.5139e+00,3.1456e+01,-3.5138e+02
2.5229e-01,-9.0117e-01,2.2458e-01,2.5936e+00,2.8828e+00,4.2949e+00,3.9163e+00,3.1254e+01,-1.6293e+02
