niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.8616e+05,-1.8617e+05,-2.4969e-03,-1.8617e+05,1.2922e-01,6.6871e+00,inf,3.5016e-01,-5.9412e-01,-1.2165e+00,-2.3730e+00,1.1208e+00,2.4124e+00,2.3768e+00,4.9135e+00,2.2894e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.8587e+05,-1.8587e+05,-4.9938e-03,-1.8587e+05,1.2924e-01,6.6896e+00,1.6302e+05,8.6822e-01,1.4012e-01,-7.5109e-01,-5.2654e-01,4.4162e-01,1.2282e+00,2.0921e-01,4.8919e+00,2.2354e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.8541e+05,-1.8542e+05,-7.4906e-03,-1.8542e+05,1.2926e-01,6.6921e+00,1.6273e+05,1.2283e+00,-7.4482e-01,-9.2243e-01,7.1288e-01,-1.2165e+00,2.7725e+00,3.1255e+00,4.6022e+00,2.2189e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.8501e+05,-1.8502e+05,-9.9875e-03,-1.8502e+05,1.2929e-01,6.6946e+00,1.6227e+05,1.7522e+00,4.7627e-01,-1.0842e+00,-1.5952e-01,8.8407e-01,1.0856e+00,8.5151e-01,4.8594e+00,2.2480e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.8495e+05,-1.8496e+05,-1.2484e-02,-1.8496e+05,1.2931e-01,6.6971e+00,1.6187e+05,2.2750e+00,-1.9678e-01,-1.3328e+00,-2.6779e+00,6.9017e-01,2.7355e+00,3.9790e+00,4.6556e+00,2.2923e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.8471e+05,-1.8472e+05,-1.4981e-02,-1.8472e+05,1.2934e-01,6.6996e+00,1.6181e+05,2.6455e+00,-4.1416e-01,-7.7647e-01,1.1283e+00,1.9487e+00,-7.2781e-01,5.8241e-01,4.8574e+00,2.2722e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.8436e+05,-1.8437e+05,-1.7478e-02,-1.8437e+05,1.2936e-01,6.7021e+00,1.6157e+05,3.0198e+00,-4.3809e-01,-1.9054e+00,-1.0505e+00,1.1451e+00,1.9484e+00,8.8607e-01,4.3870e+00,2.2144e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.8390e+05,-1.8391e+05,-1.9975e-02,-1.8391e+05,1.2939e-01,6.7046e+00,1.6122e+05,3.3823e+00,3.5482e-01,-8.8113e-01,-1.3725e+00,-1.6964e+00,1.5213e+00,3.2131e+00,4.6420e+00,2.2547e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.8381e+05,-1.8382e+05,-2.2472e-02,-1.8382e+05,1.2941e-01,6.7071e+00,1.6076e+05,3.7512e+00,4.9157e-01,-1.1494e+00,6.7993e-01,-1.3691e+00,-4.4808e-01,1.4310e+00,4.7544e+00,2.2518e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.8368e+05,-1.8368e+05,-2.4969e-02,-1.8368e+05,1.2943e-01,6.7096e+00,1.6067e+05,4.2480e+00,-1.6083e-01,-1.8590e+00,3.9547e-01,3.0989e-01,-3.6318e-01,2.6947e+00,4.6680e+00,2.2991e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.8361e+05,-1.8362e+05,-2.7466e-02,-1.8362e+05,1.2946e-01,6.7121e+00,1.6054e+05,4.6101e+00,-9.0637e-01,-1.6110e+00,-6.3759e-01,2.3779e-01,2.6061e+00,3.3028e-01,4.7618e+00,2.3700e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.8355e+05,-1.8356e+05,-2.9963e-02,-1.8356e+05,1.2948e-01,6.7146e+00,1.6047e+05,4.9748e+00,4.5366e-01,-8.7605e-01,9.6463e-01,-1.3801e+00,2.2137e+00,3.0341e+00,4.7813e+00,2.2573e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.8291e+05,-1.8292e+05,-3.2459e-02,-1.8292e+05,1.2951e-01,6.7171e+00,1.6041e+05,5.5033e+00,3.3783e-01,-7.8447e-01,1.0901e+00,2.0971e+00,1.2409e+00,1.3546e+00,4.6092e+00,2.2253e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.8291e+05,-1.8292e+05,-3.4956e-02,-1.8292e+05,1.2473e-01,6.2307e+00,1.5977e+05,5.8687e+00,-9.8817e-01,-1.0616e+00,-4.5909e-01,-7.9293e-01,1.6191e+00,4.0218e+00,3.6724e+00,2.2651e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.8279e+05,-1.8280e+05,-3.7453e-02,-1.8280e+05,1.2955e-01,6.7221e+00,1.5977e+05,6.2321e+00,-6.7716e-01,-1.9724e+00,6.8563e-01,-1.2890e+00,-1.1546e-01,4.0785e+00,4.2470e+00,2.3225e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.8262e+05,-1.8263e+05,-3.9950e-02,-1.8263e+05,1.2958e-01,6.7246e+00,1.5965e+05,6.7405e+00,-3.7116e-01,-1.1470e+00,-2.5995e+00,2.2487e+00,1.3523e+00,3.2265e+00,4.6609e+00,2.3708e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.8246e+05,-1.8247e+05,-4.2447e-02,-1.8247e+05,1.2960e-01,6.7271e+00,1.5948e+05,7.2500e+00,-8.0872e-01,-1.8307e+00,1.5535e-01,-7.7629e-01,2.4826e+00,1.4226e+00,4.4317e+00,2.3183e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.8246e+05,-1.8246e+05,-4.4944e-02,-1.8246e+05,1.2945e-01,6.7116e+00,1.5932e+05,7.6186e+00,-9.0816e-01,-1.9653e+00,-7.3675e-01,-6.6742e-01,6.5749e-01,4.0030e+00,4.1266e+00,2.3421e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.8241e+05,-1.8242e+05,-4.7441e-02,-1.8242e+05,1.2965e-01,6.7321e+00,1.5932e+05,8.1387e+00,-5.8994e-02,-1.6075e+00,-4.3614e-01,4.8582e-01,-3.2237e-01,2.7369e+00,4.7084e+00,2.3784e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.8225e+05,-1.8226e+05,-4.9938e-02,-1.8226e+05,1.2967e-01,6.7345e+00,1.5927e+05,8.5292e+00,1.8598e-01,-1.2359e+00,-9.6886e-02,4.2504e-01,-7.7875e-01,2.3800e+00,4.2139e+00,2.2021e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.8203e+05,-1.8204e+05,-5.2434e-02,-1.8204e+05,1.2970e-01,6.7370e+00,1.5911e+05,8.8974e+00,2.6437e-01,-1.0077e+00,-2.9719e-01,2.2176e+00,1.5412e+00,9.7044e-01,4.6095e+00,2.3309e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.8185e+05,-1.8186e+05,-5.4931e-02,-1.8186e+05,1.2972e-01,6.7395e+00,1.5889e+05,9.2504e+00,2.7714e-01,-1.3851e+00,-1.7207e+00,1.2854e+00,2.0406e+00,3.2578e+00,4.7267e+00,2.4001e+01
