niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-1.4129e+05,-1.4129e+05,-3.3278e-03,-1.4129e+05,1.4594e-01,6.4003e+00,inf,3.1313e-01,-9.1919e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,6.6225e-01,-1.4031e+05,-1.4031e+05,-6.6556e-03,-1.4031e+05,1.4598e-01,6.4036e+00,1.3828e+05,6.2419e-01,-7.6710e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,9.9010e-01,-1.3991e+05,-1.3992e+05,-9.9834e-03,-1.3992e+05,1.4602e-01,6.4069e+00,1.3730e+05,9.3709e-01,-9.7902e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
4.0000e+00,1.0000e+00,1.3158e+00,-1.3974e+05,-1.3974e+05,-1.3311e-02,-1.3974e+05,1.4605e-01,6.4102e+00,1.3690e+05,1.2573e+00,-9.8598e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
5.0000e+00,1.0000e+00,1.6393e+00,-1.3955e+05,-1.3955e+05,-1.6639e-02,-1.3955e+05,1.4609e-01,6.4136e+00,1.3673e+05,1.5746e+00,-3.8559e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
6.0000e+00,1.0000e+00,1.9608e+00,-1.3954e+05,-1.3955e+05,-1.9967e-02,-1.3955e+05,1.4602e-01,6.4075e+00,1.3654e+05,1.9025e+00,3.8747e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
7.0000e+00,1.0000e+00,2.2801e+00,-1.3944e+05,-1.3944e+05,-2.3295e-02,-1.3944e+05,1.4617e-01,6.4202e+00,1.3654e+05,2.2242e+00,-2.3242e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
8.0000e+00,1.0000e+00,2.5974e+00,-1.3924e+05,-1.3925e+05,-2.6622e-02,-1.3925e+05,1.4621e-01,6.4236e+00,1.3643e+05,2.5516e+00,-2.7542e-01,-1.8747e+00,5.8934e+00,9.5119e+00,3.1353e+01
9.0000e+00,1.0000e+00,2.9126e+00,-1.3920e+05,-1.3921e+05,-2.9950e-02,-1.3921e+05,1.4624e-01,6.4269e+00,1.3623e+05,2.8619e+00,-9.0400e-01,-1.4941e+00,5.8003e+00,9.6043e+00,3.1139e+01
1.0000e+01,1.0000e+00,3.2258e+00,-1.3910e+05,-1.3911e+05,-3.3278e-02,-1.3911e+05,1.4628e-01,6.4302e+00,1.3619e+05,3.2941e+00,-9.5802e-01,-1.1364e+00,5.9959e+00,9.7277e+00,3.1701e+01
