niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,3.3223e-01,-6.6230e+04,-6.6237e+04,-3.3278e-03,-6.6237e+04,2.0639e-01,6.4003e+00,inf,5.7242e+02,-4.3097e-01,-1.6832e-01,1.0822e+00,6.9250e+00,3.2393e+01
2.0000e+00,1.0000e+00,6.6225e-01,-6.6138e+04,-6.6145e+04,-6.6556e-03,-6.6145e+04,2.0645e-01,6.4036e+00,6.6199e+04,5.7445e+02,2.4586e-01,-1.2319e+00,1.0610e+00,3.7103e+00,3.2591e+01
3.0000e+00,1.0000e+00,9.9010e-01,-6.5924e+04,-6.5931e+04,-9.9834e-03,-6.5931e+04,2.0650e-01,6.4069e+00,6.6107e+04,5.7620e+02,-7.9103e-02,-7.4538e-01,1.0688e+00,6.2053e+00,3.2296e+01
4.0000e+00,1.0000e+00,1.3158e+00,-6.5667e+04,-6.5673e+04,-1.3311e-02,-6.5673e+04,2.0655e-01,6.4102e+00,6.5893e+04,5.7817e+02,-2.2634e-01,-5.7691e-01,1.3769e+00,3.0137e+00,3.2599e+01
5.0000e+00,1.0000e+00,1.6393e+00,-6.5486e+04,-6.5493e+04,-1.6639e-02,-6.5493e+04,2.0661e-01,6.4136e+00,6.5636e+04,5.8012e+02,-4.8756e-01,-6.9673e-01,1.2285e+00,1.3164e+00,3.2058e+01
6.0000e+00,1.0000e+00,1.9608e+00,-6.5309e+04,-6.5316e+04,-1.9967e-02,-6.5316e+04,2.0666e-01,6.4169e+00,6.5455e+04,5.8217e+02,-1.4167e-01,-1.0400e+00,1.2830e+00,7.5010e+00,3.2424e+01
7.0000e+00,1.0000e+00,2.2801e+00,-6.5014e+04,-6.5020e+04,-2.3295e-02,-6.5020e+04,2.0671e-01,6.4202e+00,6.5278e+04,5.8394e+02,-2.2276e-01,-5.9350e-01,1.5155e+00,6.4388e+00,3.2673e+01
8.0000e+00,1.0000e+00,2.5974e+00,-6.5009e+04,-6.5016e+04,-2.6622e-02,-6.5016e+04,2.0404e-01,6.2553e+00,6.4983e+04,5.8569e+02,7.6059e-02,-1.0457e+00,1.0759e+00,3.7606e+00,3.1220e+01
9.0000e+00,1.0000e+00,2.9126e+00,-6.4939e+04,-6.4945e+04,-2.9950e-02,-6.4945e+04,2.0682e-01,6.4269e+00,6.4978e+04,5.8745e+02,-1.6730e-01,-2.8498e-01,1.5193e+00,1.9169e+00,3.1751e+01
1.0000e+01,1.0000e+00,3.2258e+00,-6.4888e+04,-6.4894e+04,-3.3278e-02,-6.4894e+04,2.0687e-01,6.4302e+00,6.4908e+04,5.8965e+02,-4.6806e-01,-1.1283e+00,1.2251e+00,5.6731e+00,3.2008e+01
