logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.8525e-01,-5.9853e-01,1.5736e+00,5.3647e-01,3.3514e+00,3.2617e+00,3.8186e+00,3.0758e+01,-1.3246e+02
8.0515e-02,-6.5847e-01,1.0109e+00,1.2115e+00,2.5283e+00,3.3848e+00,3.3874e+00,2.9904e+01,-1.3141e+02
2.6075e-01,-5.9198e-01,2.3873e+00,2.7746e+00,2.5354e+00,2.7762e+00,4.8314e+00,3.2322e+01,-1.5413e+02
-1.4468e-01,-5.3922e-01,1.3326e+00,1.9101e+00,2.5848e+00,3.6878e+00,3.6383e+00,3.0533e+01,-1.4526e+02
3.3903e-01,-5.8818e-01,1.5958e+00,6.9502e-01,3.1521e+00,3.4439e+00,3.3003e+00,3.0357e+01,-1.4134e+02
-3.5153e-01,-7.2259e-01,6.4128e-01,3.9537e-01,9.1720e-01,2.4725e+00,3.8225e+00,2.9951e+01,-1.4905e+02
4.2018e-01,-6.1196e-01,1.4977e+00,1.3227e+00,2.9893e+00,2.3909e+00,3.8906e+00,3.0259e+01,-1.4523e+02
4.6917e-01,-1.1821e+00,5.8274e-01,8.4795e-01,1.3002e+00,2.5098e+00,3.8904e+00,3.0060e+01,-1.5349e+02
2.2095e-01,-7.4361e-01,8.1367e-01,5.6448e-01,2.9494e+00,2.3667e+00,3.7642e+00,3.0122e+01,-1.4605e+02
2.5108e-01,-5.4350e-01,1.4619e+00,8.7319e-01,3.1404e+00,3.5040e+00,3.0592e+00,3.0263e+01,-1.3169e+02
9.5720e-02,-7.1718e-01,1.0758e+00,3.6390e-01,3.2672e+00,2.9547e+00,3.9478e+00,3.0817e+01,-1.4864e+02
-8.8042e-02,-6.7844e-01,1.1281e+00,5.3173e-01,1.3666e+00,3.1547e+00,3.5664e+00,2.9707e+01,-1.4362e+02
2.5279e-01,-5.5783e-01,1.3577e+00,1.2668e+00,3.3388e+00,3.2362e+00,3.3740e+00,3.0419e+01,-1.4099e+02
2.9614e-01,-7.0968e-01,4.5192e-01,1.6686e+00,2.4204e+00,3.2417e+00,3.4769e+00,2.9764e+01,-1.5051e+02
-1.6248e-01,-6.2877e-01,1.7755e+00,4.6493e-01,2.1594e+00,2.8241e+00,4.2695e+00,3.1038e+01,-1.3915e+02
