logfeh,logdust_med,logNpix,tau,dmod,logl
-9.8803e-01,-1.9975e+00,3.2384e+00,9.9987e+00,2.8000e+01,-1.4136e+04
-9.9986e-01,-1.9947e+00,3.2384e+00,9.9981e+00,2.8000e+01,-1.4136e+04
-9.7915e-01,-1.9979e+00,3.2384e+00,9.9994e+00,2.8000e+01,-1.4129e+04
-9.7807e-01,-1.9882e+00,3.2384e+00,9.9983e+00,2.8001e+01,-1.4135e+04
-9.9610e-01,-1.9984e+00,3.2382e+00,9.9961e+00,2.8000e+01,-1.4133e+04
-9.9134e-01,-1.9977e+00,3.2384e+00,9.9993e+00,2.8000e+01,-1.4130e+04
-9.5952e-01,-1.9973e+00,3.2383e+00,9.9970e+00,2.8000e+01,-1.4135e+04
-9.5751e-01,-1.9978e+00,3.2384e+00,9.9999e+00,2.8000e+01,-1.4131e+04
-9.5915e-01,-1.9991e+00,3.2384e+00,9.9964e+00,2.8001e+01,-1.4138e+04
-9.6453e-01,-1.9990e+00,3.2383e+00,9.9951e+00,2.8001e+01,-1.4135e+04
-9.8357e-01,-1.9987e+00,3.2383e+00,9.9972e+00,2.8000e+01,-1.4135e+04
-9.9172e-01,-1.9959e+00,3.2384e+00,9.9964e+00,2.8001e+01,-1.4132e+04
-9.8730e-01,-1.9979e+00,3.2383e+00,9.9980e+00,2.8000e+01,-1.4132e+04
-9.8061e-01,-1.9964e+00,3.2383e+00,9.9990e+00,2.8001e+01,-1.4106e+04
-9.5623e-01,-1.9996e+00,3.2383e+00,9.9949e+00,2.8000e+01,-1.4125e+04
-9.8003e-01,-1.9999e+00,3.2384e+00,9.9984e+00,2.8000e+01,-1.4137e+04
-9.6380e-01,-1.9988e+00,3.2384e+00,9.9994e+00,2.8001e+01,-1.4132e+04
-9.9887e-01,-1.9995e+00,3.2383e+00,9.9956e+00,2.8000e+01,-1.4132e+04
-9.5631e-01,-1.9889e+00,3.2384e+00,9.9990e+00,2.8001e+01,-1.4132e+04
-9.6914e-01,-1.9990e+00,3.2384e+00,9.9999e+00,2.8000e+01,-1.4136e+04
-9.9319e-01,-1.9930e+00,3.2384e+00,9.9983e+00,2.8000e+01,-1.4137e+04
-9.6830e-01,-1.9985e+00,3.2384e+00,9.9984e+00,2.8001e+01,-1.4125e+04
-9.7569e-01,-1.9978e+00,3.2384e+00,9.9999e+00,2.8000e+01,-1.4118e+04
