niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,4.9975e-02,-1.4450e+05,-1.4451e+05,-4.9988e-04,-1.4451e+05,6.4391e-02,8.2945e+00,inf,7.4437e-01,-6.2825e-01,-1.8574e+00,-4.1968e-01,1.0737e+00,3.6194e+00,4.4765e+00,6.3275e+00,2.9118e+01
2.0000e+00,1.0000e+00,9.9900e-02,-1.4425e+05,-1.4426e+05,-9.9975e-04,-1.4426e+05,6.4393e-02,8.2951e+00,1.4320e+05,2.2032e+00,-9.6260e-01,-6.7441e-01,1.0420e+00,1.8670e+00,2.9506e+00,2.6479e+00,6.3483e+00,2.9053e+01
3.0000e+00,1.0000e+00,1.4978e-01,-1.4400e+05,-1.4401e+05,-1.4996e-03,-1.4401e+05,6.4395e-02,8.2955e+00,1.4295e+05,3.0615e+00,-2.1854e-01,-9.7862e-01,4.4472e-01,3.2989e+00,2.7091e+00,5.4859e+00,6.2052e+00,2.9186e+01
4.0000e+00,1.0000e+00,1.9960e-01,-1.4397e+05,-1.4398e+05,-1.9995e-03,-1.4398e+05,6.4397e-02,8.2961e+00,1.4270e+05,3.7635e+00,-5.9412e-01,-1.2165e+00,-8.7300e-01,2.6208e+00,3.9124e+00,3.8768e+00,6.4135e+00,2.9715e+01
5.0000e+00,1.0000e+00,2.4938e-01,-1.4395e+05,-1.4396e+05,-2.4994e-03,-1.4396e+05,6.4399e-02,8.2966e+00,1.4268e+05,4.2846e+00,-1.0742e-01,-1.6297e+00,7.5309e-01,3.3706e+00,2.9148e+00,2.8454e+00,6.3032e+00,2.9161e+01
6.0000e+00,1.0000e+00,2.9910e-01,-1.4388e+05,-1.4389e+05,-2.9993e-03,-1.4389e+05,6.4401e-02,8.2970e+00,1.4265e+05,4.9259e+00,-5.7466e-01,-1.6033e+00,-2.3416e-01,1.3372e+00,2.1780e+00,5.3361e+00,6.4221e+00,2.9995e+01
7.0000e+00,1.0000e+00,3.4878e-01,-1.4386e+05,-1.4387e+05,-3.4991e-03,-1.4387e+05,6.4403e-02,8.2975e+00,1.4258e+05,5.3986e+00,-1.3041e-01,-1.1718e+00,7.5050e-01,1.1127e+00,1.7060e+00,3.8321e+00,6.3659e+00,2.9382e+01
8.0000e+00,1.0000e+00,3.9841e-01,-1.4383e+05,-1.4384e+05,-3.9990e-03,-1.4384e+05,6.4405e-02,8.2980e+00,1.4257e+05,6.0680e+00,1.6110e-01,-1.1290e+00,8.2408e-01,1.6337e+00,3.4586e+00,5.1832e+00,6.4141e+00,2.9444e+01
9.0000e+00,1.0000e+00,4.4798e-01,-1.4370e+05,-1.4371e+05,-4.4989e-03,-1.4371e+05,6.4407e-02,8.2985e+00,1.4253e+05,7.6813e+00,-4.9229e-02,-1.1081e+00,-4.5869e-01,3.5522e+00,2.1980e+00,3.2631e+00,6.3034e+00,2.9291e+01
1.0000e+01,1.0000e+00,4.9751e-01,-1.4366e+05,-1.4367e+05,-4.9988e-03,-1.4367e+05,6.4409e-02,8.2990e+00,1.4241e+05,9.5216e+00,-9.3595e-01,-1.6670e+00,-8.4258e-01,3.5160e+00,2.3920e+00,1.8922e+00,6.1390e+00,2.9157e+01
1.1000e+01,1.0000e+00,5.4699e-01,-1.4362e+05,-1.4363e+05,-5.4986e-03,-1.4363e+05,6.4411e-02,8.2995e+00,1.4236e+05,1.1244e+01,-7.4196e-01,-1.8884e+00,1.9764e-01,9.7457e-01,1.9588e+00,4.9939e+00,6.3813e+00,3.0019e+01
1.2000e+01,1.0000e+00,5.9642e-01,-1.4352e+05,-1.4353e+05,-5.9985e-03,-1.4353e+05,6.4413e-02,8.3000e+00,1.4232e+05,1.3047e+01,-9.2532e-01,-6.6591e-01,3.3022e-01,7.5157e-01,3.0847e+00,3.1750e+00,6.3426e+00,2.9492e+01
1.3000e+01,1.0000e+00,6.4580e-01,-1.4351e+05,-1.4351e+05,-6.4984e-03,-1.4351e+05,6.4414e-02,8.3005e+00,1.4222e+05,1.3905e+01,-7.5893e-01,-1.2166e+00,-7.1494e-01,3.5935e+00,4.1955e+00,2.0741e+00,6.1001e+00,2.9042e+01
1.4000e+01,1.0000e+00,6.9513e-01,-1.4348e+05,-1.4349e+05,-6.9983e-03,-1.4349e+05,6.4417e-02,8.3011e+00,1.4221e+05,1.4650e+01,1.0845e-01,-8.1129e-01,9.7050e-01,2.0412e+00,2.7889e+00,4.0101e+00,6.2965e+00,2.9224e+01
1.5000e+01,1.0000e+00,7.4442e-01,-1.4341e+05,-1.4342e+05,-7.4981e-03,-1.4342e+05,6.4418e-02,8.3015e+00,1.4219e+05,1.5860e+01,-1.0537e-01,-1.1342e+00,4.7614e-02,1.7320e-01,3.5249e+00,5.4663e+00,6.3175e+00,2.9557e+01
1.6000e+01,1.0000e+00,7.9365e-01,-1.4337e+05,-1.4338e+05,-7.9980e-03,-1.4338e+05,6.4420e-02,8.3020e+00,1.4212e+05,1.7169e+01,-8.3807e-01,-1.5916e+00,6.0761e-01,-2.2564e-01,3.2099e+00,1.7985e+00,6.4200e+00,3.0140e+01
1.7000e+01,1.0000e+00,8.4284e-01,-1.4334e+05,-1.4335e+05,-8.4979e-03,-1.4335e+05,6.4422e-02,8.3025e+00,1.4207e+05,1.7935e+01,-2.4026e-01,-8.9637e-01,2.4531e+00,-9.1492e-02,2.6140e+00,5.4900e+00,6.3974e+00,2.9087e+01
1.8000e+01,1.0000e+00,8.9197e-01,-1.4331e+05,-1.4331e+05,-8.9978e-03,-1.4331e+05,6.4424e-02,8.3030e+00,1.4205e+05,1.8688e+01,1.4012e-01,-7.5109e-01,9.7346e-01,1.9416e+00,2.7282e+00,1.7092e+00,6.3919e+00,2.9283e+01
1.9000e+01,1.0000e+00,9.4106e-01,-1.4318e+05,-1.4319e+05,-9.4976e-03,-1.4319e+05,6.4426e-02,8.3035e+00,1.4201e+05,2.0058e+01,3.0827e-01,-1.9619e+00,9.7809e-01,2.4676e+00,2.6346e+00,5.4044e+00,6.1246e+00,2.9183e+01
2.0000e+01,1.0000e+00,9.9010e-01,-1.4310e+05,-1.4311e+05,-9.9975e-03,-1.4311e+05,6.4428e-02,8.3040e+00,1.4189e+05,2.0860e+01,2.5733e-01,-1.7740e+00,6.9014e-01,3.6325e+00,3.7529e+00,2.7325e+00,6.3601e+00,2.9501e+01
2.1000e+01,1.0000e+00,1.0391e+00,-1.4300e+05,-1.4301e+05,-1.0497e-02,-1.4301e+05,6.4430e-02,8.3045e+00,1.4181e+05,2.2152e+01,-1.7884e-01,-1.6936e+00,-1.0135e+00,6.3497e-01,1.1093e+00,5.0052e+00,6.3397e+00,2.9944e+01
2.2000e+01,1.0000e+00,1.0880e+00,-1.4298e+05,-1.4299e+05,-1.0997e-02,-1.4299e+05,6.4432e-02,8.3050e+00,1.4170e+05,2.3345e+01,-9.8016e-01,-1.9150e+00,8.1334e-01,-1.6895e-01,2.5704e+00,4.2434e+00,5.9995e+00,2.9028e+01
2.3000e+01,1.0000e+00,1.1369e+00,-1.4293e+05,-1.4294e+05,-1.1497e-02,-1.4294e+05,6.4434e-02,8.3055e+00,1.4168e+05,2.4539e+01,-7.9379e-01,-9.5638e-01,1.0157e+00,1.1174e+00,3.4086e+00,4.9495e+00,6.1141e+00,2.9429e+01
2.4000e+01,1.0000e+00,1.1858e+00,-1.4289e+05,-1.4289e+05,-1.1997e-02,-1.4289e+05,6.4436e-02,8.3060e+00,1.4164e+05,2.5464e+01,-1.9678e-01,-1.3328e+00,-1.1779e+00,2.1902e+00,4.2355e+00,5.4790e+00,6.1556e+00,2.9739e+01
2.5000e+01,1.0000e+00,1.2346e+00,-1.4288e+05,-1.4289e+05,-1.2497e-02,-1.4289e+05,6.4317e-02,8.2754e+00,1.4159e+05,2.6847e+01,2.3832e-01,-1.9406e+00,1.6957e+00,4.9741e-01,1.2812e+00,2.3371e+00,6.4129e+00,2.9605e+01
2.6000e+01,1.0000e+00,1.2833e+00,-1.4287e+05,-1.4288e+05,-1.2997e-02,-1.4288e+05,6.4420e-02,8.3020e+00,1.4158e+05,2.8405e+01,-5.5358e-01,-6.4291e-01,1.0544e+00,9.6050e-01,5.1414e-01,4.2589e+00,6.1451e+00,2.9098e+01
2.7000e+01,1.0000e+00,1.3320e+00,-1.4270e+05,-1.4271e+05,-1.3497e-02,-1.4271e+05,6.4442e-02,8.3075e+00,1.4158e+05,2.9125e+01,-1.3696e-01,-9.1955e-01,1.6723e+00,3.2393e+00,1.8676e+00,4.5735e+00,6.4032e+00,2.9717e+01
2.8000e+01,1.0000e+00,1.3807e+00,-1.4270e+05,-1.4271e+05,-1.3997e-02,-1.4271e+05,6.3463e-02,8.0570e+00,1.4141e+05,2.9849e+01,-5.5354e-01,-1.5826e+00,1.3016e+00,2.2953e+00,9.6853e-01,2.3649e+00,6.2383e+00,2.9763e+01
2.9000e+01,1.0000e+00,1.4293e+00,-1.4252e+05,-1.4253e+05,-1.4496e-02,-1.4253e+05,6.4446e-02,8.3085e+00,1.4140e+05,3.1269e+01,-6.0597e-01,-1.8843e+00,1.7082e+00,2.6174e+00,5.2279e-01,2.4910e+00,6.4198e+00,3.0323e+01
3.0000e+01,1.0000e+00,1.4778e+00,-1.4248e+05,-1.4249e+05,-1.4996e-02,-1.4249e+05,6.4448e-02,8.3090e+00,1.4122e+05,3.2139e+01,-4.0444e-01,-1.6795e+00,3.3724e-01,2.3905e+00,4.0745e+00,2.1354e+00,5.9980e+00,2.9169e+01
3.1000e+01,1.0000e+00,1.5263e+00,-1.4245e+05,-1.4245e+05,-1.5496e-02,-1.4245e+05,6.4449e-02,8.3095e+00,1.4118e+05,3.2927e+01,-1.0059e-03,-1.2064e+00,5.4923e-01,2.1468e+00,2.6999e+00,2.1084e+00,6.1785e+00,2.9552e+01
3.2000e+01,1.0000e+00,1.5748e+00,-1.4241e+05,-1.4242e+05,-1.5996e-02,-1.4242e+05,6.4451e-02,8.3100e+00,1.4115e+05,3.4443e+01,-4.6150e-01,-1.9706e+00,-5.3179e-01,3.3793e+00,8.4154e-01,4.0249e+00,6.0260e+00,2.9493e+01
3.3000e+01,1.0000e+00,1.6232e+00,-1.4238e+05,-1.4239e+05,-1.6496e-02,-1.4239e+05,6.4453e-02,8.3105e+00,1.4111e+05,3.5343e+01,4.1370e-01,-7.1152e-01,-8.1859e-01,2.8283e+00,1.5267e+00,4.5554e+00,6.3098e+00,2.9551e+01
3.4000e+01,1.0000e+00,1.6716e+00,-1.4233e+05,-1.4234e+05,-1.6996e-02,-1.4234e+05,6.4455e-02,8.3110e+00,1.4109e+05,3.7179e+01,4.7627e-01,-1.0842e+00,1.3405e+00,2.3841e+00,2.5856e+00,2.3515e+00,6.3594e+00,2.9384e+01
3.5000e+01,1.0000e+00,1.7199e+00,-1.4233e+05,-1.4234e+05,-1.7496e-02,-1.4234e+05,6.3091e-02,7.9628e+00,1.4104e+05,3.8860e+01,-9.6811e-01,-1.4013e+00,2.3288e+00,1.0472e+00,3.9572e+00,2.5053e+00,6.3344e+00,3.0062e+01
3.6000e+01,1.0000e+00,1.7682e+00,-1.4231e+05,-1.4232e+05,-1.7996e-02,-1.4232e+05,6.4459e-02,8.3120e+00,1.4103e+05,4.0290e+01,-9.8858e-01,-1.6183e+00,-3.1988e-01,5.3571e-01,2.4381e+00,3.7367e+00,6.0849e+00,2.9728e+01
3.7000e+01,1.0000e+00,1.8164e+00,-1.4225e+05,-1.4226e+05,-1.8495e-02,-1.4226e+05,6.4461e-02,8.3125e+00,1.4101e+05,4.1111e+01,3.2596e-02,-1.3277e+00,9.8758e-01,1.2604e+00,1.7592e+00,2.1047e+00,6.0525e+00,2.9121e+01
3.8000e+01,1.0000e+00,1.8646e+00,-1.4224e+05,-1.4225e+05,-1.8995e-02,-1.4225e+05,6.3613e-02,8.0952e+00,1.4095e+05,4.1926e+01,-8.4373e-01,-1.5501e+00,-1.4891e-01,9.4496e-01,2.2231e+00,3.0218e+00,6.1354e+00,2.9966e+01
