niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4788e+05,-1.4789e+05,-1.9980e-03,-1.4789e+05,1.1750e-01,6.9098e+00,inf,8.3090e-01,-9.6883e-01,-1.1163e+00,1.8394e-02,9.8528e-01,1.9525e+00,2.8353e+00,5.5326e+00,3.0026e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4774e+05,-1.4775e+05,-3.9960e-03,-1.4775e+05,1.1751e-01,6.9118e+00,1.4582e+05,1.3654e+00,-6.6177e-01,-1.4777e+00,-9.3912e-01,1.3622e+00,2.4334e+00,3.4497e+00,5.5652e+00,3.0357e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4749e+05,-1.4750e+05,-5.9940e-03,-1.4750e+05,1.1753e-01,6.9138e+00,1.4568e+05,2.1488e+00,-7.8735e-01,-1.2816e+00,6.0382e-01,1.9353e-01,2.6135e+00,3.8240e+00,5.4095e+00,3.0075e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4746e+05,-1.4747e+05,-7.9920e-03,-1.4747e+05,1.1755e-01,6.9157e+00,1.4543e+05,2.6987e+00,-4.9898e-02,-1.1674e+00,-1.5892e-02,1.0226e+00,1.8413e+00,2.3659e+00,5.5544e+00,3.0142e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4733e+05,-1.4734e+05,-9.9900e-03,-1.4734e+05,1.1757e-01,6.9177e+00,1.4540e+05,3.2373e+00,-5.1180e-01,-1.1843e+00,8.1151e-01,1.7761e+00,8.6331e-01,2.5525e+00,5.5371e+00,3.0289e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4731e+05,-1.4732e+05,-1.1988e-02,-1.4732e+05,1.1758e-01,6.9197e+00,1.4527e+05,3.7726e+00,-8.2816e-01,-1.3043e+00,5.2241e-03,6.1050e-01,2.1815e+00,3.9861e+00,5.4155e+00,3.0214e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4728e+05,-1.4729e+05,-1.3986e-02,-1.4729e+05,1.1760e-01,6.9217e+00,1.4525e+05,4.5915e+00,2.3022e-01,-1.3895e+00,1.6762e-01,1.2438e+00,1.7700e+00,2.6871e+00,5.5381e+00,3.0192e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4718e+05,-1.4719e+05,-1.5984e-02,-1.4719e+05,1.1762e-01,6.9237e+00,1.4522e+05,5.3929e+00,-3.3065e-01,-1.5552e+00,-1.0916e+00,1.1469e+00,2.5949e+00,4.2508e+00,5.4362e+00,3.0369e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4717e+05,-1.4718e+05,-1.7982e-02,-1.4718e+05,1.1763e-01,6.9257e+00,1.4512e+05,6.1499e+00,-9.2197e-01,-1.7406e+00,-7.1420e-02,9.2069e-01,2.5303e+00,2.4265e+00,5.4893e+00,3.0680e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4704e+05,-1.4705e+05,-1.9980e-02,-1.4705e+05,1.1765e-01,6.9277e+00,1.4511e+05,7.0505e+00,2.1138e-01,-1.2507e+00,7.2969e-01,1.1173e-01,2.3340e+00,3.7784e+00,5.4991e+00,3.0229e+01
