niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.5092e+05,-1.5093e+05,-2.4969e-03,-1.5093e+05,1.2922e-01,6.6871e+00,inf,1.5846e+00,-5.9412e-01,-1.2165e+00,-1.3730e+00,2.1208e+00,3.4124e+00,3.3768e+00,5.9135e+00,2.8715e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.5085e+05,-1.5086e+05,-4.9938e-03,-1.5086e+05,1.2924e-01,6.6896e+00,1.4622e+05,2.9203e+00,1.4012e-01,-7.5109e-01,4.7346e-01,1.4416e+00,2.2282e+00,1.2092e+00,5.8919e+00,2.8283e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.5044e+05,-1.5045e+05,-7.4906e-03,-1.5045e+05,1.2926e-01,6.6921e+00,1.4615e+05,4.3359e+00,4.7627e-01,-1.0842e+00,8.4048e-01,1.8841e+00,2.0856e+00,1.8515e+00,5.8594e+00,2.8384e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4973e+05,-1.4974e+05,-9.9875e-03,-1.4974e+05,1.2929e-01,6.6946e+00,1.4574e+05,5.8185e+00,-1.9678e-01,-1.3328e+00,-1.6779e+00,1.6902e+00,3.7355e+00,4.9790e+00,5.6556e+00,2.8739e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4912e+05,-1.4913e+05,-1.2484e-02,-1.4913e+05,1.2931e-01,6.6971e+00,1.4502e+05,7.1206e+00,3.5482e-01,-8.8113e-01,-3.7248e-01,-6.9641e-01,2.5213e+00,4.2131e+00,5.6420e+00,2.8438e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.4897e+05,-1.4898e+05,-1.4981e-02,-1.4898e+05,1.2934e-01,6.6996e+00,1.4442e+05,8.5779e+00,-7.4482e-01,-9.2243e-01,1.7129e+00,-2.1655e-01,3.7725e+00,4.1255e+00,5.6022e+00,2.8151e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.4884e+05,-1.4885e+05,-1.7478e-02,-1.4885e+05,1.2936e-01,6.7021e+00,1.4427e+05,9.9574e+00,-4.1416e-01,-7.7647e-01,2.1283e+00,2.9487e+00,2.7219e-01,1.5824e+00,5.8574e+00,2.8578e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.4883e+05,-1.4884e+05,-1.9975e-02,-1.4884e+05,1.2936e-01,6.7023e+00,1.4413e+05,1.1369e+01,-9.0637e-01,-1.6110e+00,3.6241e-01,1.2378e+00,3.6061e+00,1.3303e+00,5.7618e+00,2.9360e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.4871e+05,-1.4872e+05,-2.2472e-02,-1.4872e+05,1.2941e-01,6.7071e+00,1.4412e+05,1.2831e+01,-4.3809e-01,-1.9054e+00,-5.0476e-02,2.1451e+00,2.9484e+00,1.8861e+00,5.3870e+00,2.8115e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.4863e+05,-1.4864e+05,-2.4969e-02,-1.4864e+05,1.2943e-01,6.7096e+00,1.4401e+05,1.4404e+01,4.9157e-01,-1.1494e+00,1.6799e+00,-3.6910e-01,5.5192e-01,2.4310e+00,5.7544e+00,2.8415e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.4825e+05,-1.4825e+05,-2.7466e-02,-1.4825e+05,1.2946e-01,6.7121e+00,1.4392e+05,1.5778e+01,-1.6083e-01,-1.8590e+00,1.3955e+00,1.3099e+00,6.3682e-01,3.6947e+00,5.6680e+00,2.8792e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.4818e+05,-1.4818e+05,-2.9963e-02,-1.4818e+05,1.2948e-01,6.7146e+00,1.4354e+05,1.7175e+01,4.5366e-01,-8.7605e-01,1.9646e+00,-3.8014e-01,3.2137e+00,4.0341e+00,5.7813e+00,2.8459e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.4792e+05,-1.4793e+05,-3.2459e-02,-1.4793e+05,1.2951e-01,6.7171e+00,1.4347e+05,1.8459e+01,-3.7116e-01,-1.1470e+00,-1.5995e+00,3.2487e+00,2.3523e+00,4.2265e+00,5.6609e+00,2.9366e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.4788e+05,-1.4789e+05,-3.4956e-02,-1.4789e+05,1.2953e-01,6.7196e+00,1.4321e+05,1.9865e+01,-5.8994e-02,-1.6075e+00,5.6386e-01,1.4858e+00,6.7763e-01,3.7369e+00,5.7084e+00,2.9427e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.4759e+05,-1.4759e+05,-3.7453e-02,-1.4759e+05,1.2955e-01,6.7221e+00,1.4318e+05,2.1155e+01,2.7714e-01,-1.3851e+00,-7.2072e-01,2.2854e+00,3.0406e+00,4.2578e+00,5.7267e+00,2.9601e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.4755e+05,-1.4755e+05,-3.9950e-02,-1.4755e+05,1.2958e-01,6.7246e+00,1.4288e+05,2.2609e+01,2.6437e-01,-1.0077e+00,7.0281e-01,3.2176e+00,2.5412e+00,1.9704e+00,5.6095e+00,2.9048e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.4726e+05,-1.4727e+05,-4.2447e-02,-1.4727e+05,1.2960e-01,6.7271e+00,1.4284e+05,2.4040e+01,-9.8817e-01,-1.0616e+00,5.4091e-01,2.0707e-01,2.6191e+00,5.0218e+00,4.6724e+00,2.8521e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.4724e+05,-1.4724e+05,-4.4944e-02,-1.4724e+05,1.2963e-01,6.7296e+00,1.4256e+05,2.5583e+01,-9.0816e-01,-1.9653e+00,2.6325e-01,3.3258e-01,1.6575e+00,5.0030e+00,5.1266e+00,2.9137e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.4710e+05,-1.4711e+05,-4.7441e-02,-1.4711e+05,1.2965e-01,6.7321e+00,1.4253e+05,2.6959e+01,-6.7716e-01,-1.9724e+00,1.6856e+00,-2.8897e-01,8.8454e-01,5.0785e+00,5.2470e+00,2.8980e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.4706e+05,-1.4706e+05,-4.9938e-02,-1.4706e+05,1.2967e-01,6.7345e+00,1.4239e+05,2.8432e+01,4.9198e-01,-1.7308e+00,-4.9612e-01,1.5394e+00,-8.6336e-02,4.7112e+00,5.8445e+00,3.0228e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.4704e+05,-1.4704e+05,-5.2434e-02,-1.4704e+05,1.2970e-01,6.7370e+00,1.4235e+05,2.9962e+01,-8.0872e-01,-1.8307e+00,1.1553e+00,2.2371e-01,3.4826e+00,2.4226e+00,5.4317e+00,2.8946e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.4702e+05,-1.4703e+05,-5.4931e-02,-1.4703e+05,1.2972e-01,6.7395e+00,1.4233e+05,3.1416e+01,-3.6660e-01,-5.5921e-01,-2.5236e-01,3.0390e+00,3.1490e+00,3.3310e+00,5.6988e+00,2.9589e+01
2.3000e+01,1.0000e+00,5.4374e+00,-1.4702e+05,-1.4702e+05,-5.7428e-02,-1.4702e+05,1.2802e-01,6.5642e+00,1.4232e+05,3.2903e+01,-3.7174e-01,-1.1661e+00,-2.2454e-01,-1.3795e-02,1.8686e+00,2.8804e+00,5.5344e+00,2.9393e+01
2.4000e+01,1.0000e+00,5.6604e+00,-1.4663e+05,-1.4664e+05,-5.9925e-02,-1.4664e+05,1.2977e-01,6.7445e+00,1.4231e+05,3.4240e+01,-8.6043e-01,-1.2291e+00,-9.7664e-01,1.1873e+00,9.8435e-01,1.1505e+00,5.4867e+00,2.9496e+01
2.5000e+01,2.0000e+00,5.8685e+00,-1.4641e+05,-1.4641e+05,-6.2422e-02,-1.4641e+05,1.2979e-01,6.7470e+00,1.4193e+05,3.7356e+01,-8.7284e-01,-1.5005e+00,1.1474e+00,-1.6405e-01,2.0861e+00,2.2008e+00,5.8335e+00,3.0671e+01
2.6000e+01,2.0000e+00,6.0748e+00,-1.4635e+05,-1.4636e+05,-6.4919e-02,-1.4636e+05,1.2982e-01,6.7495e+00,1.4170e+05,4.0087e+01,1.8598e-01,-1.2359e+00,9.0311e-01,1.4250e+00,2.2125e-01,3.3800e+00,5.2139e+00,2.8017e+01
2.7000e+01,1.0000e+00,6.2937e+00,-1.4630e+05,-1.4630e+05,-6.7416e-02,-1.4630e+05,1.2984e-01,6.7520e+00,1.4165e+05,4.1514e+01,3.3783e-01,-7.8447e-01,2.0901e+00,3.0971e+00,2.2409e+00,2.3546e+00,5.6092e+00,2.8203e+01
2.8000e+01,1.0000e+00,6.5116e+00,-1.4629e+05,-1.4630e+05,-6.9913e-02,-1.4630e+05,1.2788e-01,6.5491e+00,1.4222e+05,4.2929e+01,-4.0902e-01,-1.3151e+00,9.0879e-01,1.1697e+00,2.9970e+00,4.4927e+00,5.1987e+00,2.8792e+01
2.9000e+01,1.0000e+00,6.7285e+00,-1.4622e+05,-1.4623e+05,-7.2410e-02,-1.4623e+05,1.2989e-01,6.7570e+00,1.4222e+05,4.4239e+01,-5.7578e-01,-1.6373e+00,1.7191e+00,7.3459e-01,3.4284e+00,4.9081e+00,5.4266e+00,2.9488e+01
3.0000e+01,1.0000e+00,6.9444e+00,-1.4603e+05,-1.4604e+05,-7.4906e-02,-1.4604e+05,1.2991e-01,6.7595e+00,1.4215e+05,4.5586e+01,-9.4816e-01,-1.9023e+00,5.4941e-01,3.4225e-01,1.7931e+00,2.3631e+00,5.4247e+00,2.9628e+01
3.1000e+01,1.0000e+00,7.1594e+00,-1.4601e+05,-1.4601e+05,-7.7403e-02,-1.4601e+05,1.2994e-01,6.7620e+00,1.4195e+05,4.6883e+01,-8.6234e-02,-1.0700e+00,-3.1235e-04,6.1300e-02,1.6521e+00,4.8077e+00,4.6213e+00,2.8326e+01
3.2000e+01,1.0000e+00,7.3733e+00,-1.4598e+05,-1.4598e+05,-7.9900e-02,-1.4598e+05,1.2996e-01,6.7645e+00,1.4193e+05,4.8184e+01,-6.9246e-01,-1.6479e+00,6.2158e-01,1.7801e+00,3.8069e+00,1.8139e+00,5.1354e+00,2.8621e+01
3.3000e+01,1.0000e+00,7.5862e+00,-1.4597e+05,-1.4598e+05,-8.2397e-02,-1.4598e+05,1.2051e-01,5.8161e+00,1.4190e+05,4.9529e+01,-9.1195e-01,-1.9115e+00,-1.5584e+00,1.3302e+00,1.4963e+00,5.1072e+00,2.3698e+00,2.9310e+01
3.4000e+01,1.0000e+00,7.7982e+00,-1.4584e+05,-1.4585e+05,-8.4894e-02,-1.4585e+05,1.3001e-01,6.7695e+00,1.4190e+05,5.1046e+01,1.3353e-01,-6.0185e-01,-2.6070e-01,4.5392e-01,1.3640e+00,4.4194e+00,5.5401e+00,2.9709e+01
3.5000e+01,1.0000e+00,8.0092e+00,-1.4579e+05,-1.4580e+05,-8.7391e-02,-1.4580e+05,1.3003e-01,6.7720e+00,1.4177e+05,5.2496e+01,-8.7022e-01,-8.7048e-01,1.2028e+00,5.2824e-01,3.2575e+00,3.2468e+00,5.2658e+00,2.8744e+01
3.6000e+01,1.0000e+00,8.2192e+00,-1.4578e+05,-1.4579e+05,-8.9888e-02,-1.4579e+05,1.2993e-01,6.7614e+00,1.4171e+05,5.4126e+01,-2.5804e-01,-7.0726e-01,6.1227e-01,3.0537e+00,3.7429e+00,4.2428e+00,5.5177e+00,2.9843e+01
3.7000e+01,2.0000e+00,8.4091e+00,-1.4578e+05,-1.4578e+05,-9.2385e-02,-1.4578e+05,1.2916e-01,6.6808e+00,1.4171e+05,5.7078e+01,3.4370e-01,-1.3216e+00,1.8534e+00,-1.2103e-01,2.8221e+00,3.0074e+00,5.8320e+00,3.0103e+01
3.8000e+01,1.0000e+00,8.6168e+00,-1.4577e+05,-1.4578e+05,-9.4881e-02,-1.4578e+05,1.3000e-01,6.7685e+00,1.4170e+05,5.8622e+01,4.4668e-01,-1.9745e+00,9.3997e-01,-1.7203e-01,4.9752e-01,3.7068e+00,5.8622e+00,3.0779e+01
3.9000e+01,1.0000e+00,8.8235e+00,-1.4563e+05,-1.4564e+05,-9.7378e-02,-1.4564e+05,1.3013e-01,6.7820e+00,1.4169e+05,6.0182e+01,-9.9655e-01,-1.2175e+00,1.2680e+00,1.0309e+00,3.4305e+00,3.2259e+00,5.4755e+00,2.9811e+01
4.0000e+01,2.0000e+00,9.0090e+00,-1.4554e+05,-1.4555e+05,-9.9875e-02,-1.4555e+05,1.3015e-01,6.7845e+00,1.4155e+05,6.2970e+01,-7.3454e-01,-1.3687e+00,-8.0682e-01,-2.2367e-01,3.4587e+00,4.7489e+00,4.4511e+00,2.8630e+01
4.1000e+01,1.0000e+00,9.2135e+00,-1.4541e+05,-1.4542e+05,-1.0237e-01,-1.4542e+05,1.3018e-01,6.7870e+00,1.4146e+05,6.4306e+01,3.5539e-01,-1.5836e+00,-7.3965e-01,2.0650e+00,3.4825e+00,5.0434e+00,4.4992e+00,2.9320e+01
4.2000e+01,1.0000e+00,9.4170e+00,-1.4538e+05,-1.4538e+05,-1.0487e-01,-1.4538e+05,1.3020e-01,6.7895e+00,1.4134e+05,6.5771e+01,-8.5578e-01,-7.7099e-01,7.5211e-01,2.4007e+00,1.8481e-01,4.9966e+00,5.4669e+00,3.0522e+01
4.3000e+01,1.0000e+00,9.6197e+00,-1.4529e+05,-1.4530e+05,-1.0737e-01,-1.4530e+05,1.3023e-01,6.7920e+00,1.4130e+05,6.7213e+01,-8.4682e-01,-6.3678e-01,-1.1703e+00,2.8965e+00,-8.1916e-02,1.8027e+00,5.2921e+00,2.9241e+01
4.4000e+01,1.0000e+00,9.8214e+00,-1.4521e+05,-1.4522e+05,-1.0986e-01,-1.4522e+05,1.3025e-01,6.7945e+00,1.4122e+05,6.8508e+01,-4.2551e-01,-1.0129e+00,1.7585e+00,1.5569e+00,1.5884e+00,2.1421e+00,5.3966e+00,2.8693e+01
4.5000e+01,1.0000e+00,1.0022e+01,-1.4520e+05,-1.4520e+05,-1.1236e-01,-1.4520e+05,1.3027e-01,6.7970e+00,1.4114e+05,7.0061e+01,1.7782e-01,-1.8480e+00,-1.5456e-01,2.2358e+00,-7.3995e-02,4.8213e+00,3.7764e+00,2.8279e+01
4.6000e+01,1.0000e+00,1.0222e+01,-1.4518e+05,-1.4518e+05,-1.1486e-01,-1.4518e+05,1.3030e-01,6.7995e+00,1.4112e+05,7.1379e+01,-5.5524e-01,-1.4716e+00,4.4600e-01,2.1686e-01,5.2917e-01,2.6025e+00,5.4153e+00,2.9998e+01
4.7000e+01,1.0000e+00,1.0421e+01,-1.4513e+05,-1.4513e+05,-1.1735e-01,-1.4513e+05,1.3032e-01,6.8020e+00,1.4110e+05,7.2857e+01,-5.7611e-01,-1.5600e+00,-1.2621e+00,2.8389e+00,1.6814e+00,3.7121e+00,5.1728e+00,2.9132e+01
4.8000e+01,2.0000e+00,1.0596e+01,-1.4499e+05,-1.4500e+05,-1.1985e-01,-1.4500e+05,1.3035e-01,6.8045e+00,1.4105e+05,7.5693e+01,3.9971e-01,-1.0229e+00,-1.7750e-01,2.4211e+00,1.1436e+00,3.3810e+00,5.4120e+00,2.9745e+01
4.9000e+01,1.0000e+00,1.0793e+01,-1.4497e+05,-1.4498e+05,-1.2235e-01,-1.4498e+05,1.3037e-01,6.8070e+00,1.4092e+05,7.7240e+01,1.9689e-01,-1.5446e+00,-1.7234e-01,1.0634e+00,-4.1590e-02,3.5788e+00,5.1538e+00,2.8937e+01
5.0000e+01,1.0000e+00,1.0989e+01,-1.4491e+05,-1.4492e+05,-1.2484e-01,-1.4492e+05,1.3039e-01,6.8095e+00,1.4090e+05,7.8833e+01,-9.4275e-01,-1.5514e+00,-2.7925e-01,1.7529e+00,-1.5839e-02,4.7868e+00,2.8910e+00,2.8550e+01
5.1000e+01,1.0000e+00,1.1184e+01,-1.4489e+05,-1.4490e+05,-1.2734e-01,-1.4490e+05,1.3042e-01,6.8120e+00,1.4083e+05,8.0104e+01,-8.9396e-01,-1.7636e+00,-1.1201e+00,4.0076e-01,2.0231e+00,4.2015e+00,5.4569e+00,3.0550e+01
5.2000e+01,1.0000e+00,1.1379e+01,-1.4488e+05,-1.4488e+05,-1.2984e-01,-1.4488e+05,1.3044e-01,6.8144e+00,1.4082e+05,8.1379e+01,4.4875e-01,-1.7793e+00,-1.6477e+00,1.6418e+00,3.3253e-01,4.9118e+00,3.2384e+00,2.8774e+01
5.3000e+01,1.0000e+00,1.1572e+01,-1.4476e+05,-1.4477e+05,-1.3233e-01,-1.4477e+05,1.3046e-01,6.8169e+00,1.4080e+05,8.2794e+01,-3.0566e-01,-7.2922e-01,9.4578e-01,7.3766e-01,4.2820e-01,2.7198e+00,5.6607e+00,3.0693e+01
5.4000e+01,1.0000e+00,1.1765e+01,-1.4475e+05,-1.4475e+05,-1.3483e-01,-1.4475e+05,1.3049e-01,6.8194e+00,1.4069e+05,8.4063e+01,3.5114e-02,-9.5549e-01,-9.9884e-02,2.2758e+00,1.6536e+00,1.5069e+00,5.4701e+00,3.0120e+01
5.5000e+01,1.0000e+00,1.1957e+01,-1.4475e+05,-1.4475e+05,-1.3733e-01,-1.4475e+05,1.2234e-01,5.9944e+00,1.4067e+05,8.5599e+01,3.8252e-01,-1.1271e+00,1.1181e+00,1.7349e+00,2.9131e+00,4.7947e+00,4.8943e+00,2.8832e+01
5.6000e+01,1.0000e+00,1.2148e+01,-1.4472e+05,-1.4473e+05,-1.3983e-01,-1.4473e+05,1.3054e-01,6.8244e+00,1.4067e+05,8.7063e+01,3.6627e-01,-9.6179e-01,-1.5945e+00,2.6006e+00,1.3561e+00,4.8548e+00,3.8677e+00,2.8501e+01
5.7000e+01,1.0000e+00,1.2338e+01,-1.4468e+05,-1.4468e+05,-1.4232e-01,-1.4468e+05,1.3056e-01,6.8269e+00,1.4065e+05,8.8492e+01,7.2491e-02,-9.1386e-01,-1.6916e+00,4.0947e-01,2.1982e+00,4.8317e+00,3.2915e+00,2.8480e+01
5.8000e+01,1.0000e+00,1.2527e+01,-1.4452e+05,-1.4453e+05,-1.4482e-01,-1.4453e+05,1.3058e-01,6.8294e+00,1.4060e+05,8.9867e+01,-3.3039e-01,-1.5398e+00,-1.6972e+00,4.4032e-01,9.4745e-01,1.2555e+00,5.1517e+00,2.9335e+01
5.9000e+01,1.0000e+00,1.2716e+01,-1.4442e+05,-1.4443e+05,-1.4732e-01,-1.4443e+05,1.3061e-01,6.8319e+00,1.4045e+05,9.1450e+01,4.9674e-01,-1.3983e+00,1.7670e+00,1.5428e+00,3.6892e+00,4.6501e+00,5.0527e+00,2.8127e+01
6.0000e+01,2.0000e+00,1.2876e+01,-1.4437e+05,-1.4437e+05,-1.4981e-01,-1.4437e+05,1.3063e-01,6.8344e+00,1.4034e+05,9.4488e+01,-9.5330e-01,-6.4577e-01,6.8291e-01,1.4189e+00,2.5293e+00,1.7675e+00,5.0668e+00,2.8778e+01
6.1000e+01,1.0000e+00,1.3062e+01,-1.4428e+05,-1.4429e+05,-1.5231e-01,-1.4429e+05,1.3066e-01,6.8369e+00,1.4029e+05,9.6013e+01,-8.9826e-01,-1.8475e+00,7.0047e-01,7.4475e-02,3.3956e+00,5.0966e+00,5.0704e+00,3.0901e+01
6.2000e+01,1.0000e+00,1.3248e+01,-1.4423e+05,-1.4424e+05,-1.5481e-01,-1.4424e+05,1.3068e-01,6.8394e+00,1.4021e+05,9.7472e+01,4.0796e-01,-8.8243e-01,1.8766e+00,2.1511e-01,1.8561e+00,4.3481e+00,5.7538e+00,3.0550e+01
6.3000e+01,1.0000e+00,1.3433e+01,-1.4423e+05,-1.4423e+05,-1.5730e-01,-1.4423e+05,1.2923e-01,6.6887e+00,1.4015e+05,9.9071e+01,-2.9425e-01,-1.6991e+00,-9.3204e-01,-2.3629e-02,1.2932e+00,4.7556e+00,3.6696e+00,2.8713e+01
6.4000e+01,1.0000e+00,1.3617e+01,-1.4422e+05,-1.4422e+05,-1.5980e-01,-1.4422e+05,1.3072e-01,6.8436e+00,1.4015e+05,1.0064e+02,-8.3615e-01,-9.2861e-01,-5.2769e-02,3.1535e+00,3.3228e+00,2.6695e+00,5.4757e+00,3.0698e+01
6.5000e+01,1.0000e+00,1.3800e+01,-1.4420e+05,-1.4421e+05,-1.6230e-01,-1.4421e+05,1.3075e-01,6.8469e+00,1.4014e+05,1.0224e+02,4.0289e-01,-7.8436e-01,-1.0129e+00,1.6155e+00,3.4903e+00,4.9780e+00,2.2057e+00,2.9270e+01
6.6000e+01,1.0000e+00,1.3983e+01,-1.4412e+05,-1.4413e+05,-1.6479e-01,-1.4413e+05,1.3078e-01,6.8494e+00,1.4012e+05,1.0367e+02,-9.8740e-01,-1.2927e+00,1.6434e+00,2.9589e+00,8.0201e-01,5.0724e+00,1.9595e+00,2.9341e+01
6.7000e+01,1.0000e+00,1.4165e+01,-1.4412e+05,-1.4412e+05,-1.6729e-01,-1.4412e+05,1.3059e-01,6.8303e+00,1.4005e+05,1.0510e+02,8.9370e-02,-9.9017e-01,-1.6127e+00,7.0096e-01,2.8808e+00,4.5713e+00,5.7524e+00,3.1518e+01
6.8000e+01,1.0000e+00,1.4346e+01,-1.4411e+05,-1.4412e+05,-1.6979e-01,-1.4412e+05,1.3079e-01,6.8510e+00,1.4004e+05,1.0642e+02,1.8765e-01,-1.1502e+00,1.5434e+00,3.1659e+00,3.7372e+00,4.9074e+00,4.1427e+00,2.8370e+01
6.9000e+01,1.0000e+00,1.4526e+01,-1.4411e+05,-1.4411e+05,-1.7228e-01,-1.4411e+05,1.2808e-01,6.5699e+00,1.4003e+05,1.0799e+02,-8.9726e-01,-1.2969e+00,-3.4856e-01,-4.0298e-01,4.1958e-01,4.7594e+00,5.4232e+00,3.1135e+01
7.0000e+01,1.0000e+00,1.4706e+01,-1.4410e+05,-1.4411e+05,-1.7478e-01,-1.4411e+05,1.2765e-01,6.5264e+00,1.4003e+05,1.0948e+02,-8.5410e-01,-1.5486e+00,-1.5252e+00,1.5989e+00,2.7739e+00,4.1117e+00,4.7279e+00,2.8453e+01
7.1000e+01,1.0000e+00,1.4885e+01,-1.4404e+05,-1.4405e+05,-1.7728e-01,-1.4405e+05,1.3089e-01,6.8619e+00,1.4003e+05,1.1101e+02,3.9829e-02,-5.6094e-01,-1.4570e-01,-6.2658e-01,2.1379e+00,1.4310e+00,5.7002e+00,3.0946e+01
