niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
9.3000e+01,1.0000e+00,1.8489e+01,-1.1443e+05,-1.1443e+05,-2.3221e-01,-1.1443e+05,1.3142e-01,6.9168e+00,1.0783e+05,6.1048e+01,-9.8528e-01,-8.4443e-01,2.6553e-01,2.1183e+00,3.3986e+00,4.9143e+00,2.1069e+00
9.4000e+01,1.0000e+00,1.8651e+01,-1.1409e+05,-1.1410e+05,-2.3471e-01,-1.1410e+05,1.3144e-01,6.9193e+00,1.0779e+05,6.1670e+01,-1.1752e-01,-1.2950e+00,1.2794e+00,7.1411e-01,4.3044e+00,3.0160e+00,5.1402e+00
9.5000e+01,2.0000e+00,1.8775e+01,-1.1399e+05,-1.1400e+05,-2.3720e-01,-1.1400e+05,1.3146e-01,6.9218e+00,1.0746e+05,6.2977e+01,-2.2914e-01,-1.7039e+00,8.6416e-01,1.0537e+00,5.0404e-01,4.9340e+00,3.3528e+00
9.6000e+01,2.0000e+00,1.8898e+01,-1.1398e+05,-1.1399e+05,-2.3970e-01,-1.1399e+05,1.3149e-01,6.9243e+00,1.0736e+05,6.4112e+01,-9.0229e-01,-1.1316e+00,1.9120e-02,1.8625e+00,1.7166e+00,4.8721e+00,3.4853e+00
9.7000e+01,1.0000e+00,1.9057e+01,-1.1396e+05,-1.1397e+05,-2.4220e-01,-1.1397e+05,1.3151e-01,6.9268e+00,1.0735e+05,6.4774e+01,-7.8653e-02,-1.3440e+00,1.3155e+00,3.7514e+00,2.6746e+00,4.9979e+00,2.4112e+00
9.8000e+01,1.0000e+00,1.9216e+01,-1.1393e+05,-1.1393e+05,-2.4469e-01,-1.1393e+05,1.3154e-01,6.9293e+00,1.0733e+05,6.5395e+01,-4.7264e-01,-1.3356e+00,1.2611e+00,2.4159e+00,1.1706e+00,4.8429e+00,4.6983e+00
9.9000e+01,2.0000e+00,1.9336e+01,-1.1389e+05,-1.1389e+05,-2.4719e-01,-1.1389e+05,1.3156e-01,6.9318e+00,1.0729e+05,6.6630e+01,3.8252e-01,-1.1271e+00,1.8275e+00,2.4143e+00,3.4990e+00,5.0690e+00,4.8160e+00
1.0000e+02,1.0000e+00,1.9493e+01,-1.1382e+05,-1.1382e+05,-2.4969e-01,-1.1382e+05,1.3158e-01,6.9343e+00,1.0725e+05,6.7228e+01,-2.8388e-01,-1.9523e+00,1.8839e+00,2.4639e+00,1.1023e+00,3.8696e+00,5.4376e+00
1.0100e+02,1.0000e+00,1.9650e+01,-1.1377e+05,-1.1377e+05,-2.5218e-01,-1.1377e+05,1.3161e-01,6.9368e+00,1.0718e+05,6.7866e+01,-5.5237e-01,-1.0111e+00,1.3236e+00,3.8831e+00,2.9246e+00,2.0018e+00,5.1831e+00
1.0200e+02,1.0000e+00,1.9806e+01,-1.1343e+05,-1.1344e+05,-2.5468e-01,-1.1344e+05,1.3163e-01,6.9393e+00,1.0713e+05,6.8344e+01,-9.6695e-01,-1.6859e+00,-9.4302e-01,1.7005e+00,1.6954e+00,1.9795e+00,5.0533e+00
1.0300e+02,2.0000e+00,1.9923e+01,-1.1304e+05,-1.1305e+05,-2.5718e-01,-1.1305e+05,1.3165e-01,6.9418e+00,1.0680e+05,6.9619e+01,3.0222e-01,-9.9076e-01,-7.0703e-01,3.4935e+00,3.5920e+00,2.6521e+00,5.1305e+00
1.0400e+02,1.0000e+00,2.0077e+01,-1.1292e+05,-1.1293e+05,-2.5968e-01,-1.1293e+05,1.3168e-01,6.9443e+00,1.0641e+05,7.0244e+01,1.9689e-01,-1.5446e+00,5.3706e-01,1.7428e+00,5.4425e-01,3.8531e+00,5.0754e+00
1.0500e+02,1.0000e+00,2.0231e+01,-1.1278e+05,-1.1279e+05,-2.6217e-01,-1.1279e+05,1.3170e-01,6.9468e+00,1.0629e+05,7.0715e+01,-4.1387e-01,-8.4854e-01,-2.0505e-01,2.6944e+00,3.1790e+00,4.8845e+00,4.0561e+00
1.0600e+02,1.0000e+00,2.0385e+01,-1.1278e+05,-1.1278e+05,-2.6467e-01,-1.1278e+05,1.3101e-01,6.8735e+00,1.0615e+05,7.1191e+01,-6.8807e-01,-6.3527e-01,1.1064e+00,2.5573e+00,2.3864e+00,3.6366e+00,5.1670e+00
1.0700e+02,1.0000e+00,2.0537e+01,-1.1276e+05,-1.1276e+05,-2.6717e-01,-1.1276e+05,1.3175e-01,6.9518e+00,1.0614e+05,7.1822e+01,-4.4462e-01,-1.1582e+00,9.5541e-01,7.2810e-04,3.5534e+00,4.9135e+00,3.3168e+00
1.0800e+02,1.0000e+00,2.0690e+01,-1.1266e+05,-1.1267e+05,-2.6966e-01,-1.1267e+05,1.3177e-01,6.9543e+00,1.0612e+05,7.2460e+01,-7.5874e-01,-5.9139e-01,-9.7755e-01,1.3247e+00,9.2519e-01,4.5101e+00,4.8888e+00
1.0900e+02,1.0000e+00,2.0841e+01,-1.1264e+05,-1.1264e+05,-2.7216e-01,-1.1264e+05,1.3180e-01,6.9568e+00,1.0603e+05,7.3095e+01,2.0562e-01,-1.3828e+00,-2.0429e-01,1.1234e+00,2.9538e+00,2.3758e+00,5.0559e+00
1.1000e+02,1.0000e+00,2.0992e+01,-1.1254e+05,-1.1255e+05,-2.7466e-01,-1.1255e+05,1.3182e-01,6.9593e+00,1.0600e+05,7.3614e+01,-3.8506e-01,-1.6079e+00,1.9622e+00,3.1100e+00,3.6113e+00,5.1741e+00,3.4581e+00
1.1100e+02,3.0000e+00,2.1063e+01,-1.1247e+05,-1.1247e+05,-2.7715e-01,-1.1247e+05,1.3184e-01,6.9618e+00,1.0591e+05,7.5200e+01,-4.2290e-03,-1.9311e+00,2.4453e+00,3.7175e+00,4.3385e+00,4.3801e+00,5.5882e+00
1.1200e+02,1.0000e+00,2.1212e+01,-1.1230e+05,-1.1231e+05,-2.7965e-01,-1.1231e+05,1.3187e-01,6.9643e+00,1.0583e+05,7.5831e+01,-2.1747e-01,-8.6214e-01,7.0776e-01,3.4999e+00,2.5794e+00,4.9229e+00,3.6679e+00
1.1300e+02,1.0000e+00,2.1361e+01,-1.1227e+05,-1.1228e+05,-2.8215e-01,-1.1228e+05,1.3189e-01,6.9668e+00,1.0567e+05,7.6296e+01,-8.7911e-01,-1.3055e+00,2.3776e+00,3.6308e-01,3.8741e+00,3.7714e+00,5.5196e+00
1.1400e+02,2.0000e+00,2.1469e+01,-1.1213e+05,-1.1213e+05,-2.8464e-01,-1.1213e+05,1.3191e-01,6.9693e+00,1.0564e+05,7.7547e+01,4.9473e-02,-1.8621e+00,-8.4171e-01,3.3968e+00,2.9820e+00,4.8615e+00,2.2080e+00
1.1500e+02,1.0000e+00,2.1617e+01,-1.1193e+05,-1.1194e+05,-2.8714e-01,-1.1194e+05,1.3194e-01,6.9718e+00,1.0549e+05,7.8028e+01,-9.7386e-01,-1.3739e+00,-7.0083e-01,3.8948e+00,4.2601e+00,4.3916e+00,4.4183e+00
1.1600e+02,1.0000e+00,2.1764e+01,-1.1177e+05,-1.1178e+05,-2.8964e-01,-1.1178e+05,1.3196e-01,6.9743e+00,1.0530e+05,7.8660e+01,-2.9381e-01,-1.2315e+00,-4.9962e-03,3.4124e-01,3.6575e+00,1.9541e+00,5.0799e+00
1.1700e+02,1.0000e+00,2.1910e+01,-1.1169e+05,-1.1169e+05,-2.9213e-01,-1.1169e+05,1.3199e-01,6.9767e+00,1.0514e+05,7.9135e+01,-5.4392e-01,-9.3157e-01,2.7831e+00,3.8075e+00,3.6769e+00,4.8482e+00,5.7186e+00
1.1800e+02,1.0000e+00,2.2056e+01,-1.1150e+05,-1.1151e+05,-2.9463e-01,-1.1151e+05,1.3201e-01,6.9792e+00,1.0505e+05,7.9762e+01,-8.3070e-01,-9.0438e-01,-9.9418e-02,3.5519e+00,1.7762e+00,4.8791e+00,2.8033e+00
1.1900e+02,1.0000e+00,2.2201e+01,-1.1148e+05,-1.1149e+05,-2.9713e-01,-1.1149e+05,1.3203e-01,6.9817e+00,1.0487e+05,8.0388e+01,-2.9093e-01,-1.1508e+00,-4.7018e-01,3.4463e-01,8.0818e-01,4.3950e+00,4.8264e+00
1.2000e+02,1.0000e+00,2.2346e+01,-1.1135e+05,-1.1136e+05,-2.9963e-01,-1.1136e+05,1.3206e-01,6.9842e+00,1.0485e+05,8.0883e+01,-1.8702e-01,-5.8344e-01,2.3612e-01,3.3542e-01,4.2517e+00,4.8111e+00,1.9614e+00
1.2100e+02,2.0000e+00,2.2449e+01,-1.1130e+05,-1.1130e+05,-3.0212e-01,-1.1130e+05,1.3208e-01,6.9867e+00,1.0472e+05,8.2140e+01,3.5709e-01,-9.2311e-01,-8.2523e-01,1.9441e+00,4.3883e+00,1.9340e+00,4.3731e+00
1.2200e+02,1.0000e+00,2.2593e+01,-1.1114e+05,-1.1115e+05,-3.0462e-01,-1.1115e+05,1.3210e-01,6.9892e+00,1.0466e+05,8.2779e+01,-9.3275e-01,-5.2984e-01,7.6911e-01,1.6913e-01,4.0008e+00,2.0522e+00,4.9939e+00
1.2300e+02,2.0000e+00,2.2694e+01,-1.1065e+05,-1.1066e+05,-3.0712e-01,-1.1066e+05,1.3213e-01,6.9917e+00,1.0451e+05,8.3904e+01,8.3771e-02,-5.3143e-01,-8.1574e-01,2.8053e+00,1.1780e+00,4.8310e+00,4.3743e+00
1.2400e+02,1.0000e+00,2.2836e+01,-1.1047e+05,-1.1048e+05,-3.0961e-01,-1.1048e+05,1.3215e-01,6.9942e+00,1.0402e+05,8.4538e+01,4.7354e-01,-1.8012e+00,-8.1580e-01,2.1714e-01,8.4669e-01,4.6603e+00,4.3756e+00
1.2500e+02,1.0000e+00,2.2978e+01,-1.1039e+05,-1.1039e+05,-3.1211e-01,-1.1039e+05,1.3217e-01,6.9967e+00,1.0383e+05,8.5010e+01,-7.6906e-02,-1.8869e+00,4.1838e-01,3.6782e+00,3.0676e+00,2.9717e+00,5.0121e+00
1.2600e+02,1.0000e+00,2.3119e+01,-1.1026e+05,-1.1027e+05,-3.1461e-01,-1.1027e+05,1.3220e-01,6.9992e+00,1.0375e+05,8.5464e+01,1.1322e-01,-1.8560e+00,9.8997e-01,3.3201e+00,4.4363e+00,3.9059e+00,2.9991e+00
1.2700e+02,1.0000e+00,2.3260e+01,-1.1026e+05,-1.1027e+05,-3.1710e-01,-1.1027e+05,1.2421e-01,6.1785e+00,1.0363e+05,8.5942e+01,4.3182e-01,-1.3434e+00,1.4630e+00,2.6781e-01,1.4864e+00,2.1889e+00,5.2468e+00
1.2800e+02,1.0000e+00,2.3400e+01,-1.1011e+05,-1.1011e+05,-3.1960e-01,-1.1011e+05,1.3224e-01,7.0042e+00,1.0363e+05,8.6411e+01,3.8053e-01,-7.0845e-01,-3.5063e-01,2.4990e+00,7.9805e-01,4.7192e+00,4.5502e+00
1.2900e+02,1.0000e+00,2.3540e+01,-1.1010e+05,-1.1011e+05,-3.2210e-01,-1.1011e+05,1.2625e-01,6.3833e+00,1.0347e+05,8.6880e+01,-4.6525e-01,-1.8528e+00,6.9599e-01,3.7356e+00,6.2849e-01,2.6263e+00,4.9864e+00
1.3000e+02,2.0000e+00,2.3636e+01,-1.1005e+05,-1.1006e+05,-3.2459e-01,-1.1006e+05,1.3229e-01,7.0092e+00,1.0347e+05,8.8224e+01,2.2479e-01,-1.6560e+00,1.6035e+00,2.2481e+00,7.7960e-01,1.5522e+00,5.2853e+00
1.3100e+02,1.0000e+00,2.3775e+01,-1.0925e+05,-1.0926e+05,-3.2709e-01,-1.0926e+05,1.3232e-01,7.0117e+00,1.0341e+05,8.8692e+01,2.5871e-01,-1.5346e+00,2.3390e+00,3.5910e+00,4.0617e+00,4.8518e+00,5.2083e+00
1.3200e+02,1.0000e+00,2.3913e+01,-1.0912e+05,-1.0913e+05,-3.2959e-01,-1.0913e+05,1.3234e-01,7.0142e+00,1.0262e+05,8.9305e+01,-9.3499e-02,-1.8453e+00,2.1526e+00,3.7279e+00,4.3783e+00,4.9079e+00,4.3679e+00
1.3300e+02,1.0000e+00,2.4051e+01,-1.0905e+05,-1.0906e+05,-3.3209e-01,-1.0906e+05,1.3236e-01,7.0167e+00,1.0249e+05,8.9951e+01,-1.2675e-02,-1.2115e+00,6.1565e-01,1.5758e+00,1.9472e+00,4.7585e+00,3.7405e+00
1.3400e+02,1.0000e+00,2.4188e+01,-1.0894e+05,-1.0895e+05,-3.3458e-01,-1.0895e+05,1.3239e-01,7.0192e+00,1.0242e+05,9.0423e+01,-9.8845e-01,-5.3944e-01,1.1167e+00,3.5800e-01,5.3561e-01,4.8047e+00,4.1482e+00
1.3500e+02,1.0000e+00,2.4324e+01,-1.0893e+05,-1.0894e+05,-3.3708e-01,-1.0894e+05,1.3237e-01,7.0179e+00,1.0231e+05,9.1049e+01,-8.4293e-01,-1.4394e+00,-9.6983e-01,1.7390e+00,4.0346e+00,4.4864e+00,2.8539e+00
1.3600e+02,1.0000e+00,2.4460e+01,-1.0880e+05,-1.0880e+05,-3.3958e-01,-1.0880e+05,1.3243e-01,7.0242e+00,1.0230e+05,9.1545e+01,-1.7968e-01,-1.6330e+00,7.1747e-01,3.1857e+00,8.7758e-01,2.3029e+00,5.0243e+00
1.3700e+02,1.0000e+00,2.4596e+01,-1.0864e+05,-1.0865e+05,-3.4207e-01,-1.0865e+05,1.3246e-01,7.0267e+00,1.0216e+05,9.2185e+01,-1.8422e-01,-1.1180e+00,-9.5630e-01,3.9021e+00,7.4521e-01,4.6534e+00,2.4054e+00
1.3800e+02,1.0000e+00,2.4731e+01,-1.0861e+05,-1.0862e+05,-3.4457e-01,-1.0862e+05,1.3248e-01,7.0292e+00,1.0201e+05,9.2832e+01,-9.1151e-01,-1.9220e+00,1.0070e+00,1.5656e+00,4.4607e+00,1.8172e+00,3.1668e+00
1.3900e+02,1.0000e+00,2.4866e+01,-1.0840e+05,-1.0841e+05,-3.4707e-01,-1.0841e+05,1.3250e-01,7.0317e+00,1.0198e+05,9.3457e+01,-1.5848e-01,-1.3307e+00,2.3643e+00,3.5904e+00,3.9684e+00,5.2446e+00,2.6665e+00
1.4000e+02,1.0000e+00,2.5000e+01,-1.0808e+05,-1.0809e+05,-3.4956e-01,-1.0809e+05,1.3253e-01,7.0342e+00,1.0177e+05,9.4133e+01,-1.6652e-01,-1.0558e+00,1.6878e+00,9.0718e-01,3.6138e+00,4.8088e+00,4.7684e+00
1.4100e+02,1.0000e+00,2.5134e+01,-1.0785e+05,-1.0786e+05,-3.5206e-01,-1.0786e+05,1.3255e-01,7.0367e+00,1.0145e+05,9.4776e+01,1.6203e-02,-5.6187e-01,2.3072e+00,2.4656e+00,2.2302e+00,5.3677e+00,2.1727e+00
1.4200e+02,2.0000e+00,2.5222e+01,-1.0772e+05,-1.0773e+05,-3.5456e-01,-1.0773e+05,1.3257e-01,7.0392e+00,1.0122e+05,9.5913e+01,1.7071e-01,-1.2704e+00,2.1668e+00,1.7514e+00,7.4399e-01,2.2398e+00,5.4582e+00
1.4300e+02,1.0000e+00,2.5355e+01,-1.0769e+05,-1.0770e+05,-3.5705e-01,-1.0770e+05,1.3260e-01,7.0417e+00,1.0109e+05,9.6566e+01,-9.7526e-01,-8.2638e-01,3.3957e-01,2.9444e+00,6.8192e-01,1.6957e+00,5.0146e+00
1.4400e+02,1.0000e+00,2.5487e+01,-1.0768e+05,-1.0768e+05,-3.5955e-01,-1.0768e+05,1.3262e-01,7.0442e+00,1.0106e+05,9.7037e+01,-7.0649e-01,-1.4265e+00,-8.4142e-01,1.7522e+00,4.3901e+00,1.8787e+00,2.3347e+00
1.4500e+02,1.0000e+00,2.5618e+01,-1.0747e+05,-1.0748e+05,-3.6205e-01,-1.0748e+05,1.3264e-01,7.0467e+00,1.0104e+05,9.7517e+01,-7.3869e-01,-1.4857e+00,8.1369e-01,1.1591e+00,4.1207e+00,3.1467e+00,4.6011e+00
1.4600e+02,2.0000e+00,2.5704e+01,-1.0707e+05,-1.0707e+05,-3.6454e-01,-1.0707e+05,1.3267e-01,7.0492e+00,1.0084e+05,9.8594e+01,-3.7567e-01,-6.8363e-01,1.9862e+00,2.1381e+00,4.0715e+00,5.0657e+00,3.7190e+00
1.4700e+02,1.0000e+00,2.5835e+01,-1.0656e+05,-1.0656e+05,-3.6704e-01,-1.0656e+05,1.3269e-01,7.0517e+00,1.0043e+05,9.9231e+01,1.7035e-02,-1.4482e+00,-5.0499e-01,1.5569e+00,4.1873e+00,4.0756e+00,3.5341e+00
1.4800e+02,4.0000e+00,2.5829e+01,-1.0637e+05,-1.0638e+05,-3.6954e-01,-1.0638e+05,1.3272e-01,7.0542e+00,9.9921e+04,1.0170e+02,4.9607e-01,-9.5793e-01,4.3860e-01,1.5517e+00,4.1625e+00,2.3624e+00,4.5133e+00
1.4900e+02,1.0000e+00,2.5958e+01,-1.0624e+05,-1.0625e+05,-3.7204e-01,-1.0625e+05,1.3274e-01,7.0566e+00,9.9738e+04,1.0236e+02,-9.1727e-01,-5.9766e-01,-1.9703e-01,1.0298e+00,3.7907e+00,4.4914e+00,4.1458e+00
1.5000e+02,1.0000e+00,2.6087e+01,-1.0623e+05,-1.0623e+05,-3.7453e-01,-1.0623e+05,1.3276e-01,7.0589e+00,9.9604e+04,1.0303e+02,-5.5426e-01,-1.9124e+00,1.4284e+00,3.6376e-02,3.8823e+00,2.6083e+00,4.8924e+00
1.5100e+02,1.0000e+00,2.6215e+01,-1.0596e+05,-1.0597e+05,-3.7703e-01,-1.0597e+05,1.3279e-01,7.0616e+00,9.9593e+04,1.0351e+02,-8.7902e-01,-7.9136e-01,-4.3730e-01,1.4657e+00,4.3928e+00,2.4652e+00,2.7639e+00
1.5200e+02,2.0000e+00,2.6298e+01,-1.0588e+05,-1.0589e+05,-3.7953e-01,-1.0589e+05,1.3281e-01,7.0641e+00,9.9330e+04,1.0479e+02,2.3895e-01,-9.2785e-01,-7.8694e-02,2.0100e-01,2.1691e+00,4.2071e+00,4.7298e+00
1.5300e+02,1.0000e+00,2.6425e+01,-1.0585e+05,-1.0586e+05,-3.8202e-01,-1.0586e+05,1.3283e-01,7.0666e+00,9.9248e+04,1.0527e+02,-5.5829e-01,-1.0490e+00,1.5160e+00,2.1557e+00,2.0222e+00,2.4514e+00,5.0659e+00
1.5400e+02,2.0000e+00,2.6506e+01,-1.0561e+05,-1.0562e+05,-3.8452e-01,-1.0562e+05,1.3286e-01,7.0691e+00,9.9218e+04,1.0656e+02,4.7398e-01,-1.7355e+00,2.1430e+00,5.6671e-01,1.9061e+00,5.2032e+00,2.3779e+00
1.5500e+02,1.0000e+00,2.6632e+01,-1.0541e+05,-1.0542e+05,-3.8702e-01,-1.0542e+05,1.3288e-01,7.0716e+00,9.8976e+04,1.0707e+02,-2.1154e-01,-9.6746e-01,-1.0425e+00,1.8025e+00,1.9100e+00,4.4585e+00,4.4493e+00
1.5600e+02,1.0000e+00,2.6758e+01,-1.0541e+05,-1.0542e+05,-3.8951e-01,-1.0542e+05,1.2783e-01,6.5442e+00,9.8780e+04,1.0755e+02,2.2248e-01,-8.6139e-01,8.0653e-01,1.7114e+00,4.0514e+00,2.6625e+00,4.6936e+00
1.5700e+02,3.0000e+00,2.6792e+01,-1.0523e+05,-1.0524e+05,-3.9201e-01,-1.0524e+05,1.3293e-01,7.0766e+00,9.8778e+04,1.0950e+02,-5.3613e-02,-1.1731e+00,1.2114e+00,3.2190e+00,4.2181e+00,2.1545e+00,4.7086e+00
1.5800e+02,1.0000e+00,2.6917e+01,-1.0501e+05,-1.0502e+05,-3.9451e-01,-1.0502e+05,1.3295e-01,7.0791e+00,9.8596e+04,1.0999e+02,-3.0966e-01,-1.8956e+00,2.5828e+00,4.3887e-01,4.0412e+00,2.2032e+00,5.5852e+00
1.5900e+02,3.0000e+00,2.6949e+01,-1.0500e+05,-1.0501e+05,-3.9700e-01,-1.0501e+05,1.3295e-01,7.0795e+00,9.8378e+04,1.1155e+02,-3.3558e-01,-6.5041e-01,3.3628e-01,-4.9806e-02,1.2590e+00,3.4020e+00,4.8885e+00
1.6000e+02,1.0000e+00,2.7073e+01,-1.0487e+05,-1.0487e+05,-3.9950e-01,-1.0487e+05,1.3300e-01,7.0841e+00,9.8368e+04,1.1222e+02,2.2126e-01,-9.5428e-01,5.8150e-01,-3.1485e-02,4.2782e+00,3.8039e+00,1.8834e+00
1.6100e+02,1.0000e+00,2.7196e+01,-1.0474e+05,-1.0475e+05,-4.0200e-01,-1.0475e+05,1.3302e-01,7.0866e+00,9.8232e+04,1.1284e+02,-6.4170e-01,-1.7939e+00,2.6928e+00,2.9705e+00,4.2737e+00,4.8216e+00,5.3121e+00
1.6200e+02,1.0000e+00,2.7319e+01,-1.0464e+05,-1.0464e+05,-4.0449e-01,-1.0464e+05,1.3304e-01,7.0891e+00,9.8104e+04,1.1331e+02,2.2355e-01,-1.8619e+00,2.4942e+00,1.1411e-02,3.9178e+00,4.9780e+00,5.2587e+00
1.6300e+02,2.0000e+00,2.7395e+01,-1.0462e+05,-1.0463e+05,-4.0699e-01,-1.0463e+05,1.3307e-01,7.0916e+00,9.8002e+04,1.1461e+02,2.4834e-01,-8.3216e-01,1.1368e+00,2.3995e+00,3.3992e+00,3.6484e+00,4.9581e+00
1.6400e+02,4.0000e+00,2.7379e+01,-1.0453e+05,-1.0453e+05,-4.0949e-01,-1.0453e+05,1.3309e-01,7.0941e+00,9.9487e+04,1.1670e+02,3.3584e-01,-5.4010e-01,1.3167e+00,1.4100e+00,1.7545e+00,4.8686e+00,2.7198e+00
1.6500e+02,6.0000e+00,2.7273e+01,-1.0411e+05,-1.0412e+05,-4.1199e-01,-1.0412e+05,1.3311e-01,7.0966e+00,9.9393e+04,1.2005e+02,-9.4017e-01,-7.4852e-01,-5.8869e-01,2.0381e+00,3.9543e+00,1.5378e+00,4.6268e+00
1.6600e+02,2.0000e+00,2.7348e+01,-1.0389e+05,-1.0390e+05,-4.1448e-01,-1.0390e+05,1.3314e-01,7.0991e+00,9.8981e+04,1.2103e+02,-2.3905e-01,-1.8075e+00,-6.0445e-01,8.3685e-01,4.0215e+00,3.1866e+00,4.6461e+00
1.6700e+02,1.0000e+00,2.7467e+01,-1.0384e+05,-1.0385e+05,-4.1698e-01,-1.0385e+05,1.3316e-01,7.1016e+00,9.8754e+04,1.2171e+02,-9.2066e-01,-1.4389e+00,1.5633e+00,2.1388e+00,2.7448e+00,3.5932e+00,4.9610e+00
1.6800e+02,1.0000e+00,2.7586e+01,-1.0382e+05,-1.0382e+05,-4.1948e-01,-1.0382e+05,1.3318e-01,7.1041e+00,9.8705e+04,1.2238e+02,-1.2718e-01,-1.8680e+00,-1.2840e-01,3.1957e+00,3.4731e+00,4.6020e+00,3.0350e+00
1.6900e+02,1.0000e+00,2.7705e+01,-1.0371e+05,-1.0372e+05,-4.2197e-01,-1.0372e+05,1.3321e-01,7.1066e+00,9.8682e+04,1.2287e+02,-2.8794e-01,-5.3884e-01,1.0458e+00,3.3781e+00,3.7374e+00,4.7372e+00,2.6108e+00
1.7000e+02,2.0000e+00,2.7778e+01,-1.0348e+05,-1.0349e+05,-4.2447e-01,-1.0349e+05,1.3323e-01,7.1091e+00,9.8577e+04,1.2407e+02,-4.9330e-01,-8.6288e-01,2.2840e+00,3.6243e+00,8.9102e-01,3.3615e+00,5.3045e+00
1.7100e+02,2.0000e+00,2.7850e+01,-1.0335e+05,-1.0336e+05,-4.2697e-01,-1.0336e+05,1.3325e-01,7.1116e+00,9.8350e+04,1.2529e+02,-6.7388e-01,-1.4116e+00,-2.0083e-01,1.5865e+00,4.2047e+00,1.6717e+00,3.9848e+00
1.7200e+02,2.0000e+00,2.7922e+01,-1.0335e+05,-1.0336e+05,-4.2946e-01,-1.0336e+05,1.3274e-01,7.0566e+00,9.8219e+04,1.2666e+02,-7.4080e-02,-5.1824e-01,1.6080e+00,8.0750e-01,4.1361e+00,2.4305e+00,5.0198e+00
1.7300e+02,1.0000e+00,2.8039e+01,-1.0332e+05,-1.0332e+05,-4.3196e-01,-1.0332e+05,1.3330e-01,7.1166e+00,9.8214e+04,1.2733e+02,1.5815e-01,-1.3853e+00,1.6107e+00,3.4189e+00,1.7802e+00,1.5971e+00,5.0334e+00
1.7400e+02,1.0000e+00,2.8155e+01,-1.0304e+05,-1.0304e+05,-4.3446e-01,-1.0304e+05,1.3332e-01,7.1191e+00,9.8183e+04,1.2799e+02,-8.7309e-01,-1.5000e+00,1.3054e+00,3.6603e+00,8.8381e-01,2.9404e+00,4.8758e+00
1.7500e+02,3.0000e+00,2.8180e+01,-1.0287e+05,-1.0288e+05,-4.3695e-01,-1.0288e+05,1.3335e-01,7.1216e+00,9.7901e+04,1.2966e+02,-1.2307e-01,-1.3034e+00,2.7824e-01,2.1834e+00,8.3816e-01,4.5447e+00,3.9009e+00
1.7600e+02,1.0000e+00,2.8296e+01,-1.0260e+05,-1.0261e+05,-4.3945e-01,-1.0261e+05,1.3337e-01,7.1241e+00,9.7735e+04,1.3031e+02,-1.5509e-01,-1.9428e+00,1.2051e+00,2.5811e+00,1.1952e+00,4.5726e+00,4.3067e+00
1.7700e+02,1.0000e+00,2.8411e+01,-1.0224e+05,-1.0225e+05,-4.4195e-01,-1.0225e+05,1.3339e-01,7.1266e+00,9.7466e+04,1.3097e+02,-4.6197e-01,-8.7329e-01,2.4058e+00,3.7625e+00,3.9804e+00,4.8468e+00,4.7054e+00
1.7800e+02,1.0000e+00,2.8526e+01,-1.0217e+05,-1.0218e+05,-4.4444e-01,-1.0218e+05,1.3342e-01,7.1291e+00,9.7107e+04,1.3162e+02,-7.1025e-01,-1.4947e+00,1.4518e+00,2.0953e+00,4.1433e+00,4.2239e+00,4.0021e+00
1.7900e+02,1.0000e+00,2.8640e+01,-1.0208e+05,-1.0209e+05,-4.4694e-01,-1.0209e+05,1.3344e-01,7.1316e+00,9.7038e+04,1.3228e+02,-1.3017e-01,-1.0376e+00,2.6641e+00,3.8384e+00,1.4421e+00,5.2925e+00,2.3200e+00
1.8000e+02,1.0000e+00,2.8754e+01,-1.0205e+05,-1.0206e+05,-4.4944e-01,-1.0206e+05,1.3346e-01,7.1341e+00,9.6945e+04,1.3306e+02,-5.9475e-01,-1.2950e+00,6.8280e-02,1.9726e+00,4.1689e+00,3.0239e+00,3.9546e+00
1.8100e+02,1.0000e+00,2.8868e+01,-1.0158e+05,-1.0158e+05,-4.5194e-01,-1.0158e+05,1.3349e-01,7.1365e+00,9.6918e+04,1.3355e+02,3.9086e-01,-9.8096e-01,9.1613e-01,4.9196e-01,2.3273e+00,4.0361e+00,4.7704e+00
1.8200e+02,2.0000e+00,2.8935e+01,-1.0136e+05,-1.0137e+05,-4.5443e-01,-1.0137e+05,1.3351e-01,7.1390e+00,9.6443e+04,1.3489e+02,4.2482e-01,-6.9086e-01,4.3126e-01,2.5291e+00,2.1929e+00,4.3053e+00,4.6530e+00
1.8300e+02,4.0000e+00,2.8910e+01,-1.0136e+05,-1.0136e+05,-4.5693e-01,-1.0136e+05,1.3161e-01,6.9370e+00,9.6226e+04,1.3740e+02,-2.3591e-01,-9.9897e-01,1.1019e+00,2.9064e-01,2.7336e+00,4.6613e+00,1.8740e+00
1.8400e+02,1.0000e+00,2.9022e+01,-1.0136e+05,-1.0136e+05,-4.5943e-01,-1.0136e+05,1.2229e-01,5.9892e+00,9.6222e+04,1.3805e+02,-9.3689e-01,-6.1015e-01,2.6841e+00,3.1874e+00,1.2155e+00,3.7322e+00,5.4713e+00
