logfeh,logdust,logNpix,tau,logl
-2.9443e-01,-1.9850e+00,3.8355e+00,4.4898e+00,-6.3937e+02
-2.3204e-01,-1.9826e+00,3.8373e+00,4.4528e+00,-6.2140e+02
-2.6270e-01,-1.8157e+00,3.8335e+00,4.6303e+00,-6.3958e+02
-2.3094e-01,-1.8318e+00,3.8360e+00,4.5743e+00,-6.3761e+02
-2.3616e-01,-1.9928e+00,3.8346e+00,4.5015e+00,-6.3558e+02
-2.7707e-01,-1.8905e+00,3.8339e+00,4.5855e+00,-6.3758e+02
-2.2727e-01,-1.9766e+00,3.8381e+00,4.4494e+00,-6.3942e+02
-2.9425e-01,-1.9684e+00,3.8378e+00,4.4674e+00,-6.4081e+02
-3.7966e-01,-1.3015e+00,3.8343e+00,4.8788e+00,-6.3894e+02
-2.3340e-01,-1.9311e+00,3.8371e+00,4.5048e+00,-6.3690e+02
-2.7139e-01,-1.9576e+00,3.8367e+00,4.4837e+00,-6.3719e+02
-2.8357e-01,-1.9676e+00,3.8394e+00,4.4158e+00,-6.4035e+02
-2.7616e-01,-1.8861e+00,3.8349e+00,4.5448e+00,-6.3952e+02
-2.3900e-01,-1.9284e+00,3.8393e+00,4.4455e+00,-6.4093e+02
-2.6409e-01,-1.8743e+00,3.8336e+00,4.5924e+00,-6.4109e+02
-2.0390e-01,-1.8624e+00,3.8339e+00,4.6040e+00,-6.3438e+02
-2.1243e-01,-1.6906e+00,3.8270e+00,4.8403e+00,-6.4156e+02
-2.7489e-01,-1.8602e+00,3.8315e+00,4.6442e+00,-6.3397e+02
-2.0876e-01,-1.8191e+00,3.8318e+00,4.6457e+00,-6.3099e+02
-2.3894e-01,-1.9976e+00,3.8367e+00,4.4660e+00,-6.4127e+02
-2.0537e-01,-1.8386e+00,3.8339e+00,4.6151e+00,-6.4043e+02
-2.6488e-01,-1.8725e+00,3.8362e+00,4.5249e+00,-6.4106e+02
-2.4797e-01,-1.9751e+00,3.8357e+00,4.4928e+00,-6.3469e+02
-2.7428e-01,-1.9972e+00,3.8347e+00,4.5060e+00,-6.4037e+02
-2.3626e-01,-1.9779e+00,3.8367e+00,4.4696e+00,-6.3354e+02
-2.2401e-01,-1.8069e+00,3.8358e+00,4.6046e+00,-6.4036e+02
-2.0002e-01,-1.8589e+00,3.8340e+00,4.5860e+00,-6.3399e+02
