niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-7.4981e+04,-7.4988e+04,-1.9980e-03,-7.4988e+04,1.1750e-01,6.9098e+00,inf,3.4842e-01,-9.9049e-01,-1.1037e+00,5.4927e+00,3.2434e+00,3.1121e+01
2.0000e+00,1.0000e+00,3.9841e-01,-7.1317e+04,-7.1323e+04,-3.9960e-03,-7.1323e+04,1.1751e-01,6.9118e+00,7.4601e+04,7.0461e-01,-4.8799e-01,-1.9943e+00,5.3620e+00,2.4605e+00,3.1026e+01
3.0000e+00,1.0000e+00,5.9642e-01,-7.0156e+04,-7.0163e+04,-5.9940e-03,-7.0163e+04,1.1753e-01,6.9137e+00,7.0937e+04,1.2046e+00,-9.8831e-01,-1.0994e+00,5.4317e+00,2.2719e+00,3.1339e+01
4.0000e+00,1.0000e+00,7.9365e-01,-7.0078e+04,-7.0085e+04,-7.9920e-03,-7.0085e+04,1.1755e-01,6.9157e+00,6.9777e+04,1.7069e+00,-9.3266e-01,-1.5484e+00,5.4460e+00,5.8338e-01,3.1478e+01
5.0000e+00,1.0000e+00,9.9010e-01,-6.7478e+04,-6.7485e+04,-9.9900e-03,-6.7485e+04,1.1757e-01,6.9177e+00,6.9783e+04,2.2185e+00,1.5623e-01,-1.4709e+00,5.4136e+00,2.2343e+00,3.1026e+01
6.0000e+00,1.0000e+00,1.1858e+00,-6.3921e+04,-6.3928e+04,-1.1988e-02,-6.3928e+04,1.1758e-01,6.9197e+00,6.7183e+04,2.7196e+00,-7.5154e-01,-1.5560e+00,5.2743e+00,2.7186e+00,3.1326e+01
7.0000e+00,1.0000e+00,1.3807e+00,-6.0537e+04,-6.0544e+04,-1.3986e-02,-6.0544e+04,1.1760e-01,6.9217e+00,6.3627e+04,3.2288e+00,1.4448e-01,-1.8223e+00,5.4463e+00,2.6521e+00,3.1568e+01
8.0000e+00,1.0000e+00,1.5748e+00,-5.7910e+04,-5.7917e+04,-1.5984e-02,-5.7917e+04,1.1762e-01,6.9237e+00,6.0242e+04,3.7296e+00,-3.4159e-01,-1.3703e+00,5.1445e+00,2.6004e+00,3.1091e+01
9.0000e+00,1.0000e+00,1.7682e+00,-5.7800e+04,-5.7807e+04,-1.7982e-02,-5.7807e+04,1.1763e-01,6.9257e+00,5.7616e+04,4.0775e+00,-7.5603e-01,-1.9426e+00,5.2442e+00,3.3396e+00,3.1636e+01
1.0000e+01,1.0000e+00,1.9608e+00,-5.6769e+04,-5.6776e+04,-1.9980e-02,-5.6776e+04,1.1765e-01,6.9277e+00,5.7505e+04,4.5773e+00,-8.0592e-01,-1.6390e+00,5.3652e+00,6.0762e-01,3.2091e+01
1.1000e+01,1.0000e+00,2.1526e+00,-5.6661e+04,-5.6668e+04,-2.1978e-02,-5.6668e+04,1.1767e-01,6.9297e+00,5.6474e+04,5.0782e+00,-2.4251e-01,-1.0352e+00,5.4028e+00,3.7271e+00,3.1739e+01
1.2000e+01,1.0000e+00,2.3438e+00,-5.6425e+04,-5.6432e+04,-2.3976e-02,-5.6432e+04,1.1768e-01,6.9317e+00,5.6366e+04,5.4268e+00,-3.6035e-01,-1.1564e+00,5.4806e+00,2.5599e+00,3.2142e+01
1.3000e+01,1.0000e+00,2.5341e+00,-5.5394e+04,-5.5401e+04,-2.5974e-02,-5.5401e+04,1.1770e-01,6.9337e+00,5.6131e+04,5.7759e+00,-4.7299e-01,-1.0678e+00,5.1029e+00,1.8362e+00,3.1117e+01
1.4000e+01,1.0000e+00,2.7237e+00,-5.5157e+04,-5.5164e+04,-2.7972e-02,-5.5164e+04,1.1772e-01,6.9357e+00,5.5100e+04,6.1367e+00,-2.8787e-01,-1.1107e+00,5.2544e+00,6.9430e-01,3.1476e+01
1.5000e+01,1.0000e+00,2.9126e+00,-5.4285e+04,-5.4292e+04,-2.9970e-02,-5.4292e+04,1.1774e-01,6.9377e+00,5.4863e+04,6.6358e+00,-9.5086e-01,-1.5682e+00,5.0628e+00,1.7471e+00,3.1354e+01
1.6000e+01,1.0000e+00,3.1008e+00,-5.3281e+04,-5.3288e+04,-3.1968e-02,-5.3288e+04,1.1775e-01,6.9397e+00,5.3990e+04,6.9995e+00,5.7580e-02,-1.8167e+00,5.2389e+00,5.0424e-01,3.1507e+01
1.7000e+01,1.0000e+00,3.2882e+00,-5.3225e+04,-5.3232e+04,-3.3966e-02,-5.3232e+04,1.1777e-01,6.9417e+00,5.2987e+04,7.3485e+00,-8.7734e-01,-1.5618e+00,5.3425e+00,2.6222e-01,3.2243e+01
1.8000e+01,1.0000e+00,3.4749e+00,-5.2765e+04,-5.2771e+04,-3.5964e-02,-5.2771e+04,1.1779e-01,6.9437e+00,5.2931e+04,7.7032e+00,1.9604e-02,-1.0264e+00,5.2618e+00,4.8602e-01,3.1474e+01
1.9000e+01,1.0000e+00,3.6609e+00,-5.1397e+04,-5.1404e+04,-3.7962e-02,-5.1404e+04,1.1780e-01,6.9457e+00,5.2470e+04,8.0505e+00,-3.5046e-01,-1.7922e+00,5.1253e+00,9.7419e-01,3.1555e+01
2.0000e+01,1.0000e+00,3.8462e+00,-5.0658e+04,-5.0665e+04,-3.9960e-02,-5.0665e+04,1.1782e-01,6.9477e+00,5.1103e+04,8.4278e+00,-9.7278e-01,-1.5517e+00,5.1793e+00,3.1259e+00,3.1997e+01
2.1000e+01,1.0000e+00,4.0307e+00,-4.9478e+04,-4.9485e+04,-4.1958e-02,-4.9485e+04,1.1784e-01,6.9497e+00,5.0364e+04,8.9315e+00,-6.3324e-01,-1.9436e+00,5.3036e+00,2.6302e+00,3.2382e+01
2.2000e+01,1.0000e+00,4.2146e+00,-4.9095e+04,-4.9102e+04,-4.3956e-02,-4.9102e+04,1.1785e-01,6.9517e+00,4.9183e+04,9.4504e+00,-6.2670e-01,-1.1384e+00,5.2174e+00,3.0975e+00,3.2045e+01
2.3000e+01,1.0000e+00,4.3977e+00,-4.7944e+04,-4.7951e+04,-4.5954e-02,-4.7951e+04,1.1787e-01,6.9537e+00,4.8801e+04,9.8148e+00,-2.4212e-02,-1.1785e+00,5.3602e+00,2.4788e+00,3.2160e+01
2.4000e+01,1.0000e+00,4.5802e+00,-4.7858e+04,-4.7865e+04,-4.7952e-02,-4.7865e+04,1.1789e-01,6.9557e+00,4.7649e+04,1.0316e+01,-9.8898e-01,-1.3803e+00,5.2371e+00,9.2912e-01,3.2289e+01
