niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.4556e+05,-1.4557e+05,-2.4969e-03,-1.4557e+05,1.2922e-01,6.6871e+00,inf,3.8900e-01,-9.1919e-01,-1.3225e+00,5.9460e+00,5.8338e-01,2.9478e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.4473e+05,-1.4474e+05,-4.9938e-03,-1.4474e+05,1.2924e-01,6.6896e+00,1.4499e+05,9.7686e-01,-3.8559e-01,-1.9914e+00,5.8620e+00,2.4605e+00,2.9026e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.4466e+05,-1.4466e+05,-7.4906e-03,-1.4466e+05,1.2926e-01,6.6921e+00,1.4416e+05,1.5748e+00,-9.8598e-01,-6.4903e-01,5.9317e+00,2.2719e+00,2.9339e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4465e+05,-1.4466e+05,-9.9875e-03,-1.4466e+05,1.2910e-01,6.6748e+00,1.4408e+05,2.1649e+00,-9.8858e-01,-6.5549e-01,5.9927e+00,3.2434e+00,2.9121e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4438e+05,-1.4439e+05,-1.2484e-02,-1.4439e+05,1.2931e-01,6.6971e+00,1.4407e+05,2.5835e+00,3.8747e-01,-1.2063e+00,5.9136e+00,2.2343e+00,2.9026e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.4374e+05,-1.4375e+05,-1.4981e-02,-1.4375e+05,1.2934e-01,6.6996e+00,1.4381e+05,3.1655e+00,-7.0184e-01,-1.3341e+00,5.7743e+00,2.7186e+00,2.9326e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.4367e+05,-1.4368e+05,-1.7478e-02,-1.4368e+05,1.2936e-01,6.7021e+00,1.4317e+05,3.7690e+00,-7.6710e-01,-1.4585e+00,5.8652e+00,6.0762e-01,3.0091e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.4350e+05,-1.4350e+05,-1.9975e-02,-1.4350e+05,1.2939e-01,6.7046e+00,1.4310e+05,4.3595e+00,2.6910e-01,-1.7251e+00,5.7389e+00,5.0424e-01,2.9507e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.4321e+05,-1.4322e+05,-2.2472e-02,-1.4322e+05,1.2941e-01,6.7071e+00,1.4292e+05,4.9497e+00,-8.5281e-01,-1.3427e+00,5.8425e+00,2.6222e-01,3.0243e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.4319e+05,-1.4319e+05,-2.4969e-02,-1.4319e+05,1.2943e-01,6.7096e+00,1.4264e+05,5.5696e+00,-1.4544e-01,-6.6599e-01,5.7544e+00,6.9430e-01,2.9476e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.4312e+05,-1.4312e+05,-2.7466e-02,-1.4312e+05,1.2946e-01,6.7121e+00,1.4261e+05,6.1665e+00,-9.4103e-01,-1.3523e+00,5.5628e+00,1.7471e+00,2.9354e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.4294e+05,-1.4295e+05,-2.9963e-02,-1.4295e+05,1.2948e-01,6.7146e+00,1.4254e+05,6.7702e+00,-3.6759e-01,-6.0175e-01,5.6029e+00,1.8362e+00,2.9117e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.4293e+05,-1.4294e+05,-3.2459e-02,-1.4294e+05,1.2951e-01,6.7171e+00,1.4237e+05,7.3674e+00,-2.2055e-01,-1.6883e+00,5.6253e+00,9.7419e-01,2.9555e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.4258e+05,-1.4258e+05,-3.4956e-02,-1.4258e+05,1.2953e-01,6.7196e+00,1.4236e+05,7.7729e+00,-2.3242e-01,-7.3458e-01,5.9806e+00,2.5599e+00,3.0142e+01
1.5000e+01,1.0000e+00,3.6145e+00,-1.4255e+05,-1.4256e+05,-3.7453e-02,-1.4256e+05,1.2955e-01,6.7221e+00,1.4200e+05,8.3602e+00,-2.0991e-01,-1.0554e+00,5.6445e+00,2.6004e+00,2.9091e+01
1.6000e+01,1.0000e+00,3.8462e+00,-1.4242e+05,-1.4243e+05,-3.9950e-02,-1.4243e+05,1.2958e-01,6.7246e+00,1.4198e+05,8.9808e+00,-7.0724e-01,-1.9139e+00,5.7442e+00,3.3396e+00,2.9636e+01
1.7000e+01,1.0000e+00,4.0767e+00,-1.4216e+05,-1.4216e+05,-4.2447e-02,-1.4216e+05,1.2960e-01,6.7271e+00,1.4185e+05,9.5842e+00,-5.1521e-01,-1.1143e+00,5.5617e+00,1.2195e+00,2.9692e+01
1.8000e+01,1.0000e+00,4.3062e+00,-1.4213e+05,-1.4214e+05,-4.4944e-02,-1.4214e+05,1.2963e-01,6.7296e+00,1.4158e+05,1.0196e+01,-7.0985e-01,-8.8993e-01,5.8702e+00,2.1120e+00,3.0720e+01
1.9000e+01,1.0000e+00,4.5346e+00,-1.4198e+05,-1.4199e+05,-4.7441e-02,-1.4199e+05,1.2965e-01,6.7321e+00,1.4156e+05,1.0810e+01,-9.2180e-01,-1.8609e+00,5.6610e+00,7.5579e-01,3.0452e+01
2.0000e+01,1.0000e+00,4.7619e+00,-1.4188e+05,-1.4189e+05,-4.9938e-02,-1.4189e+05,1.2967e-01,6.7345e+00,1.4141e+05,1.1430e+01,-9.7902e-01,-1.0865e+00,5.9657e+00,9.7402e-01,3.1349e+01
2.1000e+01,1.0000e+00,4.9881e+00,-1.4182e+05,-1.4183e+05,-5.2434e-02,-1.4183e+05,1.2970e-01,6.7370e+00,1.4131e+05,1.2045e+01,2.0857e-01,-1.2736e+00,5.6300e+00,6.9366e-01,2.9879e+01
2.2000e+01,1.0000e+00,5.2133e+00,-1.4179e+05,-1.4180e+05,-5.4931e-02,-1.4180e+05,1.2972e-01,6.7395e+00,1.4125e+05,1.2639e+01,1.7095e-01,-7.6776e-01,5.8602e+00,2.4788e+00,3.0160e+01
2.3000e+01,2.0000e+00,5.4245e+00,-1.4178e+05,-1.4178e+05,-5.7428e-02,-1.4178e+05,1.2975e-01,6.7420e+00,1.4122e+05,1.3629e+01,-9.6734e-01,-1.3275e+00,5.6793e+00,3.1259e+00,2.9997e+01
2.4000e+01,1.0000e+00,5.6471e+00,-1.4163e+05,-1.4164e+05,-5.9925e-02,-1.4164e+05,1.2977e-01,6.7445e+00,1.4120e+05,1.4035e+01,4.6108e-01,-8.6868e-01,5.7500e+00,2.4704e-01,3.0143e+01
2.5000e+01,1.0000e+00,5.8685e+00,-1.4154e+05,-1.4154e+05,-6.2422e-02,-1.4154e+05,1.2979e-01,6.7470e+00,1.4106e+05,1.4627e+01,-8.0234e-01,-6.0923e-01,5.4834e+00,1.6317e+00,2.9562e+01
2.6000e+01,1.0000e+00,6.0890e+00,-1.4150e+05,-1.4150e+05,-6.4919e-02,-1.4150e+05,1.2982e-01,6.7495e+00,1.4096e+05,1.5029e+01,-1.8581e-01,-1.2576e+00,5.4038e+00,1.3010e+00,2.9456e+01
2.7000e+01,1.0000e+00,6.3084e+00,-1.4146e+05,-1.4146e+05,-6.7416e-02,-1.4146e+05,1.2984e-01,6.7520e+00,1.4092e+05,1.5437e+01,2.6904e-01,-1.2900e+00,5.7077e+00,9.8138e-01,3.0217e+01
2.8000e+01,1.0000e+00,6.5268e+00,-1.4125e+05,-1.4125e+05,-6.9913e-02,-1.4125e+05,1.2987e-01,6.7545e+00,1.4088e+05,1.6056e+01,-1.9701e-01,-1.0850e+00,5.5543e+00,1.6988e+00,3.0046e+01
2.9000e+01,1.0000e+00,6.7442e+00,-1.4124e+05,-1.4125e+05,-7.2410e-02,-1.4125e+05,1.1991e-01,5.7582e+00,1.4067e+05,1.6674e+01,-5.0499e-01,-1.0900e+00,5.4665e+00,2.5491e+00,2.9472e+01
3.0000e+01,1.0000e+00,6.9606e+00,-1.4117e+05,-1.4118e+05,-7.4906e-02,-1.4118e+05,1.2991e-01,6.7595e+00,1.4067e+05,1.7132e+01,2.1553e-01,-5.5385e-01,5.8731e+00,2.4055e+00,3.0246e+01
3.1000e+01,1.0000e+00,7.1759e+00,-1.4110e+05,-1.4111e+05,-7.7403e-02,-1.4111e+05,1.2994e-01,6.7620e+00,1.4059e+05,1.7538e+01,-9.0400e-01,-1.2412e+00,5.8003e+00,6.8095e-01,3.1278e+01
3.2000e+01,1.0000e+00,7.3903e+00,-1.4097e+05,-1.4097e+05,-7.9900e-02,-1.4097e+05,1.2996e-01,6.7645e+00,1.4053e+05,1.7951e+01,-8.3665e-01,-1.3064e+00,5.6591e+00,1.9134e+00,3.0865e+01
3.3000e+01,1.0000e+00,7.6037e+00,-1.4084e+05,-1.4085e+05,-8.2397e-02,-1.4085e+05,1.2999e-01,6.7670e+00,1.4039e+05,1.8588e+01,-1.6100e-01,-1.5066e+00,5.4978e+00,1.0561e+00,3.0152e+01
3.4000e+01,1.0000e+00,7.8161e+00,-1.4081e+05,-1.4081e+05,-8.4894e-02,-1.4081e+05,1.3001e-01,6.7695e+00,1.4027e+05,1.8994e+01,-4.5022e-01,-1.9013e+00,5.3634e+00,2.0983e+00,2.9707e+01
3.5000e+01,1.0000e+00,8.0275e+00,-1.4078e+05,-1.4078e+05,-8.7391e-02,-1.4078e+05,1.3003e-01,6.7720e+00,1.4023e+05,1.9588e+01,-6.0753e-01,-6.5996e-01,5.4674e+00,1.1204e+00,2.9828e+01
3.6000e+01,1.0000e+00,8.2380e+00,-1.4069e+05,-1.4070e+05,-8.9888e-02,-1.4070e+05,1.3006e-01,6.7745e+00,1.4020e+05,2.0002e+01,-5.5204e-01,-7.0759e-01,5.7174e+00,3.0975e+00,3.0045e+01
3.7000e+01,1.0000e+00,8.4475e+00,-1.4063e+05,-1.4063e+05,-9.2385e-02,-1.4063e+05,1.3008e-01,6.7770e+00,1.4011e+05,2.0612e+01,-5.3673e-01,-1.4485e+00,5.2899e+00,8.0375e-01,2.9551e+01
3.8000e+01,1.0000e+00,8.6560e+00,-1.4058e+05,-1.4059e+05,-9.4881e-02,-1.4059e+05,1.3011e-01,6.7795e+00,1.4005e+05,2.1225e+01,-2.7542e-01,-1.8120e+00,5.8934e+00,1.6640e-01,3.1706e+01
3.9000e+01,1.0000e+00,8.8636e+00,-1.4050e+05,-1.4051e+05,-9.7378e-02,-1.4051e+05,1.3013e-01,6.7820e+00,1.4001e+05,2.1640e+01,1.7362e-01,-1.4763e+00,5.2490e+00,3.1432e-01,2.9313e+01
4.0000e+01,1.0000e+00,9.0703e+00,-1.4043e+05,-1.4044e+05,-9.9875e-02,-1.4044e+05,1.3015e-01,6.7845e+00,1.3993e+05,2.2084e+01,-9.8740e-01,-1.2927e+00,5.5573e+00,3.7004e+00,2.9926e+01
4.1000e+01,1.0000e+00,9.2760e+00,-1.4026e+05,-1.4027e+05,-1.0237e-01,-1.4027e+05,1.3018e-01,6.7870e+00,1.3986e+05,2.2693e+01,-9.1017e-02,-5.5281e-01,5.9028e+00,3.7271e+00,2.9739e+01
4.2000e+01,1.0000e+00,9.4808e+00,-1.4026e+05,-1.4026e+05,-1.0487e-01,-1.4026e+05,1.2617e-01,6.3757e+00,1.3968e+05,2.3287e+01,-3.7547e-01,-1.0582e+00,5.7221e+00,3.7075e-01,3.1202e+01
4.3000e+01,1.0000e+00,9.6847e+00,-1.4003e+05,-1.4004e+05,-1.0737e-01,-1.4004e+05,1.3023e-01,6.7920e+00,1.3968e+05,2.3882e+01,-9.6605e-01,-1.6808e+00,5.1787e+00,2.7256e+00,2.9154e+01
4.4000e+01,1.0000e+00,9.8876e+00,-1.3994e+05,-1.3995e+05,-1.0986e-01,-1.3995e+05,1.3025e-01,6.7945e+00,1.3945e+05,2.4482e+01,-4.3986e-01,-1.9814e+00,5.7657e+00,3.5058e+00,3.0407e+01
4.5000e+01,2.0000e+00,1.0067e+01,-1.3992e+05,-1.3993e+05,-1.1236e-01,-1.3993e+05,1.3027e-01,6.7970e+00,1.3937e+05,2.5691e+01,-4.3918e-01,-1.3977e+00,5.7753e+00,1.0549e+00,3.1656e+01
