logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-6.4461e-01,-1.1415e+00,-9.5685e-01,6.4043e-01,4.8208e-01,2.2570e+00,-9.5135e-02,2.6610e+01,-4.2366e+03
-4.3809e-01,-1.9519e+00,-2.5551e-01,-1.6420e-01,-7.9799e-01,2.2662e+00,7.8978e-01,2.6631e+01,-4.4023e+03
-4.1060e-01,-1.8750e+00,-9.4725e-01,4.6625e-01,-1.3539e+00,2.2988e+00,-5.6842e-03,2.6689e+01,-4.1531e+03
-5.4617e-01,-1.6718e+00,-2.3557e+00,2.9818e-01,-7.9668e-01,2.1407e+00,1.3405e+00,2.6382e+01,-4.1287e+03
-5.9724e-01,-1.5075e+00,-2.4135e+00,6.0917e-01,1.0277e+00,2.1842e+00,2.0088e+00,2.6949e+01,-4.2819e+03
-5.4534e-01,-1.6348e+00,-3.4250e-01,1.6731e-01,-1.2807e+00,2.3150e+00,3.9888e-01,2.6746e+01,-4.3755e+03
-7.9104e-01,-1.9514e+00,-2.0627e+00,5.2942e-01,-1.0039e+00,1.7788e+00,2.2916e+00,2.6726e+01,-4.1654e+03
-4.7424e-01,-1.8702e+00,-8.0013e-01,1.1326e-01,-7.4291e-01,2.2690e+00,6.5449e-01,2.6647e+01,-4.3791e+03
-5.2811e-01,-1.7137e+00,-4.3556e-01,1.4710e-01,5.6847e-01,2.1574e+00,1.4132e+00,2.6518e+01,-4.2419e+03
-5.9956e-01,-1.2037e+00,-7.2694e-01,5.1282e-01,5.7354e-01,2.2485e+00,8.9050e-01,2.6628e+01,-4.2784e+03
-7.0477e-01,-1.1356e+00,-4.6302e-01,6.0253e-01,3.7060e-01,2.3256e+00,9.9285e-01,2.6870e+01,-4.2129e+03
-5.3673e-01,-1.8199e+00,-5.5126e-01,7.0737e-01,-3.4250e-01,2.1328e+00,2.1165e+00,2.6894e+01,-4.3962e+03
-8.2126e-01,-9.0144e-01,-1.7022e+00,1.0069e+00,-4.9351e-01,2.2838e+00,1.1960e+00,2.6783e+01,-4.3805e+03
-6.0246e-01,-1.8341e+00,-1.3100e+00,7.1151e-01,3.5135e-01,2.1198e+00,2.1722e+00,2.6993e+01,-4.2540e+03
-5.1077e-01,-1.9188e+00,-5.4849e-01,3.6774e-01,-1.3128e+00,2.2063e+00,1.7834e+00,2.6717e+01,-3.9653e+03
-5.6540e-01,-1.7216e+00,-1.1405e+00,6.8046e-01,-4.7434e-01,2.2372e+00,1.8543e+00,2.6899e+01,-4.1614e+03
-5.2087e-01,-1.6905e+00,-2.0861e-01,1.2985e-01,3.3419e-01,2.2860e+00,1.0768e+00,2.6731e+01,-4.2696e+03
-4.9767e-01,-1.2983e+00,-7.2336e-01,3.9437e-01,1.1983e+00,2.2039e+00,5.7541e-01,2.6655e+01,-4.2435e+03
-5.1257e-01,-1.6218e+00,-2.4309e+00,5.0592e-01,-8.6768e-01,2.2794e+00,1.7234e-01,2.6671e+01,-3.8654e+03
-5.6465e-01,-1.8386e+00,-4.2843e-01,4.5905e-01,-3.6362e-01,2.1333e+00,1.9032e+00,2.6686e+01,-4.1241e+03
-5.4728e-01,-1.5194e+00,-2.8716e+00,5.8805e-01,-9.1431e-02,2.3182e+00,1.1510e+00,2.6829e+01,-4.2324e+03
-5.3603e-01,-1.8270e+00,-8.7798e-01,1.3442e-01,-3.8012e-01,2.2676e+00,4.4029e-01,2.6625e+01,-4.3519e+03
-4.1562e-01,-1.8768e+00,-7.2786e-01,1.7756e-01,4.9593e-01,2.1465e+00,4.9720e-01,2.6340e+01,-3.9871e+03
-6.7862e-01,-1.2951e+00,-1.8741e+00,3.8699e-01,-1.0724e+00,2.2474e+00,1.0392e-01,2.6559e+01,-4.3272e+03
-6.1827e-01,-1.6684e+00,-1.9943e-01,-1.6729e+00,7.7110e-01,2.0778e+00,1.8228e+00,2.6531e+01,-4.2384e+03
-8.5476e-01,-1.1257e+00,-9.1136e-01,7.2649e-01,1.3624e+00,1.8837e+00,2.2349e+00,2.6945e+01,-4.2543e+03
-6.6537e-01,-1.8881e+00,-7.1162e-01,3.2388e-01,2.1991e-01,1.9661e+00,2.0452e+00,2.6573e+01,-4.1983e+03
-4.7484e-01,-1.5791e+00,-8.6551e-01,1.5134e-01,-7.4190e-01,2.2211e+00,-7.0839e-02,2.6447e+01,-4.3111e+03
-5.1237e-01,-1.4962e+00,-1.5197e+00,5.1828e-01,1.0446e-01,2.2921e+00,6.8408e-01,2.6714e+01,-3.9468e+03
