niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau
1.4000e+01,1.0000e+00,2.7184e+00,-1.5610e+05,-1.5610e+05,-2.7972e-02,-1.5610e+05,1.1772e-01,6.9357e+00,1.5256e+05,9.7137e+00,2.6802e-01,-7.7401e-01,4.7802e+00,1.1145e+00
1.5000e+01,1.0000e+00,2.9070e+00,-1.5609e+05,-1.5609e+05,-2.9970e-02,-1.5609e+05,1.1771e-01,6.9347e+00,1.5246e+05,1.0285e+01,4.6911e-01,-8.7605e-01,4.7982e+00,5.3322e-01
1.6000e+01,1.0000e+00,3.0948e+00,-1.5606e+05,-1.5606e+05,-3.1968e-02,-1.5606e+05,1.1775e-01,6.9397e+00,1.5245e+05,1.1002e+01,-2.2298e-01,-1.9843e+00,4.6633e+00,1.9321e+00
1.7000e+01,1.0000e+00,3.2819e+00,-1.5603e+05,-1.5604e+05,-3.3966e-02,-1.5604e+05,1.1777e-01,6.9417e+00,1.5242e+05,1.1553e+01,-6.2689e-02,-1.1103e+00,4.8543e+00,2.8103e+00
1.8000e+01,1.0000e+00,3.4682e+00,-1.5599e+05,-1.5600e+05,-3.5964e-02,-1.5600e+05,1.1779e-01,6.9437e+00,1.5240e+05,1.2265e+01,3.7953e-01,-1.2501e+00,4.7428e+00,2.1208e+00
1.9000e+01,1.0000e+00,3.6538e+00,-1.5593e+05,-1.5594e+05,-3.7962e-02,-1.5594e+05,1.1780e-01,6.9457e+00,1.5236e+05,1.2995e+01,5.2469e-02,-1.5904e+00,4.9235e+00,3.3722e+00
2.0000e+01,1.0000e+00,3.8388e+00,-1.5593e+05,-1.5593e+05,-3.9960e-02,-1.5593e+05,1.1772e-01,6.9362e+00,1.5230e+05,1.3580e+01,-2.3288e-01,-7.9675e-01,4.6989e+00,5.9778e-01
2.1000e+01,1.0000e+00,4.0230e+00,-1.5591e+05,-1.5592e+05,-4.1958e-02,-1.5592e+05,1.1784e-01,6.9496e+00,1.5229e+05,1.4133e+01,4.0993e-01,-1.8150e+00,4.6843e+00,1.1048e+00
2.2000e+01,1.0000e+00,4.2065e+00,-1.5590e+05,-1.5590e+05,-4.3956e-02,-1.5590e+05,1.1785e-01,6.9517e+00,1.5228e+05,1.4683e+01,4.7406e-01,-8.6868e-01,4.7500e+00,2.8474e-01
2.3000e+01,1.0000e+00,4.3893e+00,-1.5589e+05,-1.5590e+05,-4.5954e-02,-1.5590e+05,1.1786e-01,6.9519e+00,1.5226e+05,1.5238e+01,3.1570e-01,-1.8619e+00,4.6634e+00,1.8055e-01
2.4000e+01,1.0000e+00,4.5714e+00,-1.5587e+05,-1.5587e+05,-4.7952e-02,-1.5587e+05,1.1789e-01,6.9557e+00,1.5226e+05,1.5986e+01,4.3864e-01,-8.8243e-01,4.7322e+00,1.2624e+00
2.5000e+01,1.0000e+00,4.7529e+00,-1.5582e+05,-1.5582e+05,-4.9950e-02,-1.5582e+05,1.1790e-01,6.9577e+00,1.5223e+05,1.6706e+01,-3.4469e-01,-1.0257e+00,4.9450e+00,3.5046e+00
2.6000e+01,1.0000e+00,4.9336e+00,-1.5581e+05,-1.5582e+05,-5.1948e-02,-1.5582e+05,1.1779e-01,6.9448e+00,1.5218e+05,1.7442e+01,-2.1719e-01,-1.6373e+00,4.6141e+00,1.8988e+00
2.7000e+01,1.0000e+00,5.1136e+00,-1.5575e+05,-1.5575e+05,-5.3946e-02,-1.5575e+05,1.1794e-01,6.9617e+00,1.5218e+05,1.7994e+01,1.3720e-01,-1.7511e+00,4.6224e+00,5.6828e-01
2.8000e+01,1.0000e+00,5.2930e+00,-1.5574e+05,-1.5575e+05,-5.5944e-02,-1.5575e+05,1.1782e-01,6.9471e+00,1.5211e+05,1.8707e+01,-1.2806e-01,-7.5845e-01,4.7034e+00,2.1938e+00
2.9000e+01,1.0000e+00,5.4717e+00,-1.5573e+05,-1.5574e+05,-5.7942e-02,-1.5574e+05,1.1780e-01,6.9449e+00,1.5211e+05,1.9433e+01,4.6480e-01,-5.4861e-01,4.7901e+00,1.0049e+00
3.0000e+01,1.0000e+00,5.6497e+00,-1.5568e+05,-1.5568e+05,-5.9940e-02,-1.5568e+05,1.1799e-01,6.9677e+00,1.5210e+05,2.0019e+01,-7.1960e-02,-1.6124e+00,4.5958e+00,9.4906e-01
3.1000e+01,1.0000e+00,5.8271e+00,-1.5567e+05,-1.5567e+05,-6.1938e-02,-1.5567e+05,1.1800e-01,6.9692e+00,1.5204e+05,2.0579e+01,3.0572e-01,-1.2736e+00,4.6300e+00,8.4589e-01
3.2000e+01,1.0000e+00,6.0038e+00,-1.5564e+05,-1.5565e+05,-6.3936e-02,-1.5565e+05,1.1802e-01,6.9717e+00,1.5203e+05,2.1134e+01,-3.2988e-01,-9.2243e-01,4.6094e+00,7.3362e-01
3.3000e+01,1.0000e+00,6.1798e+00,-1.5564e+05,-1.5565e+05,-6.5934e-02,-1.5565e+05,1.0843e-01,5.8847e+00,1.5201e+05,2.1695e+01,4.0157e-01,-1.5072e+00,4.6221e+00,1.2590e+00
3.4000e+01,1.0000e+00,6.3551e+00,-1.5555e+05,-1.5556e+05,-6.7932e-02,-1.5556e+05,1.1806e-01,6.9757e+00,1.5201e+05,2.2244e+01,-4.8955e-01,-1.7397e+00,4.5174e+00,1.6202e+00
3.5000e+01,1.0000e+00,6.5299e+00,-1.5555e+05,-1.5555e+05,-6.9930e-02,-1.5555e+05,1.1792e-01,6.9591e+00,1.5192e+05,2.2970e+01,2.6803e-01,-1.7084e+00,4.5886e+00,2.4074e-01
3.6000e+01,3.0000e+00,6.6790e+00,-1.5554e+05,-1.5555e+05,-7.1928e-02,-1.5555e+05,1.1781e-01,6.9464e+00,1.5191e+05,2.4985e+01,-4.9610e-01,-1.7236e+00,4.7839e+00,3.4639e+00
3.7000e+01,1.0000e+00,6.8519e+00,-1.5553e+05,-1.5554e+05,-7.3926e-02,-1.5554e+05,1.1810e-01,6.9809e+00,1.5191e+05,2.5698e+01,2.8372e-01,-1.0910e+00,4.6152e+00,5.2110e-01
3.8000e+01,1.0000e+00,7.0240e+00,-1.5550e+05,-1.5551e+05,-7.5924e-02,-1.5551e+05,1.1812e-01,6.9837e+00,1.5190e+05,2.6435e+01,3.8856e-01,-1.2060e+00,4.6550e+00,2.3181e+00
3.9000e+01,1.0000e+00,7.1956e+00,-1.5550e+05,-1.5550e+05,-7.7922e-02,-1.5550e+05,1.1567e-01,6.6967e+00,1.5187e+05,2.6996e+01,-1.8316e-01,-1.1479e+00,4.6074e+00,2.2372e+00
4.0000e+01,1.0000e+00,7.3665e+00,-1.5547e+05,-1.5547e+05,-7.9920e-02,-1.5547e+05,1.1816e-01,6.9877e+00,1.5186e+05,2.7590e+01,-5.0326e-03,-7.8518e-01,4.8637e+00,3.2237e+00
4.1000e+01,1.0000e+00,7.5368e+00,-1.5542e+05,-1.5543e+05,-8.1918e-02,-1.5543e+05,1.1818e-01,6.9897e+00,1.5183e+05,2.8335e+01,-4.1647e-01,-1.1021e+00,4.5382e+00,9.9795e-01
4.2000e+01,1.0000e+00,7.7064e+00,-1.5532e+05,-1.5532e+05,-8.3916e-02,-1.5532e+05,1.1819e-01,6.9917e+00,1.5179e+05,2.9054e+01,-4.2188e-02,-6.1940e-01,4.6372e+00,1.3378e+00
4.3000e+01,1.0000e+00,7.8755e+00,-1.5531e+05,-1.5532e+05,-8.5914e-02,-1.5532e+05,1.1766e-01,6.9284e+00,1.5168e+05,2.9783e+01,4.9438e-01,-1.1494e+00,4.5847e+00,5.4674e-01
4.4000e+01,1.0000e+00,8.0439e+00,-1.5528e+05,-1.5528e+05,-8.7912e-02,-1.5528e+05,1.1823e-01,6.9957e+00,1.5168e+05,3.0338e+01,-3.6202e-01,-1.3958e+00,4.7939e+00,3.3985e+00
4.5000e+01,1.0000e+00,8.2117e+00,-1.5524e+05,-1.5524e+05,-8.9910e-02,-1.5524e+05,1.1824e-01,6.9977e+00,1.5164e+05,3.1074e+01,-6.3107e-02,-1.0818e+00,4.7546e+00,3.1661e+00
4.6000e+01,1.0000e+00,8.3789e+00,-1.5519e+05,-1.5519e+05,-9.1908e-02,-1.5519e+05,1.1826e-01,6.9997e+00,1.5160e+05,3.1798e+01,-2.6997e-02,-1.6487e+00,4.5015e+00,5.8273e-01
4.7000e+01,1.0000e+00,8.5455e+00,-1.5515e+05,-1.5516e+05,-9.3906e-02,-1.5516e+05,1.1828e-01,7.0017e+00,1.5155e+05,3.2366e+01,7.2659e-02,-1.8190e+00,4.9999e+00,4.9872e+00
4.8000e+01,1.0000e+00,8.7114e+00,-1.5507e+05,-1.5508e+05,-9.5904e-02,-1.5508e+05,1.1829e-01,7.0037e+00,1.5152e+05,3.3082e+01,3.8804e-01,-5.7518e-01,4.6183e+00,1.9230e+00
4.9000e+01,1.0000e+00,8.8768e+00,-1.5505e+05,-1.5506e+05,-9.7902e-02,-1.5506e+05,1.1831e-01,7.0057e+00,1.5144e+05,3.3638e+01,1.0996e-01,-1.5649e+00,4.4804e+00,1.9425e+00
5.0000e+01,1.0000e+00,9.0416e+00,-1.5501e+05,-1.5502e+05,-9.9900e-02,-1.5502e+05,1.1833e-01,7.0077e+00,1.5142e+05,3.4402e+01,3.4531e-01,-1.1982e+00,4.4977e+00,1.0116e+00
5.1000e+01,1.0000e+00,9.2058e+00,-1.5494e+05,-1.5494e+05,-1.0190e-01,-1.5494e+05,1.1834e-01,7.0097e+00,1.5138e+05,3.4960e+01,-1.1701e-01,-1.0129e+00,4.6436e+00,2.9061e+00
5.2000e+01,1.0000e+00,9.3694e+00,-1.5490e+05,-1.5491e+05,-1.0390e-01,-1.5491e+05,1.1836e-01,7.0117e+00,1.5130e+05,3.5686e+01,-1.5199e-01,-1.7261e+00,4.7054e+00,3.5620e+00
5.3000e+01,1.0000e+00,9.5324e+00,-1.5490e+05,-1.5491e+05,-1.0589e-01,-1.5491e+05,1.1543e-01,6.6690e+00,1.5127e+05,3.6239e+01,1.4077e-01,-1.4184e+00,4.4496e+00,1.2237e+00
5.4000e+01,1.0000e+00,9.6948e+00,-1.5489e+05,-1.5490e+05,-1.0789e-01,-1.5490e+05,1.1839e-01,7.0155e+00,1.5127e+05,3.6969e+01,-4.8780e-01,-1.3145e+00,4.7953e+00,4.2455e+00
5.5000e+01,1.0000e+00,9.8566e+00,-1.5489e+05,-1.5489e+05,-1.0989e-01,-1.5489e+05,1.1555e-01,6.6822e+00,1.5126e+05,3.7691e+01,4.9783e-01,-1.3983e+00,4.6500e+00,2.8888e+00
5.6000e+01,1.0000e+00,1.0018e+01,-1.5487e+05,-1.5488e+05,-1.1189e-01,-1.5488e+05,1.1843e-01,7.0196e+00,1.5125e+05,3.8409e+01,2.9052e-01,-5.1188e-01,4.8764e+00,3.9806e+00
5.7000e+01,1.0000e+00,1.0179e+01,-1.5485e+05,-1.5485e+05,-1.1389e-01,-1.5485e+05,1.1845e-01,7.0216e+00,1.5124e+05,3.9137e+01,-2.3221e-01,-1.9449e+00,4.4121e+00,1.7356e+00
5.8000e+01,1.0000e+00,1.0339e+01,-1.5485e+05,-1.5485e+05,-1.1588e-01,-1.5485e+05,1.1101e-01,6.1680e+00,1.5121e+05,3.9688e+01,-4.7946e-01,-1.0737e+00,4.4137e+00,1.2474e+00
5.9000e+01,1.0000e+00,1.0498e+01,-1.5484e+05,-1.5485e+05,-1.1788e-01,-1.5485e+05,1.1793e-01,6.9609e+00,1.5121e+05,4.0240e+01,3.5811e-01,-7.7175e-01,4.5157e+00,1.0231e+00
6.0000e+01,1.0000e+00,1.0657e+01,-1.5482e+05,-1.5483e+05,-1.1988e-01,-1.5483e+05,1.1850e-01,7.0276e+00,1.5121e+05,4.0837e+01,-3.2111e-01,-1.8849e+00,4.8104e+00,4.1955e+00
6.1000e+01,1.0000e+00,1.0816e+01,-1.5481e+05,-1.5482e+05,-1.2188e-01,-1.5482e+05,1.1847e-01,7.0251e+00,1.5119e+05,4.1386e+01,1.9351e-01,-1.3682e+00,4.5750e+00,2.9179e+00
6.2000e+01,1.0000e+00,1.0973e+01,-1.5481e+05,-1.5482e+05,-1.2388e-01,-1.5482e+05,1.1544e-01,6.6703e+00,1.5118e+05,4.2131e+01,-4.4379e-01,-1.5827e+00,4.8101e+00,4.2082e+00
6.3000e+01,1.0000e+00,1.1131e+01,-1.5480e+05,-1.5481e+05,-1.2587e-01,-1.5481e+05,1.1765e-01,6.9278e+00,1.5118e+05,4.2863e+01,-4.4261e-01,-6.2788e-01,4.4920e+00,8.7912e-01
6.4000e+01,1.0000e+00,1.1287e+01,-1.5480e+05,-1.5480e+05,-1.2787e-01,-1.5480e+05,1.1838e-01,7.0137e+00,1.5117e+05,4.3420e+01,-4.7211e-01,-1.1400e+00,4.4169e+00,2.1605e+00
6.5000e+01,1.0000e+00,1.1444e+01,-1.5475e+05,-1.5476e+05,-1.2987e-01,-1.5476e+05,1.1858e-01,7.0376e+00,1.5116e+05,4.4158e+01,4.3742e-01,-8.6567e-01,4.8587e+00,4.3123e+00
6.6000e+01,3.0000e+00,1.1559e+01,-1.5475e+05,-1.5475e+05,-1.3187e-01,-1.5475e+05,1.1850e-01,7.0285e+00,1.5112e+05,4.6173e+01,1.1614e-01,-1.6711e+00,4.6176e+00,3.2745e+00
6.7000e+01,1.0000e+00,1.1713e+01,-1.5470e+05,-1.5471e+05,-1.3387e-01,-1.5471e+05,1.1861e-01,7.0416e+00,1.5111e+05,4.6732e+01,3.9189e-01,-7.8447e-01,4.8923e+00,4.7928e+00
6.8000e+01,1.0000e+00,1.1867e+01,-1.5470e+05,-1.5471e+05,-1.3586e-01,-1.5471e+05,1.1063e-01,6.1251e+00,1.5107e+05,4.7465e+01,-2.3524e-01,-1.7075e+00,4.4616e+00,2.6494e+00
6.9000e+01,1.0000e+00,1.2021e+01,-1.5468e+05,-1.5468e+05,-1.3786e-01,-1.5468e+05,1.1865e-01,7.0456e+00,1.5107e+05,4.8206e+01,-4.8727e-02,-1.0237e+00,4.4279e+00,1.4865e+00
7.0000e+01,1.0000e+00,1.2174e+01,-1.5466e+05,-1.5467e+05,-1.3986e-01,-1.5467e+05,1.1866e-01,7.0476e+00,1.5104e+05,4.8795e+01,-3.1988e-02,-8.1466e-01,4.7688e+00,3.6292e+00
7.1000e+01,1.0000e+00,1.2326e+01,-1.5464e+05,-1.5465e+05,-1.4186e-01,-1.5465e+05,1.1868e-01,7.0496e+00,1.5103e+05,4.9524e+01,4.2791e-02,-1.2576e+00,4.4038e+00,1.6090e+00
7.2000e+01,1.0000e+00,1.2478e+01,-1.5462e+05,-1.5463e+05,-1.4386e-01,-1.5463e+05,1.1870e-01,7.0516e+00,1.5101e+05,5.0258e+01,-4.2286e-01,-5.4200e-01,4.6485e+00,3.1891e+00
7.3000e+01,2.0000e+00,1.2608e+01,-1.5461e+05,-1.5462e+05,-1.4585e-01,-1.5462e+05,1.1822e-01,6.9951e+00,1.5099e+05,5.1677e+01,3.8990e-01,-1.7473e+00,4.6507e+00,3.5436e+00
7.4000e+01,2.0000e+00,1.2737e+01,-1.5461e+05,-1.5462e+05,-1.4785e-01,-1.5462e+05,1.0891e-01,5.9368e+00,1.5098e+05,5.3141e+01,3.6706e-02,-8.4014e-01,4.6410e+00,3.2232e+00
7.5000e+01,1.0000e+00,1.2887e+01,-1.5461e+05,-1.5462e+05,-1.4985e-01,-1.5462e+05,1.1081e-01,6.1456e+00,1.5098e+05,5.3696e+01,2.5114e-01,-7.0149e-01,4.8626e+00,4.4099e+00
7.6000e+01,1.0000e+00,1.3036e+01,-1.5461e+05,-1.5462e+05,-1.5185e-01,-1.5462e+05,1.0744e-01,5.7771e+00,1.5098e+05,5.4427e+01,4.8265e-01,-1.7355e+00,4.3999e+00,8.6079e-01
7.7000e+01,1.0000e+00,1.3185e+01,-1.5459e+05,-1.5460e+05,-1.5385e-01,-1.5460e+05,1.1878e-01,7.0616e+00,1.5098e+05,5.4977e+01,-2.9824e-01,-9.5256e-01,4.8566e+00,4.4608e+00
7.8000e+01,2.0000e+00,1.3311e+01,-1.5458e+05,-1.5459e+05,-1.5584e-01,-1.5459e+05,1.1880e-01,7.0634e+00,1.5096e+05,5.6447e+01,-3.5206e-01,-1.9753e+00,4.3472e+00,1.8107e+00
7.9000e+01,1.0000e+00,1.3458e+01,-1.5456e+05,-1.5457e+05,-1.5784e-01,-1.5457e+05,1.1882e-01,7.0656e+00,1.5095e+05,5.6995e+01,5.5786e-02,-1.7036e+00,4.3718e+00,5.2934e-01
8.0000e+01,1.0000e+00,1.3605e+01,-1.5453e+05,-1.5454e+05,-1.5984e-01,-1.5454e+05,1.1883e-01,7.0676e+00,1.5093e+05,5.7762e+01,-1.0944e-01,-7.7647e-01,4.9209e+00,4.6110e+00
8.1000e+01,2.0000e+00,1.3729e+01,-1.5448e+05,-1.5448e+05,-1.6184e-01,-1.5448e+05,1.1885e-01,7.0696e+00,1.5090e+05,5.9050e+01,2.8246e-01,-1.5240e+00,4.4549e+00,2.5870e+00
8.2000e+01,2.0000e+00,1.3851e+01,-1.5446e+05,-1.5447e+05,-1.6384e-01,-1.5447e+05,1.1887e-01,7.0716e+00,1.5084e+05,6.0534e+01,2.0782e-01,-1.6478e+00,4.3558e+00,1.8638e+00
8.3000e+01,1.0000e+00,1.3997e+01,-1.5446e+05,-1.5447e+05,-1.6583e-01,-1.5447e+05,1.0940e-01,5.9900e+00,1.5083e+05,6.1080e+01,-4.1609e-01,-1.7064e+00,4.8426e+00,4.8517e+00
8.4000e+01,1.0000e+00,1.4141e+01,-1.5445e+05,-1.5446e+05,-1.6783e-01,-1.5446e+05,1.1888e-01,7.0738e+00,1.5083e+05,6.1628e+01,3.8923e-01,-1.9216e+00,4.3496e+00,8.1135e-01
8.5000e+01,1.0000e+00,1.4286e+01,-1.5443e+05,-1.5443e+05,-1.6983e-01,-1.5443e+05,1.1892e-01,7.0776e+00,1.5082e+05,6.2356e+01,-1.9331e-01,-1.9151e+00,4.8105e+00,4.5296e+00
8.6000e+01,1.0000e+00,1.4430e+01,-1.5441e+05,-1.5442e+05,-1.7183e-01,-1.5442e+05,1.1893e-01,7.0796e+00,1.5079e+05,6.3116e+01,3.3776e-01,-1.6195e+00,4.5290e+00,3.1264e+00
8.7000e+01,1.0000e+00,1.4573e+01,-1.5436e+05,-1.5437e+05,-1.7383e-01,-1.5437e+05,1.1895e-01,7.0816e+00,1.5078e+05,6.3669e+01,-1.2658e-01,-1.9814e+00,4.7657e+00,4.3791e+00
8.8000e+01,1.0000e+00,1.4716e+01,-1.5435e+05,-1.5436e+05,-1.7582e-01,-1.5436e+05,1.1897e-01,7.0836e+00,1.5073e+05,6.4405e+01,-3.8386e-01,-1.7040e+00,4.3379e+00,2.3338e+00
8.9000e+01,1.0000e+00,1.4858e+01,-1.5431e+05,-1.5432e+05,-1.7782e-01,-1.5432e+05,1.1898e-01,7.0856e+00,1.5072e+05,6.4954e+01,-5.8887e-02,-1.2092e+00,4.3395e+00,1.3316e+00
9.0000e+01,1.0000e+00,1.5000e+01,-1.5430e+05,-1.5431e+05,-1.7982e-01,-1.5431e+05,1.1791e-01,6.9580e+00,1.5068e+05,6.5810e+01,4.9863e-01,-1.5120e+00,4.5508e+00,3.0963e+00
9.1000e+01,3.0000e+00,1.5091e+01,-1.5430e+05,-1.5431e+05,-1.8182e-01,-1.5431e+05,1.1659e-01,6.8040e+00,1.5067e+05,6.7634e+01,6.6610e-02,-1.2290e+00,4.6066e+00,3.6297e+00
9.2000e+01,1.0000e+00,1.5232e+01,-1.5428e+05,-1.5429e+05,-1.8382e-01,-1.5429e+05,1.1903e-01,7.0916e+00,1.5067e+05,6.8183e+01,2.1731e-01,-6.8908e-01,4.4160e+00,5.8448e-01
9.3000e+01,1.0000e+00,1.5372e+01,-1.5427e+05,-1.5428e+05,-1.8581e-01,-1.5428e+05,1.1902e-01,7.0899e+00,1.5065e+05,6.8910e+01,2.6719e-01,-8.0236e-01,4.3893e+00,5.4389e-01
9.4000e+01,1.0000e+00,1.5512e+01,-1.5426e+05,-1.5427e+05,-1.8781e-01,-1.5427e+05,1.1907e-01,7.0953e+00,1.5064e+05,6.9641e+01,9.2756e-02,-5.9811e-01,4.5738e+00,3.1598e+00
9.5000e+01,1.0000e+00,1.5651e+01,-1.5426e+05,-1.5427e+05,-1.8981e-01,-1.5427e+05,1.1080e-01,6.1444e+00,1.5063e+05,7.0195e+01,9.7632e-02,-1.3657e+00,4.8005e+00,4.9705e+00
9.6000e+01,1.0000e+00,1.5789e+01,-1.5426e+05,-1.5426e+05,-1.9181e-01,-1.5426e+05,1.1793e-01,6.9612e+00,1.5063e+05,7.0925e+01,-4.6528e-01,-1.7671e+00,4.2708e+00,1.9070e+00
9.7000e+01,1.0000e+00,1.5928e+01,-1.5419e+05,-1.5420e+05,-1.9381e-01,-1.5420e+05,1.1912e-01,7.1016e+00,1.5062e+05,7.1478e+01,3.6393e-01,-6.5184e-01,4.5511e+00,3.2991e+00
9.8000e+01,1.0000e+00,1.6066e+01,-1.5419e+05,-1.5420e+05,-1.9580e-01,-1.5420e+05,1.1814e-01,6.9859e+00,1.5056e+05,7.2208e+01,1.2428e-02,-1.7829e+00,4.6304e+00,3.7174e+00
9.9000e+01,2.0000e+00,1.6176e+01,-1.5419e+05,-1.5420e+05,-1.9780e-01,-1.5420e+05,1.0991e-01,6.0466e+00,1.5056e+05,7.3667e+01,-3.2327e-01,-1.4440e+00,4.2788e+00,1.6003e+00
1.0000e+02,1.0000e+00,1.6313e+01,-1.5416e+05,-1.5417e+05,-1.9980e-01,-1.5417e+05,1.1917e-01,7.1076e+00,1.5055e+05,7.4436e+01,-1.9115e-01,-1.4485e+00,4.2899e+00,9.8419e-01
1.0100e+02,1.0000e+00,1.6450e+01,-1.5415e+05,-1.5416e+05,-2.0180e-01,-1.5416e+05,1.1916e-01,7.1069e+00,1.5052e+05,7.4987e+01,-3.8598e-01,-1.1596e+00,4.3073e+00,2.2324e+00
1.0200e+02,1.0000e+00,1.6585e+01,-1.5415e+05,-1.5416e+05,-2.0380e-01,-1.5415e+05,1.1019e-01,6.0770e+00,1.5052e+05,7.5714e+01,1.3149e-01,-8.0820e-01,4.3572e+00,8.1039e-01
1.0300e+02,1.0000e+00,1.6721e+01,-1.5407e+05,-1.5408e+05,-2.0579e-01,-1.5408e+05,1.1922e-01,7.1135e+00,1.5051e+05,7.6440e+01,4.0817e-01,-1.1081e+00,4.3205e+00,1.7861e+00
1.0400e+02,1.0000e+00,1.6856e+01,-1.5407e+05,-1.5407e+05,-2.0779e-01,-1.5407e+05,1.1710e-01,6.8630e+00,1.5044e+05,7.7159e+01,-4.9770e-01,-1.2175e+00,4.2757e+00,2.2617e+00
1.0500e+02,1.0000e+00,1.6990e+01,-1.5404e+05,-1.5405e+05,-2.0979e-01,-1.5405e+05,1.1925e-01,7.1175e+00,1.5043e+05,7.7888e+01,-3.2070e-01,-8.8320e-01,4.3011e+00,8.6708e-01
1.0600e+02,1.0000e+00,1.7124e+01,-1.5403e+05,-1.5404e+05,-2.1179e-01,-1.5404e+05,1.1907e-01,7.0956e+00,1.5041e+05,7.8442e+01,-2.7521e-01,-1.5652e+00,4.5469e+00,3.7464e+00
1.0700e+02,1.0000e+00,1.7258e+01,-1.5399e+05,-1.5400e+05,-2.1379e-01,-1.5400e+05,1.1928e-01,7.1215e+00,1.5040e+05,7.9002e+01,1.2278e-01,-1.2595e+00,4.5216e+00,3.5893e+00
1.0800e+02,1.0000e+00,1.7391e+01,-1.5399e+05,-1.5400e+05,-2.1578e-01,-1.5400e+05,1.1845e-01,7.0227e+00,1.5036e+05,7.9734e+01,-5.4694e-02,-5.3959e-01,4.3933e+00,1.4922e+00
1.0900e+02,1.0000e+00,1.7524e+01,-1.5396e+05,-1.5397e+05,-2.1778e-01,-1.5397e+05,1.1932e-01,7.1255e+00,1.5035e+05,8.0293e+01,3.4899e-01,-6.3298e-01,4.6997e+00,4.3494e+00
1.1000e+02,1.0000e+00,1.7657e+01,-1.5394e+05,-1.5395e+05,-2.1978e-01,-1.5395e+05,1.1933e-01,7.1275e+00,1.5033e+05,8.1045e+01,2.6712e-01,-9.3783e-01,4.3906e+00,2.8330e+00
