logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.7366e-01,-5.0375e-01,2.2754e+00,7.7544e-01,1.6743e+00,2.5055e+00,4.3619e+00,2.9340e+01,-3.9733e+03
1.6176e-01,-5.1302e-01,2.2647e+00,6.9144e-01,8.6445e-01,2.4547e+00,4.3514e+00,2.9317e+01,-3.9279e+03
1.4153e-01,-5.3438e-01,2.2872e+00,4.6379e-01,1.1767e+00,3.4009e+00,4.3182e+00,2.9436e+01,-3.9580e+03
1.5934e-01,-5.4106e-01,2.2482e+00,2.1545e-01,7.6223e-01,1.5914e+00,4.3463e+00,2.9295e+01,-3.9478e+03
1.6561e-01,-5.0066e-01,2.2547e+00,1.5085e+00,1.3809e+00,3.2773e+00,4.2940e+00,2.9311e+01,-3.9792e+03
1.8538e-01,-5.3761e-01,2.2420e+00,7.5367e-01,1.0900e+00,3.3524e+00,4.2745e+00,2.9284e+01,-3.9636e+03
1.5115e-01,-5.3630e-01,2.2560e+00,1.2785e+00,1.1420e+00,3.3637e+00,4.2914e+00,2.9350e+01,-3.9647e+03
1.5254e-01,-5.7553e-01,2.2445e+00,6.6059e-01,9.2536e-01,1.4216e+00,4.3456e+00,2.9309e+01,-3.9776e+03
1.5926e-01,-5.1841e-01,2.3409e+00,4.6573e-01,8.3688e-01,1.8177e+00,4.4288e+00,2.9497e+01,-3.9761e+03
1.4193e-01,-5.5498e-01,2.2649e+00,4.2884e-01,1.7539e+00,3.4182e+00,4.2881e+00,2.9390e+01,-3.9606e+03
1.5452e-01,-5.1714e-01,2.2201e+00,8.4293e-01,1.6389e+00,1.5087e+00,4.3059e+00,2.9198e+01,-3.9567e+03
1.4973e-01,-5.2601e-01,2.2500e+00,3.8178e-01,6.7287e-01,1.4845e+00,4.3310e+00,2.9256e+01,-3.9779e+03
1.5718e-01,-5.4716e-01,2.2500e+00,5.8562e-01,5.3903e-01,1.6426e+00,4.3484e+00,2.9300e+01,-3.9674e+03
1.5685e-01,-5.7053e-01,2.2532e+00,1.0796e+00,1.3264e+00,3.3672e+00,4.2947e+00,2.9368e+01,-3.9399e+03
1.5384e-01,-5.0168e-01,2.2488e+00,8.9768e-01,8.5176e-01,1.4566e+00,4.3436e+00,2.9273e+01,-3.9675e+03
1.5952e-01,-5.4822e-01,2.2546e+00,-3.9875e-02,5.1707e-01,2.0676e+00,4.3455e+00,2.9300e+01,-3.9622e+03
1.5132e-01,-5.2523e-01,2.2624e+00,9.7678e-01,2.1811e+00,3.1574e+00,4.3124e+00,2.9358e+01,-3.9668e+03
1.6708e-01,-5.0192e-01,2.2594e+00,1.0858e+00,9.6124e-01,2.8131e+00,4.3334e+00,2.9291e+01,-3.9766e+03
1.5485e-01,-5.0987e-01,2.2659e+00,4.2962e-02,9.8810e-01,3.3638e+00,4.2939e+00,2.9340e+01,-3.9677e+03
1.5158e-01,-5.3896e-01,2.3306e+00,1.3020e-01,9.7382e-01,1.8917e+00,4.4274e+00,2.9507e+01,-3.9510e+03
1.7153e-01,-5.1330e-01,2.2650e+00,1.1340e-01,2.5118e+00,2.9775e+00,4.3289e+00,2.9356e+01,-3.9747e+03
1.6079e-01,-5.2002e-01,2.2658e+00,1.2702e-01,1.3185e+00,3.1824e+00,4.3208e+00,2.9339e+01,-3.9780e+03
1.5700e-01,-5.5697e-01,2.2370e+00,8.0842e-03,1.8303e+00,2.6207e+00,4.3207e+00,2.9279e+01,-3.9734e+03
1.6013e-01,-5.7777e-01,2.2371e+00,5.7824e-01,9.2874e-01,1.5900e+00,4.3429e+00,2.9303e+01,-3.9664e+03
1.7432e-01,-5.2829e-01,2.3417e+00,4.5732e-01,6.4962e-01,2.1158e+00,4.4444e+00,2.9537e+01,-3.9718e+03
1.5592e-01,-5.0773e-01,2.3427e+00,2.3494e-01,1.8004e+00,1.6170e+00,4.4349e+00,2.9523e+01,-3.9516e+03
1.5829e-01,-5.4703e-01,2.2550e+00,9.2182e-02,1.0764e+00,2.5662e+00,4.3438e+00,2.9319e+01,-3.9759e+03
1.7233e-01,-5.2572e-01,2.2514e+00,6.1540e-01,1.5632e+00,1.5025e+00,4.3383e+00,2.9271e+01,-3.9602e+03
1.5251e-01,-5.1365e-01,2.2382e+00,9.9609e-01,7.5049e-01,1.5956e+00,4.3293e+00,2.9249e+01,-3.9688e+03
1.6231e-01,-5.4787e-01,2.2351e+00,6.8669e-01,1.9157e+00,3.1382e+00,4.2906e+00,2.9285e+01,-3.9521e+03
1.4274e-01,-5.1426e-01,2.3013e+00,1.1858e-01,1.4180e+00,3.1980e+00,4.3440e+00,2.9424e+01,-3.9641e+03
1.7186e-01,-5.2414e-01,2.2365e+00,1.1953e+00,1.9100e+00,3.0822e+00,4.2988e+00,2.9280e+01,-3.9531e+03
1.5850e-01,-5.1556e-01,2.2553e+00,1.6142e-01,1.6562e+00,1.7356e+00,4.3384e+00,2.9280e+01,-3.9675e+03
1.6049e-01,-5.6283e-01,2.2366e+00,3.5831e-01,7.5519e-01,1.7559e+00,4.3283e+00,2.9257e+01,-3.9766e+03
1.7134e-01,-5.2605e-01,2.2490e+00,1.0653e+00,6.3556e-01,1.4731e+00,4.3443e+00,2.9280e+01,-3.9698e+03
1.6115e-01,-5.2943e-01,2.2555e+00,3.0989e-01,7.7661e-01,3.1928e+00,4.3054e+00,2.9309e+01,-3.9786e+03
1.6100e-01,-5.4519e-01,2.2589e+00,6.2831e-01,2.1599e+00,3.0441e+00,4.3281e+00,2.9354e+01,-3.9253e+03
1.5566e-01,-5.0283e-01,2.2870e+00,2.6277e-01,1.2841e+00,2.3920e+00,4.3730e+00,2.9375e+01,-3.9770e+03
1.6255e-01,-5.0500e-01,2.2588e+00,7.3411e-01,1.0943e+00,3.3517e+00,4.2734e+00,2.9298e+01,-3.9493e+03
1.5792e-01,-5.3610e-01,2.2386e+00,2.1470e-01,1.6138e+00,2.1735e+00,4.3357e+00,2.9280e+01,-3.9768e+03
1.4942e-01,-5.6366e-01,2.2443e+00,4.7168e-02,1.1489e+00,1.4865e+00,4.3488e+00,2.9316e+01,-3.9590e+03
1.6302e-01,-5.5885e-01,2.2341e+00,8.6562e-01,5.4457e-01,1.5591e+00,4.3452e+00,2.9295e+01,-3.9684e+03
1.5195e-01,-5.2966e-01,2.2660e+00,7.3374e-01,1.2496e+00,2.4468e+00,4.3523e+00,2.9332e+01,-3.9732e+03
1.5141e-01,-5.5395e-01,2.2727e+00,9.7322e-01,1.4175e+00,2.3334e+00,4.3651e+00,2.9376e+01,-3.9713e+03
1.6306e-01,-5.0278e-01,2.2362e+00,1.2269e+00,1.0825e+00,2.6540e+00,4.3227e+00,2.9269e+01,-3.9775e+03
1.5361e-01,-5.6902e-01,2.2502e+00,1.0805e+00,1.8938e+00,2.5167e+00,4.3508e+00,2.9349e+01,-3.9491e+03
1.6241e-01,-5.0403e-01,2.2551e+00,1.6860e-01,2.1364e+00,3.1854e+00,4.2947e+00,2.9304e+01,-3.9104e+03
