logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-6.9701e-01,-5.3486e-01,2.4574e+00,6.7612e-01,4.8456e-01,2.4973e+00,3.8979e+00,-5.5449e+02
-6.8656e-01,-5.6627e-01,2.4513e+00,1.0211e+00,8.7698e-01,2.5016e+00,3.8956e+00,-5.5472e+02
-6.8319e-01,-5.6807e-01,2.4449e+00,2.5298e-01,1.4291e+00,2.4927e+00,3.8953e+00,-5.5376e+02
-6.7849e-01,-5.5034e-01,2.4570e+00,7.0159e-01,6.3575e-01,2.5411e+00,3.8913e+00,-5.5255e+02
-6.8427e-01,-5.2794e-01,2.4683e+00,3.8487e-01,9.5826e-01,2.0063e+00,3.9120e+00,-5.5487e+02
-6.8672e-01,-5.1194e-01,2.4709e+00,5.0717e-01,9.8733e-01,2.6526e+00,3.8819e+00,-5.5216e+02
-6.9600e-01,-5.3222e-01,2.4598e+00,1.0332e+00,9.1334e-01,2.4888e+00,3.9003e+00,-5.5410e+02
-6.9607e-01,-5.7138e-01,2.4428e+00,1.1151e+00,1.2730e+00,2.5236e+00,3.8928e+00,-5.5428e+02
-6.9799e-01,-5.7661e-01,2.4448e+00,9.0219e-01,1.3219e+00,2.4770e+00,3.8945e+00,-5.5495e+02
-6.9719e-01,-5.4916e-01,2.4604e+00,5.9071e-01,8.0770e-01,1.5659e+00,3.9178e+00,-5.5358e+02
-6.9927e-01,-5.7310e-01,2.4435e+00,2.3326e-01,1.1372e+00,2.5232e+00,3.8949e+00,-5.5201e+02
-6.8867e-01,-5.5191e-01,2.4612e+00,3.1557e-01,9.9610e-01,1.5704e+00,3.9156e+00,-5.5323e+02
-6.8835e-01,-5.3103e-01,2.4600e+00,5.9614e-01,1.0860e+00,1.5989e+00,3.9166e+00,-5.5520e+02
-6.9472e-01,-6.1507e-01,2.4453e+00,6.9780e-02,6.1864e-01,2.5556e+00,3.8917e+00,-5.5418e+02
-6.8473e-01,-5.7853e-01,2.4510e+00,1.2356e-01,4.6977e-01,2.5327e+00,3.8902e+00,-5.4773e+02
-6.8817e-01,-5.4878e-01,2.4558e+00,1.0417e+00,6.5025e-01,2.4596e+00,3.9041e+00,-5.5246e+02
-6.9526e-01,-5.1434e-01,2.4615e+00,7.6135e-01,1.3948e+00,2.4796e+00,3.8999e+00,-5.5191e+02
-6.9200e-01,-5.3267e-01,2.4620e+00,6.6722e-01,1.0465e+00,2.4903e+00,3.8989e+00,-5.5492e+02
-6.9698e-01,-5.7210e-01,2.4435e+00,7.9977e-01,1.1785e+00,2.5406e+00,3.8914e+00,-5.5239e+02
-6.9699e-01,-5.5753e-01,2.4527e+00,4.2282e-01,1.3396e+00,2.4832e+00,3.8994e+00,-5.5467e+02
-6.9767e-01,-5.2531e-01,2.4618e+00,8.7967e-01,1.3528e+00,2.4615e+00,3.9012e+00,-5.5303e+02
-6.9958e-01,-5.5129e-01,2.4591e+00,-7.7657e-04,1.3501e+00,1.4336e+00,3.9187e+00,-5.5479e+02
-6.9440e-01,-5.8261e-01,2.4452e+00,1.4758e-01,5.8543e-01,2.5349e+00,3.8943e+00,-5.5535e+02
-6.9513e-01,-5.4691e-01,2.4591e+00,6.6555e-01,1.1288e+00,1.4141e+00,3.9180e+00,-5.5446e+02
-6.9769e-01,-5.2430e-01,2.4543e+00,1.1455e+00,1.4096e+00,2.4620e+00,3.8963e+00,-5.5005e+02
-6.8769e-01,-5.3205e-01,2.4654e+00,2.6701e-01,1.0164e+00,1.4416e+00,3.9192e+00,-5.5288e+02
-6.9822e-01,-5.2798e-01,2.4574e+00,9.9336e-01,9.7497e-01,2.4686e+00,3.8984e+00,-5.5485e+02
-6.9600e-01,-5.2232e-01,2.4599e+00,6.1150e-01,1.2924e+00,2.4821e+00,3.8984e+00,-5.5546e+02
-6.9032e-01,-5.3784e-01,2.4660e+00,2.3811e-01,1.1934e+00,1.5659e+00,3.9180e+00,-5.5561e+02
-6.9553e-01,-5.4938e-01,2.4491e+00,8.2429e-01,1.2440e+00,2.4890e+00,3.8981e+00,-5.5438e+02
-6.8994e-01,-5.6336e-01,2.4605e+00,4.0965e-01,1.3138e+00,1.4905e+00,3.9164e+00,-5.5539e+02
-6.9386e-01,-5.6962e-01,2.4464e+00,3.0753e-02,8.2372e-01,2.5541e+00,3.8904e+00,-5.5220e+02
-6.9731e-01,-5.4245e-01,2.4531e+00,9.3222e-01,7.7545e-01,2.4882e+00,3.8961e+00,-5.5101e+02
-6.9199e-01,-5.2865e-01,2.4594e+00,5.4452e-01,1.0745e+00,2.4899e+00,3.8979e+00,-5.4768e+02
-6.8574e-01,-5.1129e-01,2.4698e+00,9.1467e-01,8.3266e-01,1.5949e+00,3.9164e+00,-5.5126e+02
-6.8740e-01,-5.1192e-01,2.4734e+00,6.4830e-01,7.3726e-01,2.0071e+00,3.9129e+00,-5.5442e+02
-6.7934e-01,-5.1762e-01,2.4673e+00,5.0003e-01,1.2976e+00,2.0005e+00,3.9107e+00,-5.5122e+02
-6.9280e-01,-5.5147e-01,2.4591e+00,8.8520e-01,6.4795e-01,2.5265e+00,3.8906e+00,-5.5470e+02
-6.9743e-01,-5.1310e-01,2.4728e+00,7.4687e-01,8.6061e-01,2.2066e+00,3.9105e+00,-5.5438e+02
-6.9993e-01,-6.1364e-01,2.4406e+00,8.7604e-01,9.0172e-01,2.1187e+00,3.9093e+00,-5.5505e+02
-6.9992e-01,-5.5638e-01,2.4573e+00,5.8276e-01,1.0774e+00,1.5909e+00,3.9172e+00,-5.5472e+02
-6.9599e-01,-5.0344e-01,2.4686e+00,7.9947e-01,8.7212e-01,2.6370e+00,3.8844e+00,-5.5175e+02
