niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.3633e+05,-1.3634e+05,-1.9980e-03,-1.3634e+05,1.1750e-01,6.9098e+00,inf,3.9911e-01,-9.1919e-01,-1.3225e+00,6.4190e+00,5.8338e-01,2.9478e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.3542e+05,-1.3543e+05,-3.9960e-03,-1.3543e+05,1.1751e-01,6.9118e+00,1.2968e+05,9.7737e-01,3.8747e-01,-1.2063e+00,6.3703e+00,2.2343e+00,2.9026e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.3535e+05,-1.3536e+05,-5.9940e-03,-1.3536e+05,1.1753e-01,6.9138e+00,1.2877e+05,1.3756e+00,-9.8598e-01,-6.4903e-01,6.3976e+00,2.2719e+00,2.9339e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.3518e+05,-1.3519e+05,-7.9920e-03,-1.3519e+05,1.1755e-01,6.9157e+00,1.2870e+05,1.9203e+00,-9.8858e-01,-6.5549e-01,6.4890e+00,3.2434e+00,2.9121e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.3442e+05,-1.3443e+05,-9.9900e-03,-1.3443e+05,1.1757e-01,6.9177e+00,1.2853e+05,2.5069e+00,-3.8559e-01,-1.9914e+00,6.2931e+00,2.4605e+00,2.9026e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.3435e+05,-1.3436e+05,-1.1988e-02,-1.3436e+05,1.1758e-01,6.9197e+00,1.2777e+05,3.0847e+00,-7.6710e-01,-1.4585e+00,6.2978e+00,6.0762e-01,3.0091e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.3386e+05,-1.3387e+05,-1.3986e-02,-1.3387e+05,1.1760e-01,6.9217e+00,1.2770e+05,3.4899e+00,-8.5281e-01,-1.3427e+00,6.2637e+00,2.6222e-01,3.0243e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.3375e+05,-1.3376e+05,-1.5984e-02,-1.3376e+05,1.1762e-01,6.9237e+00,1.2721e+05,3.8914e+00,3.7338e-01,-1.7334e+00,6.4195e+00,2.6521e+00,2.9568e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.3332e+05,-1.3332e+05,-1.7982e-02,-1.3332e+05,1.1763e-01,6.9257e+00,1.2710e+05,4.2858e+00,-1.4544e-01,-6.6599e-01,6.1316e+00,6.9430e-01,2.9476e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.3295e+05,-1.3296e+05,-1.9980e-02,-1.3296e+05,1.1765e-01,6.9277e+00,1.2667e+05,4.7172e+00,-9.8678e-01,-1.0704e+00,6.1057e+00,9.2912e-01,3.0289e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.3289e+05,-1.3289e+05,-2.1978e-02,-1.3289e+05,1.1767e-01,6.9297e+00,1.2630e+05,5.2810e+00,-2.3242e-01,-7.3458e-01,6.4709e+00,2.5599e+00,3.0142e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.3285e+05,-1.3285e+05,-2.3976e-02,-1.3285e+05,1.1768e-01,6.9317e+00,1.2624e+05,5.6756e+00,-7.0184e-01,-1.3341e+00,6.1615e+00,2.7186e+00,2.9326e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.3280e+05,-1.3280e+05,-2.5974e-02,-1.3280e+05,1.1770e-01,6.9337e+00,1.2620e+05,6.2578e+00,-9.7902e-01,-1.0865e+00,6.4485e+00,9.7402e-01,3.1349e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.3269e+05,-1.3269e+05,-2.7972e-02,-1.3269e+05,1.1772e-01,6.9357e+00,1.2615e+05,6.8443e+00,2.2353e-01,-5.3953e-01,6.1428e+00,4.8602e-01,2.9474e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.3254e+05,-1.3255e+05,-2.9970e-02,-1.3255e+05,1.1774e-01,6.9377e+00,1.2604e+05,7.4129e+00,-3.6068e-01,-1.2170e+00,6.2603e+00,2.1078e+00,3.0501e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.3250e+05,-1.3251e+05,-3.1968e-02,-1.3251e+05,1.1775e-01,6.9397e+00,1.2589e+05,8.0049e+00,-7.0985e-01,-8.8993e-01,6.3053e+00,2.1120e+00,3.0720e+01
