logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
1.8135e-01,-1.9874e+00,-1.0948e+00,3.6917e-01,1.2518e+00,2.3525e+00,4.7488e+00,3.1112e+01,-9.9381e+02
2.1708e-01,-1.4732e+00,-7.6156e-01,2.0837e+00,1.8126e+00,1.6512e+00,4.6518e+00,3.0839e+01,-5.5837e+02
1.9974e-01,-9.9678e-01,-2.2778e-01,2.5907e+00,2.7545e+00,3.7649e+00,4.6906e+00,3.1100e+01,-7.1051e+02
2.8038e-02,-8.9375e-01,-2.5091e-01,4.0712e-01,5.0973e-01,4.7026e+00,3.9132e+00,3.1510e+01,-4.7132e+02
-8.9899e-01,-5.6512e-01,-7.0811e-01,1.5490e+00,3.8263e+00,2.8548e+00,4.5738e+00,3.1140e+01,-4.5801e+02
-7.6566e-01,-5.4019e-01,1.3754e-01,3.2003e+00,2.7922e+00,4.3042e+00,4.6544e+00,3.1514e+01,-2.2642e+02
2.0043e-01,-1.6074e+00,-5.1021e-01,2.4058e-01,2.7892e+00,1.6523e+00,4.9016e+00,3.1482e+01,-6.1516e+02
-1.5125e-02,-7.4738e-01,1.2345e+00,2.9099e+00,2.7086e+00,3.6234e+00,4.6603e+00,3.1002e+01,-1.0014e+03
4.9616e-01,-9.0400e-01,6.0228e-01,4.3750e-01,4.0783e+00,4.1319e+00,4.2447e+00,3.1355e+01,-8.9999e+02
2.6168e-01,-1.8385e+00,1.2761e-01,2.0928e+00,1.9151e+00,2.6744e+00,4.8265e+00,3.1296e+01,-9.2628e+02
-1.7207e-01,-1.1162e+00,-1.4434e-01,1.2843e+00,1.3055e+00,3.1765e+00,4.7899e+00,3.1275e+01,-3.0699e+02
2.1703e-01,-1.7979e+00,-2.9868e-01,6.5155e-01,2.4200e+00,1.8210e+00,4.8626e+00,3.1372e+01,-4.3754e+02
-8.8208e-01,-6.0740e-01,-7.1742e-01,5.8099e-01,3.5734e+00,4.1404e+00,4.6889e+00,3.1507e+01,-1.7910e+02
-8.2765e-01,-7.2864e-01,-4.3624e-01,1.0121e+00,3.1169e+00,3.5665e+00,4.7674e+00,3.1374e+01,-7.4215e+02
-6.6708e-01,-5.7888e-01,-9.2473e-01,7.2626e-01,4.3263e+00,3.3227e+00,4.6014e+00,3.1857e+01,-6.6666e+02
-2.5229e-01,-9.5598e-01,1.7113e-01,1.8886e+00,1.4582e+00,2.3900e+00,4.8761e+00,3.1436e+01,-9.1124e+02
-4.2834e-01,-9.2999e-01,-5.3004e-01,1.1649e+00,2.1236e+00,3.2053e+00,4.9671e+00,3.1740e+01,-8.7556e+02
2.3022e-01,-1.9471e+00,-5.2486e-01,1.2937e+00,8.6571e-01,2.5781e+00,4.7304e+00,3.1037e+01,-2.6428e+02
-5.1825e-01,-8.7170e-01,-2.3059e-01,-2.3326e-01,1.7280e+00,3.0679e+00,5.0438e+00,3.1923e+01,-9.6118e+02
3.9055e-01,-1.9370e+00,1.3950e+00,1.4203e+00,1.9192e+00,2.2661e+00,4.8141e+00,3.1216e+01,-7.3745e+02
2.0508e-01,-9.7349e-01,-3.9843e-01,1.3895e+00,2.2481e+00,4.4853e+00,3.0335e+00,3.0876e+01,-5.0606e+02
-4.0132e-01,-7.1769e-01,1.3911e+00,2.5443e+00,1.2459e+00,4.6138e+00,4.5571e+00,3.1741e+01,-7.1581e+02
3.6132e-01,-1.6389e+00,-1.2779e-01,1.9211e+00,1.4842e+00,1.7998e+00,4.5844e+00,3.0632e+01,-8.7695e+02
1.2129e-01,-8.4522e-01,3.3823e-01,2.7647e+00,3.8558e+00,4.0308e+00,4.6221e+00,3.1492e+01,-2.3931e+02
4.0100e-01,-1.2797e+00,6.7756e-01,2.4206e+00,3.4588e+00,3.0378e+00,4.8165e+00,3.1381e+01,-5.0887e+02
-4.3545e-01,-7.3736e-01,-7.1084e-01,5.2780e-01,2.3031e+00,4.1644e+00,4.4158e+00,3.0951e+01,-1.0781e+03
-6.0541e-01,-6.8245e-01,1.1516e+00,1.7860e+00,2.3067e+00,4.3216e+00,4.4330e+00,3.1207e+01,-5.7163e+02
-2.0091e-01,-1.0779e+00,-4.4623e-01,1.3197e+00,9.6229e-01,3.4343e+00,4.9843e+00,3.1779e+01,-9.8597e+02
1.0017e-01,-1.3046e+00,8.8003e-01,1.7003e+00,1.5054e+00,2.2878e+00,4.8666e+00,3.1361e+01,-7.2434e+02
1.0840e-01,-1.4549e+00,9.1221e-02,-1.9445e-01,1.9375e+00,1.8953e+00,4.7523e+00,3.1094e+01,-1.8431e+02
4.3945e-01,-1.4378e+00,4.4465e-01,2.2444e+00,2.5287e+00,2.4190e+00,4.7196e+00,3.0971e+01,-5.7461e+02
4.7068e-01,-1.6170e+00,6.0268e-01,7.2132e-01,1.2884e+00,3.8257e+00,4.5900e+00,3.0874e+01,-7.4142e+02
1.3769e-01,-9.0263e-01,1.2326e+00,1.4181e+00,4.0030e+00,1.9333e+00,4.6185e+00,3.1406e+01,-3.1324e+02
-5.1479e-01,-7.5799e-01,-6.6728e-01,2.6217e+00,3.6896e+00,3.5405e+00,5.0418e+00,3.2088e+01,-1.0093e+03
-6.0813e-03,-8.4715e-01,5.0915e-01,4.9778e-01,1.6548e+00,4.5220e+00,2.4887e+00,3.0960e+01,-2.0042e+02
1.8318e-01,-1.4806e+00,-3.8786e-01,4.9367e-01,2.6683e+00,3.4267e+00,4.8870e+00,3.1490e+01,-7.1308e+02
-7.6926e-01,-7.6641e-01,-2.6758e-03,1.7861e+00,5.3289e-01,2.3291e+00,4.9890e+00,3.1777e+01,-6.0114e+02
-4.0381e-01,-6.9500e-01,6.9225e-01,1.5120e+00,1.8805e+00,4.7252e+00,2.8023e+00,3.1515e+01,-7.0966e+02
4.7317e-01,-1.1467e+00,-1.2487e+00,2.3860e+00,2.3699e+00,4.1029e+00,4.5072e+00,3.0924e+01,-2.3540e+02
1.6327e-01,-8.4481e-01,1.5845e+00,1.8844e+00,3.5379e+00,4.6777e+00,3.5233e+00,3.1515e+01,-7.1008e+02
2.2627e-02,-1.0041e+00,-6.0639e-02,2.7989e+00,1.4198e+00,3.6311e+00,4.8703e+00,3.1482e+01,-6.0081e+02
-1.4631e-01,-1.0910e+00,5.0564e-01,6.8720e-01,1.3475e+00,3.3620e+00,4.6223e+00,3.0882e+01,-9.5640e+02
1.6410e-01,-9.8310e-01,1.6150e-01,1.6128e+00,1.0693e+00,4.5641e+00,3.8679e+00,3.1173e+01,-6.3757e+02
-4.3524e-01,-7.0832e-01,9.7057e-01,2.6777e+00,2.3206e+00,4.1238e+00,4.5057e+00,3.1089e+01,-8.8399e+02
-7.6358e-01,-7.1359e-01,9.7586e-01,-3.8433e-02,2.8044e+00,3.6378e+00,4.7811e+00,3.1372e+01,-4.8796e+02
1.9266e-01,-9.3275e-01,-9.4497e-01,3.9520e-01,3.2637e+00,4.5893e+00,3.7253e+00,3.1272e+01,-9.7461e+02
-9.0777e-01,-7.5068e-01,-1.0996e+00,1.2060e+00,5.6119e-01,2.6558e+00,5.0080e+00,3.1836e+01,-9.0050e+02
-9.4272e-02,-9.4438e-01,8.2705e-01,1.7248e+00,2.8056e+00,4.1783e+00,4.7654e+00,3.1517e+01,-7.9324e+02
-8.6936e-02,-1.1798e+00,1.3944e+00,1.1688e+00,2.4759e+00,2.0797e+00,4.8902e+00,3.1501e+01,-8.6012e+02
3.2294e-01,-1.4478e+00,4.0089e-02,1.1453e+00,2.8536e+00,4.0875e+00,4.4701e+00,3.0956e+01,-1.0656e+03
1.0351e-01,-9.8669e-01,-1.3454e-01,1.4563e+00,4.0642e+00,3.3918e+00,4.6950e+00,3.1664e+01,-7.6349e+02
-4.5974e-01,-7.9648e-01,1.0722e+00,7.6431e-01,3.5050e+00,4.1876e+00,4.7335e+00,3.1658e+01,-8.4605e+02
-1.7732e-01,-7.0029e-01,4.8935e-01,1.2852e+00,3.8623e+00,4.5434e+00,3.3788e+00,3.1478e+01,-8.0121e+02
-1.8965e-01,-6.7729e-01,1.3038e-01,2.3215e+00,4.0704e+00,4.3957e+00,3.4146e+00,3.1538e+01,-7.5976e+02
3.4664e-01,-1.9488e+00,1.7419e-01,1.8373e+00,1.5220e+00,1.6503e+00,4.6497e+00,3.0812e+01,-4.5138e+02
1.1340e-02,-1.0392e+00,7.6772e-01,4.4749e-01,1.6269e+00,4.3100e+00,4.4967e+00,3.1210e+01,-3.6660e+02
-5.2756e-01,-7.0630e-01,-1.1349e+00,1.9667e+00,1.2260e+00,4.5171e+00,4.2526e+00,3.1364e+01,-7.4419e+02
-2.3360e-01,-8.3267e-01,-9.6558e-01,2.0424e+00,1.0794e+00,4.2634e+00,4.2734e+00,3.0931e+01,-9.5409e+02
-1.3153e-01,-9.5351e-01,5.0740e-01,2.5052e-01,1.1377e+00,4.3499e+00,4.6768e+00,3.1516e+01,-5.2035e+02
-2.3171e-01,-5.8777e-01,4.5250e-01,3.0894e+00,8.3230e-01,4.5114e+00,3.8558e+00,3.1127e+01,-2.6705e+02
1.5247e-01,-1.8363e+00,-1.2355e+00,1.2694e+00,1.7994e+00,1.6254e+00,4.8182e+00,3.1278e+01,-5.3314e+02
-1.0938e-02,-1.0178e+00,-1.0994e+00,1.0772e+00,3.1612e+00,4.2450e+00,4.6078e+00,3.1365e+01,-3.1565e+02
3.4611e-01,-1.3065e+00,3.3449e-01,2.1620e+00,3.4455e+00,3.1775e+00,4.7091e+00,3.1183e+01,-7.4765e+02
-9.6983e-02,-8.4477e-01,-4.5968e-01,1.5486e+00,2.6304e+00,4.7328e+00,3.7555e+00,3.1598e+01,-9.5451e+02
-7.6635e-01,-7.5423e-01,7.7251e-02,4.7960e-01,2.8917e+00,2.9785e+00,4.8122e+00,3.1397e+01,-1.0019e+03
-1.2262e-01,-7.5470e-01,-8.9120e-01,1.8361e+00,2.1431e+00,4.5058e+00,3.1388e+00,3.0940e+01,-7.2778e+02
-8.2674e-01,-6.9433e-01,-3.2904e-01,2.0859e+00,1.1538e+00,3.6697e+00,4.8489e+00,3.1490e+01,-5.0779e+02
3.4878e-01,-1.9354e+00,-8.4015e-01,5.5599e-01,2.9955e+00,3.6631e+00,4.8586e+00,3.1479e+01,-6.6628e+02
2.8115e-01,-9.3853e-01,-1.0034e-01,2.0314e+00,2.9326e+00,4.5924e+00,3.4609e+00,3.1190e+01,-1.7634e+02
-4.8039e-02,-8.7910e-01,7.1075e-01,1.6046e+00,2.8363e+00,4.4109e+00,4.0824e+00,3.1034e+01,-6.1015e+02
2.1660e-01,-1.2352e+00,-8.2836e-01,7.9155e-01,2.9866e+00,4.3889e+00,4.6892e+00,3.1563e+01,-1.0210e+03
3.9307e-02,-1.5130e+00,5.2907e-01,9.8922e-01,1.3990e+00,2.3629e+00,4.6780e+00,3.0958e+01,-7.5628e+02
-6.6870e-01,-6.1964e-01,9.5496e-01,2.8706e+00,4.8799e-01,3.7982e+00,4.6731e+00,3.1172e+01,-1.0800e+03
3.9680e-01,-1.0505e+00,-9.3334e-01,1.6788e+00,1.5888e+00,4.5446e+00,2.5470e+00,3.0970e+01,-2.5983e+02
-5.0106e-01,-6.9650e-01,-2.0173e-01,1.1298e+00,1.3517e+00,4.6918e+00,3.4673e+00,3.1491e+01,-1.0145e+03
4.3607e-01,-1.5578e+00,7.2441e-01,2.1964e+00,2.2573e+00,2.8253e+00,4.5877e+00,3.0683e+01,-9.0182e+02
-8.4502e-01,-7.2208e-01,-9.2468e-01,8.9205e-01,2.7427e+00,2.6591e+00,4.8641e+00,3.1457e+01,-9.8614e+02
1.1433e-02,-1.0263e+00,-3.9537e-01,2.6331e+00,3.9561e-01,3.1160e+00,4.8539e+00,3.1387e+01,-1.0439e+03
