logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-3.7747e-02,-8.3353e-01,2.5865e-01,3.4450e-01,1.3438e+00,4.7795e+00,3.5024e+00,3.1617e+01,-8.2221e+02
2.9809e-01,-1.0123e+00,-1.1537e+00,-1.0918e-01,3.5789e+00,4.4530e+00,4.0809e+00,3.1254e+01,-6.2961e+02
-6.2555e-01,-7.7531e-01,1.1435e+00,6.2212e-01,3.3378e+00,4.0554e+00,4.8814e+00,3.1801e+01,-9.3106e+02
-6.8389e-01,-8.1976e-01,1.2116e+00,1.2257e+00,9.1400e-01,2.6057e+00,4.7781e+00,3.1260e+01,-5.3760e+02
-4.1740e-01,-7.1138e-01,-2.6259e-01,2.0367e+00,1.2487e+00,4.5783e+00,3.7570e+00,3.1258e+01,-4.0777e+02
2.1953e-01,-1.5669e+00,-9.3429e-01,1.0863e+00,1.4615e+00,2.5877e+00,4.6036e+00,3.0686e+01,-9.3477e+02
-2.3413e-01,-1.0747e+00,2.5595e-01,1.7344e+00,2.7315e+00,3.6587e+00,4.7650e+00,3.1353e+01,-9.1696e+02
-9.6934e-01,-7.0925e-01,-6.2883e-01,1.1548e+00,1.5688e+00,3.1517e+00,4.6398e+00,3.0928e+01,-6.9916e+02
4.5773e-01,-1.6077e+00,-6.3361e-01,1.4251e+00,3.6909e+00,2.1287e+00,4.8373e+00,3.1506e+01,-9.2080e+02
3.0387e-02,-8.7709e-01,-7.4391e-01,2.5177e-01,2.1704e+00,4.7947e+00,3.4343e+00,3.1650e+01,-8.2980e+02
-6.5114e-01,-6.7955e-01,4.6771e-01,2.6232e+00,1.5819e+00,3.7590e+00,4.7131e+00,3.1207e+01,-4.7059e+02
3.2474e-01,-1.0676e+00,4.2033e-03,1.4292e+00,1.9191e+00,4.6680e+00,3.6146e+00,3.1339e+01,-4.9574e+02
-3.6174e-01,-8.2360e-01,2.3058e-01,1.9570e+00,3.7643e+00,2.7333e+00,4.6729e+00,3.1381e+01,-9.7198e+02
3.1417e-01,-1.3191e+00,-1.1389e+00,7.8778e-01,3.1760e+00,4.2579e+00,4.6906e+00,3.1431e+01,-6.3795e+02
-8.3204e-01,-6.2505e-01,1.1869e+00,-1.4618e-01,1.4540e+00,4.7574e+00,4.3280e+00,3.1844e+01,-9.1711e+02
-3.5183e-01,-8.4829e-01,-3.6040e-01,7.1750e-01,1.4923e+00,4.2228e+00,4.5133e+00,3.1154e+01,-9.2735e+02
-5.6844e-01,-6.2729e-01,-6.3360e-01,3.0368e+00,1.1424e+00,3.6522e+00,4.7860e+00,3.1341e+01,-4.2995e+02
-5.4804e-01,-8.1297e-01,-1.2446e+00,3.0359e-01,1.9398e+00,3.5956e+00,4.5483e+00,3.0818e+01,-9.7651e+02
-3.1912e-03,-8.9838e-01,-8.0621e-01,7.2277e-01,4.0728e+00,1.8524e+00,4.6656e+00,3.1584e+01,-1.9322e+02
-6.7946e-01,-5.9486e-01,1.7040e-01,5.1559e-01,4.0289e+00,2.7783e+00,4.6057e+00,3.1409e+01,-3.2356e+02
-1.4601e-01,-9.3772e-01,1.1991e-01,2.1591e+00,3.4848e+00,3.0266e+00,4.8384e+00,3.1501e+01,-5.1134e+02
2.1416e-02,-1.2572e+00,1.1149e+00,3.6559e-01,3.0490e+00,1.8242e+00,4.7989e+00,3.1284e+01,-1.6890e+02
2.0095e-02,-8.4491e-01,1.9693e-01,1.8770e+00,1.8613e+00,4.7173e+00,3.3620e+00,3.1455e+01,-6.5868e+02
2.2524e-01,-1.7065e+00,1.9907e-01,1.7205e+00,1.5451e+00,3.0984e+00,4.6681e+00,3.0897e+01,-5.4950e+02
-7.6675e-02,-8.1112e-01,-1.1571e+00,2.6005e+00,3.5549e+00,4.3928e+00,4.4818e+00,3.1478e+01,-1.2668e+02
4.1560e-01,-1.8694e+00,2.3733e-02,1.2373e+00,3.2472e+00,2.5289e+00,4.8022e+00,3.1279e+01,-7.1256e+02
-1.2022e-01,-8.1398e-01,-8.2258e-01,1.6800e+00,9.5162e-01,4.6603e+00,4.1087e+00,3.1482e+01,-5.5827e+02
3.6289e-01,-1.1376e+00,8.8430e-02,4.5274e-01,1.7723e+00,4.5283e+00,4.2874e+00,3.1254e+01,-5.1107e+02
-3.6343e-01,-7.6683e-01,1.0984e+00,2.6712e+00,3.8725e-01,1.6881e+00,4.8028e+00,3.1241e+01,-8.9066e+02
-2.9919e-01,-9.5082e-01,-2.0124e-01,7.2627e-01,2.6418e+00,2.6612e+00,4.8605e+00,3.1428e+01,-8.6765e+02
-6.4597e-01,-6.7923e-01,-1.0490e+00,2.5840e-01,2.7360e+00,4.4340e+00,4.4898e+00,3.1415e+01,-2.1936e+02
-9.6322e-01,-5.9909e-01,-4.8327e-01,2.0004e+00,2.7272e+00,4.3758e+00,4.4637e+00,3.1310e+01,-6.5041e+02
1.2027e-02,-1.2077e+00,4.4894e-01,1.6293e+00,1.6047e+00,2.8028e+00,4.6776e+00,3.0917e+01,-6.2919e+02
-9.0511e-02,-1.0423e+00,-6.3054e-01,2.2084e+00,2.3344e+00,2.8901e+00,4.6502e+00,3.0909e+01,-9.8963e+02
1.9815e-01,-1.0876e+00,1.0616e+00,2.7721e+00,7.7156e-01,3.0914e+00,4.8724e+00,3.1373e+01,-4.1903e+02
4.1873e-01,-1.8811e+00,-5.1718e-01,1.1821e+00,3.3319e+00,1.6728e+00,4.6922e+00,3.1055e+01,-3.4000e+02
-9.0906e-01,-6.9106e-01,-8.7481e-01,1.9254e+00,3.2773e+00,3.3277e+00,4.9777e+00,3.1815e+01,-8.9225e+02
-4.7235e-02,-1.3408e+00,-6.8598e-01,9.6119e-01,6.4848e-01,3.4168e+00,4.8384e+00,3.1400e+01,-9.7243e+02
5.5816e-02,-1.1605e+00,-1.5445e-01,2.2675e+00,2.4182e+00,3.6378e+00,4.7142e+00,3.1147e+01,-6.8886e+02
2.3709e-01,-1.6504e+00,-4.6458e-01,2.2083e-01,2.6284e+00,2.8396e+00,4.8366e+00,3.1306e+01,-6.6953e+02
