logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-3.7013e-02,-8.4911e-01,2.7828e+00,8.6098e-01,4.1931e+00,2.9203e+00,5.6267e+00,-4.8733e+01
-9.1592e-02,-5.7627e-01,3.0735e+00,3.8428e+00,3.7540e+00,3.1482e+00,5.6331e+00,-4.5996e+01
2.7200e-02,-6.8447e-01,2.8843e+00,7.3997e-01,2.5230e+00,5.4859e+00,3.8168e+00,-4.8620e+01
-1.5372e-01,-5.8351e-01,3.0853e+00,2.7209e+00,3.8860e+00,5.4125e+00,4.0725e+00,-4.2706e+01
-4.8196e-02,-8.4319e-01,2.9236e+00,2.1062e+00,2.9620e+00,2.3070e+00,5.6727e+00,-4.8465e+01
-1.6550e-01,-7.8696e-01,2.8194e+00,6.4383e-01,4.4193e+00,4.0564e+00,5.4258e+00,-4.6863e+01
-2.5845e-01,-6.8573e-01,2.8826e+00,6.6371e-01,1.1424e+00,5.1002e+00,5.3724e+00,-5.0211e+01
-2.7877e-01,-6.7708e-01,2.8037e+00,2.8691e+00,2.7730e+00,5.1328e+00,5.3379e+00,-5.0336e+01
-1.0001e-01,-8.4480e-01,2.8256e+00,1.9355e+00,2.0568e+00,2.2261e+00,5.6582e+00,-4.4907e+01
-2.6558e-01,-6.4021e-01,2.8381e+00,7.4508e-01,3.7204e+00,5.3241e+00,4.8849e+00,-4.6657e+01
-1.2997e-01,-6.0848e-01,3.1036e+00,3.6155e+00,4.4489e+00,3.5774e+00,5.4497e+00,-4.5128e+01
-6.7052e-02,-8.2697e-01,2.8231e+00,2.4364e+00,4.0674e+00,2.5221e+00,5.6144e+00,-4.5855e+01
-2.6074e-01,-7.5748e-01,2.6712e+00,9.1075e-01,4.4200e+00,5.1698e+00,3.2381e+00,-4.7007e+01
-2.6293e-01,-7.2510e-01,2.9406e+00,1.2519e+00,3.5156e+00,3.0379e+00,5.6110e+00,-4.6320e+01
-2.0520e-01,-6.1546e-01,2.9630e+00,1.9907e+00,1.0281e+00,5.2569e+00,5.2176e+00,-4.4865e+01
-1.5513e-01,-8.6204e-01,2.6744e+00,5.1330e-01,4.5137e+00,4.3284e+00,5.3187e+00,-5.0205e+01
-6.8141e-02,-5.9974e-01,3.0191e+00,2.9988e+00,2.4211e+00,5.4820e+00,3.2537e+00,-4.3889e+01
-1.7415e-01,-6.2625e-01,2.9360e+00,2.6871e+00,4.0700e+00,5.3378e+00,4.6147e+00,-4.5842e+01
-1.8785e-01,-8.1242e-01,2.8080e+00,2.4286e+00,2.8551e+00,2.8740e+00,5.6323e+00,-4.4721e+01
-3.1700e-01,-5.6269e-01,2.8258e+00,3.2216e+00,1.1394e+00,5.4551e+00,2.9845e+00,-4.7212e+01
-2.8552e-01,-6.0733e-01,2.8698e+00,8.7835e-01,2.3154e+00,5.4312e+00,4.4430e+00,-4.3292e+01
-1.1396e-01,-7.9278e-01,2.8992e+00,9.7002e-01,4.2778e+00,2.5551e+00,5.5472e+00,-4.4026e+01
-3.0444e-01,-7.3243e-01,2.9661e+00,1.7859e+00,4.5651e+00,4.4956e+00,5.0062e+00,-4.6024e+01
-1.1483e-01,-8.6412e-01,2.8102e+00,9.7096e-01,3.5575e+00,3.0143e+00,5.6283e+00,-4.5732e+01
-5.3931e-02,-6.1102e-01,2.9278e+00,3.2916e+00,3.9830e+00,5.4084e+00,4.5526e+00,-4.7574e+01
-2.6298e-01,-5.9269e-01,2.9175e+00,2.5083e+00,3.3075e+00,5.4320e+00,4.1198e+00,-4.1976e+01
-1.2917e-01,-8.6616e-01,2.6882e+00,2.2914e+00,4.1057e+00,3.5345e+00,5.5718e+00,-4.8452e+01
2.7201e-02,-6.5424e-01,2.9566e+00,2.0510e+00,2.1241e+00,5.4845e+00,4.1032e+00,-4.8582e+01
-2.7696e-01,-7.2940e-01,3.0088e+00,2.1826e+00,4.3615e+00,2.7932e+00,5.3958e+00,-4.5455e+01
-3.1243e-01,-6.2486e-01,2.9309e+00,3.2028e+00,4.3501e+00,5.2098e+00,4.1131e+00,-4.7845e+01
-8.6777e-02,-8.5646e-01,2.8558e+00,2.1135e+00,2.7395e+00,2.9028e+00,5.6481e+00,-4.7964e+01
-2.3299e-01,-5.9918e-01,2.9867e+00,2.6345e+00,9.5841e-01,5.3155e+00,5.0930e+00,-4.1465e+01
