niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-1.2263e+05,-1.2263e+05,-2.4969e-03,-1.2263e+05,1.2922e-01,6.6871e+00,inf,6.6297e-01,-5.1427e-01,-1.8607e+00,-1.0294e+00,2.5837e+00,1.8089e-01,3.1949e+00,5.8718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-1.2240e+05,-1.2241e+05,-4.9938e-03,-1.2241e+05,1.2924e-01,6.6896e+00,1.2236e+05,1.3201e+00,-2.6831e-02,-1.4816e+00,4.0693e-01,2.7762e+00,3.3586e+00,5.0149e+00,5.8610e+00
3.0000e+00,1.0000e+00,7.4442e-01,-1.2231e+05,-1.2232e+05,-7.4906e-03,-1.2232e+05,1.2926e-01,6.6921e+00,1.2214e+05,1.9767e+00,-2.5311e-01,-1.4600e+00,-1.1228e+00,2.1717e+00,3.2174e+00,2.3841e+00,5.8478e+00
4.0000e+00,1.0000e+00,9.9010e-01,-1.2230e+05,-1.2231e+05,-9.9875e-03,-1.2231e+05,1.2918e-01,6.6831e+00,1.2205e+05,2.6156e+00,1.4539e-01,-1.1995e+00,1.1218e+00,1.6567e+00,1.5677e+00,4.8425e+00,5.9114e+00
5.0000e+00,1.0000e+00,1.2346e+00,-1.2194e+05,-1.2195e+05,-1.2484e-02,-1.2195e+05,1.2931e-01,6.6971e+00,1.2204e+05,3.2773e+00,-9.1433e-01,-9.9587e-01,1.3022e+00,2.0987e+00,3.0637e+00,3.3396e+00,5.7989e+00
6.0000e+00,1.0000e+00,1.4778e+00,-1.2183e+05,-1.2184e+05,-1.4981e-02,-1.2184e+05,1.2934e-01,6.6996e+00,1.2168e+05,3.9291e+00,-3.3407e-01,-6.1285e-01,9.1943e-01,-4.0769e-01,2.1669e+00,1.5912e+00,5.9354e+00
7.0000e+00,1.0000e+00,1.7199e+00,-1.2164e+05,-1.2164e+05,-1.7478e-02,-1.2164e+05,1.2936e-01,6.7021e+00,1.2157e+05,4.4088e+00,-6.6183e-01,-1.3484e+00,-8.3467e-01,2.5798e+00,3.4420e+00,4.3658e+00,5.7807e+00
8.0000e+00,1.0000e+00,1.9608e+00,-1.2141e+05,-1.2142e+05,-1.9975e-02,-1.2142e+05,1.2939e-01,6.7046e+00,1.2137e+05,4.8919e+00,-7.2510e-02,-1.0289e+00,-1.9909e-01,3.1859e+00,1.6536e+00,4.3393e+00,5.8141e+00
9.0000e+00,1.0000e+00,2.2005e+00,-1.2080e+05,-1.2081e+05,-2.2472e-02,-1.2081e+05,1.2941e-01,6.7071e+00,1.2115e+05,5.3880e+00,-6.3093e-01,-1.9361e+00,-7.7512e-01,-5.5372e-01,2.6981e+00,4.4474e+00,5.6721e+00
1.0000e+01,1.0000e+00,2.4390e+00,-1.2053e+05,-1.2054e+05,-2.4969e-02,-1.2054e+05,1.2943e-01,6.7096e+00,1.2054e+05,6.0084e+00,-9.6318e-01,-1.6140e+00,-1.2585e-01,-7.0019e-01,1.7625e+00,4.5183e+00,5.6283e+00
1.1000e+01,1.0000e+00,2.6764e+00,-1.1993e+05,-1.1994e+05,-2.7466e-02,-1.1994e+05,1.2946e-01,6.7121e+00,1.2027e+05,6.6788e+00,-9.2384e-01,-5.6973e-01,-1.0507e+00,-4.2678e-01,3.6234e+00,4.4519e+00,5.8260e+00
1.2000e+01,1.0000e+00,2.9126e+00,-1.1992e+05,-1.1992e+05,-2.9963e-02,-1.1992e+05,1.2948e-01,6.7145e+00,1.1967e+05,7.3438e+00,8.0521e-02,-6.4461e-01,-6.5585e-01,2.9287e-01,2.6751e+00,4.7149e+00,5.8703e+00
1.3000e+01,1.0000e+00,3.1477e+00,-1.1962e+05,-1.1963e+05,-3.2459e-02,-1.1963e+05,1.2951e-01,6.7171e+00,1.1965e+05,7.8401e+00,3.8759e-01,-1.4645e+00,1.5102e+00,1.8268e+00,2.7365e+00,4.0623e+00,5.8195e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.1943e+05,-1.1944e+05,-3.4956e-02,-1.1944e+05,1.2953e-01,6.7196e+00,1.1936e+05,8.5134e+00,-5.2262e-01,-8.1771e-01,4.9139e-01,9.2853e-01,1.1880e+00,4.7912e+00,5.6574e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.1932e+05,-1.1933e+05,-3.7453e-02,-1.1933e+05,1.2955e-01,6.7221e+00,1.1917e+05,9.1746e+00,-9.0094e-01,-9.9648e-01,-3.8440e-01,1.6331e+00,7.9248e-01,2.1789e+00,5.6668e+00
