logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
2.9577e-01,-6.2993e-01,2.0257e+00,2.5772e+00,2.8539e+00,1.8051e+00,3.8997e+00,-3.9892e+02
1.9681e-01,-1.5871e+00,1.9828e+00,2.2264e+00,2.3499e+00,3.2288e+00,3.8387e+00,-4.1144e+02
2.0825e-01,-6.1382e-01,2.0418e+00,2.5796e+00,1.7686e+00,3.7242e+00,3.2054e+00,-3.7737e+02
2.4089e-01,-9.9035e-01,1.9930e+00,2.2743e+00,2.8009e+00,3.7140e+00,2.5806e+00,-4.0240e+02
1.6167e-01,-1.0204e+00,2.0039e+00,2.3757e+00,6.6194e-01,3.4745e+00,3.7244e+00,-4.0413e+02
1.8323e-01,-6.4493e-01,2.0357e+00,2.6101e+00,1.3765e+00,2.2196e+00,3.9861e+00,-3.8709e+02
2.6625e-01,-9.0903e-01,1.9975e+00,2.4696e+00,2.5555e+00,2.4880e+00,3.9447e+00,-4.0721e+02
2.0857e-01,-7.0140e-01,2.0642e+00,2.2978e+00,3.1438e+00,3.1634e+00,3.6149e+00,-4.0155e+02
2.4348e-01,-9.3169e-01,2.0101e+00,2.3245e+00,2.4108e+00,3.7267e+00,3.0845e+00,-4.0656e+02
2.6729e-01,-5.6896e-01,2.1042e+00,2.4713e+00,2.8153e+00,1.8790e+00,3.9407e+00,-3.8822e+02
2.6345e-01,-7.0803e-01,2.1055e+00,2.4745e+00,7.6946e-01,1.9280e+00,4.0321e+00,-4.0667e+02
2.5046e-01,-9.3587e-01,1.9712e+00,2.4640e+00,1.8373e+00,3.7783e+00,2.5716e+00,-4.1308e+02
2.9936e-01,-8.5343e-01,2.0235e+00,2.4277e+00,6.5192e-01,3.7617e+00,3.0813e+00,-3.9094e+02
1.7003e-01,-8.2406e-01,2.0457e+00,2.3933e+00,2.6706e+00,1.8024e+00,3.9284e+00,-3.9698e+02
1.9978e-01,-6.4973e-01,2.0546e+00,2.5455e+00,1.8848e+00,3.0988e+00,3.8911e+00,-4.1294e+02
1.7587e-01,-6.7802e-01,2.0489e+00,2.5391e+00,8.1405e-01,3.0924e+00,3.8977e+00,-4.0317e+02
2.4205e-01,-8.0938e-01,2.0750e+00,2.4131e+00,7.5029e-01,3.2879e+00,3.8910e+00,-4.1270e+02
2.4451e-01,-5.0720e-01,2.1166e+00,2.5972e+00,1.2684e+00,3.4528e+00,3.7689e+00,-4.1222e+02
2.7644e-01,-5.9350e-01,2.1091e+00,2.5132e+00,1.0739e+00,1.5005e+00,4.0343e+00,-3.9767e+02
2.7370e-01,-6.6017e-01,2.1037e+00,2.3795e+00,2.1387e+00,3.6642e+00,3.4836e+00,-3.8666e+02
2.0972e-01,-7.3212e-01,2.0123e+00,2.6231e+00,1.0938e+00,1.6287e+00,4.0113e+00,-3.8273e+02
1.6341e-01,-1.6191e+00,1.9075e+00,2.4386e+00,1.8326e+00,3.0199e+00,3.8867e+00,-4.0299e+02
1.0548e-01,-1.3438e+00,1.9267e+00,2.4621e+00,1.7637e+00,2.4362e+00,3.9404e+00,-4.0992e+02
2.9233e-01,-6.7626e-01,2.1185e+00,2.4074e+00,1.9939e+00,2.2306e+00,4.0243e+00,-4.0209e+02
1.8770e-01,-5.9314e-01,2.0159e+00,2.6565e+00,1.6676e+00,3.5267e+00,3.6119e+00,-4.0260e+02
2.4388e-01,-9.5810e-01,1.9507e+00,2.5532e+00,2.4017e+00,3.2459e+00,3.8129e+00,-4.0149e+02
1.9730e-01,-8.2064e-01,2.0128e+00,2.4742e+00,2.7820e+00,3.0323e+00,3.7966e+00,-3.8300e+02
2.2613e-01,-6.8440e-01,2.0189e+00,2.5985e+00,2.4377e+00,3.1941e+00,3.8373e+00,-3.6963e+02
2.2528e-01,-5.5889e-01,2.0975e+00,2.5470e+00,1.9109e+00,3.2016e+00,3.9011e+00,-3.9584e+02
2.5731e-01,-5.8201e-01,2.0518e+00,2.6373e+00,1.4222e+00,3.6113e+00,3.5561e+00,-3.8516e+02
2.0670e-01,-5.3157e-01,2.0571e+00,2.6974e+00,1.9498e+00,2.6667e+00,3.9610e+00,-3.7577e+02
1.9907e-01,-1.1530e+00,2.0159e+00,2.3688e+00,5.4055e-01,1.6736e+00,4.0073e+00,-3.9274e+02
3.0018e-01,-8.7589e-01,1.9508e+00,2.6379e+00,2.3925e+00,2.5507e+00,3.9426e+00,-4.0035e+02
2.6843e-01,-6.0744e-01,2.0957e+00,2.4643e+00,6.6133e-01,3.7125e+00,3.3898e+00,-3.8714e+02
2.6164e-01,-6.6970e-01,2.0801e+00,2.4489e+00,8.7978e-01,3.6635e+00,3.4958e+00,-4.0439e+02
1.1609e-01,-1.5286e+00,1.9621e+00,2.3366e+00,1.5686e+00,1.6319e+00,3.9789e+00,-4.1290e+02
2.0896e-01,-6.7336e-01,2.0827e+00,2.4974e+00,2.5302e+00,2.4096e+00,3.9738e+00,-3.9654e+02
2.3068e-01,-6.3497e-01,2.1309e+00,2.4068e+00,1.1907e+00,2.8703e+00,4.0003e+00,-3.9110e+02
2.0621e-01,-6.3445e-01,2.1080e+00,2.4635e+00,8.3362e-01,3.3320e+00,3.8750e+00,-3.7338e+02
2.7724e-01,-6.5797e-01,2.0902e+00,2.3411e+00,3.0297e+00,1.8947e+00,3.8815e+00,-3.9766e+02
2.6006e-01,-8.8385e-01,2.0623e+00,2.3949e+00,1.2713e+00,1.6361e+00,4.0229e+00,-4.1029e+02
1.7653e-01,-7.7914e-01,2.0261e+00,2.5053e+00,2.1742e+00,2.2803e+00,3.9687e+00,-3.9993e+02
1.8660e-01,-7.6949e-01,2.0712e+00,2.4454e+00,2.3481e+00,1.4713e+00,3.9825e+00,-4.0278e+02
1.9609e-01,-5.5272e-01,2.0218e+00,2.6633e+00,2.8210e+00,2.1931e+00,3.8749e+00,-4.0364e+02
2.4903e-01,-5.4680e-01,2.0518e+00,2.6093e+00,2.8423e+00,1.6093e+00,3.9235e+00,-4.0910e+02
1.8314e-01,-9.2761e-01,1.9371e+00,2.5467e+00,9.2378e-01,3.6520e+00,3.3844e+00,-4.0580e+02
2.8462e-01,-6.5372e-01,2.0800e+00,2.5575e+00,1.3149e+00,3.2828e+00,3.8616e+00,-4.0092e+02
2.8154e-01,-8.8232e-01,2.0509e+00,2.3860e+00,2.4108e+00,3.3381e+00,3.8064e+00,-4.0435e+02
2.5221e-01,-6.8041e-01,2.0450e+00,2.5153e+00,2.9114e+00,2.8350e+00,3.8180e+00,-4.0328e+02
1.8389e-01,-1.0765e+00,1.9294e+00,2.4831e+00,2.8434e+00,2.1822e+00,3.8560e+00,-4.1089e+02
2.5486e-01,-8.5620e-01,1.9948e+00,2.5987e+00,1.1503e+00,2.1325e+00,3.9947e+00,-4.0595e+02
1.7813e-01,-1.3767e+00,1.9418e+00,2.3386e+00,8.9302e-01,3.6572e+00,3.4289e+00,-3.9356e+02
2.8928e-01,-6.1270e-01,2.0820e+00,2.5014e+00,2.1146e+00,3.7858e+00,2.3685e+00,-3.9587e+02
1.8988e-01,-6.5666e-01,2.0442e+00,2.6100e+00,1.6986e+00,2.3089e+00,3.9811e+00,-4.0536e+02
2.4069e-01,-8.2942e-01,2.0091e+00,2.4604e+00,1.9280e+00,3.7827e+00,2.6509e+00,-3.8476e+02
1.2807e-01,-8.5199e-01,1.9598e+00,2.5848e+00,1.9157e+00,2.1051e+00,3.9462e+00,-4.0043e+02
1.9435e-01,-8.7854e-01,2.0477e+00,2.4532e+00,5.3191e-01,1.9842e+00,4.0035e+00,-3.8726e+02
2.4756e-01,-5.4102e-01,2.0675e+00,2.5745e+00,2.5710e+00,3.7281e+00,2.7848e+00,-4.0400e+02
1.7345e-01,-7.5929e-01,2.0397e+00,2.5217e+00,8.8232e-01,1.9160e+00,3.9903e+00,-3.7933e+02
2.9307e-01,-5.1283e-01,2.1246e+00,2.6092e+00,1.4988e+00,2.5397e+00,3.9993e+00,-3.8649e+02
1.7358e-01,-1.3166e+00,1.9894e+00,2.3335e+00,9.2791e-01,1.8897e+00,4.0015e+00,-4.0787e+02
2.5037e-01,-5.0480e-01,2.0293e+00,2.7492e+00,1.7317e+00,2.8369e+00,3.9430e+00,-3.8846e+02
1.7068e-01,-7.3291e-01,2.0048e+00,2.6130e+00,2.3143e+00,2.3726e+00,3.9254e+00,-4.0280e+02
1.8221e-01,-1.1929e+00,1.9931e+00,2.3718e+00,2.3408e+00,1.8188e+00,3.9598e+00,-4.0286e+02
1.8940e-01,-8.9086e-01,2.0593e+00,2.3770e+00,2.5278e+00,2.0435e+00,3.9556e+00,-4.0099e+02
1.8327e-01,-9.0105e-01,2.0424e+00,2.4071e+00,1.5275e+00,2.7469e+00,3.9685e+00,-3.8995e+02
2.6054e-01,-5.7563e-01,2.1390e+00,2.4608e+00,1.8183e+00,2.6602e+00,4.0060e+00,-3.8670e+02
3.0457e-01,-9.6283e-01,1.9564e+00,2.5387e+00,1.6797e+00,3.7768e+00,2.7031e+00,-4.0376e+02
2.5505e-01,-6.3129e-01,2.1021e+00,2.2935e+00,3.2040e+00,2.6390e+00,3.7230e+00,-4.0616e+02
2.6102e-01,-6.2565e-01,2.1294e+00,2.2806e+00,3.0561e+00,1.9287e+00,3.8718e+00,-4.0879e+02
2.0425e-01,-5.8398e-01,2.0736e+00,2.3887e+00,3.2804e+00,2.4216e+00,3.6405e+00,-4.0846e+02
2.8900e-01,-6.1051e-01,2.0260e+00,2.5710e+00,2.9344e+00,2.9677e+00,3.7817e+00,-4.0469e+02
2.3251e-01,-6.7520e-01,2.0971e+00,9.1371e-01,3.4921e+00,1.8963e+00,3.1137e+00,-4.0568e+02
2.3285e-01,-8.6139e-01,2.0393e+00,2.3067e+00,2.6891e+00,3.7093e+00,3.0069e+00,-4.0592e+02
2.0545e-01,-7.8459e-01,2.0605e+00,2.4107e+00,1.1142e+00,3.7558e+00,3.1658e+00,-4.0072e+02
2.8838e-01,-5.6987e-01,2.1186e+00,2.5546e+00,1.5076e+00,2.9630e+00,3.9658e+00,-3.7970e+02
1.4973e-01,-1.0016e+00,2.0408e+00,2.3540e+00,1.2503e+00,1.4619e+00,3.9948e+00,-4.0217e+02
2.3170e-01,-5.2126e-01,2.0142e+00,2.7534e+00,1.9440e+00,3.0207e+00,3.9081e+00,-4.0573e+02
1.8661e-01,-6.9478e-01,2.0939e+00,2.3910e+00,1.4386e+00,3.4954e+00,3.7150e+00,-3.9658e+02
1.3202e-01,-7.9762e-01,2.0425e+00,2.4807e+00,1.9587e+00,2.6517e+00,3.9346e+00,-4.0101e+02
1.9581e-01,-5.4155e-01,2.0871e+00,2.5198e+00,1.6177e+00,3.7916e+00,2.3585e+00,-4.0260e+02
1.7484e-01,-7.1243e-01,2.0322e+00,2.4443e+00,2.9151e+00,3.4544e+00,3.4395e+00,-4.0454e+02
2.2887e-01,-7.3914e-01,2.0581e+00,2.4663e+00,2.2913e+00,2.2848e+00,3.9945e+00,-4.0310e+02
1.9092e-01,-1.2036e+00,1.9325e+00,2.4592e+00,2.5025e+00,1.4732e+00,3.9478e+00,-3.9760e+02
2.5992e-01,-7.9391e-01,2.0031e+00,2.4793e+00,2.5178e+00,3.5409e+00,3.5962e+00,-3.8726e+02
2.1672e-01,-1.1201e+00,1.9313e+00,2.5434e+00,1.8278e+00,2.4387e+00,3.9797e+00,-4.0487e+02
2.7885e-01,-5.3855e-01,2.0324e+00,2.7294e+00,1.7368e+00,2.4930e+00,3.9744e+00,-3.9381e+02
2.9208e-01,-7.3511e-01,2.0018e+00,2.5352e+00,2.3592e+00,3.5937e+00,3.5209e+00,-3.7920e+02
2.4695e-01,-8.3383e-01,2.0257e+00,1.5962e+00,3.4804e+00,2.4356e+00,2.9513e+00,-4.1131e+02
2.9914e-01,-6.8652e-01,2.0392e+00,2.2439e+00,3.3972e+00,2.4559e+00,3.3691e+00,-4.1236e+02
2.2670e-01,-8.1314e-01,2.0399e+00,2.4729e+00,7.4698e-01,3.3228e+00,3.8505e+00,-3.9747e+02
2.4730e-01,-5.6880e-01,2.1276e+00,2.3421e+00,2.6979e+00,3.6352e+00,3.4340e+00,-3.9434e+02
2.2387e-01,-8.7936e-01,1.9633e+00,2.4348e+00,3.0992e+00,3.1167e+00,3.6195e+00,-4.1178e+02
1.7648e-01,-1.3146e+00,1.9552e+00,2.3954e+00,2.5866e+00,2.2750e+00,3.9260e+00,-4.1117e+02
2.0628e-01,-5.5292e-01,2.1085e+00,2.4867e+00,2.3623e+00,3.7562e+00,3.0142e+00,-4.0144e+02
3.0716e-01,-7.9106e-01,1.9760e+00,2.6553e+00,2.5318e+00,2.7047e+00,3.9120e+00,-4.1010e+02
2.8021e-01,-8.8415e-01,2.0494e+00,1.8711e+00,3.3027e+00,2.9677e+00,3.4807e+00,-4.1216e+02
1.3529e-01,-1.2739e+00,1.9181e+00,2.4666e+00,2.3529e+00,1.9387e+00,3.9386e+00,-4.0640e+02
2.6548e-01,-5.6222e-01,2.0142e+00,2.6701e+00,2.2674e+00,3.5447e+00,3.5739e+00,-4.1120e+02
2.8474e-01,-5.4720e-01,2.1295e+00,1.9820e+00,3.3943e+00,2.4695e+00,3.4845e+00,-4.0924e+02
1.9335e-01,-1.5988e+00,1.9285e+00,2.4321e+00,1.2446e+00,2.9149e+00,3.9280e+00,-3.9625e+02
1.8658e-01,-6.0548e-01,2.1183e+00,2.2826e+00,3.0497e+00,1.8506e+00,3.8448e+00,-4.1113e+02
2.9186e-01,-6.8164e-01,2.1099e+00,2.4661e+00,1.7085e+00,2.0769e+00,4.0278e+00,-4.0772e+02
2.4918e-01,-5.5868e-01,2.0789e+00,2.5652e+00,2.0641e+00,3.7843e+00,2.1852e+00,-4.1096e+02
2.9880e-01,-6.3142e-01,2.0734e+00,2.2805e+00,3.2528e+00,2.9913e+00,3.5556e+00,-3.9653e+02
2.2636e-01,-5.0018e-01,2.1092e+00,2.3492e+00,3.2786e+00,2.8769e+00,3.5771e+00,-4.0560e+02
2.6513e-01,-6.3518e-01,2.0335e+00,2.5100e+00,2.6885e+00,3.7295e+00,2.4701e+00,-3.8456e+02
2.1389e-01,-6.0124e-01,2.1011e+00,2.5618e+00,1.5492e+00,2.7393e+00,3.9787e+00,-3.9415e+02
1.8454e-01,-5.5865e-01,2.0558e+00,2.5994e+00,2.7427e+00,2.7358e+00,3.8605e+00,-3.7878e+02
1.7567e-01,-1.0575e+00,1.9486e+00,2.5143e+00,2.3787e+00,2.0789e+00,3.9376e+00,-3.9161e+02
2.4595e-01,-7.4666e-01,2.0265e+00,2.4541e+00,1.7125e+00,3.7929e+00,2.4874e+00,-4.0984e+02
1.8973e-01,-7.1966e-01,2.0966e+00,2.2271e+00,3.0373e+00,1.7846e+00,3.8457e+00,-4.0650e+02
2.5275e-01,-8.2696e-01,2.0358e+00,2.4653e+00,1.1489e+00,2.9504e+00,3.9689e+00,-4.0374e+02
2.0815e-01,-5.4300e-01,2.1250e+00,1.8700e+00,3.4568e+00,2.2466e+00,3.2810e+00,-4.0885e+02
1.7735e-01,-9.2335e-01,2.0156e+00,2.3882e+00,2.7557e+00,2.8264e+00,3.8614e+00,-4.0426e+02
1.9475e-01,-5.2476e-01,2.1156e+00,2.5707e+00,1.4157e+00,1.6815e+00,4.0067e+00,-3.8450e+02
2.2015e-01,-6.4102e-01,2.1189e+00,2.3959e+00,2.8104e+00,1.9224e+00,3.9439e+00,-3.8497e+02
2.9256e-01,-5.6191e-01,2.1299e+00,2.4517e+00,2.3915e+00,2.7335e+00,3.9741e+00,-3.9975e+02
1.8687e-01,-7.0480e-01,2.0260e+00,2.5632e+00,1.9150e+00,2.7030e+00,3.9426e+00,-4.0514e+02
1.8102e-01,-1.0132e+00,1.9843e+00,2.2963e+00,2.9851e+00,1.6656e+00,3.8509e+00,-4.0909e+02
2.0144e-01,-6.3544e-01,2.0671e+00,2.5046e+00,2.8100e+00,3.5262e+00,3.4776e+00,-4.0276e+02
2.2342e-01,-8.3811e-01,2.0447e+00,2.3027e+00,2.3567e+00,3.7885e+00,2.0743e+00,-3.9496e+02
2.0826e-01,-7.9701e-01,2.0632e+00,2.4476e+00,1.5420e+00,2.1241e+00,4.0219e+00,-3.9111e+02
1.9645e-01,-1.0414e+00,2.0082e+00,2.4560e+00,1.6923e+00,1.6907e+00,3.9858e+00,-4.0574e+02
2.7566e-01,-7.7708e-01,2.0590e+00,2.3619e+00,7.8043e-01,3.7933e+00,2.9561e+00,-4.0235e+02
2.5402e-01,-7.8797e-01,2.0609e+00,1.4938e+00,3.4329e+00,3.0952e+00,2.6152e+00,-4.0942e+02
1.6755e-01,-9.9919e-01,1.9477e+00,2.4644e+00,1.3413e+00,3.6562e+00,3.3604e+00,-4.0239e+02
1.4772e-01,-1.1153e+00,2.0095e+00,2.3114e+00,2.5077e+00,2.1179e+00,3.9443e+00,-4.0150e+02
2.0759e-01,-5.7443e-01,2.0883e+00,2.5626e+00,2.2421e+00,3.4049e+00,3.7847e+00,-3.8214e+02
1.7755e-01,-7.4008e-01,2.0144e+00,2.4520e+00,2.9509e+00,3.2582e+00,3.6124e+00,-4.0588e+02
1.8156e-01,-5.8493e-01,2.1285e+00,2.4333e+00,2.1702e+00,3.1408e+00,3.8937e+00,-4.0706e+02
2.5644e-01,-9.9856e-01,1.9975e+00,2.4209e+00,2.7889e+00,2.4482e+00,3.9131e+00,-4.0703e+02
2.4601e-01,-6.6948e-01,2.0154e+00,2.6264e+00,2.5988e+00,1.8883e+00,3.9409e+00,-3.7148e+02
