niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.1000e+01,1.0000e+00,2.6764e+00,-1.4100e+05,-1.4101e+05,-2.7466e-02,-1.4101e+05,1.2920e-01,6.6856e+00,1.3781e+05,9.8109e+00,-1.0303e-01,-1.4857e+00,1.2817e-02,3.6097e-01,1.1306e+00,2.3266e+00,5.6605e+00
1.2000e+01,1.0000e+00,2.9126e+00,-1.4095e+05,-1.4096e+05,-2.9963e-02,-1.4096e+05,1.2948e-01,6.7146e+00,1.3780e+05,1.0763e+01,-8.9726e-01,-1.2969e+00,3.6084e-01,2.7646e-01,1.0054e+00,5.0338e+00,5.3449e+00
1.3000e+01,1.0000e+00,3.1477e+00,-1.4094e+05,-1.4095e+05,-3.2459e-02,-1.4095e+05,1.2946e-01,6.7120e+00,1.3775e+05,1.1548e+01,-5.2262e-01,-8.1771e-01,1.2008e+00,1.6080e+00,1.7738e+00,5.0655e+00,5.5791e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.4088e+05,-1.4089e+05,-3.4956e-02,-1.4089e+05,1.2953e-01,6.7196e+00,1.3774e+05,1.2526e+01,-1.0873e-01,-1.7345e+00,6.2655e-01,9.0515e-01,9.7222e-01,4.9653e+00,5.4975e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.4066e+05,-1.4067e+05,-3.7453e-02,-1.4067e+05,1.2955e-01,6.7221e+00,1.3768e+05,1.3486e+01,-7.8162e-01,-1.5957e+00,-7.2130e-01,7.2863e-01,4.2522e+00,5.2619e+00,1.8728e+00
1.6000e+01,1.0000e+00,3.8462e+00,-1.4064e+05,-1.4064e+05,-3.9950e-02,-1.4064e+05,1.2958e-01,6.7246e+00,1.3746e+05,1.4445e+01,-3.3407e-01,-6.1285e-01,1.6288e+00,2.7175e-01,2.7527e+00,1.8656e+00,5.8571e+00
1.7000e+01,1.0000e+00,4.0767e+00,-1.4062e+05,-1.4063e+05,-4.2447e-02,-1.4063e+05,1.2960e-01,6.7271e+00,1.3743e+05,1.5430e+01,-9.0094e-01,-9.9648e-01,3.2500e-01,2.3125e+00,1.3783e+00,2.4532e+00,5.5885e+00
1.8000e+01,1.0000e+00,4.3062e+00,-1.4059e+05,-1.4059e+05,-4.4944e-02,-1.4059e+05,1.2963e-01,6.7296e+00,1.3742e+05,1.6396e+01,-7.7869e-01,-1.8454e+00,-6.3152e-01,1.1187e+00,2.5826e+00,4.8482e+00,5.3324e+00
1.9000e+01,1.0000e+00,4.5346e+00,-1.4058e+05,-1.4059e+05,-4.7441e-02,-1.4059e+05,1.2914e-01,6.6792e+00,1.3738e+05,1.7155e+01,-3.9175e-01,-9.5524e-01,-5.6294e-01,3.8761e+00,1.6357e+00,1.6084e+00,5.5954e+00
2.0000e+01,1.0000e+00,4.7619e+00,-1.4054e+05,-1.4055e+05,-4.9938e-02,-1.4055e+05,1.2967e-01,6.7345e+00,1.3737e+05,1.8158e+01,-4.9150e-01,-1.8199e+00,1.0082e+00,2.7425e+00,1.6567e+00,4.8294e+00,5.4804e+00
2.1000e+01,1.0000e+00,4.9881e+00,-1.4048e+05,-1.4049e+05,-5.2434e-02,-1.4049e+05,1.2970e-01,6.7370e+00,1.3734e+05,1.9120e+01,-8.1482e-01,-1.4803e+00,4.8442e-01,1.9355e-01,3.7330e+00,5.3076e+00,3.2664e+00
2.2000e+01,1.0000e+00,5.2133e+00,-1.4047e+05,-1.4048e+05,-5.4931e-02,-1.4048e+05,1.2972e-01,6.7395e+00,1.3728e+05,2.0111e+01,-2.9385e-01,-1.9427e+00,1.3931e-01,1.4327e+00,2.9488e+00,1.4908e+00,5.5354e+00
2.3000e+01,1.0000e+00,5.4374e+00,-1.4039e+05,-1.4040e+05,-5.7428e-02,-1.4040e+05,1.2975e-01,6.7420e+00,1.3727e+05,2.0895e+01,-4.3715e-01,-1.1642e+00,7.6416e-01,3.7240e+00,3.4503e+00,3.7539e+00,5.5956e+00
2.4000e+01,1.0000e+00,5.6604e+00,-1.4028e+05,-1.4028e+05,-5.9925e-02,-1.4028e+05,1.2977e-01,6.7445e+00,1.3718e+05,2.1880e+01,2.0650e-01,-1.3703e+00,2.9995e-01,1.1342e+00,3.3341e+00,5.3742e+00,4.0648e+00
2.5000e+01,1.0000e+00,5.8824e+00,-1.4017e+05,-1.4018e+05,-6.2422e-02,-1.4018e+05,1.2979e-01,6.7470e+00,1.3707e+05,2.2850e+01,-4.1992e-01,-8.2218e-01,-6.5154e-01,1.5574e+00,3.4317e+00,1.4327e+00,5.5700e+00
2.6000e+01,1.0000e+00,6.1033e+00,-1.4012e+05,-1.4013e+05,-6.4919e-02,-1.4013e+05,1.2982e-01,6.7495e+00,1.3696e+05,2.3619e+01,-7.9668e-01,-1.8094e+00,5.9902e-01,2.4154e+00,9.9118e-01,5.2808e+00,2.5798e+00
2.7000e+01,1.0000e+00,6.3232e+00,-1.4011e+05,-1.4011e+05,-6.7416e-02,-1.4011e+05,1.2984e-01,6.7520e+00,1.3692e+05,2.4553e+01,-2.0003e-02,-1.9706e+00,1.4075e-01,1.8673e+00,2.5472e+00,5.2189e+00,4.8999e+00
2.8000e+01,2.0000e+00,6.5268e+00,-1.4009e+05,-1.4010e+05,-6.9913e-02,-1.4010e+05,1.2987e-01,6.7545e+00,1.3690e+05,2.6322e+01,-4.3978e-01,-6.9508e-01,9.4118e-01,1.2602e+00,2.8028e+00,1.5603e+00,5.6339e+00
2.9000e+01,1.0000e+00,6.7442e+00,-1.3996e+05,-1.3996e+05,-7.2410e-02,-1.3996e+05,1.2989e-01,6.7570e+00,1.3688e+05,2.7073e+01,8.7859e-02,-5.3932e-01,1.0850e+00,1.7248e+00,5.5055e-01,3.8069e+00,5.7164e+00
3.0000e+01,1.0000e+00,6.9606e+00,-1.3982e+05,-1.3982e+05,-7.4906e-02,-1.3982e+05,1.2991e-01,6.7595e+00,1.3675e+05,2.7894e+01,-9.7407e-01,-1.5597e+00,1.4258e-02,9.2557e-02,3.6783e+00,2.7181e+00,5.4248e+00
3.1000e+01,1.0000e+00,7.1759e+00,-1.3974e+05,-1.3975e+05,-7.7403e-02,-1.3975e+05,1.2994e-01,6.7620e+00,1.3661e+05,2.8682e+01,3.8730e-01,-9.4052e-01,-8.2177e-01,3.4802e+00,1.8130e+00,5.3661e+00,3.7055e+00
3.2000e+01,1.0000e+00,7.3903e+00,-1.3959e+05,-1.3959e+05,-7.9900e-02,-1.3959e+05,1.2996e-01,6.7645e+00,1.3653e+05,2.9454e+01,-9.1433e-01,-9.9587e-01,2.0115e+00,2.7781e+00,3.6496e+00,3.6140e+00,5.7206e+00
3.3000e+01,1.0000e+00,7.6037e+00,-1.3957e+05,-1.3958e+05,-8.2397e-02,-1.3958e+05,1.2999e-01,6.7670e+00,1.3638e+05,3.0417e+01,-5.9752e-01,-1.2920e+00,-7.4156e-01,-1.8641e-02,2.6954e+00,5.2061e+00,1.9955e+00
3.4000e+01,1.0000e+00,7.8161e+00,-1.3955e+05,-1.3956e+05,-8.4894e-02,-1.3956e+05,1.3001e-01,6.7695e+00,1.3636e+05,3.1379e+01,-7.9770e-01,-1.9028e+00,1.6385e-01,2.7220e+00,2.8171e+00,4.2522e+00,5.3530e+00
3.5000e+01,1.0000e+00,8.0275e+00,-1.3947e+05,-1.3947e+05,-8.7391e-02,-1.3947e+05,1.3003e-01,6.7720e+00,1.3635e+05,3.2334e+01,1.1065e-01,-1.1536e+00,1.9265e+00,1.7672e+00,1.0848e+00,5.3667e+00,5.4160e+00
3.6000e+01,1.0000e+00,8.2380e+00,-1.3945e+05,-1.3946e+05,-8.9888e-02,-1.3946e+05,1.3006e-01,6.7745e+00,1.3626e+05,3.3105e+01,1.3538e-01,-1.4468e+00,7.4331e-02,9.1285e-01,3.9475e+00,2.8513e+00,5.4094e+00
3.7000e+01,1.0000e+00,8.4475e+00,-1.3939e+05,-1.3940e+05,-9.2385e-02,-1.3940e+05,1.3008e-01,6.7770e+00,1.3625e+05,3.3864e+01,1.8474e-01,-1.9848e+00,1.1813e+00,1.8698e+00,1.6769e+00,5.3461e+00,4.3187e+00
3.8000e+01,1.0000e+00,8.6560e+00,-1.3936e+05,-1.3936e+05,-9.4881e-02,-1.3936e+05,1.3011e-01,6.7795e+00,1.3619e+05,3.4659e+01,-3.6561e-01,-1.5297e+00,1.2163e+00,7.9914e-02,4.3695e+00,5.2653e+00,2.9863e+00
3.9000e+01,1.0000e+00,8.8636e+00,-1.3935e+05,-1.3936e+05,-9.7378e-02,-1.3936e+05,1.2162e-01,5.9237e+00,1.3615e+05,3.5600e+01,-5.8935e-01,-1.6821e+00,2.4994e-01,-5.4173e-02,1.5293e+00,5.1834e+00,3.5287e+00
4.0000e+01,1.0000e+00,9.0703e+00,-1.3920e+05,-1.3921e+05,-9.9875e-02,-1.3921e+05,1.3015e-01,6.7845e+00,1.3615e+05,3.6409e+01,-3.4616e-01,-1.8735e+00,4.5158e-01,3.7268e+00,2.5455e+00,4.5257e+00,5.3035e+00
4.1000e+01,1.0000e+00,9.2760e+00,-1.3912e+05,-1.3913e+05,-1.0237e-01,-1.3913e+05,1.3018e-01,6.7870e+00,1.3600e+05,3.7204e+01,-7.7280e-01,-1.7072e+00,-8.2735e-01,3.6046e+00,3.7848e+00,2.0189e+00,5.3280e+00
4.2000e+01,1.0000e+00,9.4808e+00,-1.3906e+05,-1.3907e+05,-1.0487e-01,-1.3907e+05,1.3020e-01,6.7895e+00,1.3592e+05,3.7962e+01,-9.9768e-01,-1.0807e+00,1.1099e+00,3.0682e+00,3.7481e+00,5.1966e+00,4.2970e+00
4.3000e+01,1.0000e+00,9.6847e+00,-1.3903e+05,-1.3904e+05,-1.0737e-01,-1.3904e+05,1.3023e-01,6.7920e+00,1.3586e+05,3.8911e+01,-6.1096e-01,-1.2017e+00,9.1466e-01,3.6755e+00,6.8380e-01,5.2092e+00,3.2176e+00
4.4000e+01,1.0000e+00,9.8876e+00,-1.3874e+05,-1.3875e+05,-1.0986e-01,-1.3875e+05,1.3025e-01,6.7945e+00,1.3582e+05,3.9887e+01,-5.6681e-02,-1.7637e+00,1.8654e+00,3.9020e+00,3.5811e+00,5.3011e+00,5.0770e+00
4.5000e+01,2.0000e+00,1.0067e+01,-1.3874e+05,-1.3874e+05,-1.1236e-01,-1.3874e+05,1.2765e-01,6.5262e+00,1.3553e+05,4.1816e+01,-1.7824e-01,-9.0465e-01,-9.4498e-01,3.4000e+00,4.4566e+00,2.6842e+00,5.2583e+00
4.6000e+01,1.0000e+00,1.0268e+01,-1.3864e+05,-1.3864e+05,-1.1486e-01,-1.3864e+05,1.3030e-01,6.7995e+00,1.3553e+05,4.2744e+01,3.5128e-01,-1.7225e+00,-5.5494e-01,3.8727e+00,1.4130e+00,5.1378e+00,3.6570e+00
4.7000e+01,2.0000e+00,1.0444e+01,-1.3863e+05,-1.3864e+05,-1.1735e-01,-1.3864e+05,1.3023e-01,6.7928e+00,1.3543e+05,4.4310e+01,-9.6088e-02,-1.4160e+00,5.9233e-01,2.0771e+00,3.9658e+00,4.4402e+00,5.2641e+00
4.8000e+01,1.0000e+00,1.0643e+01,-1.3862e+05,-1.3863e+05,-1.1985e-01,-1.3863e+05,1.3007e-01,6.7755e+00,1.3542e+05,4.5091e+01,-2.4555e-01,-1.8322e+00,1.3719e+00,2.2094e+00,4.8917e-01,3.8527e+00,5.5057e+00
4.9000e+01,1.0000e+00,1.0841e+01,-1.3855e+05,-1.3856e+05,-1.2235e-01,-1.3856e+05,1.3037e-01,6.8070e+00,1.3542e+05,4.6032e+01,-2.5226e-01,-1.1020e+00,1.4367e-01,1.7927e+00,2.4445e+00,3.7256e+00,5.3358e+00
5.0000e+01,1.0000e+00,1.1038e+01,-1.3849e+05,-1.3850e+05,-1.2484e-01,-1.3850e+05,1.3039e-01,6.8095e+00,1.3534e+05,4.7012e+01,-4.8052e-01,-1.7272e+00,6.1934e-01,1.0607e+00,6.5897e-01,4.7181e+00,5.1124e+00
5.1000e+01,1.0000e+00,1.1233e+01,-1.3849e+05,-1.3850e+05,-1.2734e-01,-1.3850e+05,1.2746e-01,6.5070e+00,1.3529e+05,4.7802e+01,-1.9622e-01,-1.9907e+00,1.4565e-01,1.6932e+00,2.9107e+00,5.0557e+00,4.3602e+00
5.2000e+01,1.0000e+00,1.1429e+01,-1.3846e+05,-1.3847e+05,-1.2984e-01,-1.3847e+05,1.3044e-01,6.8144e+00,1.3529e+05,4.8762e+01,-9.2017e-02,-8.0356e-01,-2.5401e-01,1.0964e+00,3.7758e+00,5.0031e+00,4.7830e+00
5.3000e+01,1.0000e+00,1.1623e+01,-1.3844e+05,-1.3845e+05,-1.3233e-01,-1.3845e+05,1.3046e-01,6.8169e+00,1.3526e+05,4.9541e+01,-9.3838e-01,-1.8186e+00,1.7331e+00,1.2512e+00,1.6857e+00,4.8814e+00,5.3161e+00
5.4000e+01,1.0000e+00,1.1816e+01,-1.3836e+05,-1.3837e+05,-1.3483e-01,-1.3837e+05,1.3049e-01,6.8194e+00,1.3524e+05,5.0516e+01,-3.6923e-01,-1.2121e+00,8.7652e-02,2.5802e+00,8.2331e-01,4.6720e+00,5.0869e+00
5.5000e+01,1.0000e+00,1.2009e+01,-1.3836e+05,-1.3837e+05,-1.3733e-01,-1.3837e+05,1.2469e-01,6.2264e+00,1.3516e+05,5.1304e+01,-4.9724e-01,-1.0137e+00,-7.6355e-01,1.6568e-01,1.7549e+00,3.7449e+00,5.2728e+00
5.6000e+01,1.0000e+00,1.2200e+01,-1.3836e+05,-1.3836e+05,-1.3983e-01,-1.3836e+05,1.2830e-01,6.5927e+00,1.3515e+05,5.2262e+01,-2.7817e-01,-1.9476e+00,-6.1334e-01,3.5271e+00,4.0305e+00,5.0436e+00,3.0868e+00
5.7000e+01,1.0000e+00,1.2391e+01,-1.3825e+05,-1.3826e+05,-1.4232e-01,-1.3826e+05,1.3056e-01,6.8269e+00,1.3515e+05,5.3026e+01,-2.5466e-01,-1.5041e+00,4.1999e-01,2.5311e-01,3.5327e+00,5.0920e+00,3.5479e+00
5.8000e+01,2.0000e+00,1.2554e+01,-1.3821e+05,-1.3821e+05,-1.4482e-01,-1.3821e+05,1.3058e-01,6.8294e+00,1.3505e+05,5.4943e+01,-4.4002e-01,-7.5697e-01,-6.9596e-01,2.0167e-01,2.4857e+00,5.1166e+00,2.4531e+00
5.9000e+01,1.0000e+00,1.2743e+01,-1.3820e+05,-1.3821e+05,-1.4732e-01,-1.3821e+05,1.2023e-01,5.7895e+00,1.3500e+05,5.5731e+01,2.8874e-01,-1.5116e+00,2.9346e-01,3.6182e+00,3.0109e+00,2.0467e+00,5.3537e+00
6.0000e+01,1.0000e+00,1.2931e+01,-1.3819e+05,-1.3820e+05,-1.4981e-01,-1.3820e+05,1.3061e-01,6.8322e+00,1.3500e+05,5.6545e+01,2.0792e-01,-1.9157e+00,5.5849e-02,3.6925e+00,3.8157e+00,5.0156e+00,4.2357e+00
6.1000e+01,1.0000e+00,1.3118e+01,-1.3812e+05,-1.3813e+05,-1.5231e-01,-1.3813e+05,1.3066e-01,6.8369e+00,1.3499e+05,5.7363e+01,-2.9425e-01,-1.6991e+00,-2.2265e-01,6.5581e-01,1.8791e+00,5.0299e+00,3.5913e+00
6.2000e+01,1.0000e+00,1.3305e+01,-1.3803e+05,-1.3803e+05,-1.5481e-01,-1.3803e+05,1.3068e-01,6.8394e+00,1.3492e+05,5.8159e+01,-2.1655e-01,-1.8525e+00,1.7976e+00,3.4818e+00,2.7303e+00,5.3609e+00,2.5722e+00
6.3000e+01,2.0000e+00,1.3462e+01,-1.3799e+05,-1.3800e+05,-1.5730e-01,-1.3800e+05,1.3070e-01,6.8419e+00,1.3482e+05,5.9893e+01,-9.9318e-01,-1.1937e+00,-9.9055e-01,2.0877e+00,6.4488e-01,1.9988e+00,5.2293e+00
6.4000e+01,1.0000e+00,1.3646e+01,-1.3796e+05,-1.3797e+05,-1.5980e-01,-1.3797e+05,1.3073e-01,6.8444e+00,1.3479e+05,6.0693e+01,-8.6733e-01,-1.9150e+00,-6.4383e-01,1.8869e+00,3.1607e+00,1.7465e+00,5.1861e+00
6.5000e+01,1.0000e+00,1.3830e+01,-1.3796e+05,-1.3797e+05,-1.6230e-01,-1.3797e+05,1.2622e-01,6.3801e+00,1.3476e+05,6.1652e+01,1.4856e-02,-1.7893e+00,-4.3567e-01,2.5439e+00,4.3887e+00,4.1622e+00,4.9051e+00
6.6000e+01,2.0000e+00,1.3983e+01,-1.3786e+05,-1.3787e+05,-1.6479e-01,-1.3787e+05,1.3078e-01,6.8494e+00,1.3476e+05,6.3610e+01,-9.3715e-01,-1.7387e+00,1.2047e+00,6.3722e-01,2.7286e+00,3.4389e+00,5.3327e+00
6.7000e+01,1.0000e+00,1.4165e+01,-1.3781e+05,-1.3782e+05,-1.6729e-01,-1.3782e+05,1.3080e-01,6.8519e+00,1.3466e+05,6.4395e+01,-7.2732e-01,-1.2215e+00,1.7837e+00,3.6456e+00,2.5786e+00,5.2677e+00,4.0462e+00
6.8000e+01,1.0000e+00,1.4346e+01,-1.3775e+05,-1.3775e+05,-1.6979e-01,-1.3775e+05,1.3082e-01,6.8544e+00,1.3461e+05,6.5371e+01,3.8393e-01,-1.7448e+00,1.8166e+00,3.4248e+00,9.7935e-01,5.2791e+00,4.8741e+00
6.9000e+01,1.0000e+00,1.4526e+01,-1.3757e+05,-1.3757e+05,-1.7228e-01,-1.3757e+05,1.3085e-01,6.8569e+00,1.3454e+05,6.6356e+01,4.1952e-01,-1.0494e+00,1.2684e+00,3.9702e-01,3.0384e+00,3.0657e+00,5.4649e+00
7.0000e+01,1.0000e+00,1.4706e+01,-1.3754e+05,-1.3754e+05,-1.7478e-01,-1.3754e+05,1.3087e-01,6.8594e+00,1.3436e+05,6.7354e+01,-5.4377e-01,-9.2751e-01,1.8394e+00,2.0360e-02,1.6054e+00,3.7049e+00,5.5804e+00
7.1000e+01,1.0000e+00,1.4885e+01,-1.3751e+05,-1.3752e+05,-1.7728e-01,-1.3752e+05,1.3089e-01,6.8619e+00,1.3433e+05,6.8301e+01,-9.8655e-01,-9.3728e-01,1.5442e+00,2.5228e-01,2.4948e+00,5.1408e+00,4.3589e+00
7.2000e+01,1.0000e+00,1.5063e+01,-1.3740e+05,-1.3741e+05,-1.7978e-01,-1.3741e+05,1.3092e-01,6.8644e+00,1.3430e+05,6.9247e+01,3.8759e-01,-1.4645e+00,2.2196e+00,2.5062e+00,3.3223e+00,4.3366e+00,5.7412e+00
7.3000e+01,1.0000e+00,1.5240e+01,-1.3735e+05,-1.3736e+05,-1.8227e-01,-1.3736e+05,1.3094e-01,6.8669e+00,1.3420e+05,7.0062e+01,4.7497e-01,-1.2637e+00,1.5706e+00,3.6017e+00,7.3247e-01,5.2682e+00,4.3201e+00
7.4000e+01,2.0000e+00,1.5385e+01,-1.3735e+05,-1.3736e+05,-1.8477e-01,-1.3736e+05,1.2977e-01,6.7444e+00,1.3415e+05,7.1801e+01,1.7421e-01,-1.7084e+00,-4.3865e-02,3.6404e+00,3.2542e+00,3.0848e+00,5.2183e+00
7.5000e+01,1.0000e+00,1.5560e+01,-1.3733e+05,-1.3733e+05,-1.8727e-01,-1.3733e+05,1.3099e-01,6.8719e+00,1.3414e+05,7.2565e+01,-9.7240e-01,-7.0552e-01,-6.1210e-01,9.5393e-01,4.4320e+00,4.6944e+00,2.8374e+00
7.6000e+01,1.0000e+00,1.5735e+01,-1.3708e+05,-1.3708e+05,-1.8976e-01,-1.3708e+05,1.3101e-01,6.8744e+00,1.3412e+05,7.3497e+01,-8.6877e-01,-1.6149e+00,1.5036e+00,2.2245e+00,4.0195e+00,5.0555e+00,2.4668e+00
7.7000e+01,1.0000e+00,1.5909e+01,-1.3708e+05,-1.3708e+05,-1.9226e-01,-1.3708e+05,1.2208e-01,5.9686e+00,1.3387e+05,7.4422e+01,4.9084e-01,-1.2176e+00,-6.4621e-01,1.5522e-01,1.7764e+00,3.6220e+00,5.2082e+00
7.8000e+01,1.0000e+00,1.6082e+01,-1.3704e+05,-1.3705e+05,-1.9476e-01,-1.3705e+05,1.3106e-01,6.8794e+00,1.3387e+05,7.5403e+01,-9.6526e-01,-1.2389e+00,9.4460e-03,1.7269e+00,4.3565e+00,4.5740e+00,2.9937e+00
7.9000e+01,1.0000e+00,1.6255e+01,-1.3704e+05,-1.3704e+05,-1.9725e-01,-1.3704e+05,1.2618e-01,6.3762e+00,1.3383e+05,7.6178e+01,1.0974e-01,-8.9261e-01,-6.3379e-01,8.0514e-01,3.7598e+00,2.3686e+00,5.1421e+00
8.0000e+01,1.0000e+00,1.6427e+01,-1.3692e+05,-1.3692e+05,-1.9975e-01,-1.3692e+05,1.3111e-01,6.8844e+00,1.3383e+05,7.7256e+01,8.1367e-04,-1.7760e+00,8.2675e-01,3.4822e-02,3.5010e+00,2.2056e+00,5.2196e+00
8.1000e+01,2.0000e+00,1.6564e+01,-1.3682e+05,-1.3683e+05,-2.0225e-01,-1.3683e+05,1.3113e-01,6.8869e+00,1.3371e+05,7.9149e+01,3.4945e-01,-1.8476e+00,7.5820e-01,1.5217e+00,3.1487e+00,3.5981e+00,5.2289e+00
8.2000e+01,2.0000e+00,1.6701e+01,-1.3681e+05,-1.3682e+05,-2.0474e-01,-1.3682e+05,1.3116e-01,6.8893e+00,1.3362e+05,8.1070e+01,2.3572e-01,-5.5808e-01,-9.0560e-01,2.9151e+00,3.0393e+00,4.0721e+00,5.2354e+00
8.3000e+01,1.0000e+00,1.6870e+01,-1.3678e+05,-1.3679e+05,-2.0724e-01,-1.3679e+05,1.3118e-01,6.8919e+00,1.3360e+05,8.1885e+01,-2.3867e-01,-1.9682e+00,6.7717e-01,1.7309e+00,1.4174e+00,4.7039e+00,4.8363e+00
8.4000e+01,1.0000e+00,1.7039e+01,-1.3674e+05,-1.3675e+05,-2.0974e-01,-1.3675e+05,1.3120e-01,6.8943e+00,1.3358e+05,8.2826e+01,-9.8528e-01,-8.4443e-01,2.6553e-01,2.1183e+00,3.3986e+00,4.9143e+00,2.1069e+00
8.5000e+01,1.0000e+00,1.7206e+01,-1.3658e+05,-1.3658e+05,-2.1223e-01,-1.3658e+05,1.3123e-01,6.8968e+00,1.3353e+05,8.3568e+01,-9.0229e-01,-1.1316e+00,1.9120e-02,1.8625e+00,1.7166e+00,4.8721e+00,3.4853e+00
8.6000e+01,1.0000e+00,1.7374e+01,-1.3656e+05,-1.3657e+05,-2.1473e-01,-1.3657e+05,1.3125e-01,6.8993e+00,1.3337e+05,8.4506e+01,4.5101e-01,-1.8987e+00,2.1343e-01,2.7331e+00,3.0232e+00,3.9134e+00,5.1722e+00
8.7000e+01,1.0000e+00,1.7540e+01,-1.3642e+05,-1.3643e+05,-2.1723e-01,-1.3643e+05,1.3127e-01,6.9018e+00,1.3336e+05,8.5435e+01,-9.6695e-01,-1.6859e+00,-9.4302e-01,1.7005e+00,1.6954e+00,1.9795e+00,5.0533e+00
8.8000e+01,1.0000e+00,1.7706e+01,-1.3642e+05,-1.3642e+05,-2.1973e-01,-1.3642e+05,1.3127e-01,6.9010e+00,1.3322e+05,8.6396e+01,1.0778e-01,-1.1190e+00,8.2961e-01,3.7416e-01,1.3790e+00,4.9828e+00,3.5242e+00
8.9000e+01,1.0000e+00,1.7871e+01,-1.3638e+05,-1.3639e+05,-2.2222e-01,-1.3639e+05,1.3132e-01,6.9068e+00,1.3321e+05,8.7144e+01,4.0525e-01,-6.4399e-01,1.8320e+00,2.5620e+00,2.0309e+00,5.2776e+00,4.7013e+00
9.0000e+01,1.0000e+00,1.8036e+01,-1.3636e+05,-1.3637e+05,-2.2472e-01,-1.3637e+05,1.3135e-01,6.9093e+00,1.3318e+05,8.8146e+01,-4.1387e-01,-8.4854e-01,-2.0505e-01,2.6944e+00,3.1790e+00,4.8845e+00,4.0561e+00
9.1000e+01,2.0000e+00,1.8164e+01,-1.3636e+05,-1.3636e+05,-2.2722e-01,-1.3636e+05,1.2992e-01,6.7604e+00,1.3316e+05,8.9711e+01,-1.1352e-01,-1.3373e+00,1.5023e+00,2.4542e-01,2.2758e+00,2.4797e+00,5.3909e+00
9.2000e+01,1.0000e+00,1.8327e+01,-1.3628e+05,-1.3628e+05,-2.2971e-01,-1.3628e+05,1.3139e-01,6.9143e+00,1.3315e+05,9.0696e+01,-9.7386e-01,-1.3739e+00,-7.0083e-01,3.8948e+00,4.2601e+00,4.3916e+00,4.4183e+00
