niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.2350e+05,-1.2351e+05,-1.9980e-03,-1.2351e+05,1.1750e-01,6.9098e+00,inf,2.8846e-01,-9.1919e-01,-1.5484e+00,5.4460e+00,9.5868e+00,2.9239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.2201e+05,-1.2201e+05,-3.9960e-03,-1.2201e+05,1.1751e-01,6.9118e+00,1.2082e+05,6.0993e-01,-7.6710e-01,-1.6390e+00,5.3652e+00,9.5911e+00,2.9546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.2167e+05,-1.2168e+05,-5.9940e-03,-1.2168e+05,1.1753e-01,6.9138e+00,1.1933e+05,9.0403e-01,-8.5281e-01,-1.5618e+00,5.3425e+00,9.5291e+00,2.9622e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.2106e+05,-1.2106e+05,-7.9920e-03,-1.2106e+05,1.1755e-01,6.9157e+00,1.1899e+05,1.1950e+00,-9.7902e-01,-1.3910e+00,5.4657e+00,9.6569e+00,3.0174e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.2035e+05,-1.2036e+05,-9.9900e-03,-1.2036e+05,1.1757e-01,6.9177e+00,1.1838e+05,1.4917e+00,-9.8598e-01,-1.0994e+00,5.4317e+00,9.8898e+00,2.9170e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.2021e+05,-1.2022e+05,-1.1988e-02,-1.2022e+05,1.1758e-01,6.9197e+00,1.1767e+05,1.7883e+00,2.6910e-01,-1.8167e+00,5.2389e+00,9.5726e+00,2.9254e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.2021e+05,-1.2021e+05,-1.3986e-02,-1.2021e+05,1.1757e-01,6.9185e+00,1.1754e+05,2.0781e+00,-9.8858e-01,-1.1037e+00,5.4927e+00,1.0064e+01,2.9060e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.2016e+05,-1.2017e+05,-1.5984e-02,-1.2017e+05,1.1762e-01,6.9237e+00,1.1753e+05,2.3727e+00,3.7338e-01,-1.8223e+00,5.4463e+00,9.9581e+00,2.9284e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.1953e+05,-1.1954e+05,-1.7982e-02,-1.1954e+05,1.1763e-01,6.9257e+00,1.1749e+05,2.6641e+00,-3.8559e-01,-1.9943e+00,5.3620e+00,9.9237e+00,2.9013e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.1950e+05,-1.1950e+05,-1.9980e-02,-1.1950e+05,1.1765e-01,6.9277e+00,1.1686e+05,3.0192e+00,-8.8577e-01,-1.4784e+00,5.4522e+00,9.7970e+00,3.0272e+01
