niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.5071e+05,-1.5072e+05,-1.9980e-03,-1.5072e+05,1.1750e-01,6.9098e+00,inf,3.8741e-01,-9.3266e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4990e+05,-1.4991e+05,-3.9960e-03,-1.4991e+05,1.1751e-01,6.9118e+00,1.4845e+05,7.8293e-01,-8.0592e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4969e+05,-1.4969e+05,-5.9940e-03,-1.4969e+05,1.1753e-01,6.9138e+00,1.4764e+05,1.1747e+00,-4.8799e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4966e+05,-1.4967e+05,-7.9920e-03,-1.4967e+05,1.1755e-01,6.9157e+00,1.4743e+05,1.5650e+00,-9.8831e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4963e+05,-1.4964e+05,-9.9900e-03,-1.4964e+05,1.1757e-01,6.9177e+00,1.4740e+05,1.9495e+00,-9.9049e-01,-1.1037e+00,5.9927e+00,1.0064e+01,3.0060e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4962e+05,-1.4963e+05,-1.1988e-02,-1.4963e+05,1.1758e-01,6.9197e+00,1.4737e+05,2.3421e+00,-8.7734e-01,-1.5618e+00,5.8425e+00,9.5291e+00,3.0622e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4943e+05,-1.4944e+05,-1.3986e-02,-1.4944e+05,1.1760e-01,6.9217e+00,1.4736e+05,2.7325e+00,1.9604e-02,-1.0264e+00,5.7618e+00,9.5693e+00,3.0237e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4942e+05,-1.4943e+05,-1.5984e-02,-1.4943e+05,1.1760e-01,6.9213e+00,1.4717e+05,3.1223e+00,5.7580e-02,-1.8167e+00,5.7389e+00,9.5726e+00,3.0254e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4941e+05,-1.4942e+05,-1.7982e-02,-1.4942e+05,1.1763e-01,6.9257e+00,1.4716e+05,3.5027e+00,-2.8787e-01,-1.1107e+00,5.7544e+00,9.6067e+00,3.0238e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4931e+05,-1.4932e+05,-1.9980e-02,-1.4932e+05,1.1765e-01,6.9277e+00,1.4715e+05,3.9977e+00,1.5623e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4927e+05,-1.4927e+05,-2.1978e-02,-1.4927e+05,1.1767e-01,6.9297e+00,1.4705e+05,4.3828e+00,-9.8252e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4914e+05,-1.4915e+05,-2.3976e-02,-1.4915e+05,1.1768e-01,6.9317e+00,1.4700e+05,4.7710e+00,-9.8898e-01,-1.3803e+00,5.7371e+00,9.6488e+00,3.0644e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4913e+05,-1.4913e+05,-2.5974e-02,-1.4913e+05,1.1770e-01,6.9336e+00,1.4688e+05,5.1536e+00,-3.6035e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4910e+05,-1.4911e+05,-2.7972e-02,-1.4911e+05,1.1772e-01,6.9357e+00,1.4687e+05,5.5406e+00,1.4448e-01,-1.8223e+00,5.9463e+00,9.9581e+00,3.0284e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4895e+05,-1.4895e+05,-2.9970e-02,-1.4895e+05,1.1774e-01,6.9377e+00,1.4684e+05,5.9260e+00,-7.5154e-01,-1.5560e+00,5.7743e+00,9.9700e+00,3.0163e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.4893e+05,-1.4894e+05,-3.1968e-02,-1.4894e+05,1.1775e-01,6.9397e+00,1.4668e+05,6.3027e+00,-3.5046e-01,-1.7922e+00,5.6253e+00,9.6569e+00,3.0277e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.4882e+05,-1.4882e+05,-3.3966e-02,-1.4882e+05,1.1777e-01,6.9417e+00,1.4667e+05,6.6833e+00,-3.9618e-01,-1.8747e+00,5.8934e+00,9.5119e+00,3.1353e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.4879e+05,-1.4880e+05,-3.5964e-02,-1.4880e+05,1.1779e-01,6.9437e+00,1.4655e+05,7.0545e+00,-7.3096e-01,-1.9816e+00,5.5890e+00,9.5778e+00,3.0504e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.4879e+05,-1.4880e+05,-3.7962e-02,-1.4880e+05,1.0822e-01,5.8613e+00,1.4653e+05,7.4344e+00,2.1757e-01,-1.2458e+00,5.7500e+00,9.5264e+00,3.0572e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.4871e+05,-1.4872e+05,-3.9960e-02,-1.4872e+05,1.1782e-01,6.9477e+00,1.4653e+05,7.8484e+00,-9.2000e-01,-1.4941e+00,5.8003e+00,9.6043e+00,3.1139e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.4870e+05,-1.4871e+05,-4.1958e-02,-1.4871e+05,1.1783e-01,6.9494e+00,1.4645e+05,8.2386e+00,-9.3483e-01,-1.9073e+00,5.6610e+00,9.6177e+00,3.0726e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.4869e+05,-1.4870e+05,-4.3956e-02,-1.4870e+05,1.1777e-01,6.9419e+00,1.4644e+05,8.6248e+00,-7.5821e-01,-1.2600e+00,5.8702e+00,9.8611e+00,3.0860e+01
