logfeh,logdust,logNpix,logage,dmod,logl
2.3128e-01,-1.5968e+00,2.5768e+00,9.8611e+00,2.4428e+01,-3.3921e+03
2.1635e-01,-1.6016e+00,2.5764e+00,9.8459e+00,2.4429e+01,-3.3615e+03
2.1593e-01,-1.2270e+00,2.4867e+00,9.7539e+00,2.4277e+01,-3.3644e+03
2.1868e-01,-1.2647e+00,2.4859e+00,9.7349e+00,2.4296e+01,-3.3960e+03
2.3725e-01,-1.3412e+00,2.5068e+00,9.8105e+00,2.4292e+01,-3.3842e+03
2.0800e-01,-1.2354e+00,2.4857e+00,9.7422e+00,2.4287e+01,-3.3238e+03
2.3853e-01,-1.2410e+00,2.4926e+00,9.7531e+00,2.4310e+01,-3.3280e+03
2.2170e-01,-1.5816e+00,2.5764e+00,9.8511e+00,2.4417e+01,-3.3561e+03
2.3113e-01,-1.1313e+00,2.4403e+00,9.6848e+00,2.4230e+01,-3.3778e+03
2.3702e-01,-1.0585e+00,2.4567e+00,9.6569e+00,2.4343e+01,-3.3944e+03
2.3991e-01,-1.1785e+00,2.4725e+00,9.7098e+00,2.4340e+01,-3.3934e+03
2.0351e-01,-1.1744e+00,2.4901e+00,9.7143e+00,2.4386e+01,-3.3448e+03
2.0784e-01,-1.5277e+00,2.5733e+00,9.8361e+00,2.4408e+01,-3.3504e+03
2.1971e-01,-1.2349e+00,2.5092e+00,9.7702e+00,2.4350e+01,-3.3800e+03
2.4112e-01,-1.2508e+00,2.5127e+00,9.7282e+00,2.4366e+01,-3.3690e+03
2.1385e-01,-1.3383e+00,2.5022e+00,9.8018e+00,2.4281e+01,-3.3691e+03
2.0718e-01,-1.1573e+00,2.4892e+00,9.7197e+00,2.4376e+01,-3.3180e+03
2.1326e-01,-1.5110e+00,2.5759e+00,9.8507e+00,2.4400e+01,-3.3898e+03
1.6006e-01,-1.1949e+00,2.5680e+00,9.8239e+00,2.4485e+01,-3.3846e+03
1.8300e-01,-1.1444e+00,2.4972e+00,9.7291e+00,2.4348e+01,-3.3596e+03
2.1113e-01,-1.3109e+00,2.5001e+00,9.7785e+00,2.4263e+01,-3.3622e+03
2.1244e-01,-1.2720e+00,2.4923e+00,9.7697e+00,2.4322e+01,-3.3392e+03
2.0391e-01,-1.2379e+00,2.5180e+00,9.7719e+00,2.4372e+01,-3.3600e+03
2.1226e-01,-1.8923e+00,2.5762e+00,9.9035e+00,2.4351e+01,-3.3923e+03
1.5281e-01,-1.9675e+00,2.6368e+00,9.9413e+00,2.4505e+01,-3.3716e+03
2.1179e-01,-1.1411e+00,2.4380e+00,9.6829e+00,2.4228e+01,-3.3579e+03
2.3124e-01,-1.3205e+00,2.5034e+00,9.7956e+00,2.4280e+01,-3.3486e+03
2.0204e-01,-1.2824e+00,2.5169e+00,9.7354e+00,2.4392e+01,-3.3277e+03
2.0095e-01,-1.5099e+00,2.5529e+00,9.8287e+00,2.4338e+01,-3.3937e+03
2.0422e-01,-1.1517e+00,2.4889e+00,9.6894e+00,2.4376e+01,-3.3489e+03
2.4197e-01,-1.5443e+00,2.5735e+00,9.8459e+00,2.4408e+01,-3.3112e+03
2.0005e-01,-1.1746e+00,2.5073e+00,9.6874e+00,2.4431e+01,-3.3744e+03
2.3010e-01,-1.5074e+00,2.5520e+00,9.8641e+00,2.4340e+01,-3.3791e+03
2.2552e-01,-1.0448e+00,2.4356e+00,9.6578e+00,2.4269e+01,-3.3809e+03
2.3819e-01,-1.3655e+00,2.5639e+00,9.8093e+00,2.4456e+01,-3.3961e+03
2.2533e-01,-1.2861e+00,2.5194e+00,9.7546e+00,2.4400e+01,-3.3850e+03
2.3834e-01,-1.1582e+00,2.4883e+00,9.7105e+00,2.4366e+01,-3.3731e+03
2.4308e-01,-1.2471e+00,2.4944e+00,9.7460e+00,2.4316e+01,-3.3955e+03
2.2388e-01,-1.5249e+00,2.5734e+00,9.8707e+00,2.4396e+01,-3.3705e+03
2.1371e-01,-1.5669e+00,2.5735e+00,9.8338e+00,2.4416e+01,-3.3360e+03
2.4341e-01,-1.2515e+00,2.4989e+00,9.7303e+00,2.4323e+01,-3.3655e+03
2.0643e-01,-1.0417e+00,2.4481e+00,9.6683e+00,2.4301e+01,-3.3840e+03
2.0472e-01,-1.0462e+00,2.4529e+00,9.6527e+00,2.4313e+01,-3.3437e+03
2.0734e-01,-1.1642e+00,2.4701e+00,9.6779e+00,2.4322e+01,-3.3498e+03
1.5549e-01,-1.5359e+00,2.6365e+00,9.8951e+00,2.4551e+01,-3.3920e+03
2.3514e-01,-1.2189e+00,2.4899e+00,9.7708e+00,2.4287e+01,-3.3766e+03
2.2494e-01,-1.1757e+00,2.5080e+00,9.6935e+00,2.4432e+01,-3.3778e+03
2.2263e-01,-1.5283e+00,2.5721e+00,9.8671e+00,2.4400e+01,-3.3794e+03
2.4920e-01,-1.0651e+00,2.4579e+00,9.6391e+00,2.4340e+01,-3.3871e+03
2.3232e-01,-1.1569e+00,2.4710e+00,9.7243e+00,2.4334e+01,-3.3141e+03
2.2250e-01,-1.1531e+00,2.4863e+00,9.7004e+00,2.4364e+01,-3.3824e+03
1.8902e-01,-1.2580e+00,2.5707e+00,9.7929e+00,2.4495e+01,-3.3489e+03
2.0545e-01,-1.2397e+00,2.5109e+00,9.7494e+00,2.4351e+01,-3.3239e+03
2.1305e-01,-1.2480e+00,2.4902e+00,9.7658e+00,2.4301e+01,-3.3057e+03
2.1761e-01,-1.0503e+00,2.4404e+00,9.6673e+00,2.4287e+01,-3.3571e+03
2.2738e-01,-1.2289e+00,2.5101e+00,9.7585e+00,2.4342e+01,-3.3664e+03
2.3992e-01,-1.0584e+00,2.4523e+00,9.6561e+00,2.4325e+01,-3.3192e+03
2.1623e-01,-1.0456e+00,2.4461e+00,9.6311e+00,2.4296e+01,-3.3838e+03
2.1128e-01,-1.0697e+00,2.4517e+00,9.6536e+00,2.4331e+01,-3.3165e+03
2.3331e-01,-1.0562e+00,2.4391e+00,9.6570e+00,2.4293e+01,-3.3882e+03
2.3066e-01,-1.2477e+00,2.5142e+00,9.7731e+00,2.4367e+01,-3.3944e+03
2.2501e-01,-1.1574e+00,2.4872e+00,9.7097e+00,2.4370e+01,-3.3477e+03
2.3240e-01,-1.0765e+00,2.4593e+00,9.6725e+00,2.4355e+01,-3.3580e+03
2.1532e-01,-1.4813e+00,2.5533e+00,9.8498e+00,2.4337e+01,-3.3892e+03
2.0944e-01,-1.5297e+00,2.5738e+00,9.8648e+00,2.4408e+01,-3.3137e+03
2.1995e-01,-1.2497e+00,2.5112e+00,9.7647e+00,2.4357e+01,-3.3590e+03
2.0212e-01,-1.2456e+00,2.4993e+00,9.7329e+00,2.4325e+01,-3.3258e+03
2.1877e-01,-1.2433e+00,2.5202e+00,9.7305e+00,2.4384e+01,-3.3173e+03
2.3013e-01,-1.2295e+00,2.5096e+00,9.7646e+00,2.4349e+01,-3.3834e+03
