niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.5115e+05,-1.5116e+05,-1.9980e-03,-1.5116e+05,1.1750e-01,6.9098e+00,inf,2.8797e-01,-9.1919e-01,-1.5484e+00,6.2460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.5019e+05,-1.5020e+05,-3.9960e-03,-1.5020e+05,1.1751e-01,6.9118e+00,1.3936e+05,6.0280e-01,-7.6710e-01,-1.6390e+00,6.1652e+00,9.5911e+00,3.0546e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.5015e+05,-1.5016e+05,-5.9940e-03,-1.5016e+05,1.1753e-01,6.9138e+00,1.3840e+05,9.0168e-01,-8.5281e-01,-1.5618e+00,6.1425e+00,9.5291e+00,3.0622e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.5012e+05,-1.5012e+05,-7.9920e-03,-1.5012e+05,1.1755e-01,6.9157e+00,1.3836e+05,1.1854e+00,-9.8858e-01,-1.1037e+00,6.2927e+00,1.0064e+01,3.0060e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.5006e+05,-1.5006e+05,-9.9900e-03,-1.5006e+05,1.1757e-01,6.9177e+00,1.3832e+05,1.4719e+00,-3.8559e-01,-1.9943e+00,6.1620e+00,9.9237e+00,3.0013e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.5002e+05,-1.5003e+05,-1.1988e-02,-1.5003e+05,1.1758e-01,6.9197e+00,1.3826e+05,1.7816e+00,-9.8598e-01,-1.0994e+00,6.2317e+00,9.8898e+00,3.0170e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4975e+05,-1.4976e+05,-1.3986e-02,-1.4976e+05,1.1760e-01,6.9217e+00,1.3823e+05,2.0778e+00,-1.4544e-01,-1.1107e+00,6.0544e+00,9.6067e+00,3.0238e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4949e+05,-1.4950e+05,-1.5984e-02,-1.4950e+05,1.1762e-01,6.9237e+00,1.3796e+05,2.3680e+00,2.2353e-01,-1.0264e+00,6.0618e+00,9.5693e+00,3.0237e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4949e+05,-1.4950e+05,-1.7982e-02,-1.4950e+05,1.1544e-01,6.6694e+00,1.3770e+05,2.6589e+00,2.6910e-01,-1.8167e+00,6.0389e+00,9.5726e+00,3.0254e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4945e+05,-1.4946e+05,-1.9980e-02,-1.4946e+05,1.1765e-01,6.9277e+00,1.3770e+05,3.0658e+00,-9.7902e-01,-1.3910e+00,6.2657e+00,9.6569e+00,3.1174e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4943e+05,-1.4944e+05,-2.1978e-02,-1.4944e+05,1.1767e-01,6.9297e+00,1.3766e+05,3.3635e+00,3.8747e-01,-1.4709e+00,6.2136e+00,9.8831e+00,3.0013e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4927e+05,-1.4927e+05,-2.3976e-02,-1.4927e+05,1.1768e-01,6.9317e+00,1.3764e+05,3.6575e+00,-2.3242e-01,-1.1564e+00,6.2806e+00,9.9415e+00,3.0571e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4923e+05,-1.4924e+05,-2.5974e-02,-1.4924e+05,1.1770e-01,6.9337e+00,1.3748e+05,3.9498e+00,-7.0184e-01,-1.5560e+00,6.0743e+00,9.9700e+00,3.0163e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4922e+05,-1.4923e+05,-2.7972e-02,-1.4923e+05,1.1771e-01,6.9353e+00,1.3744e+05,4.2434e+00,-9.8678e-01,-1.3803e+00,6.0371e+00,9.6488e+00,3.0644e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4914e+05,-1.4914e+05,-2.9970e-02,-1.4914e+05,1.1774e-01,6.9377e+00,1.3743e+05,4.5415e+00,3.7338e-01,-1.8223e+00,6.2463e+00,9.9581e+00,3.0284e+01
1.6000e+01,1.0000e+00,3.1008e+00,-1.4902e+05,-1.4902e+05,-3.1968e-02,-1.4902e+05,1.1775e-01,6.9397e+00,1.3734e+05,4.8360e+00,-9.2180e-01,-1.9073e+00,5.9610e+00,9.6177e+00,3.0726e+01
1.7000e+01,1.0000e+00,3.2882e+00,-1.4901e+05,-1.4902e+05,-3.3966e-02,-1.4902e+05,1.1685e-01,6.8337e+00,1.3723e+05,5.1335e+00,-2.2055e-01,-1.7922e+00,5.9253e+00,9.6569e+00,3.0277e+01
1.8000e+01,1.0000e+00,3.4749e+00,-1.4895e+05,-1.4895e+05,-3.5964e-02,-1.4895e+05,1.1779e-01,6.9437e+00,1.3722e+05,5.4151e+00,-6.7716e-01,-1.9816e+00,5.8890e+00,9.5778e+00,3.0504e+01
1.9000e+01,1.0000e+00,3.6609e+00,-1.4891e+05,-1.4891e+05,-3.7962e-02,-1.4891e+05,1.1780e-01,6.9457e+00,1.3716e+05,5.7143e+00,-9.0400e-01,-1.4941e+00,6.1003e+00,9.6043e+00,3.1139e+01
2.0000e+01,1.0000e+00,3.8462e+00,-1.4884e+05,-1.4884e+05,-3.9960e-02,-1.4884e+05,1.1782e-01,6.9477e+00,1.3711e+05,6.0628e+00,-2.7542e-01,-1.8747e+00,6.1934e+00,9.5119e+00,3.1353e+01
2.1000e+01,1.0000e+00,4.0307e+00,-1.4882e+05,-1.4883e+05,-4.1958e-02,-1.4883e+05,1.1784e-01,6.9497e+00,1.3704e+05,6.3530e+00,-7.0985e-01,-1.2600e+00,6.1702e+00,9.8611e+00,3.0860e+01
2.2000e+01,1.0000e+00,4.2146e+00,-1.4875e+05,-1.4876e+05,-4.3956e-02,-1.4876e+05,1.1785e-01,6.9517e+00,1.3703e+05,6.6316e+00,-9.4103e-01,-1.5682e+00,5.8628e+00,9.7956e+00,3.0177e+01
2.3000e+01,1.0000e+00,4.3977e+00,-1.4867e+05,-1.4868e+05,-4.5954e-02,-1.4868e+05,1.1787e-01,6.9537e+00,1.3696e+05,6.9100e+00,-3.6759e-01,-1.0678e+00,5.9029e+00,9.8116e+00,3.0058e+01
2.4000e+01,1.0000e+00,4.5802e+00,-1.4865e+05,-1.4866e+05,-4.7952e-02,-1.4866e+05,1.1789e-01,6.9557e+00,1.3688e+05,7.2127e+00,-8.8577e-01,-1.4784e+00,6.2522e+00,9.7970e+00,3.1272e+01
2.5000e+01,1.0000e+00,4.7619e+00,-1.4864e+05,-1.4865e+05,-4.9950e-02,-1.4865e+05,1.1779e-01,6.9440e+00,1.3686e+05,7.5220e+00,-3.6068e-01,-1.4780e+00,6.1402e+00,9.8604e+00,3.0750e+01
2.6000e+01,1.0000e+00,4.9430e+00,-1.4861e+05,-1.4862e+05,-5.1948e-02,-1.4862e+05,1.1792e-01,6.9597e+00,1.3685e+05,7.8201e+00,4.6108e-01,-1.2458e+00,6.0500e+00,9.5264e+00,3.0572e+01
2.7000e+01,1.0000e+00,5.1233e+00,-1.4856e+05,-1.4857e+05,-5.3946e-02,-1.4857e+05,1.1794e-01,6.9617e+00,1.3682e+05,8.1085e+00,-5.1521e-01,-1.4095e+00,5.8617e+00,9.7009e+00,3.0346e+01
2.8000e+01,1.0000e+00,5.3030e+00,-1.4848e+05,-1.4849e+05,-5.5944e-02,-1.4849e+05,1.1796e-01,6.9637e+00,1.3677e+05,8.4067e+00,-2.0991e-01,-1.3703e+00,5.9445e+00,9.9488e+00,3.0045e+01
2.9000e+01,1.0000e+00,5.4820e+00,-1.4847e+05,-1.4848e+05,-5.7942e-02,-1.4848e+05,1.1784e-01,6.9500e+00,1.3669e+05,8.6936e+00,-5.5989e-01,-1.9436e+00,6.1036e+00,9.9541e+00,3.0691e+01
3.0000e+01,1.0000e+00,5.6604e+00,-1.4847e+05,-1.4848e+05,-5.9940e-02,-1.4848e+05,1.1621e-01,6.7592e+00,1.3668e+05,9.0243e+00,-9.5627e-01,-1.1193e+00,6.0350e+00,9.5633e+00,3.1199e+01
3.1000e+01,2.0000e+00,5.8271e+00,-1.4847e+05,-1.4847e+05,-6.1938e-02,-1.4847e+05,1.1451e-01,6.5627e+00,1.3668e+05,9.5932e+00,-7.0724e-01,-1.9426e+00,6.0442e+00,1.0081e+01,3.0318e+01
3.2000e+01,1.0000e+00,6.0038e+00,-1.4846e+05,-1.4847e+05,-6.3936e-02,-1.4847e+05,1.1664e-01,6.8093e+00,1.3668e+05,9.8887e+00,2.0857e-01,-1.5157e+00,5.9300e+00,9.6066e+00,3.0439e+01
3.3000e+01,1.0000e+00,6.1798e+00,-1.4845e+05,-1.4846e+05,-6.5934e-02,-1.4846e+05,1.1804e-01,6.9736e+00,1.3667e+05,1.0195e+01,2.6904e-01,-1.5267e+00,6.0077e+00,9.6582e+00,3.0608e+01
3.4000e+01,1.0000e+00,6.3551e+00,-1.4844e+05,-1.4844e+05,-6.7932e-02,-1.4844e+05,1.1806e-01,6.9756e+00,1.3666e+05,1.0489e+01,-9.1017e-02,-1.0352e+00,6.2028e+00,1.0151e+01,3.0369e+01
3.5000e+01,1.0000e+00,6.5299e+00,-1.4839e+05,-1.4840e+05,-6.9930e-02,-1.4840e+05,1.1807e-01,6.9777e+00,1.3665e+05,1.0782e+01,-1.0454e-01,-1.3715e+00,6.2480e+00,9.6234e+00,3.1600e+01
3.6000e+01,1.0000e+00,6.7039e+00,-1.4838e+05,-1.4839e+05,-7.1928e-02,-1.4839e+05,1.1808e-01,6.9790e+00,1.3660e+05,1.1083e+01,-3.7547e-01,-1.3721e+00,6.0221e+00,9.5486e+00,3.1101e+01
3.7000e+01,1.0000e+00,6.8773e+00,-1.4833e+05,-1.4834e+05,-7.3926e-02,-1.4834e+05,1.1811e-01,6.9817e+00,1.3659e+05,1.1391e+01,1.7095e-01,-1.1785e+00,6.1602e+00,9.9270e+00,3.0580e+01
3.8000e+01,1.0000e+00,7.0501e+00,-1.4831e+05,-1.4832e+05,-7.5924e-02,-1.4832e+05,1.1812e-01,6.9837e+00,1.3654e+05,1.1685e+01,-9.5802e-01,-1.1364e+00,6.2959e+00,9.7277e+00,3.1701e+01
3.9000e+01,1.0000e+00,7.2222e+00,-1.4815e+05,-1.4816e+05,-7.7922e-02,-1.4816e+05,1.1814e-01,6.9857e+00,1.3652e+05,1.1978e+01,2.1553e-01,-1.0359e+00,6.1731e+00,9.9138e+00,3.0623e+01
4.0000e+01,1.0000e+00,7.3937e+00,-1.4814e+05,-1.4815e+05,-7.9920e-02,-1.4815e+05,1.1811e-01,6.9822e+00,1.3636e+05,1.2321e+01,-8.0234e-01,-1.0728e+00,5.7834e+00,9.7749e+00,3.0281e+01
4.1000e+01,1.0000e+00,7.5646e+00,-1.4812e+05,-1.4813e+05,-8.1918e-02,-1.4813e+05,1.1818e-01,6.9897e+00,1.3635e+05,1.2626e+01,-4.3918e-01,-1.5985e+00,6.0753e+00,9.6714e+00,3.1328e+01
4.2000e+01,1.0000e+00,7.7348e+00,-1.4795e+05,-1.4795e+05,-8.3916e-02,-1.4795e+05,1.1819e-01,6.9917e+00,1.3633e+05,1.2928e+01,-6.0753e-01,-1.1066e+00,5.7674e+00,9.6832e+00,3.0414e+01
4.3000e+01,1.0000e+00,7.9044e+00,-1.4794e+05,-1.4794e+05,-8.5914e-02,-1.4794e+05,1.1820e-01,6.9931e+00,1.3616e+05,1.3224e+01,-5.5204e-01,-1.1384e+00,6.0174e+00,1.0038e+01,3.0522e+01
4.4000e+01,1.0000e+00,8.0734e+00,-1.4792e+05,-1.4793e+05,-8.7912e-02,-1.4793e+05,1.1823e-01,6.9956e+00,1.3615e+05,1.3520e+01,-9.6734e-01,-1.5517e+00,5.9793e+00,1.0043e+01,3.0498e+01
4.5000e+01,2.0000e+00,8.2267e+00,-1.4788e+05,-1.4789e+05,-8.9910e-02,-1.4789e+05,1.1824e-01,6.9977e+00,1.3613e+05,1.4112e+01,-1.6100e-01,-1.6711e+00,5.7978e+00,9.6716e+00,3.0576e+01
4.6000e+01,1.0000e+00,8.3942e+00,-1.4786e+05,-1.4787e+05,-9.1908e-02,-1.4787e+05,1.1826e-01,6.9997e+00,1.3609e+05,1.4395e+01,-1.4938e-01,-1.1817e+00,6.1170e+00,9.6350e+00,3.1426e+01
