logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-2.4980e-03,-1.7617e+00,-9.9429e-01,1.7060e+00,2.1372e+00,4.0552e+00,3.9981e+00,-1.1536e+02
2.6091e-02,-1.3121e+00,-1.7236e-01,1.4519e+00,3.1375e+00,4.0044e+00,3.9424e+00,-1.0701e+02
-7.9254e-02,-1.5563e+00,-1.0390e+00,8.5558e-01,1.2667e+00,4.1155e+00,3.8481e+00,-1.4132e+02
7.3454e-02,-1.6907e+00,3.8567e-01,2.6492e-01,3.1691e+00,3.9312e+00,4.0539e+00,-1.0373e+02
4.2550e-02,-1.2379e+00,-3.7610e-01,1.8279e+00,2.5648e+00,4.2238e+00,3.2086e+00,-1.0515e+02
-3.8491e-02,-1.3267e+00,2.1196e-01,1.2128e+00,2.1058e+00,4.2497e+00,2.7291e+00,-1.2642e+02
8.8343e-02,-1.5468e+00,8.0862e-01,1.5287e+00,8.6286e-01,4.2092e+00,3.6296e+00,-1.2501e+02
8.2315e-02,-1.7623e+00,6.9384e-02,-5.7257e-02,2.3512e+00,4.2493e+00,2.8090e+00,-1.5406e+02
4.1894e-02,-1.6229e+00,5.5947e-01,1.8301e+00,1.1750e+00,3.9920e+00,4.1207e+00,-9.9879e+01
2.8953e-02,-1.2905e+00,-8.1187e-01,2.2085e+00,1.9032e+00,4.1244e+00,3.8670e+00,-1.1260e+02
1.1728e-01,-1.9040e+00,-1.1078e+00,1.4717e-01,2.1897e+00,4.2425e+00,3.2833e+00,-1.3637e+02
-5.7199e-02,-1.5136e+00,-3.1072e-01,5.6472e-01,8.3790e-01,4.1273e+00,3.8372e+00,-1.4970e+02
6.9221e-02,-1.7601e+00,-5.2394e-01,9.7571e-01,2.9745e+00,4.0305e+00,3.9799e+00,-1.1256e+02
6.3185e-02,-7.8503e-01,1.6677e-01,9.9813e-01,3.9442e+00,1.8093e+00,3.5883e+00,-1.4866e+02
5.1665e-02,-1.3967e+00,6.0348e-02,2.0835e+00,1.6279e+00,4.1562e+00,3.8131e+00,-1.0267e+02
-1.3356e-01,-1.6584e+00,-2.6071e-01,2.1649e+00,8.4858e-01,3.1587e+00,4.3880e+00,-1.0221e+02
-4.5307e-02,-7.2909e-01,-6.0744e-01,3.0082e+00,1.6038e+00,3.6630e+00,4.3411e+00,-1.5327e+02
6.6638e-02,-1.8110e+00,1.4283e-01,8.0250e-01,5.0409e-01,4.2398e+00,3.1910e+00,-1.5179e+02
1.0064e-01,-1.5658e+00,6.1018e-01,7.9263e-01,3.1139e+00,4.0387e+00,3.9479e+00,-1.2006e+02
-4.1427e-02,-1.6057e+00,5.4733e-01,1.7113e-01,3.3016e+00,2.3731e+00,4.3474e+00,-1.4964e+02
3.4454e-04,-9.5235e-01,-1.0979e+00,1.4243e+00,3.7486e+00,1.9297e+00,4.0847e+00,-1.4412e+02
7.7770e-02,-1.4479e+00,7.6608e-01,1.5880e+00,6.4472e-01,4.2461e+00,3.2848e+00,-9.8370e+01
2.9145e-02,-1.4937e+00,-5.1256e-01,1.8782e+00,1.5810e+00,4.1096e+00,3.9087e+00,-1.1277e+02
1.3073e-01,-7.6202e-01,-8.4304e-02,2.0356e+00,3.9733e+00,2.9585e+00,3.1529e+00,-1.2590e+02
-5.7492e-02,-1.9096e+00,7.0408e-01,2.0803e+00,5.8778e-01,3.5627e+00,4.3372e+00,-9.0309e+01
-4.6739e-02,-1.5201e+00,2.1191e-02,9.0127e-01,9.3642e-01,4.2322e+00,3.2021e+00,-1.3187e+02
1.2861e-01,-1.8968e+00,7.5040e-02,1.1395e+00,1.6584e+00,4.2645e+00,2.9079e+00,-1.2738e+02
1.0848e-01,-1.2892e+00,-7.5138e-01,1.4403e+00,3.5375e+00,3.4440e+00,4.1884e+00,-1.2554e+02
1.7278e-02,-1.0284e+00,4.4241e-02,2.4134e+00,3.2021e+00,3.9448e+00,4.0064e+00,-1.3749e+02
1.0638e-01,-1.3660e+00,2.0688e-01,9.1363e-01,3.0389e+00,4.2268e+00,2.5927e+00,-1.1126e+02
-4.6973e-02,-8.8058e-01,-8.5561e-01,2.6904e+00,1.2806e+00,4.2430e+00,3.2033e+00,-8.9033e+01
8.2859e-02,-1.0738e+00,6.8625e-01,1.1671e+00,3.6512e+00,3.1917e+00,4.1624e+00,-1.3678e+02
