logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-1.0180e-02,-1.7608e+00,8.9410e-01,1.0924e+00,2.8293e+00,3.6782e+00,4.5878e+00,-2.3374e+02
2.1332e-02,-9.9142e-01,9.3869e-01,8.2178e-01,3.3040e+00,4.3975e+00,3.7108e+00,-1.6225e+02
-2.2706e-02,-1.5965e+00,-1.2318e+00,2.3958e+00,2.3763e+00,2.7688e+00,4.6631e+00,-1.4597e+02
-1.4351e-02,-1.0650e+00,8.4548e-01,1.1978e+00,2.5732e+00,4.4766e+00,3.2546e+00,-1.1482e+02
-1.7785e-01,-1.7525e+00,-3.0504e-01,4.5621e-01,1.1638e+00,3.3139e+00,4.6109e+00,-1.2518e+02
-2.7951e-01,-1.6187e+00,-1.0960e-01,4.6632e-01,6.3445e-01,2.3070e+00,4.6263e+00,-2.4704e+02
-5.4592e-02,-1.2548e+00,2.0295e-01,1.2107e+00,9.1974e-01,4.2863e+00,4.2500e+00,-1.8127e+02
-8.8837e-02,-1.0522e+00,-2.3944e-01,2.4248e+00,1.3153e+00,4.2304e+00,4.3157e+00,-1.4687e+02
6.2646e-02,-1.7922e+00,-5.0365e-01,6.7167e-01,3.4188e+00,2.6992e+00,4.6022e+00,-2.6477e+02
1.0310e-01,-1.2906e+00,1.8660e-01,3.6846e-02,2.3130e+00,4.5022e+00,2.4740e+00,-2.5160e+02
7.2897e-02,-1.8633e+00,-2.4817e-01,1.6026e+00,1.3775e+00,4.1398e+00,4.4418e+00,-2.0059e+02
-1.2138e-01,-1.0488e+00,-1.1428e+00,7.2070e-01,7.5248e-01,4.4211e+00,3.7769e+00,-2.6181e+02
1.0628e-02,-1.5770e+00,-7.7345e-01,4.5221e-01,1.1272e+00,4.1937e+00,4.3680e+00,-1.4138e+02
-1.7628e-01,-1.8320e+00,-4.1633e-01,3.9111e-01,1.9460e+00,2.8787e+00,4.6276e+00,-1.6562e+02
-2.6243e-02,-1.1085e+00,-8.2536e-01,1.6952e+00,1.2151e+00,4.4878e+00,2.9175e+00,-1.7414e+02
6.6170e-02,-1.1409e+00,-2.4620e-01,1.0541e-01,3.1259e+00,4.4620e+00,2.8890e+00,-2.1077e+02
4.1112e-02,-1.8670e+00,8.6122e-01,1.4773e+00,2.9863e+00,3.2306e+00,4.6256e+00,-1.4958e+02
-1.9033e-01,-1.2456e+00,1.8541e-01,1.6896e+00,5.9966e-01,3.9461e+00,4.4916e+00,-2.3006e+02
-1.2656e-01,-1.0057e+00,4.8503e-01,1.8721e+00,7.6160e-01,4.4192e+00,3.8150e+00,-2.1267e+02
-3.0578e-02,-1.4721e+00,-2.0773e-01,9.6740e-01,1.7502e+00,4.2512e+00,4.2943e+00,-2.5934e+02
2.6561e-02,-1.6601e+00,-5.2141e-01,2.3601e+00,1.9831e+00,3.0786e+00,4.6581e+00,-1.2354e+02
6.4324e-02,-9.4155e-01,-3.0526e-01,2.3506e+00,3.3483e+00,4.4445e+00,3.0140e+00,-1.4188e+02
