logfeh,logdust,logNpix,tau,dmod,logl
1.4831e-01,-1.5934e+00,4.7562e+00,2.8610e+00,3.0647e+01,-1.4568e+02
1.9372e-01,-1.9334e+00,4.7238e+00,2.7379e+00,3.0544e+01,-1.4429e+02
1.7089e-01,-1.6381e+00,4.7280e+00,2.8987e+00,3.0570e+01,-1.4499e+02
1.3689e-01,-1.4208e+00,4.7392e+00,3.0455e+00,3.0610e+01,-1.4490e+02
1.8136e-01,-1.7660e+00,4.7376e+00,2.8156e+00,3.0586e+01,-1.4434e+02
7.7329e-02,-1.3210e+00,4.7788e+00,2.9849e+00,3.0728e+01,-1.4357e+02
1.6745e-01,-1.6226e+00,4.7531e+00,2.8911e+00,3.0632e+01,-1.4451e+02
8.6697e-02,-1.3031e+00,4.7650e+00,3.0803e+00,3.0694e+01,-1.4302e+02
1.6702e-01,-1.8265e+00,4.6984e+00,2.7174e+00,3.0493e+01,-1.4439e+02
8.2221e-02,-1.3245e+00,4.7558e+00,3.0058e+00,3.0670e+01,-1.4005e+02
1.9720e-01,-1.9685e+00,4.7028e+00,2.7465e+00,3.0491e+01,-1.4531e+02
1.1201e-01,-1.3695e+00,4.7715e+00,3.0387e+00,3.0700e+01,-1.4430e+02
8.9436e-02,-1.3685e+00,4.7910e+00,2.9557e+00,3.0755e+01,-1.4307e+02
1.8754e-01,-1.8718e+00,4.7196e+00,2.7555e+00,3.0538e+01,-1.4555e+02
1.8086e-01,-1.7565e+00,4.7192e+00,2.8220e+00,3.0540e+01,-1.4473e+02
1.6474e-01,-1.5583e+00,4.7226e+00,2.9611e+00,3.0557e+01,-1.4428e+02
1.6604e-01,-1.5655e+00,4.7548e+00,2.9640e+00,3.0639e+01,-1.4291e+02
1.8789e-01,-1.7862e+00,4.6996e+00,2.8285e+00,3.0488e+01,-1.4530e+02
1.8197e-01,-1.6681e+00,4.7013e+00,2.8913e+00,3.0496e+01,-1.4380e+02
1.4220e-01,-1.5490e+00,4.7256e+00,2.8893e+00,3.0572e+01,-1.4415e+02
1.5998e-01,-1.5692e+00,4.7338e+00,2.9191e+00,3.0586e+01,-1.4535e+02
1.7163e-01,-1.7490e+00,4.7156e+00,2.7659e+00,3.0532e+01,-1.3801e+02
1.5011e-01,-1.5993e+00,4.7258e+00,2.8402e+00,3.0568e+01,-1.4519e+02
1.6825e-01,-1.7731e+00,4.7049e+00,2.7531e+00,3.0507e+01,-1.4292e+02
1.7093e-01,-1.6635e+00,4.7120e+00,2.8532e+00,3.0525e+01,-1.4370e+02
1.1192e-01,-1.5003e+00,4.7745e+00,2.8140e+00,3.0702e+01,-1.4548e+02
1.3302e-01,-1.4450e+00,4.7226e+00,3.0089e+00,3.0571e+01,-1.4334e+02
1.4227e-01,-1.5513e+00,4.7012e+00,2.8537e+00,3.0508e+01,-1.4560e+02
1.6335e-01,-1.6659e+00,4.7425e+00,2.8146e+00,3.0603e+01,-1.4380e+02
1.9227e-01,-1.8056e+00,4.7059e+00,2.8313e+00,3.0504e+01,-1.4559e+02
1.8284e-01,-1.7991e+00,4.6926e+00,2.7830e+00,3.0471e+01,-1.4144e+02
8.8977e-02,-1.3719e+00,4.8031e+00,2.9447e+00,3.0785e+01,-1.4140e+02
1.5823e-01,-1.5289e+00,4.7640e+00,2.9912e+00,3.0668e+01,-1.4352e+02
1.3460e-01,-1.5194e+00,4.7487e+00,2.8919e+00,3.0634e+01,-1.4493e+02
1.3329e-01,-1.4546e+00,4.7722e+00,2.9828e+00,3.0695e+01,-1.4331e+02
1.8447e-01,-1.7222e+00,4.7278e+00,2.8493e+00,3.0561e+01,-1.4537e+02
9.6205e-02,-1.3251e+00,4.7598e+00,3.0805e+00,3.0679e+01,-1.3563e+02
1.6303e-01,-1.5830e+00,4.7332e+00,2.9264e+00,3.0585e+01,-1.4237e+02
1.0596e-01,-1.4524e+00,4.7567e+00,2.8445e+00,3.0658e+01,-1.4531e+02
1.4141e-01,-1.5471e+00,4.7600e+00,2.8624e+00,3.0655e+01,-1.4525e+02
1.1937e-01,-1.4866e+00,4.7468e+00,2.8639e+00,3.0631e+01,-1.4219e+02
1.2013e-01,-1.4473e+00,4.7469e+00,2.9359e+00,3.0634e+01,-1.4179e+02
1.7867e-01,-1.6558e+00,4.7152e+00,2.8903e+00,3.0532e+01,-1.4461e+02
1.4770e-01,-1.5543e+00,4.7538e+00,2.9057e+00,3.0642e+01,-1.4366e+02
1.6763e-01,-1.5837e+00,4.7413e+00,2.9264e+00,3.0601e+01,-1.4242e+02
1.7068e-01,-1.7296e+00,4.7074e+00,2.7819e+00,3.0513e+01,-1.4326e+02
1.9533e-01,-1.9609e+00,4.7016e+00,2.7516e+00,3.0491e+01,-1.4502e+02
1.5008e-01,-1.5278e+00,4.7282e+00,2.9370e+00,3.0577e+01,-1.4560e+02
1.4706e-01,-1.5872e+00,4.7179e+00,2.8206e+00,3.0546e+01,-1.4005e+02
1.1355e-01,-1.4833e+00,4.7484e+00,2.8451e+00,3.0637e+01,-1.4523e+02
1.5325e-01,-1.5454e+00,4.7392e+00,2.9308e+00,3.0602e+01,-1.4471e+02
1.3842e-01,-1.6344e+00,4.7213e+00,2.7448e+00,3.0558e+01,-1.4362e+02
1.3818e-01,-1.5781e+00,4.7478e+00,2.8157e+00,3.0627e+01,-1.4511e+02
1.7844e-01,-1.6624e+00,4.7205e+00,2.8853e+00,3.0544e+01,-1.4103e+02
-8.0023e-02,-1.1307e+00,4.8264e+00,2.8636e+00,3.0898e+01,-1.4442e+02
1.9321e-01,-1.8843e+00,4.6813e+00,2.7719e+00,3.0439e+01,-1.4504e+02
1.0639e-01,-1.4367e+00,4.7297e+00,2.8780e+00,3.0593e+01,-1.4392e+02
1.3881e-01,-1.5630e+00,4.7161e+00,2.8365e+00,3.0547e+01,-1.4445e+02
1.7434e-01,-1.6708e+00,4.7091e+00,2.8604e+00,3.0518e+01,-1.4203e+02
1.3215e-01,-1.5374e+00,4.7525e+00,2.8404e+00,3.0639e+01,-1.3900e+02
1.6425e-01,-1.6425e+00,4.7354e+00,2.8586e+00,3.0588e+01,-1.4401e+02
1.7032e-01,-1.6769e+00,4.7128e+00,2.8309e+00,3.0526e+01,-1.4046e+02
1.3949e-01,-1.6054e+00,4.7208e+00,2.7942e+00,3.0558e+01,-1.4436e+02
1.5819e-01,-1.6687e+00,4.7132e+00,2.7930e+00,3.0532e+01,-1.4574e+02
1.1045e-01,-1.3750e+00,4.7707e+00,3.0197e+00,3.0699e+01,-1.4188e+02
8.0782e-02,-1.3627e+00,4.7910e+00,2.9537e+00,3.0761e+01,-1.4461e+02
1.5060e-01,-1.4847e+00,4.7577e+00,3.0254e+00,3.0655e+01,-1.4570e+02
1.2704e-01,-1.4560e+00,4.7518e+00,2.9585e+00,3.0645e+01,-1.4332e+02
1.5537e-01,-1.5535e+00,4.7364e+00,2.9128e+00,3.0595e+01,-1.4546e+02
1.8368e-01,-1.9198e+00,4.7319e+00,2.7153e+00,3.0570e+01,-1.4389e+02
1.8549e-01,-1.7302e+00,4.7233e+00,2.8660e+00,3.0549e+01,-1.4511e+02
1.3541e-01,-1.5664e+00,4.7205e+00,2.8311e+00,3.0562e+01,-1.4391e+02
1.1508e-01,-1.3994e+00,4.7374e+00,2.9970e+00,3.0613e+01,-1.4178e+02
1.9897e-01,-1.7241e+00,4.7149e+00,2.9102e+00,3.0523e+01,-1.4183e+02
1.2315e-01,-1.4598e+00,4.7734e+00,2.9306e+00,3.0700e+01,-1.4572e+02
1.6140e-01,-1.7598e+00,4.7292e+00,2.7242e+00,3.0571e+01,-1.4000e+02
7.2476e-02,-1.3438e+00,4.7908e+00,2.9363e+00,3.0761e+01,-1.4397e+02
1.6992e-01,-1.6013e+00,4.7340e+00,2.9119e+00,3.0582e+01,-1.4159e+02
1.8050e-01,-1.8518e+00,4.7253e+00,2.7345e+00,3.0553e+01,-1.4369e+02
1.6876e-01,-1.6445e+00,4.7345e+00,2.8702e+00,3.0585e+01,-1.4445e+02
1.8382e-01,-1.9324e+00,4.7215e+00,2.6902e+00,3.0541e+01,-1.4542e+02
1.7053e-01,-1.6453e+00,4.7530e+00,2.8849e+00,3.0631e+01,-1.3877e+02
1.6878e-01,-1.7425e+00,4.7254e+00,2.7801e+00,3.0561e+01,-1.4242e+02
1.1177e-01,-1.5003e+00,4.7292e+00,2.8008e+00,3.0587e+01,-1.4398e+02
1.6176e-01,-1.6565e+00,4.7271e+00,2.8041e+00,3.0564e+01,-1.4508e+02
1.8101e-01,-1.6164e+00,4.6893e+00,2.9387e+00,3.0467e+01,-1.4350e+02
1.6312e-01,-1.7152e+00,4.7341e+00,2.8027e+00,3.0585e+01,-1.4425e+02
1.5557e-01,-1.5746e+00,4.7199e+00,2.9164e+00,3.0554e+01,-1.4348e+02
1.7773e-01,-1.7276e+00,4.7603e+00,2.8305e+00,3.0645e+01,-1.4183e+02
1.1714e-01,-1.4709e+00,4.7481e+00,2.8846e+00,3.0637e+01,-1.4509e+02
9.2891e-02,-1.3480e+00,4.7740e+00,3.0073e+00,3.0713e+01,-1.4360e+02
1.2965e-01,-1.5958e+00,4.7369e+00,2.7530e+00,3.0602e+01,-1.4576e+02
9.4690e-02,-1.3312e+00,4.7937e+00,3.0479e+00,3.0763e+01,-1.4330e+02
8.8586e-02,-1.3497e+00,4.7757e+00,2.9862e+00,3.0717e+01,-1.4180e+02
1.4236e-01,-1.5760e+00,4.7661e+00,2.8325e+00,3.0672e+01,-1.4481e+02
1.9776e-01,-1.7136e+00,4.7091e+00,2.9058e+00,3.0508e+01,-1.4450e+02
1.1948e-01,-1.5193e+00,4.7357e+00,2.8027e+00,3.0601e+01,-1.4332e+02
1.6169e-01,-1.7182e+00,4.7278e+00,2.7721e+00,3.0569e+01,-1.4349e+02
1.6325e-01,-1.5771e+00,4.7196e+00,2.9225e+00,3.0549e+01,-1.4313e+02
1.2817e-01,-1.5531e+00,4.7429e+00,2.8332e+00,3.0621e+01,-1.4456e+02
1.3336e-01,-1.5167e+00,4.7622e+00,2.9043e+00,3.0670e+01,-1.4151e+02
1.9020e-01,-1.8996e+00,4.6858e+00,2.7363e+00,3.0449e+01,-1.4266e+02
9.5435e-02,-1.3234e+00,4.7760e+00,3.0753e+00,3.0719e+01,-1.3922e+02
9.4897e-02,-1.3817e+00,4.7568e+00,2.9671e+00,3.0670e+01,-1.4324e+02
8.0878e-02,-1.3162e+00,4.7856e+00,3.0549e+00,3.0750e+01,-1.4470e+02
1.2602e-01,-1.4125e+00,4.7376e+00,3.0361e+00,3.0613e+01,-1.4341e+02
1.4352e-01,-1.4677e+00,4.7385e+00,3.0066e+00,3.0607e+01,-1.4415e+02
1.2234e-01,-1.5255e+00,4.7583e+00,2.8213e+00,3.0659e+01,-1.4560e+02
1.2132e-01,-1.4471e+00,4.7646e+00,2.9339e+00,3.0677e+01,-1.3975e+02
1.3415e-01,-1.5871e+00,4.7579e+00,2.7992e+00,3.0655e+01,-1.4298e+02
1.5717e-01,-1.6277e+00,4.7319e+00,2.8303e+00,3.0580e+01,-1.4013e+02
1.8733e-01,-1.8426e+00,4.7236e+00,2.7785e+00,3.0549e+01,-1.3791e+02
1.5901e-01,-1.5067e+00,4.7532e+00,2.9995e+00,3.0637e+01,-1.4009e+02
1.5473e-01,-1.5784e+00,4.7430e+00,2.9004e+00,3.0612e+01,-1.4547e+02
1.1676e-01,-1.3415e+00,4.7569e+00,3.1412e+00,3.0668e+01,-1.4540e+02
7.5112e-02,-1.2860e+00,4.7641e+00,3.0826e+00,3.0697e+01,-1.4565e+02
1.4929e-01,-1.4984e+00,4.7621e+00,2.9922e+00,3.0665e+01,-1.4402e+02
1.6320e-01,-1.6791e+00,4.6970e+00,2.7935e+00,3.0489e+01,-1.4468e+02
1.2876e-01,-1.5476e+00,4.7467e+00,2.8127e+00,3.0628e+01,-1.4480e+02
8.7867e-02,-1.3595e+00,4.7946e+00,2.9862e+00,3.0767e+01,-1.4529e+02
9.0184e-02,-1.4423e+00,4.7578e+00,2.8184e+00,3.0669e+01,-1.4519e+02
1.5418e-01,-1.5463e+00,4.7234e+00,2.9401e+00,3.0564e+01,-1.4229e+02
1.7515e-01,-1.7558e+00,4.7423e+00,2.8016e+00,3.0600e+01,-1.4323e+02
1.0614e-01,-1.4396e+00,4.7290e+00,2.8736e+00,3.0592e+01,-1.4417e+02
1.8059e-01,-1.8336e+00,4.6985e+00,2.7605e+00,3.0487e+01,-1.4308e+02
1.4868e-01,-1.5499e+00,4.7296e+00,2.8879e+00,3.0578e+01,-1.4381e+02
1.4119e-01,-1.4937e+00,4.7215e+00,2.9356e+00,3.0562e+01,-1.4262e+02
1.1238e-01,-1.4624e+00,4.7186e+00,2.8637e+00,3.0564e+01,-1.4266e+02
1.5761e-01,-1.6278e+00,4.7376e+00,2.8568e+00,3.0597e+01,-1.4528e+02
1.2054e-01,-1.5006e+00,4.7506e+00,2.8555e+00,3.0642e+01,-1.4561e+02
1.6466e-01,-1.6395e+00,4.7200e+00,2.8727e+00,3.0550e+01,-1.4524e+02
1.1664e-01,-1.4214e+00,4.7362e+00,2.9667e+00,3.0610e+01,-1.4191e+02
-1.3427e-01,-1.0724e+00,4.8589e+00,2.8860e+00,3.1004e+01,-1.4525e+02
9.6835e-02,-1.4623e+00,4.7491e+00,2.8224e+00,3.0646e+01,-1.4292e+02
1.9333e-01,-1.7654e+00,4.7031e+00,2.8704e+00,3.0497e+01,-1.4520e+02
1.4770e-01,-1.5788e+00,4.7315e+00,2.8736e+00,3.0585e+01,-1.3557e+02
1.7193e-01,-1.5808e+00,4.7188e+00,2.9570e+00,3.0545e+01,-1.4507e+02
1.2329e-01,-1.4167e+00,4.7488e+00,3.0016e+00,3.0639e+01,-1.4573e+02
9.4653e-02,-1.3480e+00,4.7568e+00,3.0134e+00,3.0670e+01,-1.4535e+02
1.6435e-01,-1.6118e+00,4.7333e+00,2.8914e+00,3.0583e+01,-1.4506e+02
1.2439e-01,-1.5096e+00,4.7535e+00,2.8353e+00,3.0644e+01,-1.4526e+02
8.0925e-02,-1.3510e+00,4.7442e+00,2.9247e+00,3.0637e+01,-1.4537e+02
1.6212e-01,-1.7519e+00,4.7028e+00,2.7477e+00,3.0506e+01,-1.4420e+02
1.5601e-01,-1.6704e+00,4.7326e+00,2.7864e+00,3.0581e+01,-1.4433e+02
7.6776e-02,-1.3159e+00,4.7573e+00,2.9892e+00,3.0674e+01,-1.4375e+02
1.7732e-01,-1.7642e+00,4.7407e+00,2.7853e+00,3.0594e+01,-1.4523e+02
1.7086e-01,-1.8223e+00,4.7210e+00,2.7261e+00,3.0548e+01,-1.4484e+02
7.7861e-02,-1.3398e+00,4.7631e+00,2.9587e+00,3.0688e+01,-1.4534e+02
1.2784e-01,-1.4888e+00,4.7465e+00,2.9115e+00,3.0630e+01,-1.4534e+02
1.3939e-01,-1.5853e+00,4.7576e+00,2.8083e+00,3.0650e+01,-1.4419e+02
1.3874e-01,-1.6187e+00,4.7523e+00,2.7759e+00,3.0638e+01,-1.4262e+02
1.4810e-01,-1.6353e+00,4.7426e+00,2.7962e+00,3.0611e+01,-1.4106e+02
1.8754e-01,-1.9827e+00,4.7091e+00,2.6730e+00,3.0508e+01,-1.4467e+02
8.9385e-02,-1.3147e+00,4.7762e+00,3.0691e+00,3.0720e+01,-1.4489e+02
8.4856e-02,-1.3554e+00,4.7874e+00,2.9705e+00,3.0749e+01,-1.4050e+02
1.5045e-01,-1.6044e+00,4.7289e+00,2.8502e+00,3.0576e+01,-1.4526e+02
1.6410e-01,-1.5720e+00,4.7212e+00,2.9397e+00,3.0554e+01,-1.4430e+02
1.4651e-01,-1.6868e+00,4.7427e+00,2.7218e+00,3.0608e+01,-1.4427e+02
1.7313e-01,-1.6516e+00,4.7208e+00,2.8743e+00,3.0547e+01,-1.4108e+02
1.1639e-01,-1.4665e+00,4.7396e+00,2.8900e+00,3.0617e+01,-1.4105e+02
8.8639e-02,-1.4379e+00,4.7453e+00,2.8234e+00,3.0639e+01,-1.4522e+02
8.8769e-02,-1.4126e+00,4.7542e+00,2.8662e+00,3.0661e+01,-1.4199e+02
1.5231e-01,-1.5363e+00,4.7263e+00,2.9300e+00,3.0571e+01,-1.3976e+02
1.1464e-01,-1.4996e+00,4.7889e+00,2.8436e+00,3.0739e+01,-1.4512e+02
1.0045e-01,-1.4592e+00,4.7636e+00,2.8208e+00,3.0678e+01,-1.3886e+02
1.5559e-01,-1.5046e+00,4.7638e+00,2.9835e+00,3.0665e+01,-1.4413e+02
1.7022e-01,-1.8615e+00,4.7352e+00,2.6960e+00,3.0582e+01,-1.4287e+02
1.1866e-01,-1.4158e+00,4.7832e+00,2.9921e+00,3.0727e+01,-1.4573e+02
1.6586e-01,-1.6400e+00,4.7076e+00,2.8788e+00,3.0519e+01,-1.4100e+02
1.2252e-01,-1.4170e+00,4.7413e+00,2.9964e+00,3.0620e+01,-1.4353e+02
9.7565e-02,-1.3456e+00,4.7662e+00,3.0396e+00,3.0694e+01,-1.4419e+02
1.8502e-01,-1.8552e+00,4.7183e+00,2.7560e+00,3.0536e+01,-1.4351e+02
1.9673e-01,-1.6706e+00,4.7341e+00,2.9716e+00,3.0576e+01,-1.4560e+02
1.1130e-01,-1.5007e+00,4.7295e+00,2.8052e+00,3.0589e+01,-1.4058e+02
1.5759e-01,-1.6348e+00,4.7406e+00,2.8337e+00,3.0602e+01,-1.4361e+02
9.8062e-02,-1.3965e+00,4.7809e+00,2.9227e+00,3.0724e+01,-1.4544e+02
1.5166e-01,-1.6389e+00,4.7212e+00,2.8244e+00,3.0558e+01,-1.4456e+02
1.7252e-01,-1.6622e+00,4.7109e+00,2.8747e+00,3.0524e+01,-1.4175e+02
1.7651e-01,-1.6584e+00,4.7092e+00,2.8879e+00,3.0519e+01,-1.4571e+02
1.4551e-01,-1.5946e+00,4.7257e+00,2.8447e+00,3.0571e+01,-1.4578e+02
1.5294e-01,-1.4660e+00,4.7638e+00,3.0522e+00,3.0669e+01,-1.4492e+02
1.4521e-01,-1.4909e+00,4.7471e+00,2.9861e+00,3.0629e+01,-1.4215e+02
1.9969e-01,-1.9938e+00,4.7144e+00,2.7431e+00,3.0519e+01,-1.4386e+02
1.6013e-01,-1.6551e+00,4.7573e+00,2.8274e+00,3.0644e+01,-1.4506e+02
1.3747e-01,-1.4913e+00,4.7406e+00,2.9277e+00,3.0610e+01,-1.4474e+02
1.5298e-01,-1.6509e+00,4.7387e+00,2.7919e+00,3.0598e+01,-1.4228e+02
1.7050e-01,-1.6639e+00,4.7189e+00,2.8590e+00,3.0545e+01,-1.4190e+02
1.2758e-01,-1.5583e+00,4.7614e+00,2.8097e+00,3.0666e+01,-1.4399e+02
1.5473e-01,-1.6506e+00,4.7352e+00,2.8179e+00,3.0592e+01,-1.4086e+02
1.7469e-01,-1.7957e+00,4.7091e+00,2.7464e+00,3.0513e+01,-1.3971e+02
1.6586e-01,-1.7186e+00,4.7095e+00,2.7743e+00,3.0519e+01,-1.4340e+02
1.6700e-01,-1.6102e+00,4.7533e+00,2.8974e+00,3.0633e+01,-1.4446e+02
1.9397e-01,-1.8140e+00,4.7145e+00,2.8177e+00,3.0522e+01,-1.4473e+02
