niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4
1.0000e+00,1.0000e+00,2.4938e-01,-1.4072e+05,-1.4073e+05,-2.4969e-03,-1.4073e+05,1.2922e-01,6.6871e+00,inf,5.7686e-01,-5.1427e-01,-1.8607e+00,-5.2941e-01,3.0837e+00,6.8089e-01,3.6949e+00,6.3718e+00
2.0000e+00,1.0000e+00,4.9751e-01,-1.4065e+05,-1.4066e+05,-4.9938e-03,-1.4066e+05,1.2924e-01,6.6896e+00,1.1164e+05,1.1513e+00,-2.6831e-02,-1.4816e+00,9.0693e-01,3.2762e+00,3.8586e+00,5.5149e+00,6.3610e+00
3.0000e+00,1.0000e+00,7.4442e-01,-1.4037e+05,-1.4038e+05,-7.4906e-03,-1.4038e+05,1.2926e-01,6.6921e+00,1.1157e+05,1.7154e+00,-9.2384e-01,-5.6973e-01,-5.5074e-01,7.3224e-02,4.1234e+00,4.9519e+00,6.3260e+00
4.0000e+00,1.0000e+00,9.9010e-01,-1.4032e+05,-1.4032e+05,-9.9875e-03,-1.4032e+05,1.2929e-01,6.6946e+00,1.1129e+05,2.2938e+00,-9.1433e-01,-9.9587e-01,1.8022e+00,2.5987e+00,3.5637e+00,3.8396e+00,6.2989e+00
5.0000e+00,1.0000e+00,1.2346e+00,-1.4027e+05,-1.4028e+05,-1.2484e-02,-1.4028e+05,1.2931e-01,6.6971e+00,1.1124e+05,2.8917e+00,-3.3407e-01,-6.1285e-01,1.4194e+00,9.2305e-02,2.6669e+00,2.0912e+00,6.4354e+00
6.0000e+00,1.0000e+00,1.4778e+00,-1.4011e+05,-1.4012e+05,-1.4981e-02,-1.4012e+05,1.2934e-01,6.6996e+00,1.1119e+05,3.4712e+00,-7.2510e-02,-1.0289e+00,3.0091e-01,3.6859e+00,2.1536e+00,4.8393e+00,6.3141e+00
7.0000e+00,1.0000e+00,1.7199e+00,-1.4007e+05,-1.4007e+05,-1.7478e-02,-1.4007e+05,1.2936e-01,6.7021e+00,1.1104e+05,3.8486e+00,-9.0094e-01,-9.9648e-01,1.1560e-01,2.1331e+00,1.2925e+00,2.6789e+00,6.1668e+00
8.0000e+00,1.0000e+00,1.9608e+00,-1.4004e+05,-1.4005e+05,-1.9975e-02,-1.4005e+05,1.2939e-01,6.7046e+00,1.1099e+05,4.2380e+00,-2.5311e-01,-1.4600e+00,-6.2283e-01,2.6717e+00,3.7174e+00,2.8841e+00,6.3478e+00
9.0000e+00,1.0000e+00,2.2005e+00,-1.3999e+05,-1.3999e+05,-2.2472e-02,-1.3999e+05,1.2941e-01,6.7071e+00,1.1097e+05,4.6426e+00,-9.6318e-01,-1.6140e+00,3.7415e-01,-2.0019e-01,2.2625e+00,5.0183e+00,6.1283e+00
1.0000e+01,1.0000e+00,2.4390e+00,-1.3994e+05,-1.3995e+05,-2.4969e-02,-1.3995e+05,1.2943e-01,6.7096e+00,1.1091e+05,5.1558e+00,-6.3093e-01,-1.9361e+00,-2.7512e-01,-5.3721e-02,3.1981e+00,4.9474e+00,6.1721e+00
1.1000e+01,1.0000e+00,2.6764e+00,-1.3985e+05,-1.3985e+05,-2.7466e-02,-1.3985e+05,1.2946e-01,6.7121e+00,1.1086e+05,5.7170e+00,8.0521e-02,-6.4461e-01,-1.5585e-01,7.9287e-01,3.1751e+00,5.2149e+00,6.3703e+00
1.2000e+01,1.0000e+00,2.9126e+00,-1.3985e+05,-1.3985e+05,-2.9963e-02,-1.3985e+05,1.2052e-01,5.8172e+00,1.1077e+05,6.2897e+00,-4.3715e-01,-1.1642e+00,5.5476e-01,3.5446e+00,3.3645e+00,3.9796e+00,6.1739e+00
1.3000e+01,1.0000e+00,3.1477e+00,-1.3985e+05,-1.3985e+05,-3.2459e-02,-1.3985e+05,1.1742e-01,5.5219e+00,1.1077e+05,6.6823e+00,-6.6183e-01,-1.3484e+00,-3.3467e-01,3.0798e+00,3.9420e+00,4.8658e+00,6.2807e+00
1.4000e+01,1.0000e+00,3.3816e+00,-1.3973e+05,-1.3974e+05,-3.4956e-02,-1.3974e+05,1.2953e-01,6.7196e+00,1.1077e+05,7.2727e+00,-1.0303e-01,-1.4857e+00,-1.9658e-01,1.8153e-01,1.0447e+00,2.5522e+00,6.2388e+00
1.5000e+01,1.0000e+00,3.6145e+00,-1.3972e+05,-1.3972e+05,-3.7453e-02,-1.3972e+05,1.2955e-01,6.7221e+00,1.1065e+05,7.8514e+00,-3.9175e-01,-9.5524e-01,-7.7234e-01,3.6967e+00,1.5499e+00,1.8340e+00,6.1737e+00
1.6000e+01,1.0000e+00,3.8462e+00,-1.3960e+05,-1.3961e+05,-3.9950e-02,-1.3961e+05,1.2958e-01,6.7246e+00,1.1064e+05,8.4267e+00,1.4539e-01,-1.1995e+00,1.6218e+00,2.1567e+00,2.0677e+00,5.3425e+00,6.4114e+00
1.7000e+01,1.0000e+00,4.0767e+00,-1.3943e+05,-1.3943e+05,-4.2447e-02,-1.3943e+05,1.2960e-01,6.7271e+00,1.1053e+05,9.0107e+00,-2.9385e-01,-1.9427e+00,-7.0086e-02,1.2533e+00,2.8629e+00,1.7165e+00,6.1137e+00
1.8000e+01,1.0000e+00,4.3062e+00,-1.3941e+05,-1.3941e+05,-4.4944e-02,-1.3941e+05,1.2963e-01,6.7296e+00,1.1035e+05,9.5806e+00,-4.9150e-01,-1.8199e+00,7.9878e-01,2.5630e+00,1.5708e+00,5.0550e+00,6.0588e+00
1.9000e+01,1.0000e+00,4.5346e+00,-1.3941e+05,-1.3941e+05,-4.7441e-02,-1.3941e+05,1.1919e-01,5.6899e+00,1.1033e+05,9.9626e+00,3.8759e-01,-1.4645e+00,2.0102e+00,2.3268e+00,3.2365e+00,4.5623e+00,6.3195e+00
2.0000e+01,1.0000e+00,4.7619e+00,-1.3931e+05,-1.3932e+05,-4.9938e-02,-1.3932e+05,1.2967e-01,6.7345e+00,1.1033e+05,1.0572e+01,-1.0873e-01,-1.7345e+00,4.1716e-01,7.2571e-01,8.8638e-01,5.1910e+00,6.0758e+00
2.1000e+01,1.0000e+00,4.9881e+00,-1.3927e+05,-1.3928e+05,-5.2434e-02,-1.3928e+05,1.2970e-01,6.7370e+00,1.1023e+05,1.1160e+01,-4.3978e-01,-6.9508e-01,7.3178e-01,1.0807e+00,2.7170e+00,1.7860e+00,6.2122e+00
2.2000e+01,1.0000e+00,5.2133e+00,-1.3924e+05,-1.3925e+05,-5.4931e-02,-1.3925e+05,1.2972e-01,6.7395e+00,1.1019e+05,1.1737e+01,-5.2262e-01,-8.1771e-01,9.9139e-01,1.4285e+00,1.6880e+00,5.2912e+00,6.1574e+00
2.3000e+01,1.0000e+00,5.4374e+00,-1.3924e+05,-1.3924e+05,-5.7428e-02,-1.3924e+05,1.2706e-01,6.4654e+00,1.1016e+05,1.2128e+01,-8.9726e-01,-1.2969e+00,1.5144e-01,9.7022e-02,9.1958e-01,5.2594e+00,5.9232e+00
2.4000e+01,1.0000e+00,5.6604e+00,-1.3922e+05,-1.3923e+05,-5.9925e-02,-1.3923e+05,1.2977e-01,6.7441e+00,1.1016e+05,1.2722e+01,-2.4555e-01,-1.8322e+00,1.1625e+00,2.0300e+00,4.0333e-01,4.0784e+00,6.0840e+00
2.5000e+01,1.0000e+00,5.8824e+00,-1.3920e+05,-1.3921e+05,-6.2422e-02,-1.3921e+05,1.2979e-01,6.7470e+00,1.1015e+05,1.3316e+01,-8.7911e-01,-1.3055e+00,2.1682e+00,1.8363e-01,3.7882e+00,3.9971e+00,6.0979e+00
2.6000e+01,1.0000e+00,6.1033e+00,-1.3913e+05,-1.3914e+05,-6.4919e-02,-1.3914e+05,1.2982e-01,6.7495e+00,1.1012e+05,1.3704e+01,1.1065e-01,-1.1536e+00,1.7171e+00,1.5878e+00,9.9892e-01,5.5924e+00,5.9943e+00
2.7000e+01,3.0000e+00,6.2937e+00,-1.3905e+05,-1.3906e+05,-6.7416e-02,-1.3906e+05,1.2984e-01,6.7520e+00,1.1005e+05,1.5243e+01,8.7859e-02,-5.3932e-01,8.7562e-01,1.5454e+00,4.6471e-01,4.0325e+00,6.2947e+00
2.8000e+01,1.0000e+00,6.5116e+00,-1.3903e+05,-1.3903e+05,-6.9913e-02,-1.3903e+05,1.2987e-01,6.7545e+00,1.0997e+05,1.5626e+01,-4.1992e-01,-8.2218e-01,-8.6094e-01,1.3780e+00,3.3459e+00,1.6583e+00,6.1483e+00
2.9000e+01,1.0000e+00,6.7285e+00,-1.3898e+05,-1.3899e+05,-7.2410e-02,-1.3899e+05,1.2989e-01,6.7570e+00,1.0995e+05,1.6028e+01,-9.3838e-01,-1.8186e+00,1.5237e+00,1.0717e+00,1.5998e+00,5.1071e+00,5.8944e+00
3.0000e+01,1.0000e+00,6.9444e+00,-1.3881e+05,-1.3882e+05,-7.4906e-02,-1.3882e+05,1.2991e-01,6.7595e+00,1.0990e+05,1.6461e+01,-5.4377e-01,-9.2751e-01,1.6301e+00,-1.5908e-01,1.5195e+00,3.9305e+00,6.1587e+00
3.1000e+01,1.0000e+00,7.1594e+00,-1.3869e+05,-1.3870e+05,-7.7403e-02,-1.3870e+05,1.2994e-01,6.7620e+00,1.0973e+05,1.6858e+01,-9.7407e-01,-1.5597e+00,-1.9514e-01,-8.6885e-02,3.5924e+00,2.9438e+00,6.0031e+00
3.2000e+01,1.0000e+00,7.3733e+00,-1.3868e+05,-1.3869e+05,-7.9900e-02,-1.3869e+05,1.2994e-01,6.7625e+00,1.0961e+05,1.7430e+01,-7.7869e-01,-1.8454e+00,-8.4092e-01,9.3922e-01,2.4967e+00,5.0739e+00,5.9107e+00
3.3000e+01,1.0000e+00,7.5862e+00,-1.3864e+05,-1.3865e+05,-8.2397e-02,-1.3865e+05,1.2999e-01,6.7670e+00,1.0960e+05,1.8013e+01,-7.9770e-01,-1.9028e+00,-4.5546e-02,2.5426e+00,2.7313e+00,4.4778e+00,5.9313e+00
3.4000e+01,1.0000e+00,7.7982e+00,-1.3849e+05,-1.3850e+05,-8.4894e-02,-1.3850e+05,1.3001e-01,6.7695e+00,1.0956e+05,1.8587e+01,-9.3715e-01,-1.7387e+00,9.9530e-01,4.5778e-01,2.6427e+00,3.6646e+00,5.9110e+00
3.5000e+01,1.0000e+00,8.0092e+00,-1.3848e+05,-1.3849e+05,-8.7391e-02,-1.3849e+05,1.3003e-01,6.7717e+00,1.0941e+05,1.8974e+01,-7.7280e-01,-1.7072e+00,-1.0367e+00,3.4252e+00,3.6989e+00,2.2446e+00,5.9064e+00
3.6000e+01,1.0000e+00,8.2192e+00,-1.3834e+05,-1.3835e+05,-8.9888e-02,-1.3835e+05,1.3006e-01,6.7745e+00,1.0940e+05,1.9362e+01,-2.8388e-01,-1.9523e+00,1.6745e+00,2.2844e+00,1.0165e+00,4.0953e+00,6.0159e+00
3.7000e+01,1.0000e+00,8.4282e+00,-1.3834e+05,-1.3834e+05,-9.2385e-02,-1.3834e+05,1.3000e-01,6.7687e+00,1.0927e+05,1.9770e+01,1.3538e-01,-1.4468e+00,-1.3506e-01,7.3341e-01,3.8617e+00,3.0770e+00,5.9877e+00
3.8000e+01,2.0000e+00,8.6168e+00,-1.3830e+05,-1.3831e+05,-9.4881e-02,-1.3831e+05,1.3011e-01,6.7795e+00,1.0926e+05,2.0731e+01,4.1952e-01,-1.0494e+00,1.0590e+00,2.1757e-01,2.9526e+00,3.2914e+00,6.0432e+00
3.9000e+01,1.0000e+00,8.8235e+00,-1.3824e+05,-1.3825e+05,-9.7378e-02,-1.3825e+05,1.3013e-01,6.7820e+00,1.0922e+05,2.1137e+01,-4.9724e-01,-1.0137e+00,-9.7294e-01,-1.3762e-02,1.6690e+00,3.9705e+00,5.8511e+00
4.0000e+01,1.0000e+00,9.0293e+00,-1.3824e+05,-1.3825e+05,-9.9875e-02,-1.3825e+05,1.2659e-01,6.4184e+00,1.0916e+05,2.1557e+01,-3.4616e-01,-1.8735e+00,2.4218e-01,3.5474e+00,2.4596e+00,4.7514e+00,5.8818e+00
4.1000e+01,1.0000e+00,9.2342e+00,-1.3816e+05,-1.3817e+05,-1.0237e-01,-1.3817e+05,1.3018e-01,6.7870e+00,1.0916e+05,2.2134e+01,-9.6088e-02,-1.4160e+00,3.8293e-01,1.8976e+00,3.8800e+00,4.6658e+00,5.8424e+00
4.2000e+01,1.0000e+00,9.4382e+00,-1.3816e+05,-1.3817e+05,-1.0487e-01,-1.3817e+05,1.2934e-01,6.7003e+00,1.0908e+05,2.2727e+01,-5.6681e-02,-1.7637e+00,1.6560e+00,3.7226e+00,3.4953e+00,5.5267e+00,5.6553e+00
4.3000e+01,2.0000e+00,9.6197e+00,-1.3811e+05,-1.3812e+05,-1.0737e-01,-1.3812e+05,1.3023e-01,6.7920e+00,1.0908e+05,2.3906e+01,2.8874e-01,-1.5116e+00,8.4068e-02,3.4388e+00,2.9251e+00,2.2724e+00,5.9320e+00
4.4000e+01,1.0000e+00,9.8214e+00,-1.3809e+05,-1.3810e+05,-1.0986e-01,-1.3810e+05,1.3025e-01,6.7945e+00,1.0904e+05,2.4489e+01,2.0650e-01,-1.3703e+00,9.0558e-02,9.5480e-01,3.2482e+00,5.5998e+00,4.6431e+00
4.5000e+01,1.0000e+00,1.0022e+01,-1.3808e+05,-1.3808e+05,-1.1236e-01,-1.3808e+05,1.3027e-01,6.7970e+00,1.0901e+05,2.4895e+01,-4.2290e-03,-1.9311e+00,2.2359e+00,3.5380e+00,4.2527e+00,4.6058e+00,6.1665e+00
