logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.6823e-01,-1.1916e+00,-1.7993e+00,-1.4900e+00,1.4726e+00,2.2545e+00,2.7142e+00,2.5067e+01,-1.3126e+03
3.2309e-01,-1.2984e+00,-2.2376e+00,-2.5277e-01,6.6342e-01,2.0912e+00,2.7106e+00,2.4857e+01,-1.5300e+03
4.7537e-01,-1.2473e+00,-2.0729e+00,1.3052e-01,1.3983e+00,2.0410e+00,2.7441e+00,2.4977e+01,-1.6214e+03
4.3270e-01,-1.8987e+00,-2.7104e+00,1.8528e-02,-8.6613e-01,1.7423e+00,2.8677e+00,2.5033e+01,-1.6780e+03
4.9605e-01,-1.0196e+00,-1.0428e+00,-6.8957e-01,1.3978e+00,2.4352e+00,2.3266e+00,2.4778e+01,-1.0692e+03
2.8089e-01,-8.8122e-01,-1.7110e+00,4.5199e-01,1.4130e+00,2.7359e+00,2.0588e+00,2.5233e+01,-1.4557e+03
3.3601e-01,-9.2995e-01,-2.0952e+00,-1.8166e-01,1.8982e+00,1.6763e+00,2.7101e+00,2.4948e+01,-1.5458e+03
4.2910e-01,-1.1512e+00,-2.7421e+00,-1.2892e+00,1.8448e+00,7.4954e-01,2.8336e+00,2.5127e+01,-1.5234e+03
3.0588e-01,-8.8853e-01,-2.6403e+00,-1.3966e-01,8.9730e-01,2.6161e+00,1.5729e+00,2.4756e+01,-1.2868e+03
1.6310e-01,-7.9015e-01,-1.7567e+00,1.4774e-01,1.1639e+00,2.6577e+00,1.1606e+00,2.4845e+01,-1.1663e+03
4.7337e-01,-9.3302e-01,-1.5747e+00,-4.5855e-01,-9.7385e-01,2.5983e+00,1.3408e+00,2.4610e+01,-1.5044e+03
3.8363e-01,-1.0234e+00,-1.0339e+00,-1.1178e+00,5.1530e-01,2.5697e+00,2.2981e+00,2.4888e+01,-1.4978e+03
4.0411e-01,-1.0027e+00,-1.1319e+00,-1.5022e-01,-5.8608e-01,2.5819e+00,2.1531e+00,2.4815e+01,-1.0721e+03
2.2320e-01,-1.0741e+00,-1.1495e+00,-3.2408e-01,-2.9257e-01,2.5444e+00,2.5708e+00,2.5144e+01,-1.6362e+03
4.6895e-01,-1.1208e+00,-1.7886e+00,-9.4645e-02,-1.8547e-01,2.5601e+00,2.4115e+00,2.4970e+01,-1.2183e+03
2.1575e-01,-9.5354e-01,-2.2768e+00,-4.4456e-01,1.4566e+00,2.2814e+00,2.5738e+00,2.4891e+01,-1.5823e+03
2.3382e-01,-1.1169e+00,-5.7257e-01,-8.2324e-01,1.1435e+00,2.2465e+00,2.7435e+00,2.5093e+01,-1.6710e+03
2.2696e-01,-9.9059e-01,-1.0506e+00,4.1296e-01,5.0709e-01,2.5381e+00,2.5816e+00,2.5145e+01,-1.3560e+03
3.2765e-01,-1.0991e+00,-5.6749e-01,-7.1799e-01,1.0984e+00,2.4009e+00,2.6091e+00,2.5029e+01,-1.6377e+03
1.4841e-01,-1.0079e+00,-5.9037e-01,-3.7093e-01,5.4146e-01,2.4759e+00,2.5568e+00,2.5045e+01,-1.6322e+03
7.8928e-02,-8.5361e-01,-5.9239e-01,3.4337e-01,-6.4302e-02,2.6111e+00,2.3419e+00,2.5040e+01,-1.4159e+03
3.9135e-01,-9.2165e-01,-1.8305e+00,-5.9571e-01,1.5058e-01,2.5659e+00,1.0771e+00,2.4534e+01,-1.6393e+03
3.9085e-01,-1.1129e+00,-1.0566e+00,-6.2889e-01,-9.6345e-01,2.4711e+00,2.4083e+00,2.4821e+01,-1.3696e+03
4.7910e-01,-9.7088e-01,-9.5782e-01,2.1564e-01,1.7131e+00,2.4619e+00,2.5203e+00,2.5128e+01,-1.2778e+03
2.1344e-01,-1.0670e+00,-1.1980e+00,-9.7787e-01,1.5210e+00,2.1260e+00,2.7377e+00,2.5064e+01,-1.2419e+03
3.7122e-01,-1.1349e+00,-8.2966e-01,-8.7890e-01,1.8460e+00,6.3130e-01,2.9039e+00,2.5266e+01,-1.6281e+03
5.9359e-02,-8.8683e-01,-4.9284e-01,3.5651e-01,1.2002e+00,2.4212e+00,2.6281e+00,2.5083e+01,-1.6114e+03
1.4737e-01,-8.0445e-01,-1.8305e+00,5.3429e-01,-9.4909e-01,2.7382e+00,1.0329e+00,2.5030e+01,-1.3812e+03
3.9724e-01,-1.3673e+00,-1.3320e+00,1.2222e-01,3.5826e-01,2.1320e+00,2.8140e+00,2.5058e+01,-1.6110e+03
6.0967e-02,-7.5886e-01,-6.8636e-01,-2.6618e-01,1.5716e+00,2.7068e+00,1.4567e+00,2.5120e+01,-1.5591e+03
