logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-1.6283e-01,-1.2761e+00,-4.3697e-01,6.4108e-01,2.7747e+00,3.3084e+00,4.5682e+00,-9.7681e+01
-1.9327e-01,-1.1992e+00,4.4285e-01,1.3877e+00,2.6026e+00,3.0955e+00,4.5915e+00,-9.1389e+01
-1.5030e-01,-1.1712e+00,1.2523e-01,1.5340e+00,2.8155e+00,3.7101e+00,4.5138e+00,-9.5538e+01
-2.0343e-01,-1.0617e+00,-6.2886e-01,2.2205e+00,2.4807e+00,2.6344e+00,4.5968e+00,-9.1981e+01
-1.2089e-01,-1.3527e+00,-1.0921e+00,-6.4385e-01,3.0625e+00,3.0168e+00,4.5651e+00,-9.6312e+01
-1.7996e-01,-1.2347e+00,-2.7348e-01,1.2531e+00,2.8357e+00,3.3606e+00,4.5518e+00,-9.8462e+01
-1.2592e-01,-1.3721e+00,-1.0906e+00,7.2536e-01,2.9571e+00,2.3053e+00,4.5916e+00,-9.9591e+01
-2.6025e-01,-1.1550e+00,3.2684e-01,1.2363e+00,2.4632e+00,2.2989e+00,4.6033e+00,-9.6704e+01
-1.3108e-01,-1.3390e+00,-2.9128e-01,1.2138e+00,2.9582e+00,1.8390e+00,4.5942e+00,-9.6235e+01
-1.4245e-01,-1.3349e+00,-1.8758e-01,1.9621e-01,2.9034e+00,2.9418e+00,4.5805e+00,-9.6819e+01
-1.4452e-01,-1.0505e+00,6.5964e-02,1.9624e+00,2.9516e+00,4.0052e+00,4.3800e+00,-8.5263e+01
-1.9846e-01,-1.2478e+00,-1.4550e-01,6.9204e-01,2.7720e+00,2.7227e+00,4.5867e+00,-9.8836e+01
-1.3997e-01,-1.3339e+00,-1.3587e+00,1.6269e+00,2.9551e+00,2.0473e+00,4.5868e+00,-9.1799e+01
-2.7231e-01,-1.1078e+00,-3.5183e-01,1.8276e+00,2.3413e+00,2.7801e+00,4.6032e+00,-9.4760e+01
-1.1459e-01,-1.1088e+00,-1.3377e+00,2.3280e+00,3.0538e+00,3.6143e+00,4.5079e+00,-9.2962e+01
-1.7638e-01,-1.2397e+00,3.3589e-01,1.3389e+00,2.7376e+00,3.2006e+00,4.5773e+00,-8.8950e+01
-2.1796e-01,-1.1631e+00,-7.5280e-01,9.2639e-01,2.4530e+00,1.8867e+00,4.6069e+00,-9.2505e+01
-1.4220e-01,-1.3222e+00,-2.2085e-01,1.0237e+00,2.8830e+00,3.0431e+00,4.5796e+00,-9.5986e+01
-1.6206e-01,-1.2941e+00,2.0684e-01,3.7416e-01,2.8285e+00,3.0061e+00,4.5821e+00,-8.9986e+01
-2.2457e-01,-1.1418e+00,2.1733e-01,1.4245e+00,2.4057e+00,2.3951e+00,4.6068e+00,-8.8565e+01
-1.4260e-01,-1.2768e+00,-8.1722e-02,1.8328e+00,2.8868e+00,1.8012e+00,4.5972e+00,-8.5897e+01
-2.2762e-01,-1.1543e+00,-1.6612e+00,1.3657e+00,2.4047e+00,1.8816e+00,4.6094e+00,-9.4799e+01
-1.3655e-01,-1.2594e+00,-1.4579e+00,1.3397e+00,2.9751e+00,3.5036e+00,4.5329e+00,-9.7503e+01
-1.3668e-01,-1.2321e+00,-2.1377e-01,1.0572e+00,2.9403e+00,3.5984e+00,4.5255e+00,-9.7679e+01
-2.9857e-01,-1.1551e+00,9.0276e-02,-3.6627e-01,2.4815e+00,3.0687e+00,4.5858e+00,-9.3381e+01
-1.6165e-01,-1.2839e+00,-6.7372e-01,3.1659e-02,2.8600e+00,3.3383e+00,4.5566e+00,-9.3938e+01
-1.6934e-01,-1.2581e+00,4.8588e-02,1.6821e+00,2.7749e+00,2.7205e+00,4.5920e+00,-8.7517e+01
-2.5315e-01,-1.0620e+00,-1.6242e+00,2.1498e+00,2.2985e+00,2.8884e+00,4.6019e+00,-8.4658e+01
-9.7407e-02,-1.2000e+00,3.1649e-01,1.4148e+00,3.0418e+00,3.7879e+00,4.4814e+00,-9.8534e+01
-1.4617e-01,-1.2301e+00,-1.3483e-01,2.0130e+00,2.8713e+00,2.4051e+00,4.5950e+00,-8.5650e+01
-1.7278e-01,-1.3094e+00,-1.9454e-01,-4.2887e-01,2.7518e+00,2.2357e+00,4.5995e+00,-9.6901e+01
-2.2121e-01,-1.0286e+00,-1.4062e-01,2.1413e+00,2.3169e+00,3.3957e+00,4.5741e+00,-8.8763e+01
-2.4146e-01,-1.1496e+00,2.7357e-01,1.4802e+00,2.4028e+00,2.1650e+00,4.6060e+00,-9.9913e+01
-1.5392e-01,-1.3080e+00,3.4929e-01,9.7198e-01,2.8976e+00,2.6795e+00,4.5858e+00,-8.6925e+01
-1.2127e-01,-1.0726e+00,-1.5050e+00,2.3207e+00,2.8991e+00,3.7830e+00,4.4940e+00,-9.8517e+01
-1.7159e-01,-1.3066e+00,-1.3197e-01,5.5266e-01,2.7231e+00,2.6302e+00,4.5983e+00,-9.7999e+01
-1.7482e-01,-1.1423e+00,-2.0349e-01,2.2393e+00,2.7332e+00,1.8025e+00,4.6045e+00,-8.2416e+01
-1.6265e-01,-1.3028e+00,3.4545e-01,6.0190e-02,2.8189e+00,2.6698e+00,4.5926e+00,-9.0954e+01
-2.4224e-01,-1.0936e+00,-5.8442e-01,1.7779e+00,2.5416e+00,3.2738e+00,4.5715e+00,-9.8575e+01
-1.1431e-01,-1.3588e+00,2.2905e-01,9.1009e-01,3.0146e+00,2.6370e+00,4.5851e+00,-8.8988e+01
-1.3199e-01,-1.1093e+00,-5.1719e-02,2.2677e+00,2.9454e+00,3.5733e+00,4.5294e+00,-6.8348e+01
-1.6866e-01,-1.2194e+00,-5.0172e-02,1.8863e+00,2.8165e+00,2.0519e+00,4.5991e+00,-9.1560e+01
-1.8250e-01,-1.2709e+00,1.9975e-01,1.2093e+00,2.7676e+00,1.8767e+00,4.5977e+00,-9.9385e+01
-2.0397e-01,-1.0577e+00,-4.8434e-01,2.1872e+00,2.3039e+00,2.0590e+00,4.6130e+00,-8.3300e+01
-2.2279e-01,-1.0756e+00,-8.9850e-01,2.1250e+00,2.3960e+00,2.4299e+00,4.6071e+00,-9.5536e+01
-2.7370e-01,-1.0776e+00,7.0251e-02,2.1716e+00,2.4258e+00,1.8303e+00,4.6056e+00,-9.2338e+01
-1.4448e-01,-1.1631e+00,2.2284e-01,1.9271e+00,2.8298e+00,3.6109e+00,4.5339e+00,-9.0561e+01
-2.4278e-01,-1.1573e+00,-1.2706e+00,8.3843e-01,2.4712e+00,2.8111e+00,4.5962e+00,-9.9928e+01
-1.7845e-01,-1.2231e+00,-9.9213e-01,1.4310e+00,2.7304e+00,3.3442e+00,4.5659e+00,-9.3473e+01
-2.5802e-01,-1.1229e+00,-1.2316e+00,1.8564e+00,2.4829e+00,2.2568e+00,4.6021e+00,-9.1715e+01
-2.7658e-01,-1.1656e+00,-3.2337e-01,1.3630e+00,2.4770e+00,1.7921e+00,4.6044e+00,-9.9398e+01
-1.2837e-01,-1.1523e+00,-1.4911e+00,2.3182e+00,3.0069e+00,3.2750e+00,4.5519e+00,-9.9516e+01
-2.4186e-01,-1.1593e+00,-1.4433e+00,6.5399e-01,2.4035e+00,2.9194e+00,4.5960e+00,-9.6894e+01
-1.2321e-01,-1.0922e+00,5.1530e-01,2.2187e+00,2.9572e+00,3.6934e+00,4.5098e+00,-8.6033e+01
-1.4718e-01,-1.1857e+00,-3.0354e-01,1.7650e+00,2.8199e+00,3.5928e+00,4.5375e+00,-9.3304e+01
-1.3631e-01,-1.3685e+00,5.2049e-01,3.9154e-01,2.8813e+00,2.2623e+00,4.5954e+00,-9.7144e+01
-1.7126e-01,-1.1795e+00,-7.7255e-01,1.4427e+00,2.8654e+00,3.6423e+00,4.5138e+00,-9.8990e+01
-2.7334e-01,-1.1613e+00,-6.2131e-01,2.8017e-01,2.3502e+00,2.2875e+00,4.6104e+00,-9.7896e+01
-1.4167e-01,-1.3558e+00,2.0096e-01,-5.6854e-02,2.9023e+00,2.5553e+00,4.5893e+00,-8.9199e+01
-1.5071e-01,-1.3190e+00,4.1819e-01,1.1223e+00,2.8444e+00,2.1353e+00,4.5981e+00,-8.0633e+01
-1.5771e-01,-1.3542e+00,-1.0363e+00,-3.4543e-01,2.8860e+00,2.4223e+00,4.5873e+00,-9.9092e+01
-1.3776e-01,-1.2879e+00,-6.3990e-01,4.4716e-01,2.9123e+00,3.3483e+00,4.5610e+00,-9.3273e+01
-1.4447e-01,-1.3100e+00,4.8886e-01,1.2313e+00,2.8651e+00,2.6681e+00,4.5932e+00,-9.1771e+01
-1.9791e-01,-1.0554e+00,-9.6907e-01,2.2477e+00,2.5861e+00,3.6424e+00,4.5317e+00,-9.2087e+01
-3.0686e-01,-1.0494e+00,-1.5221e+00,1.8771e+00,2.3648e+00,2.6194e+00,4.6027e+00,-9.6220e+01
-1.2730e-01,-1.3566e+00,-1.6353e+00,4.4525e-01,2.9955e+00,2.9237e+00,4.5752e+00,-9.6374e+01
-2.3488e-01,-1.1734e+00,-1.2615e+00,-5.5232e-01,2.4075e+00,2.0746e+00,4.6087e+00,-9.9341e+01
-1.6356e-01,-1.3094e+00,3.3197e-01,5.4490e-01,2.8868e+00,2.3498e+00,4.5881e+00,-9.4295e+01
-1.7477e-01,-1.1195e+00,-5.7525e-01,2.2422e+00,2.7041e+00,3.1193e+00,4.5867e+00,-9.3019e+01
-2.7702e-01,-1.0475e+00,-6.4377e-01,2.2457e+00,2.2634e+00,1.8314e+00,4.6149e+00,-9.7543e+01
-1.0716e-01,-1.3441e+00,-4.6417e-01,1.4205e+00,3.0441e+00,2.9294e+00,4.5765e+00,-9.9739e+01
-1.7947e-01,-1.2035e+00,-1.8605e-02,2.0070e+00,2.7779e+00,2.3696e+00,4.5934e+00,-7.7745e+01
-1.0917e-01,-1.3163e+00,5.6417e-01,1.4378e+00,3.0004e+00,3.0939e+00,4.5746e+00,-9.5254e+01
-1.3541e-01,-1.3290e+00,-9.7200e-01,8.3767e-01,3.0019e+00,3.2539e+00,4.5521e+00,-9.8396e+01
-2.8567e-01,-1.1348e+00,-1.2241e+00,1.6288e+00,2.4604e+00,2.2256e+00,4.6050e+00,-9.5494e+01
-2.0754e-01,-1.1491e+00,1.8377e-01,6.4203e-01,2.4847e+00,2.9564e+00,4.5912e+00,-9.6648e+01
-1.5152e-01,-1.1599e+00,-4.4960e-01,2.2288e+00,2.8228e+00,3.1758e+00,4.5753e+00,-7.6446e+01
-2.8586e-01,-1.1690e+00,-1.3192e+00,7.1218e-01,2.4235e+00,2.2312e+00,4.6056e+00,-9.7944e+01
-1.1536e-01,-1.3974e+00,-4.0608e-01,-5.4906e-02,2.9819e+00,2.3386e+00,4.5915e+00,-9.5484e+01
-1.7540e-01,-1.0312e+00,-1.4991e+00,2.3170e+00,2.8125e+00,3.7531e+00,4.4943e+00,-7.0380e+01
-1.7082e-01,-1.2403e+00,4.6094e-01,1.7763e+00,2.7478e+00,2.7918e+00,4.5925e+00,-8.3300e+01
-1.2996e-01,-1.1048e+00,-5.7584e-01,1.9247e+00,2.9765e+00,3.8932e+00,4.4404e+00,-9.0773e+01
-1.5488e-01,-1.1857e+00,4.5211e-01,1.5880e+00,2.9088e+00,3.6381e+00,4.5128e+00,-9.0975e+01
-1.6914e-01,-1.3188e+00,-1.2698e+00,-2.8551e-01,2.7752e+00,2.8870e+00,4.5876e+00,-1.0002e+02
-1.5400e-01,-1.0678e+00,5.9736e-03,1.8784e+00,2.7454e+00,3.9772e+00,4.4255e+00,-9.8687e+01
-1.1175e-01,-1.2669e+00,-7.2153e-01,2.1002e+00,3.0440e+00,2.0550e+00,4.5854e+00,-9.6973e+01
-2.3510e-01,-1.1065e+00,-1.1747e+00,2.9475e-01,2.4958e+00,3.5105e+00,4.5513e+00,-9.8048e+01
-1.4309e-01,-1.2054e+00,-1.8390e-01,2.0863e+00,2.9282e+00,2.3934e+00,4.5911e+00,-9.7962e+01
-2.4054e-01,-1.0519e+00,-5.5415e-01,2.1735e+00,2.2687e+00,2.8938e+00,4.6033e+00,-8.5054e+01
-1.2238e-01,-1.3753e+00,3.8243e-01,1.7161e-01,2.9394e+00,2.6219e+00,4.5907e+00,-8.7979e+01
-1.4923e-01,-1.3631e+00,2.0098e-01,1.5816e-01,2.8973e+00,2.4857e+00,4.5876e+00,-9.7363e+01
-1.4127e-01,-1.3198e+00,3.8463e-01,6.1811e-01,2.9526e+00,2.7957e+00,4.5808e+00,-9.0155e+01
-2.8375e-01,-1.1168e+00,-4.7275e-01,1.8509e+00,2.4753e+00,2.6105e+00,4.5996e+00,-8.8042e+01
-2.9098e-01,-1.0316e+00,2.0143e-01,2.3041e+00,2.4749e+00,2.2971e+00,4.6031e+00,-8.2129e+01
-1.4883e-01,-1.2517e+00,-1.9115e-01,1.6777e+00,2.9595e+00,3.2939e+00,4.5517e+00,-9.5492e+01
-1.4990e-01,-1.2353e+00,-4.8230e-01,2.0951e+00,2.9477e+00,2.4033e+00,4.5819e+00,-9.6665e+01
-1.8367e-01,-1.2420e+00,-5.8497e-01,1.3430e+00,2.8053e+00,3.2860e+00,4.5604e+00,-9.7249e+01
-1.5980e-01,-1.1300e+00,-1.3299e+00,2.2376e+00,2.7009e+00,3.2735e+00,4.5801e+00,-8.8277e+01
-1.5159e-01,-1.1840e+00,4.7535e-01,1.0353e+00,2.8265e+00,3.7465e+00,4.5018e+00,-9.1664e+01
-1.3144e-01,-1.3880e+00,-4.7361e-01,8.7311e-01,2.9204e+00,2.1808e+00,4.5930e+00,-9.9448e+01
-1.8274e-01,-1.1118e+00,-6.8982e-01,2.1809e+00,2.7865e+00,3.2805e+00,4.5671e+00,-8.6425e+01
-2.0334e-01,-1.1518e+00,3.9125e-01,5.1095e-02,2.3999e+00,2.8121e+00,4.6000e+00,-9.4524e+01
-1.9833e-01,-1.1261e+00,-9.3855e-01,2.1752e+00,2.7465e+00,2.5524e+00,4.5922e+00,-8.8913e+01
-1.3179e-01,-1.2766e+00,-1.2701e+00,1.0811e+00,2.9507e+00,3.4868e+00,4.5397e+00,-9.7451e+01
-1.8456e-01,-1.2716e+00,-3.0888e-01,1.2768e+00,2.6857e+00,1.7819e+00,4.6051e+00,-9.8586e+01
-2.5721e-01,-1.1569e+00,4.0952e-01,4.3776e-01,2.4179e+00,2.0739e+00,4.6080e+00,-9.8098e+01
-2.7115e-01,-1.1038e+00,-9.8803e-01,1.9327e+00,2.3410e+00,1.7531e+00,4.6128e+00,-9.2382e+01
-1.2905e-01,-1.2771e+00,2.4856e-01,1.8774e+00,2.8674e+00,2.5569e+00,4.5990e+00,-9.4839e+01
-2.2517e-01,-1.1646e+00,-5.7052e-01,-2.4118e-01,2.4732e+00,2.2919e+00,4.6041e+00,-9.4118e+01
-1.9082e-01,-1.1911e+00,-4.0839e-02,5.8890e-01,2.6219e+00,3.5150e+00,4.5545e+00,-9.7772e+01
-1.9379e-01,-1.1750e+00,-1.0763e+00,1.9111e+00,2.5923e+00,2.8847e+00,4.5989e+00,-9.8950e+01
-2.3487e-01,-1.1736e+00,-8.4220e-01,3.8891e-01,2.4201e+00,1.9849e+00,4.6078e+00,-9.7069e+01
-1.1991e-01,-1.3857e+00,3.1302e-01,-3.2682e-01,2.9989e+00,2.4621e+00,4.5862e+00,-8.6437e+01
-1.1924e-01,-1.3493e+00,4.3293e-01,1.3511e+00,2.9818e+00,1.7468e+00,4.5936e+00,-8.9679e+01
-2.2789e-01,-1.1061e+00,1.3976e-01,1.8246e+00,2.4878e+00,3.0368e+00,4.5869e+00,-9.8685e+01
-1.5623e-01,-1.2751e+00,-9.7579e-01,1.5718e+00,2.8323e+00,3.1856e+00,4.5727e+00,-9.8372e+01
-1.2222e-01,-1.3003e+00,2.2888e-01,6.7405e-01,2.9589e+00,3.2600e+00,4.5683e+00,-9.7740e+01
-2.9883e-01,-1.0867e+00,-1.4065e-01,2.0244e+00,2.3435e+00,2.0331e+00,4.6110e+00,-9.9441e+01
-2.8284e-01,-1.0486e+00,-6.7543e-01,2.1807e+00,2.2592e+00,2.7683e+00,4.6076e+00,-9.4142e+01
-9.2201e-02,-1.1541e+00,2.6810e-01,2.1825e+00,3.0417e+00,3.5509e+00,4.5363e+00,-9.2898e+01
-1.5681e-01,-1.2961e+00,2.6792e-01,1.3919e+00,2.8575e+00,1.9259e+00,4.5975e+00,-9.2740e+01
