logfeh,logdust_med,logNpix,tau,dmod,logl
4.6703e-02,-1.6949e+00,3.7761e+00,6.9977e+00,2.9480e+01,-6.3390e+02
1.5452e-02,-1.5907e+00,3.7765e+00,7.0534e+00,2.9482e+01,-6.4209e+02
-2.4116e-02,-1.7330e+00,3.8140e+00,6.9508e+00,2.9572e+01,-6.3922e+02
4.2907e-03,-1.8378e+00,3.7669e+00,6.8224e+00,2.9445e+01,-6.3909e+02
2.8648e-02,-1.7600e+00,3.7781e+00,6.9749e+00,2.9486e+01,-6.3292e+02
-1.0871e-02,-1.4573e+00,3.7582e+00,7.2392e+00,2.9433e+01,-6.3750e+02
3.7944e-02,-1.7185e+00,3.8134e+00,6.9539e+00,2.9574e+01,-6.3646e+02
3.0823e-02,-1.9657e+00,3.7653e+00,6.7313e+00,2.9444e+01,-6.4104e+02
-4.9334e-01,-5.0379e-01,3.8991e+00,9.0014e+00,2.9911e+01,-6.2421e+02
1.0497e-02,-1.6650e+00,3.7907e+00,6.9593e+00,2.9516e+01,-6.3860e+02
1.5075e-02,-1.9188e+00,3.7622e+00,6.8560e+00,2.9436e+01,-6.3646e+02
-6.7273e-03,-1.8517e+00,3.7707e+00,6.7515e+00,2.9454e+01,-6.4231e+02
-3.1935e-02,-1.8514e+00,3.7717e+00,6.8407e+00,2.9461e+01,-6.3630e+02
-3.5225e-02,-1.7624e+00,3.7779e+00,6.9226e+00,2.9484e+01,-6.4040e+02
-2.0951e-02,-1.9392e+00,3.8115e+00,6.8253e+00,2.9569e+01,-6.4089e+02
3.5397e-02,-1.6773e+00,3.7770e+00,7.0129e+00,2.9484e+01,-6.4021e+02
3.6461e-02,-1.9210e+00,3.7682e+00,6.7910e+00,2.9450e+01,-6.3033e+02
4.2064e-02,-1.8926e+00,3.7880e+00,6.7876e+00,2.9505e+01,-6.3997e+02
2.8459e-02,-1.5982e+00,3.7770e+00,7.0680e+00,2.9478e+01,-6.3468e+02
2.8243e-02,-1.9975e+00,3.7616e+00,6.8514e+00,2.9440e+01,-6.3716e+02
-4.2083e-02,-1.7842e+00,3.7796e+00,6.9254e+00,2.9487e+01,-6.3971e+02
-7.0607e-02,-9.8332e-01,3.8764e+00,9.0409e+00,2.9844e+01,-6.3824e+02
1.9945e-02,-1.8570e+00,3.7780e+00,6.9649e+00,2.9488e+01,-6.3060e+02
-3.8629e-02,-1.6139e+00,3.7762e+00,7.0351e+00,2.9481e+01,-6.3413e+02
2.1091e-02,-1.8607e+00,3.8150e+00,6.9036e+00,2.9580e+01,-6.3078e+02
