logfeh,logdust,logNpix,tau,dmod,logl
-1.6917e-01,-1.3440e+00,4.4568e+00,1.0268e+00,3.0922e+01,-3.7813e+01
-1.3426e-01,-1.4100e+00,4.4512e+00,7.7390e-01,3.0890e+01,-3.7997e+01
-2.8850e-01,-1.1828e+00,4.5098e+00,8.7552e-01,3.1079e+01,-3.7513e+01
-1.8860e-01,-1.2956e+00,4.4695e+00,6.6783e-01,3.0956e+01,-3.7845e+01
-1.8455e-01,-1.2528e+00,4.4756e+00,1.9692e+00,3.0990e+01,-3.6724e+01
-1.6064e-01,-1.3398e+00,4.4580e+00,1.4376e+00,3.0924e+01,-3.5128e+01
-1.6752e-01,-1.2823e+00,4.4568e+00,1.9510e+00,3.0938e+01,-3.7413e+01
-1.8470e-01,-1.2503e+00,4.4744e+00,2.0136e+00,3.0990e+01,-3.6021e+01
-9.1958e-02,-1.5449e+00,4.4308e+00,5.5940e-01,3.0826e+01,-3.7817e+01
-1.0844e-01,-1.4081e+00,4.4354e+00,2.0139e+00,3.0865e+01,-3.7647e+01
-1.3069e-01,-1.3866e+00,4.4395e+00,1.8173e+00,3.0878e+01,-3.7478e+01
-1.9843e-01,-1.2693e+00,4.4722e+00,2.9086e-01,3.0965e+01,-3.7615e+01
-7.8736e-02,-1.5632e+00,4.4265e+00,1.5387e+00,3.0818e+01,-3.7980e+01
-1.6805e-01,-1.3378e+00,4.4557e+00,5.5901e-01,3.0915e+01,-3.7685e+01
-1.9169e-01,-1.2853e+00,4.4710e+00,1.0503e+00,3.0962e+01,-3.7086e+01
-1.8557e-01,-1.3046e+00,4.4656e+00,1.0653e+00,3.0948e+01,-3.7818e+01
-1.9620e-01,-1.2783e+00,4.4698e+00,2.7584e-01,3.0959e+01,-3.6313e+01
-1.7020e-01,-1.2936e+00,4.4609e+00,1.8401e+00,3.0943e+01,-3.6139e+01
-1.5025e-01,-1.3212e+00,4.4600e+00,1.9564e+00,3.0939e+01,-3.7349e+01
-1.3925e-01,-1.4020e+00,4.4507e+00,7.6965e-01,3.0892e+01,-3.7705e+01
-1.1589e-01,-1.4224e+00,4.4464e+00,1.7918e+00,3.0889e+01,-3.6856e+01
-1.7382e-01,-1.3221e+00,4.4529e+00,1.0659e+00,3.0911e+01,-3.7155e+01
-1.8472e-01,-1.2555e+00,4.4652e+00,1.9001e+00,3.0960e+01,-3.6833e+01
-1.4189e-01,-1.3336e+00,4.4409e+00,1.9987e+00,3.0889e+01,-3.7020e+01
-1.4684e-01,-1.3879e+00,4.4458e+00,4.1060e-01,3.0882e+01,-3.7184e+01
-1.2616e-01,-1.3731e+00,4.4429e+00,1.9719e+00,3.0889e+01,-3.7367e+01
-1.4894e-01,-1.3850e+00,4.4560e+00,3.9281e-01,3.0909e+01,-3.6843e+01
-1.7514e-01,-1.3221e+00,4.4580e+00,6.8152e-01,3.0922e+01,-3.5010e+01
-1.6242e-01,-1.2695e+00,4.4587e+00,2.1947e+00,3.0950e+01,-3.7578e+01
-1.3172e-01,-1.4241e+00,4.4546e+00,2.9414e-01,3.0899e+01,-3.7981e+01
-1.6055e-01,-1.3344e+00,4.4468e+00,1.5152e+00,3.0896e+01,-3.7426e+01
-2.2056e-01,-1.1770e+00,4.5027e+00,8.1937e-01,3.1060e+01,-3.7119e+01
-1.5581e-01,-1.3639e+00,4.4570e+00,1.6598e-01,3.0913e+01,-3.7362e+01
-1.9095e-01,-1.2775e+00,4.4792e+00,1.4261e+00,3.0987e+01,-3.7445e+01
-1.9479e-01,-1.2840e+00,4.4800e+00,4.9395e-01,3.0986e+01,-3.4907e+01
-1.6287e-01,-1.3244e+00,4.4491e+00,1.7079e+00,3.0910e+01,-3.7934e+01
-1.5722e-01,-1.3618e+00,4.4673e+00,1.0962e+00,3.0942e+01,-3.6983e+01
-1.4285e-01,-1.3990e+00,4.4452e+00,7.1462e-01,3.0879e+01,-3.7577e+01
-1.0798e-01,-1.4761e+00,4.4319e+00,1.5710e+00,3.0845e+01,-3.6535e+01
-1.6537e-01,-1.3385e+00,4.4604e+00,4.7718e-01,3.0923e+01,-3.7521e+01
-1.4212e-01,-1.4105e+00,4.4466e+00,9.2118e-01,3.0886e+01,-3.7827e+01
-1.7410e-01,-1.3238e+00,4.4683e+00,2.9561e-01,3.0948e+01,-3.7451e+01
-1.4648e-01,-1.3409e+00,4.4452e+00,1.7828e+00,3.0893e+01,-3.7429e+01
-1.4260e-01,-1.4053e+00,4.4549e+00,6.9084e-01,3.0905e+01,-3.7994e+01
-1.4477e-01,-1.3950e+00,4.4462e+00,5.5741e-01,3.0883e+01,-3.7478e+01
-1.7510e-01,-1.3115e+00,4.4623e+00,1.4916e+00,3.0942e+01,-3.7868e+01
-1.6941e-01,-1.3129e+00,4.4616e+00,1.6403e+00,3.0941e+01,-3.7889e+01
-1.9541e-01,-1.2763e+00,4.4757e+00,9.6926e-01,3.0975e+01,-3.6874e+01
-1.6220e-01,-1.2997e+00,4.4574e+00,1.9059e+00,3.0934e+01,-3.7994e+01
-1.9140e-01,-1.2420e+00,4.4756e+00,1.9009e+00,3.0990e+01,-3.7616e+01
-1.2460e-01,-1.3919e+00,4.4424e+00,1.7929e+00,3.0879e+01,-3.6808e+01
-1.6290e-01,-1.3558e+00,4.4555e+00,7.7862e-01,3.0914e+01,-3.7593e+01
-1.9047e-01,-1.2202e+00,4.4766e+00,2.1593e+00,3.1002e+01,-3.7762e+01
-1.7719e-01,-1.3207e+00,4.4667e+00,7.4207e-01,3.0945e+01,-3.6786e+01
-1.4003e-01,-1.4062e+00,4.4470e+00,1.1628e+00,3.0886e+01,-3.7218e+01
-1.6439e-01,-1.2630e+00,4.4564e+00,2.2148e+00,3.0946e+01,-3.7196e+01
-1.5601e-01,-1.3707e+00,4.4587e+00,2.3128e-01,3.0919e+01,-3.7690e+01
-1.3579e-01,-1.3995e+00,4.4546e+00,3.1890e-01,3.0898e+01,-3.7821e+01
-1.6535e-01,-1.3080e+00,4.4671e+00,1.6812e+00,3.0952e+01,-3.6545e+01
-1.4313e-01,-1.3882e+00,4.4524e+00,1.1734e+00,3.0899e+01,-3.5770e+01
-1.7354e-01,-1.2904e+00,4.4701e+00,1.8553e+00,3.0970e+01,-3.7675e+01
-1.8410e-01,-1.2465e+00,4.4726e+00,2.0640e+00,3.0987e+01,-3.7657e+01
-1.6122e-01,-1.3471e+00,4.4527e+00,2.8795e-01,3.0904e+01,-3.6769e+01
-1.3190e-01,-1.4293e+00,4.4387e+00,9.4122e-01,3.0862e+01,-3.7990e+01
-1.5052e-01,-1.3740e+00,4.4506e+00,7.8703e-01,3.0896e+01,-3.6773e+01
-1.9257e-01,-1.2848e+00,4.4778e+00,3.5865e-01,3.0978e+01,-3.7404e+01
-1.8153e-01,-1.2558e+00,4.4709e+00,1.9380e+00,3.0975e+01,-3.7907e+01
-9.3716e-02,-1.5405e+00,4.4271e+00,1.0366e-01,3.0818e+01,-3.6859e+01
-1.9426e-01,-1.2785e+00,4.4720e+00,9.4666e-01,3.0963e+01,-3.7711e+01
-1.5969e-01,-1.3075e+00,4.4540e+00,1.9603e+00,3.0929e+01,-3.7508e+01
-1.6178e-01,-1.3296e+00,4.4598e+00,1.7092e+00,3.0938e+01,-3.6635e+01
-1.8253e-01,-1.2747e+00,4.4723e+00,1.6769e+00,3.0970e+01,-3.7731e+01
-1.7420e-01,-1.2486e+00,4.4786e+00,2.2181e+00,3.1007e+01,-3.7110e+01
-1.9108e-01,-1.2844e+00,4.4794e+00,8.3999e-01,3.0982e+01,-3.7409e+01
-1.5385e-01,-1.3703e+00,4.4528e+00,2.2033e-01,3.0902e+01,-3.7483e+01
-9.3892e-02,-1.4343e+00,4.4332e+00,2.0776e+00,3.0856e+01,-3.7658e+01
-1.1495e-01,-1.3997e+00,4.4395e+00,1.9787e+00,3.0878e+01,-3.7578e+01
-1.6589e-01,-1.3330e+00,4.4548e+00,6.0925e-01,3.0909e+01,-3.7791e+01
-1.9103e-01,-1.2805e+00,4.4681e+00,2.3282e-01,3.0951e+01,-3.7687e+01
-1.7317e-01,-1.2771e+00,4.4702e+00,1.9901e+00,3.0974e+01,-3.7972e+01
-1.0109e-01,-1.5106e+00,4.4287e+00,5.6328e-01,3.0824e+01,-3.5284e+01
-1.6240e-01,-1.3537e+00,4.4501e+00,3.0996e-01,3.0899e+01,-3.6934e+01
-1.8856e-01,-1.2956e+00,4.4682e+00,8.3284e-01,3.0955e+01,-3.5260e+01
-1.2396e-01,-1.4467e+00,4.4541e+00,9.4268e-01,3.0896e+01,-3.7365e+01
-1.7783e-01,-1.3191e+00,4.4541e+00,1.0299e+00,3.0917e+01,-3.7147e+01
-1.5629e-01,-1.3713e+00,4.4549e+00,6.4468e-01,3.0911e+01,-3.7154e+01
-1.4121e-01,-1.4051e+00,4.4464e+00,9.1776e-01,3.0884e+01,-3.7564e+01
-1.7055e-01,-1.3330e+00,4.4585e+00,1.1247e+00,3.0924e+01,-3.6714e+01
-1.7499e-01,-1.3306e+00,4.4626e+00,1.1185e+00,3.0937e+01,-3.7508e+01
-1.8562e-01,-1.3087e+00,4.4685e+00,8.8128e-01,3.0955e+01,-3.7846e+01
-1.2662e-01,-1.3141e+00,4.4609e+00,2.3393e+00,3.0950e+01,-3.6919e+01
-1.6994e-01,-1.2784e+00,4.4717e+00,2.0174e+00,3.0980e+01,-3.7967e+01
-1.2202e-01,-1.3526e+00,4.4481e+00,2.1760e+00,3.0909e+01,-3.7496e+01
-1.7499e-01,-1.3259e+00,4.4608e+00,1.5014e-01,3.0930e+01,-3.7208e+01
-1.3247e-01,-1.4204e+00,4.4400e+00,3.8195e-01,3.0862e+01,-3.6622e+01
-1.7675e-01,-1.3309e+00,4.4680e+00,9.4349e-01,3.0953e+01,-3.7017e+01
-1.1984e-01,-1.4269e+00,4.4425e+00,1.6277e+00,3.0875e+01,-3.7774e+01
-1.6832e-01,-1.3346e+00,4.4657e+00,7.9069e-01,3.0939e+01,-3.7523e+01
-1.2758e-01,-1.4068e+00,4.4387e+00,1.6051e+00,3.0867e+01,-3.3693e+01
-1.5298e-01,-1.3504e+00,4.4581e+00,1.5416e+00,3.0923e+01,-3.6133e+01
-1.4135e-01,-1.4128e+00,4.4435e+00,1.3818e-01,3.0877e+01,-3.7864e+01
-1.5537e-01,-1.3689e+00,4.4542e+00,1.6722e-01,3.0907e+01,-3.6881e+01
-1.6482e-01,-1.2781e+00,4.4668e+00,2.0680e+00,3.0966e+01,-3.6039e+01
-1.5085e-01,-1.3570e+00,4.4607e+00,1.5630e+00,3.0931e+01,-3.7347e+01
