niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4588e+05,-1.4589e+05,-1.9980e-03,-1.4589e+05,1.1750e-01,6.9098e+00,inf,3.0352e-01,-9.3266e-01,-1.5484e+00,5.9460e+00,9.5868e+00,3.0239e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4465e+05,-1.4465e+05,-3.9960e-03,-1.4465e+05,1.1751e-01,6.9118e+00,1.4167e+05,6.1049e-01,-8.7734e-01,-1.5618e+00,5.8425e+00,9.5291e+00,3.0622e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4465e+05,-1.4465e+05,-5.9940e-03,-1.4465e+05,1.1303e-01,6.3943e+00,1.4044e+05,9.2625e-01,-9.8831e-01,-1.0994e+00,5.9317e+00,9.8898e+00,3.0170e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4447e+05,-1.4447e+05,-7.9920e-03,-1.4447e+05,1.1755e-01,6.9157e+00,1.4044e+05,1.2310e+00,-9.9049e-01,-1.1037e+00,5.9927e+00,1.0064e+01,3.0060e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4444e+05,-1.4445e+05,-9.9900e-03,-1.4445e+05,1.1757e-01,6.9177e+00,1.4026e+05,1.5403e+00,-8.0592e-01,-1.6390e+00,5.8652e+00,9.5911e+00,3.0546e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4433e+05,-1.4433e+05,-1.1988e-02,-1.4433e+05,1.1758e-01,6.9197e+00,1.4023e+05,1.8541e+00,-4.8799e-01,-1.9943e+00,5.8620e+00,9.9237e+00,3.0013e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4430e+05,-1.4431e+05,-1.3986e-02,-1.4431e+05,1.1760e-01,6.9217e+00,1.4012e+05,2.1511e+00,1.9604e-02,-1.0264e+00,5.7618e+00,9.5693e+00,3.0237e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4424e+05,-1.4424e+05,-1.5984e-02,-1.4424e+05,1.1762e-01,6.9237e+00,1.4009e+05,2.4437e+00,-2.8787e-01,-1.1107e+00,5.7544e+00,9.6067e+00,3.0238e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4422e+05,-1.4423e+05,-1.7982e-02,-1.4423e+05,1.1763e-01,6.9257e+00,1.4003e+05,2.7430e+00,5.7580e-02,-1.8167e+00,5.7389e+00,9.5726e+00,3.0254e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4412e+05,-1.4413e+05,-1.9980e-02,-1.4413e+05,1.1765e-01,6.9277e+00,1.4001e+05,3.1484e+00,1.5623e-01,-1.4709e+00,5.9136e+00,9.8831e+00,3.0013e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4379e+05,-1.4380e+05,-2.1978e-02,-1.4380e+05,1.1767e-01,6.9297e+00,1.3992e+05,3.4440e+00,1.4448e-01,-1.8223e+00,5.9463e+00,9.9581e+00,3.0284e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4374e+05,-1.4375e+05,-2.3976e-02,-1.4375e+05,1.1768e-01,6.9317e+00,1.3959e+05,3.7357e+00,-3.6035e-01,-1.1564e+00,5.9806e+00,9.9415e+00,3.0571e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4373e+05,-1.4374e+05,-2.5974e-02,-1.4374e+05,1.1758e-01,6.9195e+00,1.3953e+05,4.0247e+00,-9.8252e-01,-1.3910e+00,5.9657e+00,9.6569e+00,3.1174e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4357e+05,-1.4358e+05,-2.7972e-02,-1.4358e+05,1.1772e-01,6.9357e+00,1.3952e+05,4.3120e+00,-3.5046e-01,-1.7922e+00,5.6253e+00,9.6569e+00,3.0277e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4356e+05,-1.4357e+05,-2.9970e-02,-1.4357e+05,1.1755e-01,6.9161e+00,1.3936e+05,4.5993e+00,-9.8898e-01,-1.3803e+00,5.7371e+00,9.6488e+00,3.0644e+01
