logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-1.6308e-01,-1.9998e+00,6.3720e-01,1.6193e+00,2.3260e+00,3.6227e+00,3.1517e+00,-4.0306e+02
-1.6964e-01,-1.9421e+00,7.4211e-01,1.4584e+00,2.3237e+00,3.6422e+00,3.0899e+00,-4.4476e+02
-2.2331e-01,-1.7736e+00,5.9618e-01,1.6517e+00,1.9876e+00,3.5390e+00,3.4599e+00,-4.3880e+02
-2.5778e-01,-1.9125e+00,6.8705e-01,1.6707e+00,9.4596e-01,3.4835e+00,3.6020e+00,-4.4860e+02
-3.2830e-01,-1.5102e+00,6.4940e-01,1.6291e+00,2.0143e+00,3.5389e+00,3.4506e+00,-4.2431e+02
-3.3937e-01,-1.8011e+00,6.8024e-01,1.7678e+00,1.6330e+00,3.2751e+00,3.7274e+00,-4.4076e+02
-3.7385e-01,-1.5925e+00,5.1059e-01,1.7755e+00,2.0813e+00,3.3435e+00,3.6571e+00,-4.2023e+02
-1.9057e-01,-1.9134e+00,6.8172e-01,1.6274e+00,1.9349e+00,3.6610e+00,3.1315e+00,-4.3873e+02
-2.2432e-01,-1.7204e+00,5.8086e-01,1.7379e+00,1.5423e+00,3.5820e+00,3.4082e+00,-4.4159e+02
-2.4043e-01,-1.7458e+00,7.5200e-01,1.3259e+00,1.7508e+00,3.6705e+00,3.0790e+00,-4.4165e+02
-2.9611e-01,-1.7865e+00,2.7977e-01,1.7870e+00,1.7894e+00,3.5352e+00,3.4838e+00,-4.5033e+02
-9.0262e-02,-1.8618e+00,7.1324e-01,1.6881e+00,2.3964e+00,3.7049e+00,2.5167e+00,-4.2949e+02
-2.6708e-01,-1.6615e+00,3.9629e-01,1.7484e+00,2.1068e+00,3.6098e+00,3.1972e+00,-4.4618e+02
-4.4475e-01,-1.6322e+00,7.3491e-01,1.7863e+00,2.1151e+00,2.6307e+00,3.8586e+00,-3.9833e+02
-3.4472e-01,-1.5899e+00,6.6562e-01,1.5340e+00,1.9743e+00,3.5665e+00,3.3795e+00,-4.5053e+02
-2.6649e-01,-1.6452e+00,6.9803e-01,1.4649e+00,1.8107e+00,3.6735e+00,3.0310e+00,-4.3784e+02
-2.5399e-01,-1.8610e+00,6.9021e-01,1.5685e+00,1.9291e+00,3.5220e+00,3.4917e+00,-4.4261e+02
-1.8851e-01,-1.7572e+00,5.1722e-01,1.6473e+00,2.2191e+00,3.6820e+00,2.7080e+00,-4.3632e+02
-4.1575e-01,-1.9012e+00,7.4125e-01,1.7763e+00,1.9391e+00,2.4508e+00,3.8802e+00,-3.8097e+02
-1.8497e-01,-1.8507e+00,7.5796e-01,1.6595e+00,1.9725e+00,3.5642e+00,3.4547e+00,-4.0640e+02
-9.5760e-02,-1.7175e+00,6.4245e-01,1.7730e+00,2.1978e+00,3.7149e+00,2.6980e+00,-4.1602e+02
-2.8133e-01,-1.5648e+00,6.6688e-01,1.6903e+00,1.6913e+00,3.5828e+00,3.4218e+00,-4.4386e+02
-1.3278e-01,-1.8438e+00,6.7151e-01,1.7922e+00,2.0976e+00,3.6140e+00,3.3503e+00,-4.3012e+02
-3.7756e-01,-1.3483e+00,7.3362e-01,1.3983e+00,2.0115e+00,3.6245e+00,3.2543e+00,-4.4606e+02
-2.6000e-01,-1.7188e+00,7.4950e-01,1.4956e+00,2.0364e+00,3.6054e+00,3.2835e+00,-4.2049e+02
