logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-9.9088e-01,-6.3569e-01,7.6541e-01,1.7291e-02,2.2498e+00,3.9794e+00,3.6639e+00,3.0697e+01,-1.1264e+03
-9.9044e-01,-1.5034e+00,-1.2702e-01,5.6655e-01,5.9296e-01,2.2556e+00,4.3227e+00,3.0799e+01,-1.3421e+03
2.2474e-01,-1.4252e+00,-5.8263e-01,8.3854e-01,3.4441e+00,2.4973e+00,2.4801e+00,2.9607e+01,-9.9276e+02
8.9438e-02,-8.1716e-01,6.5156e-01,4.7812e-01,3.3431e+00,2.7779e+00,2.1768e+00,2.9446e+01,-1.0471e+03
2.7857e-01,-1.6166e+00,-4.7277e-01,1.5803e+00,3.1442e+00,2.6818e+00,3.1419e+00,2.9185e+01,-7.4661e+02
-4.9185e-01,-1.7957e+00,3.8785e-01,1.5406e+00,1.9645e+00,3.6754e+00,3.3839e+00,3.0006e+01,-9.8610e+02
-8.6809e-01,-1.9616e+00,1.1044e+00,-3.5660e-01,2.0595e+00,2.4089e+00,4.1153e+00,3.0412e+01,-1.0445e+03
-1.6533e-01,-1.9566e+00,2.0120e+00,2.3285e-01,3.4624e+00,4.2659e+00,3.2208e+00,3.1566e+01,-1.0962e+03
-7.9669e-01,-1.6448e+00,1.7801e-01,1.0488e+00,2.7776e+00,1.3167e+00,4.0568e+00,3.0340e+01,-1.1256e+03
-7.5843e-01,-1.0186e+00,-1.5954e+00,2.1122e-01,9.6821e-01,4.0056e+00,2.3384e+00,3.0466e+01,-1.0909e+03
-4.8255e-01,-8.3355e-01,1.5817e+00,9.6131e-01,2.1079e+00,4.1857e+00,2.1759e+00,3.0900e+01,-1.3053e+03
3.2848e-01,-8.5393e-01,1.9133e+00,2.8344e+00,3.6443e+00,2.4562e+00,4.4293e+00,3.1149e+01,-1.3896e+03
1.2468e-01,-1.8978e+00,5.4158e-01,-4.2561e-01,3.2775e+00,3.0476e+00,3.0780e+00,2.9613e+01,-8.7447e+02
-8.6623e-01,-7.3922e-01,1.4558e+00,1.4991e+00,2.2702e+00,2.0794e+00,4.0058e+00,3.0037e+01,-9.9272e+02
-4.4571e-01,-1.7993e+00,-1.0585e+00,2.3025e+00,2.5207e+00,3.9853e+00,3.5023e+00,3.0787e+01,-1.3727e+03
-1.9159e-01,-5.5749e-01,-1.1482e-01,2.2953e+00,1.8780e+00,2.8622e+00,3.5766e+00,2.9145e+01,-1.3141e+03
4.1925e-01,-1.8595e+00,8.0129e-01,1.5330e+00,3.4188e+00,2.5715e+00,3.1666e+00,2.9580e+01,-1.3270e+03
-2.7506e-01,-1.9764e+00,1.9823e+00,8.6617e-01,2.5975e+00,4.4180e+00,3.8009e+00,3.1697e+01,-1.1135e+03
-6.2600e-01,-1.4423e+00,-3.9607e-01,-2.3690e-01,-9.4809e-02,3.8032e+00,3.0643e+00,3.0082e+01,-8.6489e+02
-4.7226e-01,-7.9698e-01,7.9644e-01,2.6496e+00,-3.2499e-02,2.9559e+00,4.1957e+00,3.0610e+01,-9.1869e+02
-6.0843e-01,-1.7656e+00,1.2761e+00,5.3369e-01,2.6351e+00,3.8739e+00,3.6923e+00,3.0653e+01,-1.2981e+03
-1.0796e-01,-1.1703e+00,1.5702e+00,2.4365e+00,1.7002e+00,3.6811e+00,3.9970e+00,3.0544e+01,-1.3533e+03
-8.3912e-01,-1.3283e+00,4.0632e-01,1.4100e+00,8.0241e-01,2.0156e+00,3.9562e+00,2.9901e+01,-1.3019e+03
-9.8534e-01,-5.8264e-01,6.0336e-03,2.5719e+00,1.6895e+00,3.3395e+00,4.3824e+00,3.1023e+01,-1.3783e+03
1.3233e-01,-1.9573e+00,-1.1884e+00,2.2921e-01,3.5085e+00,2.8275e+00,2.9806e+00,2.9941e+01,-1.2363e+03
