logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
1.4748e-01,-5.0610e-01,2.3910e+00,3.5691e-01,2.3173e+00,1.5916e+00,4.4826e+00,-4.0073e+03
1.6432e-01,-5.3975e-01,2.3887e+00,1.1896e+00,1.2726e+00,2.3486e+00,4.4880e+00,-4.0081e+03
1.5105e-01,-5.1177e-01,2.3882e+00,3.8935e-01,1.8615e+00,1.6361e+00,4.4913e+00,-4.0161e+03
1.5817e-01,-5.5474e-01,2.3746e+00,2.4061e-01,8.2777e-01,1.5920e+00,4.4896e+00,-4.0216e+03
1.6524e-01,-5.2567e-01,2.3857e+00,3.1865e-01,1.1291e+00,2.2865e+00,4.4933e+00,-4.0254e+03
1.4309e-01,-5.1532e-01,2.3893e+00,3.4128e-01,4.8186e-01,1.5549e+00,4.4895e+00,-4.0245e+03
1.4789e-01,-5.3313e-01,2.3802e+00,7.4602e-01,1.3975e+00,2.6035e+00,4.4794e+00,-4.0161e+03
1.5235e-01,-5.4620e-01,2.3772e+00,1.3500e-01,7.2491e-01,1.5851e+00,4.4906e+00,-4.0146e+03
1.6874e-01,-5.1659e-01,2.3883e+00,3.7799e-01,2.0336e+00,1.9175e+00,4.4931e+00,-4.0233e+03
1.4544e-01,-5.0582e-01,2.3938e+00,4.1972e-01,1.3324e+00,1.8606e+00,4.4925e+00,-4.0161e+03
1.6612e-01,-5.2418e-01,2.3869e+00,2.4059e-01,6.0359e-01,2.3080e+00,4.4917e+00,-4.0147e+03
1.6091e-01,-5.3244e-01,2.3750e+00,1.2456e+00,2.1221e+00,1.9454e+00,4.4866e+00,-4.0272e+03
1.6097e-01,-5.0396e-01,2.3999e+00,7.0340e-01,4.7130e-01,2.2444e+00,4.4947e+00,-3.9998e+03
1.4835e-01,-5.5385e-01,2.3794e+00,8.8638e-01,7.3370e-01,1.5650e+00,4.4890e+00,-4.0177e+03
1.3842e-01,-5.0527e-01,2.3889e+00,2.4140e-01,5.8679e-01,1.5625e+00,4.4892e+00,-4.0225e+03
1.6265e-01,-5.2128e-01,2.3935e+00,8.6464e-01,1.1625e+00,2.3486e+00,4.4892e+00,-4.0228e+03
1.7837e-01,-5.7780e-01,2.3817e+00,2.1748e-01,8.0506e-01,2.3781e+00,4.4895e+00,-4.0270e+03
1.4321e-01,-5.3287e-01,2.3899e+00,1.3031e-01,9.8116e-01,1.5842e+00,4.4900e+00,-4.0277e+03
1.4420e-01,-5.0524e-01,2.3972e+00,9.8868e-01,1.1152e+00,1.8067e+00,4.4895e+00,-4.0082e+03
1.5705e-01,-5.4222e-01,2.3796e+00,7.6509e-01,2.1280e+00,1.9138e+00,4.4826e+00,-4.0223e+03
1.6321e-01,-5.1688e-01,2.3954e+00,3.4760e-01,1.8160e+00,2.1190e+00,4.4934e+00,-4.0164e+03
1.4863e-01,-5.8788e-01,2.3724e+00,2.9297e-01,1.3083e+00,1.5315e+00,4.4837e+00,-3.9854e+03
1.5436e-01,-5.0318e-01,2.3912e+00,7.9696e-01,7.2464e-01,2.3562e+00,4.4909e+00,-4.0275e+03
1.5555e-01,-5.1585e-01,2.3810e+00,1.1957e-01,2.3152e+00,1.7574e+00,4.4820e+00,-4.0250e+03
1.6563e-01,-5.4801e-01,2.3790e+00,8.2722e-01,1.8829e+00,2.1059e+00,4.4904e+00,-4.0025e+03
1.5595e-01,-5.7244e-01,2.3745e+00,1.7733e-01,2.1920e+00,1.8906e+00,4.4826e+00,-4.0056e+03
1.4944e-01,-5.1577e-01,2.3895e+00,2.9970e-01,1.2957e+00,2.6914e+00,4.4801e+00,-4.0202e+03
1.6585e-01,-5.0013e-01,2.4035e+00,4.4016e-01,1.0636e+00,1.8394e+00,4.4989e+00,-4.0135e+03
1.5279e-01,-5.7069e-01,2.3722e+00,1.1332e+00,9.7467e-01,1.5404e+00,4.4870e+00,-3.9993e+03
1.4874e-01,-5.3322e-01,2.3885e+00,6.2456e-01,1.3332e+00,2.5789e+00,4.4824e+00,-3.9881e+03
1.5939e-01,-5.4714e-01,2.3823e+00,4.5522e-01,6.5380e-01,2.3555e+00,4.4868e+00,-4.0166e+03
1.5687e-01,-5.3864e-01,2.3814e+00,9.1377e-01,1.9780e+00,1.9497e+00,4.4866e+00,-4.0191e+03
1.4293e-01,-5.3651e-01,2.3812e+00,2.0838e-01,1.3111e+00,1.5226e+00,4.4868e+00,-4.0201e+03
1.4461e-01,-5.2526e-01,2.3843e+00,2.4700e-01,1.2791e+00,2.6974e+00,4.4794e+00,-3.9801e+03
1.6197e-01,-5.6146e-01,2.3772e+00,2.7983e-01,7.6012e-01,1.5859e+00,4.4880e+00,-4.0201e+03
1.4954e-01,-5.5311e-01,2.3814e+00,6.2938e-01,9.4891e-01,1.5514e+00,4.4876e+00,-3.9975e+03
1.6917e-01,-5.3622e-01,2.3797e+00,8.8603e-02,1.0180e+00,2.3789e+00,4.4899e+00,-4.0190e+03
1.6815e-01,-5.4582e-01,2.3896e+00,3.4099e-01,5.0759e-01,2.3723e+00,4.4913e+00,-4.0196e+03
1.7033e-01,-5.5247e-01,2.3870e+00,7.3653e-01,1.3047e+00,2.3155e+00,4.4931e+00,-3.9938e+03
1.7534e-01,-5.4779e-01,2.3756e+00,9.7907e-02,9.8573e-01,2.3928e+00,4.4873e+00,-4.0192e+03
1.6391e-01,-5.4286e-01,2.3811e+00,-5.2132e-02,1.1553e+00,2.3503e+00,4.4896e+00,-4.0098e+03
1.5778e-01,-5.0052e-01,2.3969e+00,1.0059e+00,1.9330e+00,2.0567e+00,4.4943e+00,-4.0129e+03
1.6562e-01,-5.2720e-01,2.3931e+00,7.7469e-01,1.2705e+00,2.3245e+00,4.4912e+00,-3.9981e+03
1.4203e-01,-5.1928e-01,2.3962e+00,6.2710e-01,9.9867e-01,2.5878e+00,4.4847e+00,-4.0200e+03
1.5688e-01,-5.0099e-01,2.4063e+00,3.8170e-01,1.7700e+00,1.4671e+00,4.4953e+00,-4.0038e+03
1.4203e-01,-5.1783e-01,2.3877e+00,-1.6166e-02,8.8480e-01,1.5900e+00,4.4871e+00,-4.0229e+03
1.5286e-01,-5.6227e-01,2.3770e+00,3.0195e-01,6.8220e-01,1.5204e+00,4.4908e+00,-4.0113e+03
1.6507e-01,-5.5126e-01,2.3802e+00,6.3880e-01,1.0837e+00,2.3512e+00,4.4862e+00,-4.0147e+03
1.4476e-01,-5.7036e-01,2.3783e+00,3.3152e-01,1.0884e+00,1.5581e+00,4.4869e+00,-4.0270e+03
1.5221e-01,-5.0044e-01,2.3958e+00,8.8179e-01,1.2222e+00,1.7328e+00,4.4933e+00,-4.0265e+03
1.7341e-01,-5.5606e-01,2.3815e+00,9.4982e-01,1.8988e+00,2.1259e+00,4.4905e+00,-4.0187e+03
1.5470e-01,-5.4619e-01,2.3768e+00,1.2338e-01,8.1398e-01,1.5898e+00,4.4885e+00,-3.9847e+03
1.4795e-01,-5.1093e-01,2.3891e+00,5.9373e-01,1.7899e+00,3.1299e+00,4.4624e+00,-4.0177e+03
1.5698e-01,-5.0370e-01,2.3983e+00,7.2631e-01,1.1357e+00,2.5665e+00,4.4891e+00,-3.9867e+03
1.6644e-01,-5.1493e-01,2.3761e+00,1.3925e+00,1.5642e+00,2.1351e+00,4.4928e+00,-4.0185e+03
1.5786e-01,-5.0841e-01,2.3914e+00,9.6521e-01,2.0347e+00,2.0418e+00,4.4892e+00,-4.0131e+03
1.6641e-01,-5.5426e-01,2.3786e+00,3.6353e-01,8.8748e-01,2.3878e+00,4.4890e+00,-3.9955e+03
1.3635e-01,-5.3727e-01,2.3764e+00,3.6206e-01,1.3818e+00,1.5973e+00,4.4861e+00,-4.0203e+03
1.4011e-01,-5.0181e-01,2.3967e+00,1.6963e-01,1.5005e+00,1.7308e+00,4.4892e+00,-4.0179e+03
1.3082e-01,-5.1657e-01,2.3926e+00,4.9194e-01,1.6518e+00,1.6938e+00,4.4870e+00,-4.0223e+03
1.5224e-01,-5.0471e-01,2.3930e+00,5.7441e-01,5.5460e-01,2.3515e+00,4.4906e+00,-4.0166e+03
1.6044e-01,-5.6346e-01,2.3748e+00,5.1011e-01,7.3185e-01,1.8127e+00,4.4882e+00,-4.0158e+03
1.5400e-01,-5.4567e-01,2.3831e+00,2.4772e-01,5.6938e-01,2.7136e+00,4.4822e+00,-4.0157e+03
1.4996e-01,-5.0323e-01,2.3922e+00,7.6742e-02,2.1229e+00,1.9878e+00,4.4858e+00,-4.0192e+03
1.3994e-01,-5.2423e-01,2.3844e+00,5.6281e-01,6.3708e-01,1.5814e+00,4.4890e+00,-4.0061e+03
1.5298e-01,-5.5263e-01,2.3776e+00,5.1635e-01,6.8136e-01,1.5708e+00,4.4887e+00,-3.9682e+03
1.7429e-01,-5.4402e-01,2.3720e+00,7.5376e-01,2.0960e+00,2.0691e+00,4.4879e+00,-4.0241e+03
1.7057e-01,-5.5303e-01,2.3812e+00,6.8901e-02,5.5625e-01,2.3976e+00,4.4887e+00,-4.0171e+03
1.6499e-01,-5.4876e-01,2.3782e+00,1.6842e-01,1.7764e+00,2.2087e+00,4.4867e+00,-4.0222e+03
1.5595e-01,-5.0389e-01,2.3995e+00,-3.0218e-02,9.9524e-01,2.5765e+00,4.4884e+00,-3.9999e+03
1.7075e-01,-5.1666e-01,2.3894e+00,1.0163e+00,1.6326e+00,2.5211e+00,4.4885e+00,-4.0051e+03
