niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-2.0472e+05,-2.0473e+05,-2.4969e-03,-2.0473e+05,1.2922e-01,6.6871e+00,inf,3.9818e-01,-9.8858e-01,-6.5549e-01,5.9902e+00,4.0494e+00,2.2151e+01
2.0000e+00,1.0000e+00,4.9751e-01,-2.0405e+05,-2.0405e+05,-4.9938e-03,-2.0405e+05,1.2924e-01,6.6896e+00,1.7199e+05,9.7603e-01,-3.8559e-01,-1.9914e+00,5.8161e+00,3.0657e+00,2.2033e+01
3.0000e+00,1.0000e+00,7.4442e-01,-2.0357e+05,-2.0358e+05,-7.4906e-03,-2.0358e+05,1.2926e-01,6.6921e+00,1.7132e+05,1.5656e+00,-9.1919e-01,-1.3225e+00,5.9280e+00,7.0732e-01,2.2597e+01
4.0000e+00,1.0000e+00,9.9010e-01,-2.0319e+05,-2.0320e+05,-9.9875e-03,-2.0320e+05,1.2929e-01,6.6946e+00,1.7084e+05,2.1437e+00,-9.8598e-01,-6.4903e-01,5.9090e+00,2.8288e+00,2.2424e+01
5.0000e+00,1.0000e+00,1.2346e+00,-2.0293e+05,-2.0294e+05,-1.2484e-02,-2.0294e+05,1.2931e-01,6.6971e+00,1.7046e+05,2.5559e+00,3.8747e-01,-1.2063e+00,5.8847e+00,2.7815e+00,2.2032e+01
6.0000e+00,1.0000e+00,1.4778e+00,-2.0248e+05,-2.0249e+05,-1.4981e-02,-2.0249e+05,1.2934e-01,6.6996e+00,1.7020e+05,3.1424e+00,-7.0184e-01,-1.3341e+00,5.6991e+00,3.3900e+00,2.2408e+01
7.0000e+00,1.0000e+00,1.7199e+00,-2.0138e+05,-2.0138e+05,-1.7478e-02,-2.0138e+05,1.2936e-01,6.7021e+00,1.6975e+05,3.7300e+00,-7.0724e-01,-1.9139e+00,5.6590e+00,4.1703e+00,2.2795e+01
8.0000e+00,1.0000e+00,1.9608e+00,-2.0120e+05,-2.0121e+05,-1.9975e-02,-2.0121e+05,1.2939e-01,6.7046e+00,1.6865e+05,4.2877e+00,-2.0991e-01,-1.0554e+00,5.5261e+00,3.2416e+00,2.2113e+01
9.0000e+00,1.0000e+00,2.2005e+00,-2.0091e+05,-2.0091e+05,-2.2472e-02,-2.0091e+05,1.2941e-01,6.7071e+00,1.6848e+05,4.8678e+00,-7.6710e-01,-1.4585e+00,5.8203e+00,7.3778e-01,2.3364e+01
1.0000e+01,1.0000e+00,2.4390e+00,-2.0060e+05,-2.0061e+05,-2.4969e-02,-2.0061e+05,1.2943e-01,6.7096e+00,1.6818e+05,5.4995e+00,-9.4103e-01,-1.3523e+00,5.4171e+00,2.1694e+00,2.2442e+01
