niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,logage,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.4660e+05,-1.4661e+05,-2.4969e-03,-1.4661e+05,1.2922e-01,6.6871e+00,inf,2.7338e-01,-9.1919e-01,-1.3225e+00,5.9460e+00,9.5868e+00,2.9478e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.4568e+05,-1.4568e+05,-4.9938e-03,-1.4568e+05,1.2924e-01,6.6896e+00,1.4040e+05,5.7257e-01,-9.8858e-01,-6.5549e-01,5.9927e+00,1.0064e+01,2.9121e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.4546e+05,-1.4547e+05,-7.4906e-03,-1.4547e+05,1.2926e-01,6.6921e+00,1.3947e+05,8.6703e-01,-3.8559e-01,-1.9914e+00,5.8620e+00,9.9237e+00,2.9026e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.4516e+05,-1.4517e+05,-9.9875e-03,-1.4517e+05,1.2929e-01,6.6946e+00,1.3926e+05,1.1628e+00,3.8747e-01,-1.2063e+00,5.9136e+00,9.8831e+00,2.9026e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.4492e+05,-1.4493e+05,-1.2484e-02,-1.4493e+05,1.2931e-01,6.6971e+00,1.3896e+05,1.4530e+00,-7.0184e-01,-1.3341e+00,5.7743e+00,9.9700e+00,2.9326e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.4488e+05,-1.4489e+05,-1.4981e-02,-1.4489e+05,1.2934e-01,6.6996e+00,1.3871e+05,1.7490e+00,-1.4544e-01,-6.6599e-01,5.7544e+00,9.6067e+00,2.9476e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.4480e+05,-1.4480e+05,-1.7478e-02,-1.4480e+05,1.2936e-01,6.7021e+00,1.3868e+05,2.0441e+00,-7.6710e-01,-1.4585e+00,5.8652e+00,9.5911e+00,3.0091e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.4474e+05,-1.4475e+05,-1.9975e-02,-1.4475e+05,1.2939e-01,6.7046e+00,1.3859e+05,2.3331e+00,-9.8598e-01,-6.4903e-01,5.9317e+00,9.8898e+00,2.9339e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.4472e+05,-1.4472e+05,-2.2472e-02,-1.4472e+05,1.2941e-01,6.7071e+00,1.3853e+05,2.6276e+00,-8.5281e-01,-1.3427e+00,5.8425e+00,9.5291e+00,3.0243e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.4456e+05,-1.4457e+05,-2.4969e-02,-1.4457e+05,1.2943e-01,6.7096e+00,1.3851e+05,2.9445e+00,2.6910e-01,-1.7251e+00,5.7389e+00,9.5726e+00,2.9507e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.4419e+05,-1.4420e+05,-2.7466e-02,-1.4420e+05,1.2946e-01,6.7121e+00,1.3835e+05,3.2334e+00,-2.2055e-01,-1.6883e+00,5.6253e+00,9.6569e+00,2.9555e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.4411e+05,-1.4412e+05,-2.9963e-02,-1.4412e+05,1.2948e-01,6.7146e+00,1.3799e+05,3.5233e+00,-9.4103e-01,-1.3523e+00,5.5628e+00,9.7956e+00,2.9354e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.4376e+05,-1.4377e+05,-3.2459e-02,-1.4377e+05,1.2951e-01,6.7171e+00,1.3791e+05,3.8177e+00,-2.0991e-01,-1.0554e+00,5.6445e+00,9.9488e+00,2.9091e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.4364e+05,-1.4365e+05,-3.4956e-02,-1.4365e+05,1.2953e-01,6.7196e+00,1.3756e+05,4.1030e+00,-7.0724e-01,-1.9139e+00,5.7442e+00,1.0081e+01,2.9636e+01
