logfeh,logdust,logNpix,tau,dmod,logl
-4.9315e-01,-1.4837e+00,4.4168e+00,2.6452e+00,3.0003e+01,-5.8369e+01
-4.3747e-01,-1.6278e+00,4.4437e+00,2.8223e+00,3.0082e+01,-5.8320e+01
-5.0333e-01,-1.5086e+00,4.4249e+00,2.5639e+00,3.0020e+01,-5.5515e+01
-5.1829e-01,-1.3722e+00,4.4298e+00,2.9269e+00,3.0043e+01,-5.7534e+01
-4.4476e-01,-1.6124e+00,4.4255e+00,2.7888e+00,3.0033e+01,-5.8238e+01
-4.7583e-01,-1.3884e+00,4.4137e+00,2.8825e+00,3.0002e+01,-5.8382e+01
-4.4825e-01,-1.5534e+00,4.4465e+00,2.9003e+00,3.0092e+01,-5.7528e+01
-4.6255e-01,-1.5249e+00,4.4102e+00,2.4912e+00,2.9980e+01,-5.8044e+01
-4.3630e-01,-1.7107e+00,4.4303e+00,2.6772e+00,3.0041e+01,-5.8057e+01
-5.0987e-01,-1.3825e+00,4.4172e+00,2.9231e+00,3.0014e+01,-5.7963e+01
-5.0469e-01,-1.4045e+00,4.4156e+00,2.8702e+00,3.0009e+01,-5.8233e+01
-5.4343e-01,-1.4654e+00,4.4338e+00,2.7195e+00,3.0050e+01,-5.8412e+01
-4.4556e-01,-1.5713e+00,4.4331e+00,2.8915e+00,3.0058e+01,-5.7961e+01
-4.4934e-01,-1.5879e+00,4.4502e+00,2.8500e+00,3.0102e+01,-5.7582e+01
-5.1229e-01,-1.3451e+00,4.4255e+00,3.0308e+00,3.0038e+01,-5.7551e+01
-4.4571e-01,-1.7746e+00,4.4462e+00,2.5252e+00,3.0076e+01,-5.8387e+01
-5.4154e-01,-1.4352e+00,4.4208e+00,2.7504e+00,3.0016e+01,-5.7474e+01
-4.3329e-01,-1.7136e+00,4.4338e+00,2.6946e+00,3.0050e+01,-5.8232e+01
-4.3806e-01,-1.6794e+00,4.4436e+00,2.7488e+00,3.0080e+01,-5.7966e+01
-4.1582e-01,-1.8308e+00,4.4324e+00,2.7085e+00,3.0050e+01,-5.7817e+01
-5.1444e-01,-1.4612e+00,4.4365e+00,2.6694e+00,3.0051e+01,-5.8322e+01
-4.7621e-01,-1.4850e+00,4.4122e+00,2.6119e+00,2.9990e+01,-5.8311e+01
-4.3066e-01,-1.6537e+00,4.4606e+00,2.8682e+00,3.0130e+01,-5.7558e+01
-5.0922e-01,-1.4498e+00,4.4308e+00,2.7388e+00,3.0043e+01,-5.7251e+01
-4.2446e-01,-1.9115e+00,4.4142e+00,2.5419e+00,2.9997e+01,-5.8252e+01
-5.3469e-01,-1.4246e+00,4.4123e+00,2.7869e+00,2.9994e+01,-5.8325e+01
-4.9144e-01,-1.3522e+00,4.4288e+00,3.0079e+00,3.0044e+01,-5.8145e+01
-5.3018e-01,-1.4208e+00,4.4353e+00,2.7629e+00,3.0048e+01,-5.8135e+01
-4.2062e-01,-1.8209e+00,4.4332e+00,2.6956e+00,3.0053e+01,-5.8417e+01
-5.0974e-01,-1.5178e+00,4.4163e+00,2.5185e+00,2.9995e+01,-5.7910e+01
-5.3012e-01,-1.5861e+00,4.4274e+00,2.3593e+00,3.0020e+01,-5.6518e+01
-5.0847e-01,-1.4861e+00,4.4228e+00,2.6216e+00,3.0015e+01,-5.7669e+01
-5.2826e-01,-1.4601e+00,4.4325e+00,2.7029e+00,3.0044e+01,-5.7569e+01
-4.4533e-01,-1.7671e+00,4.4256e+00,2.5418e+00,3.0027e+01,-5.8214e+01
