logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.6052e-02,-1.1325e+00,-1.1624e+00,-1.1021e-01,1.5438e+00,2.0880e+00,3.0888e+00,2.4797e+01,-2.3425e+03
-1.1756e-01,-1.2435e+00,-6.7451e-01,-2.6306e-01,3.9696e-01,1.4214e+00,3.1110e+00,2.4691e+01,-2.4244e+03
1.7710e-01,-1.6256e+00,-1.1784e+00,-4.7123e-01,1.5101e+00,1.1540e+00,3.0128e+00,2.4390e+01,-1.6592e+03
-1.5866e-01,-1.2392e+00,-1.3781e+00,7.7325e-02,4.1589e-01,1.6336e+00,3.1895e+00,2.4942e+01,-2.6197e+03
-2.6565e-01,-8.4945e-01,-1.1073e+00,9.4014e-01,1.2611e+00,2.7291e+00,3.0717e+00,2.5208e+01,-2.5657e+03
1.1751e-01,-1.7190e+00,-1.3021e+00,-3.2168e-01,1.3963e+00,1.3493e+00,3.0746e+00,2.4599e+01,-2.6995e+03
1.5684e-01,-1.1321e+00,-1.0270e+00,2.6406e-01,5.0741e-01,2.7136e+00,2.6100e+00,2.4449e+01,-2.0420e+03
1.5933e-01,-1.4966e+00,-1.4530e+00,-7.2749e-01,1.2761e+00,1.8168e+00,2.9009e+00,2.4154e+01,-2.6173e+03
3.3090e-01,-1.3519e+00,-1.7540e+00,-5.2833e-02,1.2814e+00,2.6181e+00,2.5436e+00,2.4225e+01,-1.9607e+03
5.5826e-02,-1.0426e+00,-8.9580e-01,3.5270e-01,8.3302e-01,2.6565e+00,2.8259e+00,2.4604e+01,-2.2361e+03
3.2371e-01,-1.3294e+00,-9.3698e-01,2.7776e-01,1.6044e+00,2.7305e+00,2.6808e+00,2.4593e+01,-2.6760e+03
2.1337e-01,-1.2991e+00,-1.7654e+00,-1.7457e-01,1.7906e+00,2.2989e+00,2.9531e+00,2.4531e+01,-1.8706e+03
2.7650e-01,-1.8779e+00,-1.1965e+00,-3.7821e-01,1.5767e+00,1.9789e+00,3.0276e+00,2.4545e+01,-1.4920e+03
1.9071e-01,-1.5043e+00,-8.5794e-01,-1.8195e-01,5.4924e-01,2.4091e+00,2.8650e+00,2.4364e+01,-1.8433e+03
5.3522e-02,-1.2850e+00,-1.3988e+00,-2.0000e-02,1.4577e+00,2.2560e+00,3.0403e+00,2.4747e+01,-2.6356e+03
-1.3205e-01,-9.3076e-01,-8.3020e-01,1.1005e-02,1.0984e+00,2.5455e+00,2.8127e+00,2.4544e+01,-2.5910e+03
-1.4226e-01,-8.6699e-01,-1.1301e+00,4.5977e-01,1.2532e+00,2.7172e+00,2.8132e+00,2.4760e+01,-2.5561e+03
2.5341e-02,-1.0395e+00,-1.6976e+00,-5.1896e-01,1.1665e+00,2.5468e+00,2.7709e+00,2.4455e+01,-2.1838e+03
1.9073e-01,-1.6683e+00,-1.0520e+00,-4.5387e-01,1.2953e+00,2.2410e+00,2.9731e+00,2.4526e+01,-1.6816e+03
1.7075e-01,-1.6437e+00,-6.2337e-01,-2.7385e-01,2.0563e-01,2.3035e+00,2.9699e+00,2.4480e+01,-2.4546e+03
3.0383e-01,-1.5075e+00,-1.4183e+00,-9.6047e-02,6.9507e-01,2.6179e+00,2.6799e+00,2.4322e+01,-1.5100e+03
-4.5463e-02,-1.5060e+00,-1.4597e+00,5.6804e-02,6.9767e-01,1.5225e+00,3.1091e+00,2.4678e+01,-2.3720e+03
3.6517e-01,-1.4183e+00,-1.0423e+00,4.0681e-02,1.5652e+00,2.5809e+00,2.7329e+00,2.4392e+01,-2.0935e+03
3.0298e-01,-1.2772e+00,-1.5667e+00,-1.9191e-01,1.8629e+00,2.1503e+00,2.8969e+00,2.4353e+01,-2.0701e+03
1.0577e-01,-1.2571e+00,-8.5696e-01,2.6307e-01,1.2606e+00,2.5701e+00,2.9653e+00,2.4765e+01,-2.4671e+03
8.6493e-02,-9.0124e-01,-1.1145e+00,3.1949e-02,1.7318e+00,2.7319e+00,2.5187e+00,2.4507e+01,-1.6177e+03
-1.2776e-01,-1.2252e+00,-1.0386e+00,3.3864e-01,1.5404e-01,1.1411e+00,3.1917e+00,2.4873e+01,-2.3994e+03
-9.2329e-02,-1.2388e+00,-6.2414e-01,-3.4012e-01,7.8515e-01,1.8905e+00,3.0848e+00,2.4701e+01,-2.4179e+03
2.5029e-01,-1.3643e+00,-9.6725e-01,-6.1744e-02,2.9130e-01,2.5569e+00,2.7269e+00,2.4276e+01,-1.9267e+03
3.2723e-01,-1.2801e+00,-1.4919e+00,3.2692e-01,8.8654e-01,2.7718e+00,2.4609e+00,2.4386e+01,-2.1230e+03
1.3016e-01,-1.6897e+00,-1.3704e+00,-1.4209e-01,9.2640e-01,1.8011e+00,3.0275e+00,2.4448e+01,-2.3695e+03
2.3726e-01,-1.2670e+00,-1.2158e+00,-3.5928e-01,-8.1941e-02,2.6608e+00,2.6102e+00,2.4283e+01,-2.3343e+03
-7.6672e-02,-9.4244e-01,-6.2350e-01,4.3168e-01,5.8384e-01,2.6048e+00,2.8996e+00,2.4667e+01,-2.5748e+03
