logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,logl
-2.8564e-01,-1.0859e+00,-4.4372e-01,1.3306e+00,7.6259e-01,2.9208e+00,4.7079e+00,-3.4963e+01
-1.6968e-01,-1.2217e+00,3.6422e-01,6.2856e-01,2.2285e+00,2.5721e+00,4.7168e+00,-3.6927e+01
-2.4333e-01,-1.0863e+00,1.9452e-01,1.2478e+00,1.1229e+00,2.9412e+00,4.7067e+00,-2.9269e+01
-1.7186e-01,-1.1781e+00,3.6185e-01,1.0666e+00,2.3224e+00,3.3988e+00,4.6853e+00,-3.6136e+01
-2.2380e-01,-1.0953e+00,-1.2182e-01,5.9017e-01,1.5248e+00,2.7846e+00,4.7098e+00,-3.5918e+01
-2.9627e-01,-1.0612e+00,-2.5972e-01,1.7589e+00,8.8690e-01,3.1315e+00,4.7008e+00,-3.6522e+01
-2.4263e-01,-1.0962e+00,-2.4639e-01,1.0945e+00,1.2857e+00,2.6012e+00,4.7130e+00,-3.6551e+01
-2.1214e-01,-1.0729e+00,-5.5144e-01,1.7781e+00,8.1516e-01,2.7144e+00,4.7114e+00,-3.4535e+01
-2.7071e-01,-1.0408e+00,6.4387e-02,1.8855e+00,1.0143e+00,3.3638e+00,4.6879e+00,-3.3296e+01
-2.3051e-01,-1.0800e+00,-7.5186e-01,1.6950e+00,9.3549e-01,2.5879e+00,4.7131e+00,-3.6481e+01
-2.1907e-01,-1.0852e+00,5.6698e-02,1.3017e+00,1.3246e+00,2.8143e+00,4.7101e+00,-3.0796e+01
-2.2984e-01,-1.0923e+00,-5.8903e-01,5.2655e-01,7.7028e-01,2.9844e+00,4.7068e+00,-3.4433e+01
-2.4056e-01,-1.0832e+00,2.6069e-01,1.4518e+00,9.9673e-01,2.9693e+00,4.7058e+00,-3.6464e+01
-2.9191e-01,-1.0589e+00,2.2367e-01,6.4289e-01,1.1939e+00,3.4694e+00,4.6808e+00,-3.2896e+01
-2.2112e-01,-1.0524e+00,-1.1002e+00,1.2280e+00,8.2966e-01,3.4912e+00,4.6802e+00,-3.3561e+01
