niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,1.6639e-01,-1.3596e+05,-1.3596e+05,-1.6653e-03,-1.3596e+05,1.0867e-01,7.0917e+00,inf,5.5387e-01,-3.8559e-01,-1.9914e+00,6.3161e+00,2.4605e+00,2.8065e+01
2.0000e+00,1.0000e+00,3.3223e-01,-1.3559e+05,-1.3560e+05,-3.3306e-03,-1.3560e+05,1.0869e-01,7.0934e+00,1.3548e+05,9.4080e-01,3.8747e-01,-1.2063e+00,6.3847e+00,2.2343e+00,2.8064e+01
3.0000e+00,1.0000e+00,4.9751e-01,-1.3441e+05,-1.3441e+05,-4.9958e-03,-1.3441e+05,1.0870e-01,7.0951e+00,1.3511e+05,1.3702e+00,-8.9968e-01,-7.2163e-01,6.4422e+00,9.4844e-01,2.8448e+01
4.0000e+00,1.0000e+00,6.6225e-01,-1.3438e+05,-1.3439e+05,-6.6611e-03,-1.3439e+05,1.0871e-01,7.0967e+00,1.3393e+05,1.9562e+00,-9.1919e-01,-1.3225e+00,6.4280e+00,5.8338e-01,2.9194e+01
5.0000e+00,1.0000e+00,8.2645e-01,-1.3418e+05,-1.3419e+05,-8.3264e-03,-1.3419e+05,1.0872e-01,7.0984e+00,1.3390e+05,2.5455e+00,-9.8858e-01,-6.5549e-01,6.4902e+00,3.2434e+00,2.8302e+01
6.0000e+00,1.0000e+00,9.9010e-01,-1.3362e+05,-1.3363e+05,-9.9917e-03,-1.3363e+05,1.0874e-01,7.1001e+00,1.3370e+05,3.1185e+00,-9.8598e-01,-6.4903e-01,6.4090e+00,2.2719e+00,2.8848e+01
7.0000e+00,1.0000e+00,1.1532e+00,-1.3255e+05,-1.3256e+05,-1.1657e-02,-1.3256e+05,1.0875e-01,7.1017e+00,1.3314e+05,3.6882e+00,-7.0184e-01,-1.3341e+00,6.1991e+00,2.7186e+00,2.8815e+01
8.0000e+00,1.0000e+00,1.3158e+00,-1.3170e+05,-1.3171e+05,-1.3322e-02,-1.3171e+05,1.0876e-01,7.1034e+00,1.3207e+05,4.2569e+00,-3.6759e-01,-6.0175e-01,5.9705e+00,1.8362e+00,2.8292e+01
9.0000e+00,1.0000e+00,1.4778e+00,-1.3132e+05,-1.3133e+05,-1.4988e-02,-1.3133e+05,1.0877e-01,7.1051e+00,1.3122e+05,4.8430e+00,-9.4103e-01,-1.3523e+00,5.9171e+00,1.7471e+00,2.8884e+01
1.0000e+01,1.0000e+00,1.6393e+00,-1.3101e+05,-1.3101e+05,-1.6653e-02,-1.3101e+05,1.0879e-01,7.1067e+00,1.3084e+05,5.5252e+00,-7.6764e-01,-1.4300e+00,6.4307e+00,1.1552e+00,3.0267e+01
1.1000e+01,1.0000e+00,1.8003e+00,-1.3079e+05,-1.3080e+05,-1.8318e-02,-1.3080e+05,1.0880e-01,7.1084e+00,1.3053e+05,6.0827e+00,-1.4544e-01,-6.6599e-01,6.1726e+00,6.9430e-01,2.9190e+01
1.2000e+01,1.0000e+00,1.9608e+00,-1.3010e+05,-1.3011e+05,-1.9983e-02,-1.3011e+05,1.0881e-01,7.1101e+00,1.3031e+05,6.6294e+00,2.6910e-01,-1.7251e+00,6.1519e+00,5.0424e-01,2.9268e+01
1.3000e+01,1.0000e+00,2.1207e+00,-1.2998e+05,-1.2998e+05,-2.1649e-02,-1.2998e+05,1.0883e-01,7.1117e+00,1.2962e+05,7.1897e+00,2.2353e-01,-5.3953e-01,6.1825e+00,4.8602e-01,2.9185e+01
1.4000e+01,1.0000e+00,2.2801e+00,-1.2984e+05,-1.2985e+05,-2.3314e-02,-1.2985e+05,1.0884e-01,7.1134e+00,1.2950e+05,7.5861e+00,3.7338e-01,-1.7334e+00,6.4284e+00,2.6521e+00,2.9420e+01
1.5000e+01,1.0000e+00,2.4390e+00,-1.2959e+05,-1.2960e+05,-2.4979e-02,-1.2960e+05,1.0885e-01,7.1151e+00,1.2936e+05,8.1790e+00,-2.0991e-01,-1.0554e+00,6.0261e+00,2.6004e+00,2.8227e+01
1.6000e+01,1.0000e+00,2.5974e+00,-1.2949e+05,-1.2950e+05,-2.6644e-02,-1.2950e+05,1.0886e-01,7.1167e+00,1.2911e+05,8.5751e+00,-7.6710e-01,-1.4585e+00,6.3203e+00,6.0762e-01,3.0728e+01
1.7000e+01,1.0000e+00,2.7553e+00,-1.2922e+05,-1.2923e+05,-2.8310e-02,-1.2923e+05,1.0888e-01,7.1184e+00,1.2901e+05,8.9880e+00,-2.2055e-01,-1.6883e+00,6.0004e+00,9.7419e-01,2.9387e+01
1.8000e+01,1.0000e+00,2.9126e+00,-1.2812e+05,-1.2813e+05,-2.9975e-02,-1.2813e+05,1.0889e-01,7.1201e+00,1.2874e+05,9.5379e+00,-7.0724e-01,-1.9139e+00,6.1590e+00,3.3396e+00,2.9590e+01
1.9000e+01,1.0000e+00,3.0695e+00,-1.2748e+05,-1.2749e+05,-3.1640e-02,-1.2749e+05,1.0890e-01,7.1217e+00,1.2764e+05,1.0092e+01,-8.5281e-01,-1.3427e+00,6.2899e+00,2.6222e-01,3.1108e+01
2.0000e+01,1.0000e+00,3.2258e+00,-1.2748e+05,-1.2749e+05,-3.3306e-02,-1.2749e+05,1.0050e-01,6.0646e+00,1.2700e+05,1.0688e+01,-7.9149e-01,-6.0656e-01,5.6480e+00,1.8935e+00,2.8098e+01
2.1000e+01,2.0000e+00,3.3762e+00,-1.2645e+05,-1.2646e+05,-3.4971e-02,-1.2646e+05,1.0893e-01,7.1250e+00,1.2700e+05,1.1464e+01,-2.3242e-01,-7.3458e-01,6.4742e+00,2.5599e+00,3.0855e+01
2.2000e+01,1.0000e+00,3.5313e+00,-1.2606e+05,-1.2607e+05,-3.6636e-02,-1.2607e+05,1.0894e-01,7.1267e+00,1.2597e+05,1.1871e+01,-5.1521e-01,-1.1143e+00,5.9156e+00,1.2195e+00,2.9731e+01
2.3000e+01,1.0000e+00,3.6859e+00,-1.2562e+05,-1.2563e+05,-3.8301e-02,-1.2563e+05,1.0895e-01,7.1284e+00,1.2558e+05,1.2431e+01,-1.8581e-01,-1.2576e+00,5.7051e+00,1.3010e+00,2.9140e+01
2.4000e+01,1.0000e+00,3.8400e+00,-1.2539e+05,-1.2540e+05,-3.9967e-02,-1.2540e+05,1.0897e-01,7.1300e+00,1.2514e+05,1.2989e+01,-8.0234e-01,-6.0923e-01,5.8112e+00,1.6317e+00,2.9406e+01
2.5000e+01,1.0000e+00,3.9936e+00,-1.2506e+05,-1.2507e+05,-4.1632e-02,-1.2507e+05,1.0898e-01,7.1317e+00,1.2491e+05,1.3564e+01,2.0857e-01,-1.2736e+00,6.0067e+00,6.9366e-01,3.0197e+01
2.6000e+01,1.0000e+00,4.1467e+00,-1.2500e+05,-1.2500e+05,-4.3297e-02,-1.2500e+05,1.0899e-01,7.1334e+00,1.2458e+05,1.4113e+01,6.1569e-02,-6.1074e-01,6.0962e+00,1.3706e+00,2.9818e+01
2.7000e+01,1.0000e+00,4.2994e+00,-1.2417e+05,-1.2418e+05,-4.4963e-02,-1.2418e+05,1.0900e-01,7.1350e+00,1.2451e+05,1.4655e+01,-5.0499e-01,-1.0900e+00,5.7886e+00,2.5491e+00,2.9179e+01
2.8000e+01,1.0000e+00,4.4515e+00,-1.2397e+05,-1.2398e+05,-4.6628e-02,-1.2398e+05,1.0902e-01,7.1367e+00,1.2369e+05,1.5052e+01,-9.6734e-01,-1.3275e+00,6.0725e+00,3.1259e+00,3.0492e+01
2.9000e+01,1.0000e+00,4.6032e+00,-1.2344e+05,-1.2345e+05,-4.8293e-02,-1.2345e+05,1.0903e-01,7.1384e+00,1.2349e+05,1.5611e+01,-3.5431e-01,-7.3622e-01,5.8054e+00,1.6367e+00,2.9667e+01
3.0000e+01,1.0000e+00,4.7544e+00,-1.2329e+05,-1.2329e+05,-4.9958e-02,-1.2329e+05,1.0904e-01,7.1400e+00,1.2296e+05,1.6019e+01,-9.1017e-02,-5.5281e-01,6.3704e+00,3.7271e+00,2.9847e+01
3.1000e+01,1.0000e+00,4.9051e+00,-1.2300e+05,-1.2301e+05,-5.1624e-02,-1.2301e+05,1.0905e-01,7.1417e+00,1.2281e+05,1.6556e+01,9.9907e-02,-1.9017e+00,5.7620e+00,3.4531e+00,2.8316e+01
3.2000e+01,1.0000e+00,5.0553e+00,-1.2298e+05,-1.2299e+05,-5.3289e-02,-1.2299e+05,1.0907e-01,7.1434e+00,1.2252e+05,1.7082e+01,-6.7716e-01,-1.9724e+00,5.9519e+00,5.3370e-01,3.0521e+01
3.3000e+01,1.0000e+00,5.2050e+00,-1.2296e+05,-1.2296e+05,-5.4954e-02,-1.2296e+05,1.0908e-01,7.1450e+00,1.2250e+05,1.7454e+01,-9.8678e-01,-1.0704e+00,6.1495e+00,9.2912e-01,3.1222e+01
3.4000e+01,1.0000e+00,5.3543e+00,-1.2219e+05,-1.2220e+05,-5.6619e-02,-1.2220e+05,1.0909e-01,7.1467e+00,1.2248e+05,1.8010e+01,-7.4933e-01,-1.6461e+00,6.3033e+00,2.3707e+00,3.1909e+01
3.5000e+01,1.0000e+00,5.5031e+00,-1.2217e+05,-1.2218e+05,-5.8285e-02,-1.2218e+05,1.0911e-01,7.1484e+00,1.2171e+05,1.8584e+01,1.7095e-01,-7.6776e-01,6.3136e+00,2.4788e+00,3.0901e+01
