logfeh,logdust,logNpix,logage,dmod,logl
-4.3411e-01,-1.1278e+00,3.8398e+00,9.7034e+00,3.0454e+01,-4.4726e+02
-2.3293e-01,-1.5372e+00,3.7645e+00,9.7611e+00,3.0170e+01,-6.3595e+02
-4.4951e-01,-1.6435e+00,3.9288e+00,9.9107e+00,3.0410e+01,-5.1737e+02
-9.0436e-01,-1.4780e+00,4.0081e+00,1.0175e+01,3.0370e+01,-6.3525e+02
-5.1136e-01,-1.8389e+00,3.9645e+00,1.0023e+01,3.0392e+01,-5.1181e+02
-2.4792e-01,-1.0782e+00,3.6130e+00,9.5181e+00,3.0194e+01,-7.9066e+02
-5.8231e-01,-1.3322e+00,4.0763e+00,9.8554e+00,3.0910e+01,-4.9263e+02
-2.6735e-01,-1.4398e+00,3.9067e+00,9.7100e+00,3.0660e+01,-6.2775e+02
-7.1846e-01,-1.0890e+00,3.9024e+00,9.8915e+00,3.0344e+01,-4.6197e+02
-1.5620e-01,-1.1907e+00,3.7802e+00,9.5338e+00,3.0466e+01,-7.4592e+02
-3.9590e-01,-1.7327e+00,3.7012e+00,9.8708e+00,2.9937e+01,-7.1123e+02
-7.7804e-02,-1.8882e+00,3.6720e+00,9.6217e+00,3.0135e+01,-8.2565e+02
-1.7467e-02,-1.8480e+00,3.9217e+00,9.5581e+00,3.0842e+01,-6.2051e+02
-6.7783e-01,-1.9050e+00,4.2178e+00,1.0097e+01,3.0922e+01,-7.1721e+02
-5.8647e-01,-1.9215e+00,4.1470e+00,1.0064e+01,3.0801e+01,-4.8376e+02
-4.5664e-01,-1.2744e+00,3.8152e+00,9.7549e+00,3.0365e+01,-7.6370e+02
-4.8688e-01,-1.0216e+00,3.9298e+00,9.5986e+00,3.0853e+01,-7.3677e+02
-3.0872e-01,-1.4859e+00,3.7236e+00,9.7855e+00,3.0008e+01,-5.8782e+02
-1.7525e-01,-1.7951e+00,3.9647e+00,9.7592e+00,3.0664e+01,-7.0909e+02
-3.5752e-01,-1.9684e+00,3.9381e+00,9.9116e+00,3.0433e+01,-4.5131e+02
-7.8265e-01,-1.5035e+00,3.8584e+00,1.0101e+01,3.0015e+01,-7.8058e+02
1.5512e-02,-1.9600e+00,3.8821e+00,9.5280e+00,3.0723e+01,-5.6978e+02
-8.1098e-01,-1.8669e+00,4.1616e+00,1.0157e+01,3.0763e+01,-6.2511e+02
-2.0694e-01,-1.9922e+00,3.6814e+00,9.7435e+00,3.0009e+01,-7.8870e+02
-6.4142e-01,-1.0684e+00,3.9127e+00,9.8083e+00,3.0509e+01,-4.4774e+02
-4.9564e-01,-1.3314e+00,3.8614e+00,9.8982e+00,3.0215e+01,-5.8900e+02
-9.9523e-02,-1.5301e+00,3.9063e+00,9.5542e+00,3.0810e+01,-5.9950e+02
-6.0169e-01,-1.6538e+00,4.0020e+00,9.9292e+00,3.0610e+01,-5.8301e+02
-7.3527e-01,-1.8199e+00,3.8975e+00,1.0111e+01,3.0165e+01,-7.8669e+02
-5.4035e-01,-1.8583e+00,3.8884e+00,9.9526e+00,3.0283e+01,-4.1432e+02
-7.4946e-01,-1.2192e+00,3.8850e+00,9.8791e+00,3.0375e+01,-7.5877e+02
-5.6653e-01,-1.7928e+00,3.8304e+00,1.0055e+01,2.9962e+01,-6.6850e+02
-7.7527e-01,-1.6692e+00,3.9553e+00,1.0083e+01,3.0292e+01,-5.5696e+02
-4.7031e-01,-1.8983e+00,4.0778e+00,9.9939e+00,3.0662e+01,-5.2518e+02
-3.1978e-01,-1.3313e+00,3.9594e+00,9.7508e+00,3.0673e+01,-5.9449e+02
-3.7091e-01,-1.2136e+00,3.8646e+00,9.7285e+00,3.0417e+01,-6.3879e+02
-2.0672e-01,-1.3006e+00,3.9710e+00,9.5828e+00,3.0961e+01,-4.9342e+02
4.9944e-03,-1.4716e+00,3.8021e+00,9.5062e+00,3.0568e+01,-5.3395e+02
-4.7687e-01,-1.2642e+00,3.7531e+00,9.8586e+00,3.0033e+01,-5.6258e+02
-7.3635e-01,-1.9162e+00,3.9514e+00,1.0080e+01,3.0308e+01,-7.3798e+02
-3.8458e-01,-1.8671e+00,3.8625e+00,9.8879e+00,3.0222e+01,-7.2846e+02
-7.1801e-01,-1.5133e+00,4.0167e+00,1.0121e+01,3.0415e+01,-6.1035e+02
1.0738e-01,-1.8008e+00,3.7527e+00,9.5150e+00,3.0407e+01,-6.1210e+02
-6.9885e-01,-1.6711e+00,4.0012e+00,1.0138e+01,3.0304e+01,-6.3137e+02
-3.7058e-01,-1.4197e+00,4.0160e+00,9.7597e+00,3.0865e+01,-4.6741e+02
-3.8214e-01,-1.7672e+00,3.8800e+00,9.9194e+00,3.0258e+01,-7.3611e+02
-4.1055e-01,-1.7865e+00,3.9152e+00,9.9674e+00,3.0297e+01,-6.2728e+02
-7.4179e-01,-1.6194e+00,4.1025e+00,1.0111e+01,3.0693e+01,-6.3506e+02
-2.3762e-01,-1.3831e+00,3.9364e+00,9.7039e+00,3.0679e+01,-6.9405e+02
-6.0940e-01,-1.5098e+00,4.0385e+00,9.9260e+00,3.0655e+01,-4.8846e+02
-6.5751e-01,-1.5534e+00,3.8615e+00,1.0119e+01,2.9987e+01,-7.5313e+02
-5.0025e-01,-1.7056e+00,4.1128e+00,9.9612e+00,3.0821e+01,-5.6516e+02
-7.1602e-01,-1.0588e+00,3.7525e+00,9.8592e+00,3.0053e+01,-6.7883e+02
-1.2782e-01,-1.7168e+00,3.9844e+00,9.5782e+00,3.0992e+01,-5.9161e+02
-4.9701e-01,-1.4587e+00,3.6957e+00,9.9110e+00,2.9840e+01,-7.8574e+02
-2.6544e-01,-1.6202e+00,3.7361e+00,9.7505e+00,3.0127e+01,-4.9649e+02
-2.6018e-01,-1.1395e+00,3.7793e+00,9.5451e+00,3.0553e+01,-8.0765e+02
-3.1907e-01,-1.7352e+00,3.8025e+00,9.8438e+00,3.0131e+01,-6.2737e+02
-6.6534e-01,-1.6968e+00,3.8813e+00,1.0040e+01,3.0133e+01,-5.7661e+02
-1.7870e-01,-1.6085e+00,3.9020e+00,9.7211e+00,3.0592e+01,-5.5258e+02
-3.0372e-01,-1.7998e+00,3.8249e+00,9.8309e+00,3.0204e+01,-4.8437e+02
-7.5623e-01,-1.8305e+00,4.0353e+00,1.0125e+01,3.0508e+01,-6.0789e+02
-6.7383e-01,-1.7695e+00,3.9768e+00,1.0183e+01,3.0104e+01,-6.4449e+02
-5.8568e-02,-1.8196e+00,3.8692e+00,9.5431e+00,3.0716e+01,-6.4579e+02
-1.8691e-01,-1.9876e+00,3.9457e+00,9.7492e+00,3.0644e+01,-4.7663e+02
-6.6958e-01,-1.0866e+00,4.0469e+00,9.8389e+00,3.0782e+01,-5.3073e+02
-5.8475e-01,-1.4973e+00,4.0191e+00,9.9886e+00,3.0478e+01,-8.2060e+02
-6.1111e-01,-1.0675e+00,4.0968e+00,9.7844e+00,3.0962e+01,-6.6421e+02
-5.0911e-01,-1.9830e+00,4.0440e+00,1.0053e+01,3.0470e+01,-7.9955e+02
-4.2670e-01,-1.9210e+00,4.0582e+00,9.8762e+00,3.0738e+01,-8.0678e+02
-1.4931e-01,-1.8714e+00,3.8812e+00,9.6667e+00,3.0631e+01,-6.3905e+02
-3.3919e-01,-1.8062e+00,3.7890e+00,9.7835e+00,3.0221e+01,-5.2928e+02
-8.1603e-01,-1.5428e+00,4.0756e+00,1.0115e+01,3.0583e+01,-6.6196e+02
-8.2053e-01,-1.3062e+00,3.9076e+00,1.0131e+01,3.0056e+01,-7.9432e+02
-5.7931e-01,-1.3128e+00,3.8611e+00,9.8336e+00,3.0340e+01,-5.7228e+02
-7.0036e-01,-1.1969e+00,3.7522e+00,1.0004e+01,2.9812e+01,-7.7874e+02
8.7073e-03,-1.6334e+00,3.6978e+00,9.5697e+00,3.0221e+01,-6.5378e+02
-1.4268e-01,-1.8862e+00,3.8912e+00,9.6987e+00,3.0558e+01,-5.9875e+02
-1.3005e-01,-1.7337e+00,3.7410e+00,9.6507e+00,3.0271e+01,-4.3373e+02
-1.6950e-01,-1.6738e+00,3.9878e+00,9.6647e+00,3.0924e+01,-5.1638e+02
-2.6499e-01,-1.9585e+00,3.8932e+00,9.7160e+00,3.0676e+01,-7.8581e+02
-3.6729e-01,-1.7297e+00,3.9034e+00,9.7530e+00,3.0625e+01,-7.7694e+02
-3.6914e-01,-1.7564e+00,3.8403e+00,9.7896e+00,3.0349e+01,-6.4726e+02
-5.6123e-01,-1.0789e+00,4.0515e+00,9.7914e+00,3.0838e+01,-7.2645e+02
-5.3442e-01,-1.2976e+00,4.1256e+00,9.8670e+00,3.0976e+01,-6.2779e+02
-4.5503e-01,-1.4006e+00,3.8195e+00,9.8201e+00,3.0317e+01,-7.3112e+02
-1.2551e-01,-1.3949e+00,3.8605e+00,9.5976e+00,3.0633e+01,-7.5226e+02
-8.5704e-01,-1.3348e+00,4.1359e+00,1.0167e+01,3.0640e+01,-5.7562e+02
