logfeh,logdust_med,logNpix,tau,dmod,logl
-9.5316e-01,-1.9909e+00,3.7822e+00,9.9742e+00,2.9672e+01,-2.1684e+03
-9.8947e-01,-1.9993e+00,3.6773e+00,9.9284e+00,2.9393e+01,-2.1693e+03
-9.5919e-01,-1.9654e+00,3.6757e+00,9.9912e+00,2.9395e+01,-2.1729e+03
-9.8949e-01,-1.9861e+00,3.6761e+00,9.9006e+00,2.9392e+01,-2.1563e+03
-9.6215e-01,-1.9994e+00,3.7811e+00,9.9753e+00,2.9662e+01,-2.1732e+03
-9.9102e-01,-1.9592e+00,3.6766e+00,9.9170e+00,2.9391e+01,-2.1732e+03
-9.7496e-01,-1.9955e+00,3.7809e+00,9.9942e+00,2.9661e+01,-2.1669e+03
-9.8768e-01,-1.9692e+00,3.6767e+00,9.9336e+00,2.9390e+01,-2.1731e+03
-9.9642e-01,-1.9752e+00,3.6771e+00,9.9122e+00,2.9389e+01,-2.1600e+03
-9.8684e-01,-1.9590e+00,3.6753e+00,9.9434e+00,2.9383e+01,-2.1624e+03
-9.7463e-01,-1.9926e+00,3.6756e+00,9.9837e+00,2.9387e+01,-2.1659e+03
-9.9479e-01,-1.9794e+00,3.6774e+00,9.8952e+00,2.9393e+01,-2.1596e+03
-9.7279e-01,-1.9943e+00,3.6765e+00,9.9019e+00,2.9389e+01,-2.1716e+03
-9.5184e-01,-1.9707e+00,3.6752e+00,9.9476e+00,2.9388e+01,-2.1733e+03
-9.6009e-01,-1.9585e+00,3.7793e+00,9.9845e+00,2.9659e+01,-2.1646e+03
-9.6608e-01,-1.9846e+00,3.7812e+00,9.9955e+00,2.9661e+01,-2.1714e+03
-9.9592e-01,-1.9900e+00,3.6768e+00,9.8908e+00,2.9398e+01,-2.1714e+03
-9.7971e-01,-1.9430e+00,3.6761e+00,9.9901e+00,2.9390e+01,-2.1690e+03
-9.9037e-01,-1.9521e+00,3.7813e+00,9.9918e+00,2.9668e+01,-2.1502e+03
-9.7298e-01,-1.9888e+00,3.6756e+00,9.9684e+00,2.9387e+01,-2.1714e+03
-9.7590e-01,-1.9600e+00,3.7803e+00,9.9991e+00,2.9663e+01,-2.1626e+03
-9.8535e-01,-1.9956e+00,3.7813e+00,9.9907e+00,2.9670e+01,-2.1387e+03
-9.5638e-01,-1.9925e+00,3.6445e+00,9.9600e+00,2.9303e+01,-2.1691e+03
-9.7639e-01,-1.9955e+00,3.6768e+00,9.8981e+00,2.9389e+01,-2.1734e+03
-9.6767e-01,-1.9653e+00,3.6760e+00,9.9884e+00,2.9386e+01,-2.1711e+03
-9.8274e-01,-1.9800e+00,3.6776e+00,9.9240e+00,2.9398e+01,-2.1702e+03
-9.7029e-01,-1.9891e+00,3.6765e+00,9.9110e+00,2.9394e+01,-2.1714e+03
-9.9887e-01,-1.9500e+00,3.6452e+00,9.9855e+00,2.9312e+01,-2.1710e+03
-9.8832e-01,-1.9841e+00,3.6762e+00,9.9949e+00,2.9389e+01,-2.1668e+03
-9.6421e-01,-1.9318e+00,3.6765e+00,9.9305e+00,2.9395e+01,-2.1725e+03
-9.5712e-01,-1.9230e+00,3.6760e+00,9.9996e+00,2.9387e+01,-2.1590e+03
-9.6580e-01,-1.9445e+00,3.6766e+00,9.9339e+00,2.9388e+01,-2.1685e+03
-9.8778e-01,-1.9783e+00,3.6768e+00,9.8729e+00,2.9389e+01,-2.1732e+03
-9.8872e-01,-1.9782e+00,3.6758e+00,9.9758e+00,2.9385e+01,-2.1628e+03
-9.7077e-01,-1.9950e+00,3.6767e+00,9.9222e+00,2.9394e+01,-2.1612e+03
-9.6532e-01,-1.9974e+00,3.6770e+00,9.8892e+00,2.9398e+01,-2.1643e+03
-9.8378e-01,-1.9695e+00,3.7807e+00,9.9977e+00,2.9671e+01,-2.1723e+03
-9.9084e-01,-1.9533e+00,3.7812e+00,9.9930e+00,2.9661e+01,-2.1727e+03
-9.8546e-01,-1.9559e+00,3.6769e+00,9.9426e+00,2.9388e+01,-2.1693e+03
-9.9395e-01,-1.9977e+00,3.7810e+00,9.9911e+00,2.9663e+01,-2.1631e+03
-9.6319e-01,-1.9449e+00,3.6757e+00,9.9734e+00,2.9387e+01,-2.1728e+03
-9.8137e-01,-1.9669e+00,3.6765e+00,9.8930e+00,2.9392e+01,-2.1732e+03
