niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,1.9960e-01,-1.4629e+05,-1.4629e+05,-1.9980e-03,-1.4629e+05,1.1750e-01,6.9098e+00,inf,7.9555e-01,-9.6883e-01,-1.1163e+00,4.1839e-01,1.3853e+00,2.3525e+00,3.2353e+00,5.9326e+00,3.0026e+01
2.0000e+00,1.0000e+00,3.9841e-01,-1.4603e+05,-1.4604e+05,-3.9960e-03,-1.4604e+05,1.1751e-01,6.9118e+00,1.4578e+05,1.4006e+00,-6.6177e-01,-1.4777e+00,-5.3912e-01,1.7622e+00,2.8334e+00,3.8497e+00,5.9652e+00,3.0357e+01
3.0000e+00,1.0000e+00,5.9642e-01,-1.4581e+05,-1.4581e+05,-5.9940e-03,-1.4581e+05,1.1753e-01,6.9138e+00,1.4552e+05,2.1804e+00,-7.8735e-01,-1.2816e+00,1.0038e+00,5.9353e-01,3.0135e+00,4.2240e+00,5.8095e+00,3.0075e+01
4.0000e+00,1.0000e+00,7.9365e-01,-1.4571e+05,-1.4571e+05,-7.9920e-03,-1.4571e+05,1.1755e-01,6.9157e+00,1.4530e+05,2.7540e+00,-8.2816e-01,-1.3043e+00,4.0522e-01,1.0105e+00,2.5815e+00,4.3861e+00,5.8155e+00,3.0214e+01
5.0000e+00,1.0000e+00,9.9010e-01,-1.4568e+05,-1.4569e+05,-9.9900e-03,-1.4569e+05,1.1757e-01,6.9177e+00,1.4520e+05,3.3288e+00,-4.9898e-02,-1.1674e+00,3.8411e-01,1.4226e+00,2.2413e+00,2.7659e+00,5.9544e+00,3.0142e+01
6.0000e+00,1.0000e+00,1.1858e+00,-1.4554e+05,-1.4555e+05,-1.1988e-02,-1.4555e+05,1.1758e-01,6.9197e+00,1.4517e+05,3.9216e+00,-5.1180e-01,-1.1843e+00,1.2115e+00,2.1761e+00,1.2633e+00,2.9525e+00,5.9371e+00,3.0289e+01
7.0000e+00,1.0000e+00,1.3807e+00,-1.4542e+05,-1.4543e+05,-1.3986e-02,-1.4543e+05,1.1760e-01,6.9217e+00,1.4503e+05,4.6867e+00,-3.3065e-01,-1.5552e+00,-6.9156e-01,1.5469e+00,2.9949e+00,4.6508e+00,5.8362e+00,3.0369e+01
8.0000e+00,1.0000e+00,1.5748e+00,-1.4538e+05,-1.4539e+05,-1.5984e-02,-1.4539e+05,1.1762e-01,6.9237e+00,1.4491e+05,5.4597e+00,2.3022e-01,-1.3895e+00,5.6762e-01,1.6438e+00,2.1700e+00,3.0871e+00,5.9381e+00,3.0192e+01
9.0000e+00,1.0000e+00,1.7682e+00,-1.4524e+05,-1.4525e+05,-1.7982e-02,-1.4525e+05,1.1763e-01,6.9257e+00,1.4487e+05,6.2377e+00,-9.2197e-01,-1.7406e+00,3.2858e-01,1.3207e+00,2.9303e+00,2.8265e+00,5.8893e+00,3.0680e+01
1.0000e+01,1.0000e+00,1.9608e+00,-1.4521e+05,-1.4522e+05,-1.9980e-02,-1.4522e+05,1.1765e-01,6.9277e+00,1.4474e+05,7.0493e+00,-5.3174e-01,-1.9369e+00,1.2214e-01,1.7743e+00,2.6014e+00,3.1044e+00,5.7019e+00,3.0057e+01
1.1000e+01,1.0000e+00,2.1526e+00,-1.4512e+05,-1.4513e+05,-2.1978e-02,-1.4513e+05,1.1767e-01,6.9297e+00,1.4471e+05,7.8173e+00,-4.0720e-01,-1.9489e+00,-1.8435e-01,1.3844e+00,2.2570e+00,3.4484e+00,5.6954e+00,3.0065e+01
1.2000e+01,1.0000e+00,2.3438e+00,-1.4511e+05,-1.4511e+05,-2.3976e-02,-1.4511e+05,1.1768e-01,6.9317e+00,1.4461e+05,8.5915e+00,-3.0069e-01,-1.9060e+00,8.4511e-01,1.3567e+00,1.4456e+00,4.0087e+00,5.8424e+00,3.0396e+01
1.3000e+01,1.0000e+00,2.5341e+00,-1.4500e+05,-1.4500e+05,-2.5974e-02,-1.4500e+05,1.1770e-01,6.9337e+00,1.4460e+05,9.3649e+00,2.4298e-01,-1.4329e+00,9.8734e-01,5.1725e-01,1.4032e+00,3.3768e+00,5.8856e+00,3.0207e+01
1.4000e+01,1.0000e+00,2.7237e+00,-1.4497e+05,-1.4498e+05,-2.7972e-02,-1.4498e+05,1.1772e-01,6.9357e+00,1.4449e+05,1.0132e+01,2.1138e-01,-1.2507e+00,1.1297e+00,5.1173e-01,2.7340e+00,4.1784e+00,5.8991e+00,3.0229e+01
1.5000e+01,1.0000e+00,2.9126e+00,-1.4496e+05,-1.4497e+05,-2.9970e-02,-1.4497e+05,1.1773e-01,6.9369e+00,1.4447e+05,1.0897e+01,1.2902e-01,-1.2541e+00,-3.8861e-02,3.5359e-01,2.3878e+00,4.2679e+00,5.8294e+00,3.0219e+01
