logfeh,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-7.8182e-01,-6.0457e-01,2.0615e+00,9.7293e-01,3.5864e+00,2.3005e+00,3.9039e+00,3.0970e+01,-1.1134e+03
4.5218e-02,-1.2736e+00,1.6532e+00,1.3294e+00,3.1550e+00,3.2040e+00,3.1050e+00,2.9841e+01,-1.2195e+03
4.3199e-01,-9.5143e-01,8.1764e-01,2.4569e+00,-4.7123e-02,2.9839e+00,3.3706e+00,2.9012e+01,-6.9936e+02
-6.9726e-01,-1.4363e+00,1.6596e+00,2.6284e-01,3.4031e+00,1.9032e+00,3.8579e+00,3.0694e+01,-9.2905e+02
4.0230e-01,-1.3197e+00,2.3991e-01,2.3854e+00,1.7629e-01,2.1498e+00,3.5294e+00,2.8872e+01,-1.0321e+03
-8.7303e-01,-1.3311e+00,1.3516e+00,1.3308e+00,6.0931e-01,3.6465e+00,2.0326e+00,2.9828e+01,-9.3175e+02
-5.9545e-01,-1.7456e+00,2.1943e+00,2.4265e+00,1.1835e+00,2.8587e+00,4.4212e+00,3.1403e+01,-1.1827e+03
-4.7818e-01,-1.0958e+00,1.9013e+00,1.9115e+00,1.4456e+00,3.7934e+00,3.3346e+00,3.0415e+01,-7.4997e+02
2.0426e-01,-1.3183e+00,-1.8855e-01,2.3766e+00,2.3367e+00,1.8772e+00,3.4755e+00,2.9043e+01,-8.5110e+02
3.6175e-01,-6.1570e-01,1.4868e+00,2.6107e+00,1.7508e+00,2.4315e+00,3.7547e+00,2.9503e+01,-9.2112e+02
-7.3412e-01,-1.3521e+00,1.5497e+00,1.6524e+00,2.2947e+00,1.9198e+00,3.7176e+00,2.9705e+01,-1.0238e+03
-3.4475e-01,-1.6048e+00,2.1977e+00,2.6428e+00,1.2648e+00,2.8775e+00,4.4009e+00,3.1325e+01,-8.6173e+02
-9.9092e-01,-7.4795e-01,1.4973e+00,1.7294e+00,1.7574e+00,3.6817e+00,2.7992e+00,2.9968e+01,-9.0590e+02
-6.3223e-01,-1.8652e+00,1.4385e+00,6.8768e-01,3.0571e+00,3.0656e+00,3.3873e+00,2.9937e+01,-1.0221e+03
1.6197e-02,-1.7411e+00,1.5561e+00,2.1713e+00,2.2516e+00,3.6321e+00,2.3035e+00,2.9783e+01,-8.7290e+02
-6.5842e-01,-1.4184e+00,2.1182e+00,1.1196e+00,3.2157e+00,4.1449e+00,2.3441e+00,3.1375e+01,-1.1212e+03
-6.7125e-01,-1.8309e+00,1.8116e+00,2.7603e+00,1.0177e+00,1.7314e+00,4.2668e+00,3.1105e+01,-1.0107e+03
-6.5127e-01,-1.0281e+00,1.8153e+00,1.3888e+00,2.3856e+00,3.8889e+00,2.2996e+00,3.0487e+01,-1.0122e+03
-5.9929e-01,-7.8655e-01,1.3478e+00,2.3540e+00,2.0669e+00,1.1566e+00,3.6397e+00,2.9533e+01,-1.1078e+03
-7.3570e-01,-7.4082e-01,2.1702e+00,-2.0560e-01,6.6531e-01,4.0491e+00,3.0823e+00,3.0890e+01,-1.2428e+03
2.6456e-01,-1.5680e+00,1.8022e+00,2.3567e+00,3.3132e+00,2.2981e+00,3.9163e+00,3.0403e+01,-1.1297e+03
