logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
-1.3516e-01,-1.1809e+00,-4.6024e-01,6.3298e-01,2.1506e+00,3.1057e+00,5.1600e+00,3.1701e+01,-5.1762e+02
6.8363e-02,-1.3854e+00,1.0864e-01,8.8181e-01,1.2401e+00,4.1076e+00,4.9719e+00,3.1359e+01,-3.4984e+02
6.6580e-02,-1.4345e+00,-3.6462e-01,4.0278e-01,2.9654e+00,3.6495e+00,5.1176e+00,3.1590e+01,-5.8418e+02
1.0381e-01,-1.7101e+00,-1.3233e-01,9.9268e-01,1.6163e+00,3.4621e+00,4.8972e+00,3.1021e+01,-4.3588e+02
1.9504e-01,-1.6777e+00,1.2149e+00,8.6960e-01,1.4845e+00,3.9844e+00,4.9601e+00,3.1263e+01,-4.0026e+02
1.1738e-01,-1.4035e+00,-8.6695e-02,1.5452e+00,1.0778e+00,4.1978e+00,4.8021e+00,3.1067e+01,-6.2278e+02
-2.0482e-02,-1.3832e+00,1.8981e-01,7.2058e-01,2.5319e+00,2.8102e+00,4.8683e+00,3.0966e+01,-4.0383e+02
-7.1933e-03,-1.2910e+00,5.7232e-01,1.5423e+00,1.5543e+00,3.2643e+00,4.6710e+00,3.0488e+01,-6.2669e+02
2.3943e-01,-1.7834e+00,-4.3472e-01,1.0929e+00,1.4496e+00,3.8071e+00,4.5466e+00,3.0320e+01,-6.0351e+02
9.8596e-03,-1.2975e+00,9.5896e-01,1.0754e+00,1.9316e+00,3.4823e+00,4.8147e+00,3.0843e+01,-5.8404e+02
-1.7257e-01,-1.0367e+00,2.3367e-01,4.9281e-01,2.7663e+00,4.1436e+00,4.9953e+00,3.1496e+01,-4.2164e+02
-1.5224e-03,-1.3736e+00,2.5048e-01,3.6629e-01,1.8586e+00,3.3307e+00,4.8041e+00,3.0813e+01,-3.4168e+02
1.9886e-01,-1.9002e+00,-5.1498e-02,1.5737e+00,1.1120e+00,3.3453e+00,4.7675e+00,3.0664e+01,-4.0913e+02
-5.7511e-02,-1.1773e+00,-1.5496e-01,1.6347e+00,1.0848e+00,4.0807e+00,4.8858e+00,3.1214e+01,-5.3882e+02
1.8630e-01,-1.2449e+00,3.2131e-01,1.1060e+00,2.6739e+00,4.2276e+00,4.4319e+00,3.0529e+01,-6.4365e+02
-1.7086e-01,-1.0745e+00,-2.8169e-01,1.9412e+00,3.0234e+00,3.0543e+00,5.1310e+00,3.1660e+01,-4.5373e+02
9.2919e-02,-1.5938e+00,7.4067e-01,6.5783e-01,2.2959e+00,3.0712e+00,5.1775e+00,3.1674e+01,-5.7658e+02
5.7064e-02,-1.2806e+00,1.0461e+00,1.7661e+00,1.1522e+00,4.1907e+00,4.8703e+00,3.1215e+01,-6.6337e+02
-1.0573e-01,-1.0264e+00,-5.7620e-01,2.3211e+00,2.8858e+00,2.8118e+00,4.7942e+00,3.0817e+01,-4.0440e+02
1.0355e-01,-1.7690e+00,3.5517e-01,7.7952e-01,1.6840e+00,2.7907e+00,4.9665e+00,3.1146e+01,-3.1822e+02
1.7906e-01,-1.9901e+00,1.1924e+00,1.2180e+00,1.5184e+00,3.5957e+00,5.1292e+00,3.1581e+01,-5.1143e+02
-9.4777e-02,-1.1086e+00,-2.2916e-01,1.2492e+00,1.7926e+00,3.6919e+00,4.8658e+00,3.1023e+01,-5.7481e+02
1.9247e-01,-1.5346e+00,6.3865e-01,8.0657e-01,2.3001e+00,3.9610e+00,4.7474e+00,3.0811e+01,-2.2607e+02
1.7972e-01,-1.6749e+00,-9.2241e-02,2.0619e+00,2.3200e+00,3.1033e+00,4.8597e+00,3.0886e+01,-1.9789e+02
-1.0216e-01,-1.1169e+00,-8.3473e-02,2.0530e+00,1.9519e+00,3.3028e+00,4.9463e+00,3.1162e+01,-2.8984e+02
-9.1557e-02,-1.1353e+00,7.6254e-02,1.4404e+00,2.7081e+00,3.7422e+00,4.8909e+00,3.1128e+01,-2.4311e+02
2.4011e-01,-1.8164e+00,-1.2228e-01,1.8543e+00,1.1620e+00,3.0202e+00,4.6962e+00,3.0440e+01,-6.0821e+02
1.4138e-01,-1.5501e+00,-2.1047e-01,2.1125e+00,1.5527e+00,3.0396e+00,4.8803e+00,3.0926e+01,-2.4374e+02
4.0890e-02,-1.4084e+00,-2.4307e-01,8.5804e-01,2.4001e+00,3.8359e+00,5.0579e+00,3.1492e+01,-6.4286e+02
-1.1700e-01,-1.0865e+00,-5.6770e-01,1.6995e+00,3.0161e+00,2.8513e+00,4.8565e+00,3.0975e+01,-4.8876e+02
-7.6787e-02,-1.2322e+00,-2.8832e-01,9.0088e-01,1.3295e+00,3.0058e+00,4.8871e+00,3.0989e+01,-4.9314e+02
-6.9210e-03,-1.3932e+00,4.6694e-01,1.7562e+00,1.5288e+00,3.1717e+00,4.8725e+00,3.0981e+01,-6.5319e+02
-1.9010e-01,-1.1370e+00,-2.2713e-01,3.7028e-01,2.6602e+00,3.3241e+00,5.0939e+00,3.1582e+01,-6.0526e+02
1.7929e-01,-1.6729e+00,-4.6756e-01,1.6178e+00,2.7841e+00,3.1873e+00,4.7805e+00,3.0715e+01,-5.3638e+02
2.0286e-01,-1.5907e+00,8.0590e-01,5.4239e-01,2.2963e+00,4.0478e+00,4.8747e+00,3.1093e+01,-4.1860e+02
9.2806e-02,-1.4996e+00,-3.0997e-01,1.4391e+00,2.1531e+00,3.1684e+00,4.8858e+00,3.0958e+01,-4.4518e+02
9.3327e-02,-1.6137e+00,3.4091e-01,9.0655e-01,2.7173e+00,2.8157e+00,4.7471e+00,3.0648e+01,-4.6609e+02
1.3667e-01,-1.9611e+00,-6.1191e-01,1.3433e+00,2.1558e+00,3.3834e+00,5.0256e+00,3.1325e+01,-4.3999e+02
1.3600e-01,-1.9539e+00,1.3128e-01,1.5194e+00,1.9159e+00,3.1150e+00,5.1925e+00,3.1708e+01,-6.3873e+02
1.5252e-01,-1.7783e+00,-2.4125e-01,9.4669e-01,2.5328e+00,2.8377e+00,4.9014e+00,3.0989e+01,-4.3025e+02
1.4577e-01,-1.2951e+00,1.9715e-01,2.1936e+00,2.0487e+00,3.5877e+00,4.7578e+00,3.0696e+01,-5.8801e+02
2.3749e-01,-1.3887e+00,6.8852e-01,7.1507e-01,3.0418e+00,4.0137e+00,4.6702e+00,3.0730e+01,-6.0904e+02
1.7910e-01,-1.4297e+00,-5.6717e-01,1.7369e+00,1.6107e+00,4.2006e+00,4.7786e+00,3.1012e+01,-3.1207e+02
-5.6921e-02,-1.1109e+00,-3.8579e-01,1.7953e+00,2.5394e+00,3.6697e+00,4.6562e+00,3.0574e+01,-6.0592e+02
1.4419e-01,-1.2759e+00,1.1238e+00,9.3031e-01,2.0850e+00,4.0955e+00,4.6692e+00,3.0739e+01,-2.5891e+02
2.3235e-01,-1.5896e+00,-1.9766e-01,2.1236e+00,2.4273e+00,3.1355e+00,4.7246e+00,3.0539e+01,-5.1069e+02
4.9881e-02,-1.2667e+00,-9.9813e-02,7.8035e-01,2.9224e+00,4.1982e+00,5.0070e+00,3.1487e+01,-6.2569e+02
2.3434e-01,-1.5650e+00,6.9621e-02,1.9141e+00,2.5148e+00,3.9779e+00,4.9055e+00,3.1130e+01,-5.5665e+02
1.0192e-01,-1.3806e+00,9.6769e-01,3.7601e-01,2.6473e+00,3.9160e+00,4.9101e+00,3.1155e+01,-2.0366e+02
1.5977e-01,-1.6881e+00,6.9028e-01,3.7456e-01,1.6144e+00,3.1976e+00,4.6626e+00,3.0407e+01,-4.7827e+02
1.1084e-01,-1.3177e+00,2.7276e-01,4.4754e-01,1.8972e+00,4.2221e+00,4.7791e+00,3.1051e+01,-6.0508e+02
1.9870e-01,-1.8963e+00,5.8242e-02,1.0626e+00,2.1681e+00,3.5293e+00,4.8500e+00,3.0902e+01,-3.6310e+02
1.3641e-01,-1.4814e+00,8.0396e-01,1.4215e+00,2.3509e+00,3.6517e+00,4.9028e+00,3.1054e+01,-3.9943e+02
