logfeh_scale,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
5.3577e-02,-5.1171e-01,2.2101e+00,1.2439e+00,1.4191e+00,3.1560e+00,4.2645e+00,2.9359e+01,-4.5306e+03
-6.1418e-02,-5.0639e-01,2.1628e+00,8.1025e-02,9.7716e-01,2.8697e+00,4.2432e+00,2.9280e+01,-4.5478e+03
1.1042e-01,-5.6509e-01,2.1644e+00,9.0729e-01,6.0750e-01,2.7201e+00,4.2369e+00,2.9206e+01,-4.5368e+03
3.2957e-01,-5.4302e-01,2.1932e+00,1.3975e-02,1.2935e+00,2.3974e+00,4.2879e+00,2.9241e+01,-4.4601e+03
2.3841e-01,-5.1171e-01,2.1685e+00,1.7447e+00,1.6221e+00,1.8038e+00,4.2701e+00,2.9218e+01,-4.5232e+03
1.3721e-01,-5.2153e-01,2.2173e+00,1.4840e+00,7.3569e-01,1.4824e+00,4.3136e+00,2.9329e+01,-4.5474e+03
1.5893e-01,-5.5560e-01,2.2778e+00,3.9769e-01,1.8303e+00,1.4496e+00,4.3822e+00,2.9530e+01,-4.5386e+03
1.8887e-02,-5.5941e-01,2.2177e+00,8.7698e-01,6.0521e-01,1.7882e+00,4.3281e+00,2.9419e+01,-4.5042e+03
8.4119e-02,-5.5246e-01,2.2065e+00,1.6916e-01,8.0350e-01,1.6053e+00,4.2978e+00,2.9317e+01,-4.5368e+03
5.9493e-02,-5.3378e-01,2.1902e+00,1.5896e+00,1.6133e+00,2.6922e+00,4.2731e+00,2.9318e+01,-4.5417e+03
7.5805e-02,-5.1036e-01,2.0648e+00,1.9224e+00,1.0237e+00,2.1390e+00,4.1832e+00,2.9044e+01,-4.5418e+03
2.2470e-01,-5.4379e-01,2.2255e+00,4.4296e-01,1.5933e+00,1.6771e+00,4.3303e+00,2.9374e+01,-4.5376e+03
8.2483e-02,-5.6396e-01,2.2194e+00,4.0379e-01,5.4863e-01,1.5517e+00,4.3321e+00,2.9419e+01,-4.5457e+03
1.1319e-01,-5.0426e-01,2.2027e+00,1.4640e+00,7.7024e-01,2.9875e+00,4.2777e+00,2.9338e+01,-4.4560e+03
2.0296e-01,-5.4005e-01,2.2582e+00,9.5161e-01,1.4997e+00,2.7270e+00,4.3609e+00,2.9488e+01,-4.5213e+03
-1.5941e-02,-6.3134e-01,2.1193e+00,1.0189e+00,7.4197e-01,1.8685e+00,4.2569e+00,2.9270e+01,-4.5249e+03
9.2456e-02,-5.2238e-01,2.2350e+00,5.6436e-01,6.1961e-01,2.6927e+00,4.3059e+00,2.9356e+01,-4.4946e+03
1.1027e-01,-5.4630e-01,2.2111e+00,1.0925e+00,2.0747e+00,1.7845e+00,4.3097e+00,2.9366e+01,-4.5049e+03
5.7831e-02,-5.0884e-01,2.1581e+00,1.0313e+00,7.1434e-01,1.6409e+00,4.2523e+00,2.9197e+01,-4.5445e+03
3.6786e-02,-5.6904e-01,2.1517e+00,9.8466e-01,8.0063e-01,2.6198e+00,4.2561e+00,2.9275e+01,-4.5478e+03
-7.5416e-03,-5.6135e-01,2.2640e+00,4.8207e-02,7.4848e-01,1.4398e+00,4.3661e+00,2.9523e+01,-4.5477e+03
1.0611e-01,-5.8001e-01,2.1856e+00,1.1526e+00,1.3412e+00,1.7328e+00,4.3063e+00,2.9336e+01,-4.5422e+03
1.2571e-01,-5.0707e-01,2.2021e+00,-5.1635e-02,9.4376e-01,2.5498e+00,4.2870e+00,2.9294e+01,-4.5517e+03
1.5139e-01,-5.0353e-01,2.2511e+00,1.3781e+00,2.2679e+00,1.6689e+00,4.3481e+00,2.9454e+01,-4.5112e+03
-2.3573e-02,-5.4174e-01,2.2443e+00,2.5922e-01,1.2743e+00,1.9156e+00,4.3510e+00,2.9491e+01,-4.5341e+03
1.7093e-01,-5.2212e-01,2.2785e+00,-5.1992e-02,1.2956e+00,2.3589e+00,4.3753e+00,2.9493e+01,-4.5513e+03
7.7508e-02,-5.3269e-01,2.1288e+00,1.1578e+00,6.5550e-01,2.5868e+00,4.2208e+00,2.9154e+01,-4.5044e+03
2.0148e-01,-5.4807e-01,2.2179e+00,3.8749e-01,5.0188e-01,2.2612e+00,4.3104e+00,2.9324e+01,-4.5448e+03
2.8125e-01,-5.7971e-01,2.1530e+00,2.7871e-01,1.2464e+00,2.8076e+00,4.2318e+00,2.9159e+01,-4.4969e+03
1.9831e-01,-6.1110e-01,2.2472e+00,1.1666e+00,1.0757e+00,1.9905e+00,4.3592e+00,2.9465e+01,-4.5445e+03
1.5269e-01,-5.8283e-01,2.1955e+00,1.5442e+00,6.8253e-01,1.5765e+00,4.3191e+00,2.9364e+01,-4.5182e+03
-4.7614e-02,-5.1320e-01,2.1565e+00,1.1524e-01,1.2585e+00,2.3978e+00,4.2442e+00,2.9240e+01,-4.5205e+03
1.8732e-01,-5.5785e-01,2.2542e+00,1.9304e-01,1.1125e+00,1.6633e+00,4.3654e+00,2.9461e+01,-4.5344e+03
2.0415e-01,-5.4376e-01,2.2374e+00,6.4158e-02,1.5913e+00,1.5004e+00,4.3452e+00,2.9401e+01,-4.5269e+03
1.7113e-01,-5.2079e-01,2.1650e+00,5.4285e-01,7.7278e-01,2.9085e+00,4.2354e+00,2.9199e+01,-4.5474e+03
3.7147e-02,-5.1746e-01,2.2739e+00,3.4182e-02,1.1089e+00,2.9615e+00,4.3509e+00,2.9532e+01,-4.5461e+03
5.6615e-02,-5.3276e-01,2.1901e+00,1.8806e-02,1.8078e+00,1.4518e+00,4.2830e+00,2.9300e+01,-4.4972e+03
1.8955e-01,-5.6322e-01,2.2469e+00,7.9546e-01,2.1231e+00,1.5325e+00,4.3514e+00,2.9453e+01,-4.5447e+03
9.5269e-02,-5.0914e-01,2.2264e+00,1.6915e+00,1.8235e+00,1.6564e+00,4.3306e+00,2.9406e+01,-4.5089e+03
6.8170e-02,-5.6175e-01,2.2245e+00,8.3503e-01,6.4720e-01,1.6318e+00,4.3267e+00,2.9410e+01,-4.5453e+03
-5.2945e-02,-5.0229e-01,2.1660e+00,1.6686e-01,1.7641e+00,1.4382e+00,4.2587e+00,2.9258e+01,-4.5211e+03
3.3043e-02,-5.6904e-01,2.1979e+00,8.8149e-01,1.4653e+00,2.8326e+00,4.2857e+00,2.9379e+01,-4.5419e+03
-5.0140e-02,-5.5112e-01,2.1130e+00,7.8558e-01,5.6423e-01,1.8528e+00,4.2249e+00,2.9184e+01,-4.5511e+03
6.5970e-02,-5.1136e-01,2.1577e+00,1.6756e+00,7.6495e-01,2.6900e+00,4.2560e+00,2.9254e+01,-4.5463e+03
2.3194e-01,-5.6084e-01,2.1775e+00,1.4445e+00,1.3625e+00,3.1717e+00,4.2470e+00,2.9295e+01,-4.5444e+03
1.2911e-01,-5.1431e-01,2.2452e+00,1.7740e+00,8.4407e-01,1.6611e+00,4.3573e+00,2.9455e+01,-4.5457e+03
1.2210e-01,-5.0395e-01,2.2276e+00,9.1353e-01,1.8529e+00,2.3687e+00,4.3302e+00,2.9400e+01,-4.5478e+03
2.2711e-02,-5.8167e-01,2.1062e+00,1.0849e+00,9.1041e-01,1.4962e+00,4.2237e+00,2.9154e+01,-4.5029e+03
2.2630e-01,-5.4712e-01,2.2472e+00,5.4616e-01,7.8290e-01,2.0993e+00,4.3547e+00,2.9426e+01,-4.5357e+03
6.7922e-02,-5.0393e-01,2.1918e+00,1.1703e-01,1.0751e+00,2.3375e+00,4.2713e+00,2.9264e+01,-4.5496e+03
-6.0028e-02,-5.4284e-01,2.1999e+00,2.6159e-01,8.3253e-01,3.0247e+00,4.2852e+00,2.9433e+01,-4.5349e+03
8.9439e-02,-5.8546e-01,2.1932e+00,1.2331e+00,5.0873e-01,1.5638e+00,4.3005e+00,2.9333e+01,-4.4749e+03
-1.3724e-02,-5.6386e-01,2.1312e+00,1.4073e+00,1.0160e+00,2.4370e+00,4.2302e+00,2.9215e+01,-4.5288e+03
2.4432e-02,-5.3906e-01,2.1963e+00,6.1774e-01,9.7184e-01,2.4092e+00,4.3062e+00,2.9374e+01,-4.5520e+03
5.7604e-02,-5.1605e-01,2.2031e+00,1.3823e+00,1.2501e+00,1.7492e+00,4.3027e+00,2.9342e+01,-4.5494e+03
3.8782e-02,-5.5063e-01,2.0842e+00,2.0167e+00,1.3437e+00,1.6157e+00,4.2220e+00,2.9176e+01,-4.5389e+03
2.3173e-02,-5.0804e-01,2.2545e+00,5.4145e-01,2.2104e+00,2.0476e+00,4.3227e+00,2.9431e+01,-4.5408e+03
1.2308e-01,-5.0938e-01,2.2699e+00,1.2844e+00,5.5893e-01,1.6312e+00,4.3704e+00,2.9489e+01,-4.5229e+03
1.2260e-01,-5.1104e-01,2.2518e+00,1.2542e+00,2.1615e+00,1.4308e+00,4.3358e+00,2.9419e+01,-4.5500e+03
6.3136e-02,-5.7482e-01,2.1943e+00,1.3646e-01,1.0893e+00,1.6631e+00,4.3061e+00,2.9355e+01,-4.5089e+03
2.7626e-02,-5.4274e-01,2.1716e+00,1.5608e+00,7.4974e-01,2.2006e+00,4.2880e+00,2.9332e+01,-4.5039e+03
1.2505e-01,-5.4386e-01,2.2245e+00,1.6960e+00,1.0868e+00,2.7134e+00,4.3110e+00,2.9394e+01,-4.5493e+03
-9.7368e-02,-5.2331e-01,2.2399e+00,6.2202e-01,7.2053e-01,3.0362e+00,4.3049e+00,2.9482e+01,-4.5485e+03
2.0599e-01,-5.3947e-01,2.1970e+00,8.1672e-01,1.9493e+00,2.5157e+00,4.2885e+00,2.9299e+01,-4.4960e+03
7.8278e-02,-5.4090e-01,2.1931e+00,1.2044e+00,1.2277e+00,1.4622e+00,4.2972e+00,2.9319e+01,-4.5502e+03
3.6418e-01,-5.1641e-01,2.1833e+00,9.9533e-01,2.2074e+00,1.5901e+00,4.2693e+00,2.9194e+01,-4.5393e+03
-7.1617e-02,-5.2740e-01,2.1939e+00,4.3339e-01,1.2792e+00,2.4065e+00,4.2996e+00,2.9389e+01,-4.5436e+03
2.6906e-01,-5.4187e-01,2.2162e+00,7.3626e-01,1.2927e+00,1.5390e+00,4.3112e+00,2.9298e+01,-4.4991e+03
3.4856e-02,-5.2741e-01,2.2453e+00,4.0769e-01,1.1422e+00,1.6192e+00,4.3305e+00,2.9415e+01,-4.5438e+03
6.1063e-02,-5.7226e-01,2.1749e+00,8.2970e-01,1.4037e+00,2.0284e+00,4.2760e+00,2.9286e+01,-4.5504e+03
4.5748e-02,-6.3993e-01,2.1349e+00,9.0679e-01,1.1141e+00,2.2939e+00,4.2470e+00,2.9238e+01,-4.5148e+03
2.0956e-02,-5.0712e-01,2.2157e+00,3.8575e-01,1.5023e+00,1.5565e+00,4.3034e+00,2.9346e+01,-4.5174e+03
1.0329e-01,-5.0882e-01,2.2786e+00,1.2392e+00,5.7681e-01,2.7999e+00,4.3653e+00,2.9521e+01,-4.5519e+03
1.0677e-01,-5.5522e-01,2.2516e+00,5.0958e-01,2.0582e+00,2.2940e+00,4.3444e+00,2.9468e+01,-4.5138e+03
6.0611e-02,-5.3427e-01,2.2037e+00,1.1873e+00,1.0828e+00,2.2430e+00,4.2825e+00,2.9292e+01,-4.5519e+03
3.4211e-02,-5.6493e-01,2.1566e+00,7.0723e-01,1.0004e+00,2.7531e+00,4.2572e+00,2.9285e+01,-4.5287e+03
1.1767e-01,-5.3014e-01,2.1589e+00,6.1712e-01,1.4693e+00,1.6917e+00,4.2528e+00,2.9197e+01,-4.5311e+03
1.1654e-01,-5.6210e-01,2.2055e+00,1.3441e+00,8.1054e-01,2.4719e+00,4.3138e+00,2.9370e+01,-4.5164e+03
4.5399e-02,-5.2722e-01,2.2764e+00,1.3019e+00,8.4670e-01,1.9580e+00,4.3725e+00,2.9523e+01,-4.5253e+03
1.5861e-03,-5.5221e-01,2.1693e+00,1.7910e-01,4.8196e-01,1.8242e+00,4.2713e+00,2.9274e+01,-4.5494e+03
2.2512e-02,-5.5928e-01,2.2015e+00,2.4514e-01,1.1404e+00,1.6994e+00,4.2994e+00,2.9350e+01,-4.5467e+03
1.7350e-01,-5.5080e-01,2.1706e+00,1.3882e+00,1.0556e+00,2.1414e+00,4.2713e+00,2.9232e+01,-4.5426e+03
1.2007e-01,-5.6795e-01,2.2391e+00,5.7142e-01,1.8377e+00,2.3279e+00,4.3323e+00,2.9426e+01,-4.5054e+03
-9.7576e-03,-5.3818e-01,2.2271e+00,9.6108e-01,1.1190e+00,1.7322e+00,4.3162e+00,2.9399e+01,-4.4923e+03
1.0279e-01,-5.5062e-01,2.2383e+00,-1.2312e-03,1.3033e+00,1.9727e+00,4.3291e+00,2.9397e+01,-4.5415e+03
1.9619e-01,-5.2297e-01,2.2534e+00,1.1902e+00,1.1484e+00,1.8294e+00,4.3421e+00,2.9400e+01,-4.5134e+03
1.1814e-01,-5.2219e-01,2.2082e+00,7.8003e-01,6.8887e-01,2.1403e+00,4.3010e+00,2.9309e+01,-4.5310e+03
7.3340e-02,-5.0989e-01,2.1921e+00,2.0909e-01,5.9312e-01,2.6754e+00,4.2586e+00,2.9256e+01,-4.5351e+03
1.5806e-01,-5.0512e-01,2.1600e+00,9.1020e-01,1.0636e+00,2.8222e+00,4.2342e+00,2.9182e+01,-4.5257e+03
1.0282e-01,-6.2074e-01,2.2050e+00,2.9517e-01,1.5365e+00,2.4948e+00,4.3179e+00,2.9410e+01,-4.5488e+03
8.0020e-02,-5.0253e-01,2.2258e+00,1.4384e+00,1.3118e+00,1.4125e+00,4.3335e+00,2.9400e+01,-4.5293e+03
7.8106e-02,-5.0951e-01,2.2820e+00,5.6330e-01,6.0266e-01,2.0562e+00,4.3639e+00,2.9486e+01,-4.5097e+03
8.4897e-02,-5.9828e-01,2.1346e+00,8.7998e-01,8.7722e-01,2.0552e+00,4.2522e+00,2.9230e+01,-4.5412e+03
6.3477e-02,-5.8298e-01,2.2443e+00,8.7118e-01,1.6136e+00,1.7715e+00,4.3546e+00,2.9476e+01,-4.5446e+03
8.7011e-02,-5.2000e-01,2.2823e+00,4.5256e-01,5.8883e-01,1.5992e+00,4.3677e+00,2.9493e+01,-4.5499e+03
8.3600e-02,-5.1512e-01,2.1352e+00,-4.7270e-02,1.2133e+00,2.9227e+00,4.2149e+00,2.9182e+01,-4.5453e+03
5.7775e-02,-5.1872e-01,2.2256e+00,9.4897e-01,4.6393e-01,1.6256e+00,4.3364e+00,2.9417e+01,-4.4805e+03
2.0311e-01,-6.1512e-01,2.2246e+00,1.3651e+00,8.6083e-01,1.6827e+00,4.3517e+00,2.9434e+01,-4.5490e+03
1.4984e-01,-5.1578e-01,2.2724e+00,9.5866e-01,1.2033e+00,2.7829e+00,4.3537e+00,2.9481e+01,-4.5403e+03
2.1475e-01,-5.0230e-01,2.2264e+00,1.2372e+00,9.0495e-01,2.1516e+00,4.3054e+00,2.9302e+01,-4.5517e+03
2.3487e-02,-5.3113e-01,2.1490e+00,1.4253e+00,8.3107e-01,2.3169e+00,4.2263e+00,2.9181e+01,-4.5452e+03
1.7931e-02,-5.2345e-01,2.2901e+00,8.5265e-01,1.5897e+00,2.9607e+00,4.3677e+00,2.9587e+01,-4.5421e+03
3.0430e-02,-5.7693e-01,2.2259e+00,1.4830e+00,1.2822e+00,1.5355e+00,4.3414e+00,2.9461e+01,-4.5417e+03
2.8824e-01,-5.7163e-01,2.1127e+00,1.4664e+00,8.2213e-01,2.5684e+00,4.2148e+00,2.9088e+01,-4.4751e+03
2.4783e-02,-5.2165e-01,2.1633e+00,1.6664e+00,7.5600e-01,2.3670e+00,4.2673e+00,2.9277e+01,-4.5415e+03
1.0646e-01,-5.4489e-01,2.1691e+00,5.3841e-01,8.1817e-01,2.5657e+00,4.2640e+00,2.9244e+01,-4.5471e+03
1.3677e-01,-5.1245e-01,2.1693e+00,1.5206e+00,1.1456e+00,1.7051e+00,4.2644e+00,2.9228e+01,-4.5444e+03
1.2618e-01,-5.5158e-01,2.1776e+00,1.1770e+00,6.3617e-01,1.4696e+00,4.2965e+00,2.9295e+01,-4.5375e+03
4.2102e-02,-6.2768e-01,2.2009e+00,3.8632e-01,5.4372e-01,2.2501e+00,4.3164e+00,2.9419e+01,-4.5359e+03
8.4386e-02,-6.3606e-01,2.1431e+00,1.4869e+00,8.9038e-01,1.8958e+00,4.2801e+00,2.9303e+01,-4.5098e+03
1.9778e-01,-5.2392e-01,2.2758e+00,1.4227e-01,5.6532e-01,2.4402e+00,4.3791e+00,2.9496e+01,-4.5276e+03
1.3049e-01,-6.4048e-01,2.1898e+00,1.0465e-01,1.0109e+00,1.9563e+00,4.3147e+00,2.9369e+01,-4.5416e+03
5.5198e-02,-5.6105e-01,2.2234e+00,5.8835e-01,5.9353e-01,1.4686e+00,4.3264e+00,2.9403e+01,-4.4438e+03
1.8061e-01,-5.0656e-01,2.3067e+00,1.1063e+00,8.8221e-01,1.6012e+00,4.4112e+00,2.9559e+01,-4.5506e+03
1.2333e-01,-5.6166e-01,2.2002e+00,8.7372e-01,6.2246e-01,2.3765e+00,4.3189e+00,2.9367e+01,-4.4793e+03
1.3039e-01,-5.1978e-01,2.2567e+00,7.3140e-01,9.6717e-01,1.4085e+00,4.3586e+00,2.9449e+01,-4.4745e+03
2.7730e-01,-5.6323e-01,2.2170e+00,1.2810e+00,2.4505e+00,2.6502e+00,4.3056e+00,2.9381e+01,-4.5516e+03
2.0664e-02,-5.4514e-01,2.1894e+00,6.6348e-01,9.8097e-01,3.1135e+00,4.2626e+00,2.9366e+01,-4.5272e+03
7.6644e-02,-5.7589e-01,2.2435e+00,3.5887e-01,8.5542e-01,2.1016e+00,4.3476e+00,2.9465e+01,-4.5414e+03
-2.7395e-02,-5.5911e-01,2.1947e+00,-4.6505e-02,1.3588e+00,2.8364e+00,4.2851e+00,2.9381e+01,-4.5130e+03
6.4376e-02,-5.8063e-01,2.2238e+00,4.1740e-01,2.0945e+00,2.7945e+00,4.3081e+00,2.9439e+01,-4.5444e+03
5.6401e-02,-5.6138e-01,2.1416e+00,3.6539e-01,1.2681e+00,2.2613e+00,4.2388e+00,2.9202e+01,-4.5086e+03
1.7950e-01,-5.2386e-01,2.2265e+00,8.9788e-01,1.9859e+00,1.7112e+00,4.3236e+00,2.9374e+01,-4.4821e+03
3.1722e-03,-5.1388e-01,2.1654e+00,1.4195e-01,2.0688e+00,1.5776e+00,4.2522e+00,2.9254e+01,-4.5173e+03
7.6174e-02,-5.6425e-01,2.1827e+00,1.8843e-01,1.9714e+00,3.2203e+00,4.2384e+00,2.9349e+01,-4.5340e+03
1.2224e-02,-5.5388e-01,2.2006e+00,1.4234e+00,1.7693e+00,2.0680e+00,4.3222e+00,2.9427e+01,-4.5434e+03
1.3701e-01,-5.3665e-01,2.3076e+00,1.2933e+00,9.7707e-01,1.7270e+00,4.4071e+00,2.9583e+01,-4.5277e+03
3.1360e-01,-5.8970e-01,2.1943e+00,6.5589e-01,1.0458e+00,2.9877e+00,4.2747e+00,2.9301e+01,-4.5371e+03
2.4515e-01,-5.0054e-01,2.2726e+00,1.4045e+00,8.7905e-01,2.6201e+00,4.3783e+00,2.9491e+01,-4.5126e+03
-3.4060e-02,-5.4405e-01,2.1182e+00,1.3590e+00,1.1117e+00,1.8647e+00,4.2191e+00,2.9164e+01,-4.5509e+03
-2.9219e-02,-5.3730e-01,2.1250e+00,1.1758e+00,6.2755e-01,1.7285e+00,4.2210e+00,2.9153e+01,-4.5511e+03
-5.8964e-02,-5.0787e-01,2.1623e+00,8.9873e-01,1.8750e+00,1.9015e+00,4.2420e+00,2.9250e+01,-4.5430e+03
-4.4131e-02,-5.5028e-01,2.1598e+00,2.3427e-01,2.2049e+00,1.3975e+00,4.2632e+00,2.9316e+01,-4.5519e+03
1.2749e-01,-5.5892e-01,2.2676e+00,9.3609e-01,1.4954e+00,2.5022e+00,4.3781e+00,2.9540e+01,-4.5394e+03
7.6078e-02,-5.8164e-01,2.1953e+00,5.7009e-01,1.5421e+00,2.1058e+00,4.2849e+00,2.9305e+01,-4.5485e+03
-1.9354e-02,-5.4641e-01,2.2593e+00,8.1009e-01,8.2375e-01,2.9647e+00,4.3436e+00,2.9539e+01,-4.5378e+03
1.7606e-02,-5.8683e-01,2.1515e+00,2.0766e-01,1.0974e+00,2.8122e+00,4.2366e+00,2.9250e+01,-4.4567e+03
1.0952e-01,-5.1573e-01,2.1894e+00,7.5658e-01,1.0987e+00,1.5389e+00,4.2825e+00,2.9269e+01,-4.4942e+03
7.2275e-02,-5.1357e-01,2.3102e+00,5.7279e-01,2.0808e+00,2.7399e+00,4.3826e+00,2.9585e+01,-4.5380e+03
1.8574e-01,-5.8216e-01,2.1624e+00,7.5254e-01,2.0128e+00,3.2496e+00,4.2116e+00,2.9273e+01,-4.5461e+03
-8.6886e-02,-5.3100e-01,2.1614e+00,4.3830e-01,1.0615e+00,2.1233e+00,4.2628e+00,2.9291e+01,-4.5074e+03
1.3151e-01,-5.3234e-01,2.1695e+00,8.6378e-01,7.1195e-01,2.1802e+00,4.2821e+00,2.9258e+01,-4.5512e+03
5.5253e-02,-6.1453e-01,2.2002e+00,4.1707e-02,1.0008e+00,2.2861e+00,4.3277e+00,2.9432e+01,-4.5413e+03
9.2031e-02,-5.7823e-01,2.1663e+00,3.8323e-01,5.5208e-01,1.8513e+00,4.2853e+00,2.9287e+01,-4.5500e+03
2.7784e-02,-5.1515e-01,2.2102e+00,1.1705e+00,1.1172e+00,2.3254e+00,4.2922e+00,2.9328e+01,-4.5493e+03
1.7706e-01,-5.1656e-01,2.2353e+00,1.3283e+00,1.9748e+00,2.4591e+00,4.3338e+00,2.9410e+01,-4.5353e+03
-1.2497e-02,-5.0610e-01,2.2416e+00,1.9702e-01,1.1597e+00,2.9147e+00,4.3290e+00,2.9471e+01,-4.5077e+03
8.3624e-02,-5.4186e-01,2.2155e+00,1.3806e+00,7.3859e-01,2.4076e+00,4.3160e+00,2.9387e+01,-4.5415e+03
2.9839e-02,-5.5599e-01,2.2600e+00,1.0799e+00,2.2880e+00,2.0922e+00,4.3644e+00,2.9542e+01,-4.5487e+03
3.9667e-02,-5.8833e-01,2.2229e+00,1.5620e-02,1.7423e+00,2.2827e+00,4.3233e+00,2.9433e+01,-4.5329e+03
9.4759e-02,-5.6202e-01,2.3134e+00,2.1958e-02,5.8691e-01,1.7058e+00,4.4204e+00,2.9632e+01,-4.5470e+03
-7.7032e-03,-5.2426e-01,2.1870e+00,1.2128e+00,6.0873e-01,1.7174e+00,4.2933e+00,2.9338e+01,-4.5476e+03
2.0733e-01,-5.2945e-01,2.2326e+00,9.3219e-01,7.4843e-01,3.0784e+00,4.2923e+00,2.9362e+01,-4.5496e+03
-3.3257e-02,-5.0299e-01,2.1681e+00,9.2463e-01,1.9970e+00,1.9499e+00,4.2570e+00,2.9268e+01,-4.5232e+03
-7.0459e-03,-5.8095e-01,2.1222e+00,1.2327e+00,9.1579e-01,1.6328e+00,4.2417e+00,2.9205e+01,-4.5361e+03
1.6109e-01,-6.1494e-01,2.1572e+00,6.9542e-01,9.3467e-01,2.4443e+00,4.2699e+00,2.9267e+01,-4.5329e+03
2.2112e-01,-5.9603e-01,2.2163e+00,1.9855e-01,1.8528e+00,2.3658e+00,4.3257e+00,2.9386e+01,-4.5484e+03
1.1811e-01,-5.1003e-01,2.1701e+00,1.2973e+00,4.9028e-01,2.9901e+00,4.2482e+00,2.9264e+01,-4.5473e+03
-3.5412e-03,-5.1499e-01,2.2927e+00,4.6718e-01,1.9785e+00,1.4382e+00,4.4018e+00,2.9613e+01,-4.5388e+03
2.2178e-01,-5.3307e-01,2.2214e+00,1.4970e+00,1.4729e+00,2.8409e+00,4.3128e+00,2.9373e+01,-4.5075e+03
2.2153e-01,-5.4676e-01,2.2687e+00,7.4031e-01,1.9547e+00,1.9221e+00,4.3679e+00,2.9480e+01,-4.4485e+03
1.5129e-01,-5.6097e-01,2.2304e+00,1.2855e+00,7.8023e-01,1.9328e+00,4.3331e+00,2.9389e+01,-4.5466e+03
