logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.3723e-01,-1.1998e+00,7.0357e-01,1.1988e+00,2.5196e+00,2.9624e+00,4.9026e+00,3.1484e+01,-3.6156e+02
-4.5066e-01,-7.6350e-01,5.6324e-01,5.5745e-01,2.1448e+00,3.5478e+00,4.8919e+00,3.1587e+01,-4.8675e+02
1.8539e-01,-8.7432e-01,-4.0335e-01,1.5456e-01,1.7559e+00,4.4060e+00,4.4239e+00,3.1172e+01,-5.5719e+02
-7.3402e-01,-5.1694e-01,3.8374e-03,9.9266e-01,5.5795e-01,4.8356e+00,3.8654e+00,3.1818e+01,-3.5222e+02
-2.1674e-01,-6.5992e-01,8.1120e-01,1.9519e+00,4.1997e+00,3.7686e+00,4.6619e+00,3.1877e+01,-2.0368e+02
2.4400e-01,-1.2722e+00,-2.1487e-01,7.7501e-01,5.6823e-01,1.8874e+00,4.6260e+00,3.0747e+01,-3.8936e+02
3.2062e-02,-1.0911e+00,-1.0403e+00,9.1838e-01,1.8207e+00,2.2052e+00,4.8865e+00,3.1456e+01,-5.2805e+02
4.8386e-01,-1.0898e+00,1.6747e+00,1.0671e+00,3.1340e+00,3.6217e+00,4.8483e+00,3.1421e+01,-4.9664e+02
4.1525e-01,-9.0826e-01,8.9565e-01,1.4976e+00,1.9638e+00,4.8014e+00,4.4138e+00,3.1843e+01,-3.6012e+02
-4.4520e-01,-6.5392e-01,-6.8417e-01,2.8599e+00,1.1735e+00,2.6631e+00,4.7904e+00,3.1276e+01,-4.2701e+02
-3.6939e-01,-5.2251e-01,7.7953e-01,2.7772e+00,4.1788e+00,3.9684e+00,4.1656e+00,3.1552e+01,-4.0597e+02
2.3972e-02,-9.9232e-01,3.4171e-01,4.4358e-01,8.9174e-01,3.6991e+00,4.8303e+00,3.1384e+01,-2.6331e+02
-2.2855e-02,-9.1872e-01,1.9301e+00,2.1020e+00,3.0185e+00,3.4679e+00,5.3857e+00,3.2713e+01,-5.2696e+02
-4.4215e-01,-7.1629e-01,1.6894e-02,4.7202e-01,3.2133e+00,4.2835e+00,5.1535e+00,3.2366e+01,-5.1585e+02
-5.4756e-01,-7.0101e-01,7.7519e-01,4.7166e-01,2.5802e+00,3.2268e+00,5.0234e+00,3.1848e+01,-2.8322e+02
4.0183e-01,-1.4277e+00,3.1153e-01,3.1535e-01,2.1258e+00,3.5408e+00,5.1128e+00,3.2000e+01,-4.9921e+02
9.9072e-02,-9.8152e-01,5.4617e-01,1.7279e+00,1.9511e+00,2.2837e+00,4.5081e+00,3.0466e+01,-5.1999e+02
9.2818e-02,-8.2606e-01,1.5721e+00,2.7470e+00,1.4395e+00,3.6176e+00,4.9606e+00,3.1641e+01,-3.7663e+02
1.6867e-01,-9.4925e-01,-1.1114e+00,2.2200e+00,1.5014e+00,2.7246e+00,4.6087e+00,3.0695e+01,-5.5231e+02
-9.4948e-01,-5.9921e-01,-4.9539e-01,1.9545e+00,2.5807e+00,2.2173e+00,4.8053e+00,3.1294e+01,-2.7831e+02
3.0396e-01,-1.2355e+00,-1.4559e-01,-1.1180e-01,5.1294e-01,2.5479e+00,4.7718e+00,3.1090e+01,-3.0764e+02
6.5072e-02,-9.3995e-01,9.5982e-01,6.2786e-01,2.9145e+00,4.1949e+00,4.7770e+00,3.1540e+01,-2.8309e+02
-4.2966e-01,-5.6032e-01,7.2279e-01,1.6117e+00,3.1579e+00,4.7358e+00,3.0986e+00,3.1571e+01,-4.4961e+02
-4.2885e-01,-6.2937e-01,4.5989e-02,2.2503e+00,3.6673e+00,4.0481e+00,4.7065e+00,3.1547e+01,-1.6883e+02
-6.9915e-01,-6.3865e-01,1.2995e+00,2.1522e+00,2.2629e+00,3.8232e+00,5.2062e+00,3.2324e+01,-5.0852e+02
-8.0898e-01,-5.2631e-01,7.3455e-01,9.4299e-01,4.1894e+00,3.3651e+00,4.9772e+00,3.2136e+01,-4.2001e+02
8.5924e-03,-7.1946e-01,-6.3268e-01,1.5460e+00,2.4138e+00,4.6622e+00,3.8058e+00,3.1379e+01,-2.4185e+02
3.8830e-01,-1.3670e+00,7.7768e-02,2.1888e-01,1.4787e+00,1.8865e+00,4.6597e+00,3.0802e+01,-2.8263e+02
2.5873e-01,-1.2815e+00,-5.3075e-01,9.0980e-01,2.7199e+00,2.4250e+00,4.9455e+00,3.1579e+01,-4.6834e+02
4.3118e-01,-8.1549e-01,-3.6732e-01,2.7047e+00,3.3808e+00,4.6908e+00,4.5047e+00,3.1760e+01,-4.5765e+02
-1.0791e-01,-7.2233e-01,-1.2044e+00,2.0254e+00,3.6683e+00,3.5796e+00,4.5454e+00,3.1103e+01,-5.0731e+02
-5.1284e-02,-8.8479e-01,1.5620e+00,1.1415e-01,5.8962e-01,3.4386e+00,4.9842e+00,3.1707e+01,-3.7538e+02
2.9051e-01,-9.1605e-01,-5.3220e-01,1.9314e+00,3.3313e+00,3.3697e+00,4.5000e+00,3.0711e+01,-5.1697e+02
4.4390e-01,-8.9457e-01,2.1285e+00,1.6701e+00,3.9420e+00,4.6458e+00,5.0448e+00,3.2428e+01,-5.2838e+02
