niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9010e-01,-4.2444e+05,-4.2445e+05,-9.9503e-03,-4.2445e+05,3.2502e-01,5.3083e+00,inf,1.5460e+02,2.4586e-01,-1.2319e+00,1.0610e+00,3.7103e+00,3.2591e+01
2.0000e+00,1.0000e+00,1.9608e+00,-4.1793e+05,-4.1794e+05,-1.9901e-02,-4.1794e+05,3.2532e-01,5.3182e+00,4.2439e+05,1.5594e+02,-7.9103e-02,-7.4538e-01,1.0688e+00,6.2053e+00,3.2296e+01
3.0000e+00,1.0000e+00,2.9126e+00,-4.1033e+05,-4.1033e+05,-2.9851e-02,-4.1033e+05,3.2563e-01,5.3282e+00,4.1788e+05,1.5719e+02,-2.2634e-01,-5.7691e-01,1.3769e+00,3.0137e+00,3.2599e+01
4.0000e+00,1.0000e+00,3.8462e+00,-3.9203e+05,-3.9203e+05,-3.9801e-02,-3.9203e+05,3.2593e-01,5.3381e+00,4.1027e+05,1.5851e+02,-2.2276e-01,-5.9350e-01,1.5155e+00,6.4388e+00,3.2673e+01
5.0000e+00,1.0000e+00,4.7619e+00,-3.9173e+05,-3.9174e+05,-4.9752e-02,-3.9174e+05,3.2624e-01,5.3481e+00,3.9197e+05,1.5960e+02,7.6059e-02,-1.0457e+00,1.0759e+00,3.7606e+00,3.1220e+01
6.0000e+00,1.0000e+00,5.6604e+00,-3.7871e+05,-3.7872e+05,-5.9702e-02,-3.7872e+05,3.2654e-01,5.3580e+00,3.9168e+05,1.6078e+02,3.6245e-02,-4.1386e-01,1.0934e+00,2.3579e+00,3.0483e+01
7.0000e+00,1.0000e+00,6.5421e+00,-3.6822e+05,-3.6822e+05,-6.9652e-02,-3.6822e+05,3.2684e-01,5.3680e+00,3.7866e+05,1.6195e+02,2.0145e-01,-2.8436e-01,1.9417e+00,4.7398e+00,3.2421e+01
8.0000e+00,2.0000e+00,7.3394e+00,-3.3011e+05,-3.3012e+05,-7.9603e-02,-3.3012e+05,3.2715e-01,5.3779e+00,3.6816e+05,1.6441e+02,7.1480e-02,-8.6219e-01,1.6945e+00,1.8079e+00,3.1588e+01
9.0000e+00,2.0000e+00,8.1081e+00,-3.1292e+05,-3.1292e+05,-8.9553e-02,-3.1292e+05,3.2745e-01,5.3879e+00,3.3006e+05,1.6711e+02,1.1374e-01,-7.3867e-01,1.1060e+00,3.5248e+00,2.9678e+01
1.0000e+01,1.0000e+00,8.9286e+00,-3.0811e+05,-3.0811e+05,-9.9503e-02,-3.0811e+05,3.2775e-01,5.3978e+00,3.1286e+05,1.6862e+02,1.9809e-01,-9.9150e-01,1.6004e+00,4.1786e+00,3.1195e+01
1.1000e+01,1.0000e+00,9.7345e+00,-3.0157e+05,-3.0158e+05,-1.0945e-01,-3.0158e+05,3.2805e-01,5.4078e+00,3.0805e+05,1.6978e+02,-4.5514e-01,-1.2236e+00,1.2368e+00,5.4316e+00,3.0568e+01
1.2000e+01,1.0000e+00,1.0526e+01,-2.8864e+05,-2.8864e+05,-1.1940e-01,-2.8864e+05,3.2835e-01,5.4177e+00,3.0152e+05,1.7095e+02,-4.5959e-01,-8.2253e-01,5.9100e+00,1.0791e+00,2.7716e+01
1.3000e+01,1.0000e+00,1.1304e+01,-2.8860e+05,-2.8860e+05,-1.2935e-01,-2.8860e+05,3.2866e-01,5.4277e+00,2.8858e+05,1.7263e+02,-3.9948e-01,-8.0193e-03,1.8975e+00,2.6086e+00,3.0410e+01
1.4000e+01,1.0000e+00,1.2069e+01,-2.7387e+05,-2.7387e+05,-1.3930e-01,-2.7387e+05,3.2896e-01,5.4376e+00,2.8854e+05,1.7378e+02,-4.9299e-01,-1.4903e-01,5.8862e+00,4.4995e+00,2.7509e+01
1.5000e+01,1.0000e+00,1.2821e+01,-2.7181e+05,-2.7182e+05,-1.4925e-01,-2.7182e+05,3.2926e-01,5.4476e+00,2.7381e+05,1.7512e+02,-4.3168e-01,-1.9522e-01,1.1368e+00,7.7521e+00,2.8965e+01
1.6000e+01,1.0000e+00,1.3559e+01,-2.5849e+05,-2.5849e+05,-1.5921e-01,-2.5849e+05,3.2956e-01,5.4575e+00,2.7176e+05,1.7629e+02,-2.7881e-02,-4.7073e-01,2.2019e+00,6.3246e+00,3.2139e+01
