niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh_mean,logdust_med,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.1400e+02,1.0000e+00,1.0169e+01,-2.5742e+03,-2.5819e+03,-1.1394e-01,-2.5818e+03,8.5463e-02,7.3076e+00,2.5846e+03,2.2542e+03,-5.1776e-02,-5.7713e-01,1.1007e+00,2.2542e+00,1.9719e+00,3.5691e+00,2.9915e+00,2.9318e+01
1.1500e+02,1.0000e+00,1.0250e+01,-2.5610e+03,-2.5687e+03,-1.1494e-01,-2.5687e+03,8.7818e-02,7.7158e+00,2.5817e+03,2.2563e+03,1.7324e-01,-5.1340e-01,6.6820e-01,6.5227e-01,1.0394e+00,2.3822e+00,3.8714e+00,2.8965e+01
1.1600e+02,1.0000e+00,1.0329e+01,-2.5579e+03,-2.5656e+03,-1.1594e-01,-2.5655e+03,8.5858e-02,7.3753e+00,2.5686e+03,2.2583e+03,4.4994e-02,-9.9912e-02,7.9202e-01,1.4645e+00,1.4585e+00,2.4114e+00,3.6059e+00,2.8288e+01
1.1700e+02,1.0000e+00,1.0409e+01,-2.5487e+03,-2.5565e+03,-1.1694e-01,-2.5565e+03,8.7816e-02,7.7156e+00,2.5654e+03,2.2601e+03,-4.3238e-01,-1.2112e-02,-3.0412e-01,5.2913e-01,1.4191e+00,2.2880e+00,3.0384e+00,2.7159e+01
1.1800e+02,2.0000e+00,1.0480e+01,-2.5254e+03,-2.5331e+03,-1.1794e-01,-2.5331e+03,8.7835e-02,7.7188e+00,2.5563e+03,2.2642e+03,-3.1241e-01,-2.9962e-01,-4.5400e-02,1.6239e+00,9.1985e-01,2.5104e+00,3.7226e+00,2.8845e+01
1.1900e+02,1.0000e+00,1.0559e+01,-2.5034e+03,-2.5111e+03,-1.1894e-01,-2.5111e+03,8.7841e-02,7.7198e+00,2.5330e+03,2.2661e+03,2.3111e-01,-8.2579e-01,1.6877e-01,2.1966e+00,1.1053e+00,3.2780e+00,3.1495e+00,2.8673e+01
1.2000e+02,1.0000e+00,1.0638e+01,-2.4988e+03,-2.5065e+03,-1.1994e-01,-2.5065e+03,8.7220e-02,7.6112e+00,2.5110e+03,2.2680e+03,1.8106e-01,-7.2692e-01,1.0668e+00,1.1055e+00,2.8018e+00,3.9303e+00,3.0419e+00,2.9918e+01
1.2100e+02,1.0000e+00,1.0717e+01,-2.4940e+03,-2.5017e+03,-1.2094e-01,-2.5017e+03,8.7316e-02,7.6279e+00,2.5064e+03,2.2702e+03,-1.5956e-01,-1.1361e-01,2.9134e-02,1.1480e+00,1.2955e+00,3.5405e+00,3.3778e+00,2.8956e+01
1.2200e+02,1.0000e+00,1.0796e+01,-2.4765e+03,-2.4842e+03,-1.2194e-01,-2.4842e+03,8.7858e-02,7.7228e+00,2.5015e+03,2.2721e+03,9.0123e-02,-1.0648e-01,4.3329e-01,1.8504e+00,1.6792e+00,2.2742e+00,3.8660e+00,2.8792e+01
1.2300e+02,1.0000e+00,1.0875e+01,-2.4552e+03,-2.4629e+03,-1.2294e-01,-2.4629e+03,8.7863e-02,7.7238e+00,2.4841e+03,2.2740e+03,1.6701e-01,-8.1858e-02,-4.6154e-01,5.0418e-01,8.9638e-01,2.6683e+00,3.1814e+00,2.7288e+01
1.2400e+02,1.0000e+00,1.0954e+01,-2.4550e+03,-2.4621e+03,-1.2394e-01,-2.4618e+03,8.1403e-02,6.6297e+00,2.4628e+03,2.2762e+03,-5.3898e-02,-1.3271e-01,6.1296e-01,2.1981e+00,1.2143e+00,3.2957e+00,4.0398e+00,2.9562e+01
1.2500e+02,1.0000e+00,1.1033e+01,-2.4473e+03,-2.4551e+03,-1.2494e-01,-2.4551e+03,8.7790e-02,7.7109e+00,2.4616e+03,2.2783e+03,1.6984e-01,-2.2412e-01,-2.6799e-01,1.7293e+00,1.5065e+00,3.1009e+00,3.0364e+00,2.7913e+01
1.2600e+02,1.0000e+00,1.1111e+01,-2.4427e+03,-2.4504e+03,-1.2594e-01,-2.4504e+03,8.7257e-02,7.6175e+00,2.4549e+03,2.2802e+03,1.4779e-01,-3.2052e-01,-3.9699e-01,1.1292e+00,1.8141e+00,2.7880e+00,3.9924e+00,2.9164e+01
1.2700e+02,1.0000e+00,1.1189e+01,-2.4343e+03,-2.4420e+03,-1.2694e-01,-2.4420e+03,8.7862e-02,7.7236e+00,2.4503e+03,2.2821e+03,-6.7040e-02,-3.8527e-01,8.7652e-01,8.8201e-01,2.7364e+00,3.5890e+00,3.9017e+00,2.9837e+01
1.2800e+02,1.0000e+00,1.1268e+01,-2.4289e+03,-2.4366e+03,-1.2794e-01,-2.4366e+03,8.7574e-02,7.6730e+00,2.4419e+03,2.2840e+03,1.0766e-01,-4.7288e-01,1.2111e+00,2.0261e+00,2.5078e+00,3.1664e+00,3.2655e+00,2.8747e+01
1.2900e+02,1.0000e+00,1.1346e+01,-2.4126e+03,-2.4203e+03,-1.2894e-01,-2.4203e+03,8.7898e-02,7.7298e+00,2.4365e+03,2.2862e+03,-5.4086e-03,-4.8365e-01,-1.4412e-01,1.6510e+00,2.1848e+00,2.6432e+00,3.4645e+00,2.8386e+01
1.3000e+02,1.0000e+00,1.1424e+01,-2.3891e+03,-2.3968e+03,-1.2994e-01,-2.3968e+03,8.7903e-02,7.7308e+00,2.4202e+03,2.2881e+03,-1.3818e-01,-1.3926e-01,8.2713e-01,1.9117e+00,2.3045e+00,3.6249e+00,4.0915e+00,2.9905e+01
1.3100e+02,2.0000e+00,1.1491e+01,-2.3807e+03,-2.3884e+03,-1.3093e-01,-2.3884e+03,8.7886e-02,7.7278e+00,2.3967e+03,2.2920e+03,-3.4372e-01,-8.3213e-01,-4.7887e-01,1.1719e+00,8.8521e-01,2.7382e+00,4.1564e+00,2.9969e+01
1.3200e+02,1.0000e+00,1.1569e+01,-2.3514e+03,-2.3592e+03,-1.3193e-01,-2.3592e+03,8.7915e-02,7.7328e+00,2.3882e+03,2.2942e+03,2.2775e-01,-9.4698e-01,-1.7879e-01,2.0214e+00,1.5813e+00,2.7101e+00,3.4553e+00,2.8334e+01
1.3300e+02,1.0000e+00,1.1646e+01,-2.3473e+03,-2.3550e+03,-1.3293e-01,-2.3550e+03,8.7047e-02,7.5810e+00,2.3590e+03,2.2961e+03,1.3819e-01,-7.8800e-02,9.0731e-01,4.1023e-01,2.2916e+00,3.5509e+00,4.1295e+00,2.9611e+01
1.3400e+02,1.0000e+00,1.1724e+01,-2.3451e+03,-2.3527e+03,-1.3393e-01,-2.3526e+03,8.4220e-02,7.0965e+00,2.3548e+03,2.2980e+03,2.1684e-01,-8.2610e-01,1.0235e+00,4.5662e-01,1.1997e+00,2.1506e+00,3.4618e+00,2.7976e+01
1.3500e+02,1.0000e+00,1.1801e+01,-2.3319e+03,-2.3397e+03,-1.3493e-01,-2.3397e+03,8.7931e-02,7.7358e+00,2.3525e+03,2.3002e+03,-2.8238e-01,-2.2586e-01,1.0006e+00,1.7673e+00,2.7848e+00,2.6336e+00,3.4112e+00,2.8804e+01
1.3600e+02,3.0000e+00,1.1857e+01,-2.3291e+03,-2.3367e+03,-1.3593e-01,-2.3367e+03,8.5615e-02,7.3336e+00,2.3395e+03,2.3064e+03,2.3696e-01,-7.0659e-01,-6.5358e-01,2.1353e+00,2.1738e+00,2.7998e+00,4.0222e+00,2.9387e+01
1.3700e+02,1.0000e+00,1.1934e+01,-2.3151e+03,-2.3229e+03,-1.3693e-01,-2.3229e+03,8.7943e-02,7.7378e+00,2.3365e+03,2.3085e+03,-7.6080e-02,-1.7149e-01,-6.1697e-01,1.2341e+00,2.4555e+00,2.8036e+00,3.4211e+00,2.8298e+01
1.3800e+02,1.0000e+00,1.2010e+01,-2.2974e+03,-2.3051e+03,-1.3793e-01,-2.3051e+03,8.7949e-02,7.7388e+00,2.3227e+03,2.3107e+03,1.5695e-01,-2.3569e-01,9.3712e-01,1.9462e+00,1.9705e+00,3.1981e+00,2.9532e+00,2.8099e+01
1.3900e+02,1.0000e+00,1.2087e+01,-2.2872e+03,-2.2949e+03,-1.3893e-01,-2.2949e+03,8.7949e-02,7.7390e+00,2.3050e+03,2.3129e+03,-1.7767e-01,-5.8364e-01,4.8944e-01,2.0809e+00,1.0151e+00,3.2094e+00,3.2447e+00,2.8593e+01
1.4000e+02,1.0000e+00,1.2163e+01,-2.2803e+03,-2.2880e+03,-1.3993e-01,-2.2880e+03,8.7873e-02,7.7255e+00,2.2948e+03,2.3148e+03,-4.3521e-01,-9.4967e-01,6.2578e-01,1.6460e+00,1.7597e+00,2.6200e+00,4.0476e+00,2.9732e+01
1.4100e+02,1.0000e+00,1.2240e+01,-2.2745e+03,-2.2822e+03,-1.4093e-01,-2.2822e+03,8.7735e-02,7.7012e+00,2.2879e+03,2.3170e+03,1.1072e-01,-4.8915e-01,1.1691e+00,6.5542e-01,9.6319e-01,2.8433e+00,4.1067e+00,2.9435e+01
1.4200e+02,1.0000e+00,1.2316e+01,-2.2729e+03,-2.2805e+03,-1.4193e-01,-2.2803e+03,8.3133e-02,6.9145e+00,2.2820e+03,2.3191e+03,-3.7571e-01,-4.5284e-01,3.1132e-01,1.2815e+00,2.1624e+00,3.1980e+00,3.5720e+00,2.8941e+01
1.4300e+02,1.0000e+00,1.2392e+01,-2.2700e+03,-2.2777e+03,-1.4293e-01,-2.2776e+03,8.5151e-02,7.2543e+00,2.2801e+03,2.3213e+03,-1.2540e-01,-5.2615e-01,-5.6199e-01,7.8341e-01,1.2167e+00,3.4427e+00,3.3706e+00,2.8823e+01
1.4400e+02,1.0000e+00,1.2468e+01,-2.2594e+03,-2.2672e+03,-1.4393e-01,-2.2672e+03,8.7979e-02,7.7442e+00,2.2775e+03,2.3235e+03,2.0060e-01,-5.2921e-01,2.5841e-01,7.9217e-01,1.0741e+00,3.7063e+00,3.2211e+00,2.9028e+01
1.4500e+02,1.0000e+00,1.2543e+01,-2.2532e+03,-2.2609e+03,-1.4493e-01,-2.2609e+03,8.7833e-02,7.7184e+00,2.2670e+03,2.3256e+03,-1.0881e-01,-8.9732e-01,-6.6153e-01,9.2338e-01,1.9958e+00,3.7841e+00,3.0478e+00,2.9475e+01
1.4600e+02,1.0000e+00,1.2619e+01,-2.2462e+03,-2.2539e+03,-1.4593e-01,-2.2539e+03,8.7908e-02,7.7318e+00,2.2608e+03,2.3276e+03,8.6305e-03,-4.1037e-01,-5.0804e-01,1.6473e+00,1.5052e+00,2.4109e+00,2.9534e+00,2.7143e+01
1.4700e+02,3.0000e+00,1.2672e+01,-2.2410e+03,-2.2487e+03,-1.4693e-01,-2.2487e+03,8.7614e-02,7.6800e+00,2.2538e+03,2.3333e+03,-3.1003e-01,-4.9316e-01,-3.9719e-01,3.8038e-01,1.6101e+00,3.5483e+00,3.8839e+00,2.9613e+01
1.4800e+02,1.0000e+00,1.2748e+01,-2.2247e+03,-2.2325e+03,-1.4793e-01,-2.2325e+03,8.8005e-02,7.7488e+00,2.2486e+03,2.3352e+03,-3.6255e-01,-2.0259e-01,4.5842e-01,1.3775e+00,2.1353e+00,3.4810e+00,3.4163e+00,2.8940e+01
1.4900e+02,1.0000e+00,1.2823e+01,-2.2166e+03,-2.2243e+03,-1.4893e-01,-2.2243e+03,8.7982e-02,7.7447e+00,2.2323e+03,2.3371e+03,-8.8614e-02,-7.0822e-01,8.3945e-01,1.1731e+00,2.7895e+00,2.5552e+00,4.1227e+00,2.9807e+01
1.5000e+02,1.0000e+00,1.2898e+01,-2.2135e+03,-2.2212e+03,-1.4993e-01,-2.2212e+03,8.5991e-02,7.3981e+00,2.2241e+03,2.3393e+03,-4.3214e-01,-4.0069e-01,6.1002e-01,3.8144e-01,1.0455e+00,2.7752e+00,4.1167e+00,2.9643e+01
1.5100e+02,1.0000e+00,1.2973e+01,-2.2067e+03,-2.2144e+03,-1.5092e-01,-2.2144e+03,8.7921e-02,7.7339e+00,2.2210e+03,2.3412e+03,-2.2480e-01,-2.1522e-01,-6.5213e-01,4.4238e-01,1.3722e+00,3.0034e+00,3.0993e+00,2.7733e+01
1.5200e+02,1.0000e+00,1.3047e+01,-2.1783e+03,-2.1860e+03,-1.5192e-01,-2.1860e+03,8.8028e-02,7.7528e+00,2.2142e+03,2.3431e+03,-2.5491e-01,-6.0986e-01,2.8344e-01,2.1148e+00,1.9025e+00,3.4720e+00,3.2737e+00,2.9017e+01
1.5300e+02,1.0000e+00,1.3122e+01,-2.1346e+03,-2.1424e+03,-1.5292e-01,-2.1424e+03,8.8034e-02,7.7538e+00,2.1859e+03,2.3450e+03,2.8263e-02,-1.5613e-01,1.9874e-01,4.4563e-01,2.5161e+00,2.7073e+00,3.3384e+00,2.7932e+01
1.5400e+02,1.0000e+00,1.3196e+01,-2.1253e+03,-2.1330e+03,-1.5392e-01,-2.1330e+03,8.8029e-02,7.7531e+00,2.1422e+03,2.3469e+03,2.2196e-01,-4.8036e-01,-3.5073e-01,2.0164e+00,1.3246e+00,2.3859e+00,4.3860e+00,2.9869e+01
1.5500e+02,1.0000e+00,1.3271e+01,-2.1140e+03,-2.1218e+03,-1.5492e-01,-2.1218e+03,8.8043e-02,7.7555e+00,2.1328e+03,2.3489e+03,-3.3939e-01,-2.6153e-02,1.3680e-01,1.5812e+00,1.7399e+00,3.6235e+00,3.1043e+00,2.8755e+01
1.5600e+02,2.0000e+00,1.3333e+01,-2.1111e+03,-2.1188e+03,-1.5592e-01,-2.1187e+03,8.5835e-02,7.3714e+00,2.1216e+03,2.3532e+03,-2.6945e-01,-7.0158e-01,5.5219e-01,1.4565e+00,2.8450e+00,3.3398e+00,3.2450e+00,2.9157e+01
1.5700e+02,1.0000e+00,1.3407e+01,-2.1100e+03,-2.1174e+03,-1.5692e-01,-2.1172e+03,8.1910e-02,6.7127e+00,2.1186e+03,2.3554e+03,-1.9544e-02,-7.4740e-01,4.4234e-01,2.0202e+00,1.3188e+00,2.3081e+00,3.6028e+00,2.8390e+01
1.5800e+02,1.0000e+00,1.3481e+01,-2.1034e+03,-2.1111e+03,-1.5792e-01,-2.1111e+03,8.7898e-02,7.7299e+00,2.1170e+03,2.3573e+03,-4.9036e-01,-4.5640e-01,9.5414e-01,1.0766e+00,1.8845e+00,2.5473e+00,3.3490e+00,2.8025e+01
1.5900e+02,2.0000e+00,1.3543e+01,-2.0953e+03,-2.1030e+03,-1.5892e-01,-2.1030e+03,8.8036e-02,7.7543e+00,2.1110e+03,2.3611e+03,2.3449e-01,-1.0258e-01,2.5649e-01,1.5904e+00,2.2296e+00,3.6791e+00,3.5756e+00,2.8874e+01
1.6000e+02,1.0000e+00,1.3617e+01,-2.0578e+03,-2.0656e+03,-1.5992e-01,-2.0656e+03,8.8074e-02,7.7608e+00,2.1029e+03,2.3633e+03,-4.7930e-01,-9.7636e-02,9.6451e-01,5.2908e-01,2.6734e+00,3.1583e+00,3.0801e+00,2.8362e+01
1.6100e+02,1.0000e+00,1.3690e+01,-2.0457e+03,-2.0534e+03,-1.6092e-01,-2.0534e+03,8.8078e-02,7.7617e+00,2.0654e+03,2.3654e+03,-2.9727e-02,-4.5172e-01,6.6890e-01,1.3239e+00,1.9149e+00,2.5865e+00,4.3946e+00,2.9980e+01
1.6200e+02,1.0000e+00,1.3764e+01,-2.0440e+03,-2.0516e+03,-1.6192e-01,-2.0515e+03,8.3556e-02,6.9851e+00,2.0533e+03,2.3673e+03,-3.3069e-01,-6.3729e-01,5.8199e-02,2.1555e+00,2.0350e+00,2.4821e+00,4.1285e+00,2.9669e+01
1.6300e+02,1.0000e+00,1.3837e+01,-2.0402e+03,-2.0480e+03,-1.6292e-01,-2.0479e+03,8.6608e-02,7.5047e+00,2.0513e+03,2.3692e+03,4.7942e-02,-1.0904e-02,7.9318e-01,2.2253e+00,2.4862e+00,2.9481e+00,3.8656e+00,2.8782e+01
1.6400e+02,1.0000e+00,1.3910e+01,-2.0350e+03,-2.0428e+03,-1.6392e-01,-2.0428e+03,8.7689e-02,7.6932e+00,2.0478e+03,2.3714e+03,-1.7202e-01,-4.0690e-01,1.1366e+00,1.3725e+00,2.6837e+00,2.3856e+00,2.9386e+00,2.8064e+01
1.6500e+02,1.0000e+00,1.3983e+01,-2.0104e+03,-2.0182e+03,-1.6492e-01,-2.0182e+03,8.8102e-02,7.7658e+00,2.0426e+03,2.3735e+03,-2.5275e-01,-4.9703e-01,-5.4252e-01,1.4806e+00,2.0082e+00,2.1221e+00,4.1704e+00,2.9561e+01
1.6600e+02,1.0000e+00,1.4056e+01,-1.9729e+03,-1.9807e+03,-1.6592e-01,-1.9807e+03,8.8108e-02,7.7668e+00,2.0180e+03,2.3756e+03,-1.0294e-01,-1.2735e-01,-4.7498e-01,1.1594e+00,1.0117e+00,3.1581e+00,4.4457e+00,2.9947e+01
1.6700e+02,2.0000e+00,1.4117e+01,-1.9597e+03,-1.9675e+03,-1.6692e-01,-1.9675e+03,8.8113e-02,7.7678e+00,1.9805e+03,2.3794e+03,2.0395e-01,-8.2291e-01,-6.5767e-01,1.0285e+00,2.0582e+00,3.3901e+00,4.1189e+00,2.9472e+01
1.6800e+02,1.0000e+00,1.4189e+01,-1.9591e+03,-1.9664e+03,-1.6792e-01,-1.9661e+03,8.1972e-02,6.7228e+00,1.9673e+03,2.3816e+03,6.9306e-02,-5.3414e-01,1.1654e-01,2.0609e+00,1.5160e+00,3.5268e+00,2.9535e+00,2.8542e+01
1.6900e+02,1.0000e+00,1.4262e+01,-1.9552e+03,-1.9630e+03,-1.6892e-01,-1.9629e+03,8.6328e-02,7.4563e+00,1.9659e+03,2.3836e+03,6.1197e-02,-4.7538e-01,-1.8479e-01,7.2259e-01,1.8837e+00,3.9725e+00,4.0838e+00,2.9949e+01
