logfeh_mean,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
9.8765e-03,-1.8088e+00,4.9572e-01,1.1051e+00,9.5383e-01,3.9930e+00,4.1379e+00,3.0942e+01,-1.0647e+02
-8.5835e-02,-1.8087e+00,4.1820e-01,5.0114e-01,1.6035e+00,3.8485e+00,4.2708e+00,3.1003e+01,-1.0504e+02
-3.0296e-01,-1.3601e+00,-1.7312e-01,1.1732e+00,1.4129e+00,3.6440e+00,4.4026e+00,3.1152e+01,-1.1008e+02
-3.0314e-01,-1.4619e+00,-4.4002e-01,8.4526e-01,2.2298e+00,3.5109e+00,4.4684e+00,3.1253e+01,-1.1286e+02
-2.2267e-01,-1.9681e+00,7.7912e-02,1.1975e+00,1.7622e+00,3.0442e+00,4.5027e+00,3.1197e+01,-1.0381e+02
-2.8134e-01,-1.9346e+00,-4.7841e-01,6.3203e-02,1.3830e+00,2.3684e+00,4.4746e+00,3.1098e+01,-1.1325e+02
-2.6873e-01,-1.8868e+00,-2.3783e-01,8.5433e-01,1.9064e+00,2.5656e+00,4.5007e+00,3.1173e+01,-1.0518e+02
-4.7078e-01,-1.2211e+00,-1.0770e+00,1.6111e+00,1.4491e+00,2.5065e+00,4.5190e+00,3.1231e+01,-1.1012e+02
-2.9382e-01,-1.2571e+00,4.3525e-01,1.3064e+00,1.4337e+00,3.8097e+00,4.3284e+00,3.1110e+01,-1.0532e+02
-4.5667e-01,-1.2877e+00,-9.4244e-01,1.0786e+00,1.5961e+00,2.7686e+00,4.5053e+00,3.1220e+01,-1.1315e+02
-4.0234e-01,-1.2654e+00,1.3167e-01,1.4369e+00,2.1911e+00,3.3309e+00,4.5016e+00,3.1283e+01,-9.8741e+01
1.2110e-02,-1.8246e+00,-8.0584e-03,1.2435e+00,2.0748e+00,4.0019e+00,4.1871e+00,3.1026e+01,-1.1292e+02
-1.0384e-01,-1.4918e+00,2.4569e-01,1.5865e+00,5.4485e-01,3.8935e+00,4.2834e+00,3.1051e+01,-1.0388e+02
-8.6942e-02,-1.8526e+00,3.9610e-01,9.8764e-01,2.1017e+00,3.7502e+00,4.3151e+00,3.1009e+01,-1.0432e+02
-2.5749e-01,-1.7792e+00,6.1246e-01,7.7521e-01,6.0069e-01,2.7472e+00,4.4751e+00,3.1097e+01,-1.1171e+02
-2.4263e-01,-1.8232e+00,6.0291e-01,1.3323e+00,1.3130e+00,2.6174e+00,4.5298e+00,3.1228e+01,-1.0595e+02
-4.5539e-01,-1.3197e+00,-1.0907e+00,1.1938e+00,8.2442e-01,2.7655e+00,4.5094e+00,3.1227e+01,-1.1191e+02
-1.9109e-01,-1.7236e+00,-3.5516e-01,9.2678e-01,1.2548e+00,3.6857e+00,4.3804e+00,3.1107e+01,-1.0613e+02
-4.3529e-01,-1.3168e+00,6.3049e-01,5.7703e-03,2.0897e+00,2.6835e+00,4.5262e+00,3.1273e+01,-1.0364e+02
-5.5946e-01,-1.1314e+00,2.8255e-01,1.9851e-02,8.2048e-01,3.1270e+00,4.5027e+00,3.1248e+01,-1.1167e+02
-4.8482e-01,-1.2399e+00,5.6141e-01,7.4747e-01,5.4594e-01,2.7641e+00,4.5074e+00,3.1218e+01,-1.0851e+02
-5.8517e-01,-1.1236e+00,1.0003e-01,6.0421e-01,1.7085e+00,2.2104e+00,4.5174e+00,3.1233e+01,-1.0945e+02
-2.9039e-01,-1.5610e+00,-4.9329e-02,1.7215e+00,1.3391e+00,2.6686e+00,4.4791e+00,3.1118e+01,-1.0168e+02
-2.2527e-01,-1.7282e+00,4.1542e-01,1.3190e+00,1.3386e+00,3.2829e+00,4.4826e+00,3.1179e+01,-1.0498e+02
-2.9284e-01,-1.3509e+00,-1.2821e-01,6.2632e-01,1.2527e+00,3.7965e+00,4.3730e+00,3.1180e+01,-1.1296e+02
-4.1671e-01,-1.2897e+00,4.6986e-01,5.7717e-01,6.7513e-01,3.4335e+00,4.4751e+00,3.1241e+01,-1.0486e+02
-5.5073e-01,-1.1563e+00,-2.9595e-02,1.3634e+00,1.2607e+00,2.7123e+00,4.5394e+00,3.1304e+01,-1.1054e+02
