logfeh_scale,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.0219e-01,-1.9711e+00,-4.0661e-01,1.6743e+00,1.4108e+00,2.1839e+00,4.9765e+00,3.0632e+01,-8.1456e+02
3.6641e-01,-1.7427e+00,7.5782e-01,3.1565e-01,1.1087e+00,3.6635e+00,4.8423e+00,3.0384e+01,-1.0494e+03
-1.6580e-01,-9.5865e-01,1.3829e-01,1.4447e-01,3.9603e+00,3.7330e+00,5.2906e+00,3.1701e+01,-7.2532e+02
-2.0635e-02,-1.1445e+00,5.8003e-01,8.5245e-01,4.0833e-01,2.1853e+00,5.0453e+00,3.0836e+01,-3.5446e+02
-7.0908e-01,-6.9883e-01,-1.4172e-01,2.7547e+00,4.1242e-01,3.0490e+00,5.0572e+00,3.0962e+01,-5.2011e+02
2.4633e-01,-1.4529e+00,-7.5189e-01,2.1488e+00,4.1475e-01,3.6252e+00,4.9769e+00,3.0715e+01,-7.5397e+02
2.0023e-01,-1.4873e+00,7.7133e-01,1.3796e-01,2.2036e+00,2.8115e+00,5.4633e+00,3.1866e+01,-1.1136e+03
1.9706e-01,-1.5272e+00,2.2069e-01,-9.9062e-02,2.3491e+00,3.2261e+00,5.0829e+00,3.0953e+01,-4.8624e+02
2.8353e-01,-1.8272e+00,2.8733e-02,5.2667e-01,1.3672e+00,1.6921e+00,5.1522e+00,3.1074e+01,-1.0812e+03
3.6143e-02,-1.0512e+00,1.7610e-01,2.9393e-01,3.4506e+00,4.2956e+00,5.1334e+00,3.1313e+01,-5.3515e+02
-3.8787e-01,-7.9044e-01,-2.9587e-01,6.5554e-01,3.9489e+00,4.1823e+00,5.1917e+00,3.1594e+01,-9.2999e+02
-1.1380e-01,-1.0815e+00,1.5479e+00,1.4009e+00,1.2604e+00,2.1066e+00,5.2250e+00,3.1321e+01,-7.6925e+02
3.3442e-01,-9.8228e-01,-8.7193e-02,2.3223e+00,2.4935e+00,4.8996e+00,4.5836e+00,3.1147e+01,-3.5051e+02
-5.9324e-01,-8.0394e-01,4.8295e-01,2.4488e-01,2.2264e+00,2.7425e+00,5.1294e+00,3.1134e+01,-1.7065e+02
-1.8653e-01,-9.9506e-01,1.2886e+00,1.1502e+00,3.2365e+00,3.1056e+00,5.1585e+00,3.1219e+01,-4.2777e+02
2.8779e-01,-9.3072e-01,-2.6318e-01,4.8927e-01,5.8335e-01,4.6898e+00,3.9495e+00,3.0443e+01,-5.4969e+02
-1.2621e-01,-1.0375e+00,4.5413e-01,1.9886e+00,1.8572e+00,3.4197e+00,5.1959e+00,3.1275e+01,-5.2142e+02
-1.6721e-01,-6.3672e-01,-8.5816e-01,3.0362e+00,2.8440e+00,4.9712e+00,3.7780e+00,3.1135e+01,-1.1257e+03
3.9411e-01,-1.2256e+00,-7.2937e-01,2.8986e+00,3.4653e+00,3.6222e+00,5.2538e+00,3.1376e+01,-6.0426e+02
-8.5326e-03,-8.2666e-01,4.3978e-01,3.3165e+00,1.3537e+00,3.8253e+00,5.2862e+00,3.1469e+01,-8.9254e+02
1.0497e-01,-9.5147e-01,-3.3805e-01,2.9777e+00,2.1859e+00,3.6429e+00,5.0540e+00,3.0883e+01,-2.2109e+02
-4.0330e-01,-7.5725e-01,8.3280e-01,4.0883e-01,2.8065e+00,4.6076e+00,4.7897e+00,3.1017e+01,-5.5183e+02
-1.4108e-01,-7.6615e-01,6.1028e-01,1.2088e+00,6.7327e-01,4.8905e+00,3.6016e+00,3.0929e+01,-8.1018e+02
-5.4596e-01,-6.6900e-01,1.1788e+00,6.6163e-01,4.1522e+00,4.1124e+00,5.0194e+00,3.1364e+01,-2.8537e+02
3.3723e-01,-1.6794e+00,1.2612e+00,2.0582e+00,2.1145e+00,1.7079e+00,5.0252e+00,3.0755e+01,-1.1890e+03
7.4152e-02,-8.4418e-01,3.2851e-01,3.0081e+00,1.9065e+00,4.8445e+00,4.8848e+00,3.1337e+01,-4.1263e+02
