logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
4.0863e-01,-1.3645e+00,1.9357e+00,2.7002e+00,3.8901e+00,4.9729e+00,5.1160e+00,3.1187e+01,-1.0159e+03
2.1030e-01,-1.1721e+00,1.2787e+00,1.3821e+00,3.2242e+00,5.0299e+00,4.6728e+00,3.0888e+01,-1.2153e+03
-1.7272e-01,-1.0412e+00,-1.2075e-01,2.1417e+00,2.4831e+00,4.5324e+00,5.2788e+00,3.1183e+01,-4.4214e+02
3.4624e-01,-1.4956e+00,1.2528e+00,2.1340e+00,2.7912e+00,5.3551e+00,4.9167e+00,3.1621e+01,-9.7416e+02
5.9462e-02,-1.8361e+00,1.6976e-01,1.9213e+00,2.9456e+00,3.2325e+00,5.1612e+00,3.0612e+01,-6.9813e+02
-7.4056e-02,-1.2969e+00,4.3076e-01,1.5362e+00,2.8443e+00,3.0386e+00,5.3093e+00,3.0978e+01,-9.3691e+02
7.6180e-02,-1.9556e+00,9.7395e-01,9.9174e-01,1.2672e+00,2.8621e+00,5.0939e+00,3.0399e+01,-5.1513e+02
1.3603e-01,-1.3735e+00,-2.8693e-01,1.3493e+00,2.8493e+00,4.4998e+00,4.7542e+00,3.0211e+01,-1.1636e+03
4.5818e-01,-1.8914e+00,4.3036e-01,1.6062e+00,3.8179e+00,4.6223e+00,4.8972e+00,3.0463e+01,-9.3255e+02
1.7259e-02,-1.3942e+00,1.4693e+00,9.2958e-01,1.2323e+00,3.2879e+00,5.2027e+00,3.0681e+01,-9.1043e+02
3.0146e-01,-1.6993e+00,7.4461e-01,1.6136e+00,3.4215e+00,4.6769e+00,5.0549e+00,3.0761e+01,-8.8101e+02
1.6688e-01,-1.5888e+00,1.0298e+00,2.6956e+00,3.1845e+00,2.9894e+00,5.3112e+00,3.0902e+01,-1.1463e+03
3.5960e-01,-1.0097e+00,1.5623e+00,3.0707e+00,1.5727e+00,5.1484e+00,3.7602e+00,3.0857e+01,-1.1006e+03
-3.9420e-02,-9.9815e-01,9.0455e-01,3.2136e+00,3.5926e+00,4.8156e+00,5.3880e+00,3.1522e+01,-6.6656e+02
-3.7890e-01,-8.9954e-01,2.2437e+00,7.1233e-01,1.3431e+00,3.6254e+00,5.6322e+00,3.1847e+01,-1.1382e+03
1.7231e-01,-1.4745e+00,-1.6351e-01,2.5878e+00,2.9720e+00,4.4731e+00,5.0334e+00,3.0603e+01,-1.2277e+03
-2.5460e-02,-1.1521e+00,-3.1919e-02,2.0027e+00,1.8468e+00,5.0433e+00,5.3272e+00,3.1623e+01,-9.9491e+02
2.8290e-01,-1.9811e+00,1.0587e+00,2.3531e+00,2.3371e+00,4.5274e+00,5.0998e+00,3.0709e+01,-6.1266e+02
4.4635e-01,-1.9973e+00,1.8843e+00,1.1499e+00,2.9443e+00,5.1288e+00,5.0659e+00,3.1258e+01,-1.1362e+03
