niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logNpix,tau,dmod
1.0000e+00,1.0000e+00,9.9010e-01,-2.6792e+05,-2.6792e+05,-9.9503e-03,-2.6792e+05,3.2502e-01,5.3083e+00,inf,9.6524e+01,2.4586e-01,-1.3213e+00,2.0244e+00,2.3393e+00,3.1727e+01
2.0000e+00,1.0000e+00,1.9608e+00,-2.2801e+05,-2.2801e+05,-1.9901e-02,-2.2801e+05,3.2532e-01,5.3182e+00,2.6788e+05,9.7128e+01,-2.2634e-01,-8.8460e-01,2.1508e+00,1.9072e+00,3.1733e+01
3.0000e+00,1.0000e+00,2.9126e+00,-2.2640e+05,-2.2640e+05,-2.9851e-02,-2.2640e+05,3.2563e-01,5.3282e+00,2.2798e+05,9.7787e+01,-7.9103e-02,-9.9692e-01,2.0275e+00,3.8869e+00,3.1531e+01
4.0000e+00,1.0000e+00,3.8462e+00,-1.9912e+05,-1.9913e+05,-3.9801e-02,-1.9913e+05,3.2593e-01,5.3381e+00,2.2636e+05,9.8380e+01,-2.2276e-01,-8.9567e-01,2.2062e+00,4.0316e+00,3.1782e+01
5.0000e+00,2.0000e+00,4.7170e+00,-1.8419e+05,-1.8419e+05,-4.9752e-02,-1.8419e+05,3.2624e-01,5.3481e+00,1.9909e+05,9.9549e+01,7.6059e-02,-1.1971e+00,2.0304e+00,2.3705e+00,3.0813e+01
6.0000e+00,1.0000e+00,5.6075e+00,-1.6486e+05,-1.6486e+05,-5.9702e-02,-1.6486e+05,3.2654e-01,5.3580e+00,1.8415e+05,1.0014e+02,3.6245e-02,-7.7591e-01,2.0374e+00,1.5005e+00,3.0322e+01
7.0000e+00,2.0000e+00,6.4220e+00,-1.6182e+05,-1.6182e+05,-6.9652e-02,-1.6182e+05,3.2684e-01,5.3680e+00,1.6482e+05,1.0143e+02,7.1480e-02,-1.0748e+00,2.2778e+00,1.1593e+00,3.1059e+01
8.0000e+00,2.0000e+00,7.2072e+00,-1.5057e+05,-1.5058e+05,-7.9603e-02,-1.5058e+05,3.2715e-01,5.3779e+00,1.6178e+05,1.0262e+02,1.9809e-01,-1.1610e+00,2.2402e+00,2.6297e+00,3.0797e+01
9.0000e+00,1.0000e+00,8.0357e+00,-1.4525e+05,-1.4526e+05,-8.9553e-02,-1.4526e+05,3.2745e-01,5.3879e+00,1.5054e+05,1.0321e+02,2.3087e-01,-8.3221e-01,2.5113e+00,6.3073e-01,3.1105e+01
1.0000e+01,1.0000e+00,8.8496e+00,-1.4208e+05,-1.4209e+05,-9.9503e-02,-1.4209e+05,3.2775e-01,5.3978e+00,1.4522e+05,1.0395e+02,-2.7881e-02,-8.1382e-01,2.4808e+00,3.9608e+00,3.1426e+01
1.1000e+01,1.0000e+00,9.6491e+00,-1.2599e+05,-1.2600e+05,-1.0945e-01,-1.2600e+05,3.2805e-01,5.4078e+00,1.4205e+05,1.0674e+02,1.1374e-01,-9.9244e-01,2.0424e+00,2.2243e+00,2.9785e+01
1.2000e+01,1.0000e+00,1.0435e+01,-1.2159e+05,-1.2160e+05,-1.1940e-01,-1.2160e+05,3.2835e-01,5.4177e+00,1.2596e+05,1.0733e+02,-4.5514e-01,-1.3157e+00,2.0947e+00,3.4069e+00,3.0378e+01
1.3000e+01,1.0000e+00,1.1207e+01,-1.1714e+05,-1.1715e+05,-1.2935e-01,-1.1715e+05,3.2866e-01,5.4277e+00,1.2156e+05,1.0792e+02,-1.9229e-01,-1.3645e+00,2.2541e+00,2.1285e+00,3.0470e+01
