niter,nc,eff,logl,logwt,logvol,logz,logzerr,h,delta_logz,time_elapsed,logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod
1.0000e+00,1.0000e+00,2.4938e-01,-1.5750e+05,-1.5751e+05,-2.4969e-03,-1.5751e+05,1.2922e-01,6.6871e+00,inf,3.8669e-01,-5.9412e-01,-1.2165e+00,-2.3730e+00,1.1208e+00,2.4124e+00,2.3768e+00,4.9135e+00,2.2894e+01
2.0000e+00,1.0000e+00,4.9751e-01,-1.5741e+05,-1.5742e+05,-4.9938e-03,-1.5742e+05,1.2924e-01,6.6896e+00,1.2602e+05,9.5374e-01,1.4012e-01,-7.5109e-01,-5.2654e-01,4.4162e-01,1.2282e+00,2.0921e-01,4.8919e+00,2.2354e+01
3.0000e+00,1.0000e+00,7.4442e-01,-1.5677e+05,-1.5678e+05,-7.4906e-03,-1.5678e+05,1.2926e-01,6.6921e+00,1.2593e+05,1.3262e+00,4.7627e-01,-1.0842e+00,-1.5952e-01,8.8407e-01,1.0856e+00,8.5151e-01,4.8594e+00,2.2480e+01
4.0000e+00,1.0000e+00,9.9010e-01,-1.5654e+05,-1.5655e+05,-9.9875e-03,-1.5655e+05,1.2929e-01,6.6946e+00,1.2528e+05,1.8952e+00,-1.9678e-01,-1.3328e+00,-2.6779e+00,6.9017e-01,2.7355e+00,3.9790e+00,4.6556e+00,2.2923e+01
5.0000e+00,1.0000e+00,1.2346e+00,-1.5608e+05,-1.5608e+05,-1.2484e-02,-1.5608e+05,1.2931e-01,6.6971e+00,1.2506e+05,2.4544e+00,3.5482e-01,-8.8113e-01,-1.3725e+00,-1.6964e+00,1.5213e+00,3.2131e+00,4.6420e+00,2.2547e+01
6.0000e+00,1.0000e+00,1.4778e+00,-1.5602e+05,-1.5602e+05,-1.4981e-02,-1.5602e+05,1.2934e-01,6.6996e+00,1.2459e+05,2.8311e+00,-7.4482e-01,-9.2243e-01,7.1288e-01,-1.2165e+00,2.7725e+00,3.1255e+00,4.6022e+00,2.2189e+01
7.0000e+00,1.0000e+00,1.7199e+00,-1.5574e+05,-1.5575e+05,-1.7478e-02,-1.5575e+05,1.2936e-01,6.7021e+00,1.2453e+05,3.2137e+00,-9.0637e-01,-1.6110e+00,-6.3759e-01,2.3779e-01,2.6061e+00,3.3028e-01,4.7618e+00,2.3700e+01
8.0000e+00,1.0000e+00,1.9608e+00,-1.5549e+05,-1.5549e+05,-1.9975e-02,-1.5549e+05,1.2939e-01,6.7046e+00,1.2425e+05,3.5786e+00,-4.1416e-01,-7.7647e-01,1.1283e+00,1.9487e+00,-7.2781e-01,5.8241e-01,4.8574e+00,2.2722e+01
9.0000e+00,1.0000e+00,2.2005e+00,-1.5530e+05,-1.5530e+05,-2.2472e-02,-1.5530e+05,1.2941e-01,6.7071e+00,1.2400e+05,3.9471e+00,-4.3809e-01,-1.9054e+00,-1.0505e+00,1.1451e+00,1.9484e+00,8.8607e-01,4.3870e+00,2.2144e+01
1.0000e+01,1.0000e+00,2.4390e+00,-1.5525e+05,-1.5526e+05,-2.4969e-02,-1.5526e+05,1.2943e-01,6.7096e+00,1.2381e+05,4.4316e+00,4.9157e-01,-1.1494e+00,6.7993e-01,-1.3691e+00,-4.4808e-01,1.4310e+00,4.7544e+00,2.2518e+01
1.1000e+01,1.0000e+00,2.6764e+00,-1.5525e+05,-1.5526e+05,-2.7466e-02,-1.5526e+05,1.1856e-01,5.6298e+00,1.2377e+05,4.7980e+00,-1.6083e-01,-1.8590e+00,3.9547e-01,3.0989e-01,-3.6318e-01,2.6947e+00,4.6680e+00,2.2991e+01
1.2000e+01,1.0000e+00,2.9126e+00,-1.5501e+05,-1.5502e+05,-2.9963e-02,-1.5502e+05,1.2948e-01,6.7146e+00,1.2377e+05,5.1606e+00,-5.8994e-02,-1.6075e+00,-4.3614e-01,4.8582e-01,-3.2237e-01,2.7369e+00,4.7084e+00,2.3784e+01
1.3000e+01,1.0000e+00,3.1477e+00,-1.5491e+05,-1.5492e+05,-3.2459e-02,-1.5492e+05,1.2951e-01,6.7171e+00,1.2353e+05,5.7004e+00,2.7714e-01,-1.3851e+00,-1.7207e+00,1.2854e+00,2.0406e+00,3.2578e+00,4.7267e+00,2.4001e+01
1.4000e+01,1.0000e+00,3.3816e+00,-1.5484e+05,-1.5485e+05,-3.4956e-02,-1.5485e+05,1.2953e-01,6.7196e+00,1.2343e+05,6.0607e+00,-3.7116e-01,-1.1470e+00,-2.5995e+00,2.2487e+00,1.3523e+00,3.2265e+00,4.6609e+00,2.3708e+01
