logfeh,logdust,logSFH0,logSFH1,logSFH2,logSFH3,logSFH4,dmod,logl
2.2516e-01,-1.4567e+00,-1.8773e+00,7.5248e-01,2.0929e-01,2.9314e+00,3.3155e+00,2.4342e+01,-1.6751e+03
7.5287e-02,-1.5043e+00,-1.0993e+00,5.7074e-01,1.4966e+00,1.3437e+00,3.5533e+00,2.4527e+01,-1.6061e+03
1.7494e-01,-1.8980e+00,-1.1971e+00,2.6324e-01,1.3027e+00,1.9851e+00,3.4335e+00,2.4219e+01,-1.6956e+03
1.6603e-01,-1.6832e+00,-1.0096e+00,4.3635e-01,1.5283e+00,2.2083e+00,3.4741e+00,2.4375e+01,-1.5239e+03
1.4604e-01,-1.4728e+00,-1.9683e+00,6.9520e-01,1.4648e+00,2.2361e+00,3.4464e+00,2.4300e+01,-1.7178e+03
1.0233e-01,-1.4896e+00,-1.1800e+00,7.3996e-01,1.0771e+00,2.1510e+00,3.5093e+00,2.4442e+01,-1.6728e+03
1.6558e-01,-1.9601e+00,-1.5103e+00,5.2152e-01,8.8542e-01,1.8466e+00,3.4760e+00,2.4302e+01,-1.6944e+03
1.0726e-01,-1.3901e+00,-1.8264e+00,4.1986e-01,1.2874e+00,2.5449e+00,3.4146e+00,2.4340e+01,-1.7241e+03
1.4967e-01,-1.6058e+00,-1.6228e+00,6.9586e-01,1.3087e+00,2.1204e+00,3.5054e+00,2.4418e+01,-1.7019e+03
1.6859e-01,-1.7367e+00,-1.3491e+00,4.6125e-01,1.3082e+00,2.1487e+00,3.4497e+00,2.4280e+01,-1.5956e+03
2.7767e-03,-1.2487e+00,-2.1483e+00,7.8750e-01,1.4933e+00,2.1601e+00,3.5518e+00,2.4599e+01,-1.5477e+03
1.6839e-01,-1.5211e+00,-1.6643e+00,4.4619e-01,9.3826e-01,2.6964e+00,3.4155e+00,2.4385e+01,-1.6996e+03
2.0643e-01,-1.8316e+00,-1.0416e+00,2.1805e-01,1.3316e+00,2.5447e+00,3.3687e+00,2.4186e+01,-1.6097e+03
1.7416e-01,-1.7748e+00,-1.1952e+00,2.4131e-01,1.4213e+00,2.2990e+00,3.4524e+00,2.4332e+01,-1.5742e+03
1.1655e-01,-1.4807e+00,-1.6980e+00,5.4427e-01,1.2549e+00,2.4732e+00,3.4692e+00,2.4427e+01,-1.5457e+03
1.9572e-01,-1.8896e+00,-1.7445e+00,4.4519e-01,-1.8995e-01,2.4771e+00,3.4402e+00,2.4317e+01,-1.7127e+03
1.7110e-01,-1.9454e+00,-1.3072e+00,3.1439e-01,1.0886e+00,2.3121e+00,3.4754e+00,2.4381e+01,-1.6372e+03
1.1433e-01,-1.4823e+00,-1.4283e+00,5.9190e-01,1.5438e+00,2.2176e+00,3.4931e+00,2.4441e+01,-1.5492e+03
1.6167e-01,-1.7817e+00,-1.0938e+00,3.2614e-01,1.2436e+00,2.1898e+00,3.4549e+00,2.4305e+01,-1.5694e+03
1.6580e-01,-1.7297e+00,-2.1845e+00,4.5932e-01,-3.8534e-02,2.5263e+00,3.4551e+00,2.4389e+01,-1.7180e+03
1.8576e-01,-1.5087e+00,-1.0759e+00,3.1414e-01,1.5339e+00,2.5885e+00,3.3688e+00,2.4254e+01,-1.6522e+03
